SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Sundance Elementary,public,7051 W Cholla,Peoria,Maricopa,85345-,y,rn,84,96.4,3.6,100,69,3.6,73,66.7,3.6,70,97.6,2.4,100,95.2,2.4,98,97.6,2.4,100,98.8,1.2,100,3.6,1.2,N/A
Sundance Elementary - Buckeye,public,25555 W Durango,Buckeye,Maricopa,85326-,n, ,92,98.9,1.1,100,92.4,3.3,100,95.7,3.3,100,98.9,1.1,100,98.9,1.1,100,97.8,2.2,100,98.9,1.1,100,4.3,0,N/A
Sunland Elementary School,public,5401 S 7th Avenue,Phoenix,Maricopa,85041-,y,lpn,55,96.4,3.6,100,96.4,3.6,100,92.7,5.5,100,96.4,3.6,100,96.4,3.6,100,96.4,3.6,100,96.4,3.6,100,5.5,0,N/A
Sunnyslope,public,245 E. Mountain View,Phoenix,Maricopa,85020-2070,n, ,92,97.8,0,98,98.9,0,100,97.8,0,100,98.9,0,99,100,0,100,98.9,0,99,100,0,100,0,0,N/A
Sunrise Elementary School,public,17624 N. 31st Ave,Phoenix,Maricopa,85053-,y,rn,85,96.5,3.5,100,90.6,4.7,99,90.6,4.7,99,96.5,3.5,100,96.5,3.5,100,97.6,2.4,100,98.8,1.2,100,4.7,0,N/A
Sunset Canyon School,public,2727 E. Siesta Ln,Phoenix,Maricopa,85050-,y,rn,82,100,0,100,97.6,2.4,100,97.6,2.4,100,100,0,100,100,0,100,100,0,100,100,0,100,2.4,0,N/A
Sunset Elementary School,public,4626 W Mountain View,Glendale,Maricopa,85302-2609,n, ,54,98.1,0,98,94.4,0,100,92.6,3.7,96,98.1,1.9,100,98.1,1.9,100,98.1,1.9,100,100,0,100,3.7,0,N/A
Sunset Heights,public,9687 W. Adam Ave.,Peoria,Maricopa,85382-,y,rn,116,96.6,3.4,100,92.2,6.9,100,92.2,6.9,100,95.7,4.3,100,95.7,2.6,98,96.6,2.6,99,96.6,2.6,99,6.9,0,N/A
Sunset Hills Elementary,public,17825 W Sierra Montana Loop,Surprise,Maricopa,85388-,n, ,140,100,0,100,93.6,1.4,96,92.1,1.4,95,100,0,100,99.3,.7,100,99.3,0,99,100,0,100,1.4,0,N/A
Sunset Ridge Elementary - Glendale,public,8490 W. Missouri Ave,Glendale,Maricopa,85305-,n, ,88,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,1.1,0,N/A
Sunset Ridge Elementary -Phoenix,public,35707 N. 33rd. Lane,Phoenix,Maricopa,85086-,y,lpn,137,97.8,2.2,100,91.2,7.3,99,90.5,8,99,97.8,2.2,100,97.1,1.5,99,98.5,1.5,100,98.5,1.5,100,10.2,10.2,N/A
Sunset Vista,public,7775 W. Orangewood Ave,Glendale,Maricopa,85303-,y,lpn,100,97,2,99,78,2,84,78,2,80,98,2,100,97,2,99,99,1,100,99,1,100,2,0,N/A
Supai Middle School ,public,6720 E Continental Dr,Scottsdale ,Maricopa,85008-,y,rn,228,97.8,2.2,100,96.5,0,100,96.5,2.6,99,98.2,1.3,100,99.1,0,99,98.7,0,99,99.6,0,100,1.8,.9,N/A
Superstition Mountain Elementary,public,550s. Ironwood Dr. ,Apache Junction,Pinal,85120-,y,rn,87,100,0,100,95.4,1.1,100,96.6,2.3,100,100,0,100,100,0,100,100,0,100,100,0,100,1.1,0,N/A
Superstition Springs Elementary,public,7125 E. Monterey Ave.,Mesa,Maricopa,85213-,y,rn,104,97.1,2.9,100,81.7,10.6,100,81.7,10.6,100,98.1,1.9,100,96.2,3.8,100,97.1,2.9,100,98.1,1.9,100,13.5,0,N/A
Surprise Elementary School,public,12907 W Greenway Rd,El Mirage,Maricopa,85335-,y,lpn,97,97.9,2.1,100,81.4,2.1,85,79.4,3.1,82,96.9,3.1,100,96.9,3.1,100,97.9,2.1,100,97.9,2.1,100,4.1,0,N/A
Sweetwater,charter,4602 W Sweetwater,Glendale,Maricopa,85304-,y,rn,53,98.1,1.9,100,94.3,3.8,100,96.2,3.8,100,98.1,0,98,100,0,100,100,0,100,100,0,100,5.7,0,N/A
System Phoenix,charter,1301 E. Almeria,Phoenix,Maricopa,85006-,n, ,32,96.9,3.1,100,81.3,3.1,84,78.1,3.1,81,87.5,3.1,91,96.9,3.1,100,90.6,3.1,94,93.8,3.1,97,3.1,0,N/A
T G Barr,public,2041 E Vineyard,Phoenix,Maricopa,85042-,y,rn,62,100,0,100,98.4,0,98,96.8,0,97,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
T. Dale Hancock Elementary School,public,2425 S. Pleasant Drive,Chandler ,Maricopa,85286-,n,n/a,126,97.6,2.4,100,94.4,4,100,95.2,4,100,97.6,2.4,100,97.6,2.4,100,97.6,2.4,100,97.6,2.4,100,4,.8,N/A
Taft Elementary School,public,9800 E. Quarterline Road,Mesa,Maricopa,85207-6228,y,rn,60,98.3,0,98,88.3,5,100,91.7,6.7,100,100,0,100,100,0,100,100,0,100,100,0,100,5,3.3,N/A
Tanque Verde Elementary School,public,2600 N Fennimore,Tucson,Pima,85749-,y,rn,103,99,1,100,94.2,2.9,97,94.2,2.9,97,99,1,100,99,1,100,99,1,100,100,0,100,3.9,0,N/A
Tartesso Elementary School,charter,29677 W Indianola Ave,Buckeye,Maricopa,85396-,n, ,34,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Taylor Intermediate,public,682 School Bus Lane,Snowflake,Navajo,85937-,y,rn,91,92.3,7.7,100,89,9.9,99,87.9,9.9,98,93.4,6.6,100,92.3,7.7,100,93.4,6.6,100,95.6,4.4,100,9.9,0,N/A
Teleos Preparatory Academy,charter,1401 E. Jefferson Street ,Phoenix,Maricopa,85339-,n, ,22,90.9,0,91,59.1,9.1,77,54.5,0,64,95.5,0,95,95.5,0,95,95.5,0,95,95.5,0,95,4.5,4.5,N/A
"Telesis Center For Learning, Inc.",charter,2598 Starlite Lane,Lake Havasu City,Mohave,86403-,n, ,41,97.6,2.4,100,78,4.9,85,80.5,4.9,88,97.6,2.4,100,97.6,2.4,100,97.6,2.4,100,97.6,2.4,100,4.9,0,N/A
Tempe Academy 162,public,2250 S College Av,Tempe,Maricopa,85282-,n, ,117,97.4,2.6,100,89.7,3.4,100,89.7,3.4,100,97.4,2.6,100,97.4,2.6,100,97.4,2.6,100,100,0,100,3.4,0,N/A
Tempe Preparatory Junior Academy,charter,1251 E. Southern Ave,Tempe,Maricopa,85282-,n, ,70,94.3,2.9,97,88.6,2.9,96,87.1,4.3,96,90,4.3,94,90,4.3,94,91.4,4.3,96,95.7,2.9,99,4.3,0,N/A
Terramar Elementary,public,7000 W. Happy Valley Road,Peoria,Maricopa,85383-,y,rn,103,97.1,2.9,100,95.1,4.9,100,96.1,3.9,100,97.1,2.9,100,97.1,2.9,100,97.1,2.9,100,98.1,1.9,100,4.9,0,N/A
Tesseract,private,3939 East Shea Boulevard,Phoenix,Maricopa,85028-,y,rn,33,87.9,12.1,100,81.8,12.1,94,81.8,12.1,94,93.9,6.1,100,90.9,9.1,100,97,3,100,93.9,6.1,100,3,9.1,N/A
Thatcher Elementary School,public,3490 W Main,Thatcher,Graham,85552-,y,rn,137,96.4,3.6,100,78.8,0,85,71.5,0,72,94.2,0,94,94.9,0,95,95.6,0,96,98.5,0,99,7.3,0,N/A
The Odyssey Institute For Advanced And International Studies,charter,1495 S. Verrado Way ,Buckeye,Maricopa,85326-,y,lpn,201,96,4,100,92.5,7.5,100,91.5,8.5,100,96,4,100,96,4,100,96.5,3.5,100,96.5,3.5,100,8.5,.5,N/A
The Odyssey Preparatory Academy Casa Grande Campus,charter,950 N. Peart Rd.,Casa Grande,Pinal,85122-,y,lpn,21,95.2,4.8,100,90.5,9.5,100,90.5,9.5,100,95.2,4.8,100,95.2,4.8,100,95.2,4.8,100,95.2,4.8,100,9.5,0,N/A
The Rising School,charter,7444 E Broadway Blvd,Tucson,Pima,85710-,n, ,21,100,0,100,90.5,0,100,95.2,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Theodore Roosevelt Elementary,public,828 S. Valencia St.,Mesa,Maricopa,85202-,y,rn,89,97.8,2.2,100,96.6,0,100,96.6,3.4,100,96.6,3.4,100,98.9,1.1,100,98.9,1.1,100,100,0,100,2.2,1.1,N/A
Thomas Edison Elementary School,public,804 North 18th Street,Phoenix,Maricopa,85006-,y,rn,80,100,0,100,98.8,0,99,98.8,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Thompson Ranch Elementary,public,11800 West Thompson Ranch Rd,El Mirage,Maricopa,85335-,n,n/a,97,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,1,0,N/A
Thornydale Elementary School,public,7651 N. Oldfather Dr.,Tucson,Pima,85741-,n, ,49,98,2,100,98,0,100,98,2,100,95.9,2,98,100,0,100,100,0,100,100,0,100,2,0,N/A
Toltec Elementary School,public,3315 N. Toltec Rd. ,Eloy,Pinal,85131-,n, ,49,93.9,0,94,93.9,0,94,93.9,0,94,93.9,0,94,93.9,0,94,93.9,0,94,93.9,0,94,0,0,N/A
Town & Country Elementary School,public,1313 S. Lenzner Ave,Sierra Vista ,Cochise,85635-,y,rn,63,100,0,100,98.4,0,100,98.4,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Towne Meadown Elementary School,public,1101 N. Recker Rd.,Gilbert,Maricopa,85234-,y,rn,112,96.4,3.6,100,90.2,5.4,100,92.9,5.4,100,95.5,4.5,100,95.5,4.5,100,96.4,3.6,100,96.4,3.6,100,10.7,0,N/A
Trailside Point Elementary,public,7275 W Vineyard,Laveen,Maricopa,85339-,n, ,114,99.1,.9,100,89.5,3.5,95,89.5,3.5,95,97.4,2.6,100,97.4,2.6,100,100,0,100,97.4,2.6,100,2.6,.9,N/A
Tres Rios Elementary School,public,5025 S 103rd Ave,Tolleson,Maricopa,85353-,y,lpn,117,100,0,100,94.9,0,96,94.9,0,95,100,0,100,99.1,0,99,100,0,100,100,0,100,0,0,N/A
Trinity Lutheran School,private,830 E Plaza Circle,Litchfield Park,Maricopa,85340-,n, ,23,100,0,100,95.7,4.3,100,91.3,4.3,100,100,0,100,100,0,100,100,0,100,100,0,100,0,4.3,N/A
Trivum Preparatory,charter,925 N. Sarival Avenue,Goodyear,Maricopa,85338-,y,rn,89,92.1,7.9,100,88.8,11.2,100,88.8,11.2,100,92.1,7.9,100,92.1,7.9,100,92.1,7.9,100,92.1,7.9,100,11.2,0,N/A
Tsaile Public School,public,Chinle Unified School Dist#24,Chinle,Apache,86503-,n, ,34,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Tsehootsooi Middle School,public,P.o Box 559,Fort Defiance,Apache,86504-,n, ,135,100,0,100,88.1,0,100,88.1,0,91,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Tucson Country Day School,charter,9239 E. Wrightstown Rd.,Tucson,Pima,85730-,n, ,69,94.2,5.8,100,94.2,5.8,100,92.8,7.2,100,94.2,5.8,100,94.2,5.8,100,94.2,5.8,100,98.6,1.4,100,7.2,0,N/A
Tumbleweed,public,4001 West Laurel Lane,Phoenix,Maricopa,85029-,n, ,87,96.6,3.4,100,95.4,3.4,100,95.4,3.4,100,98.9,1.1,100,98.9,1.1,100,98.9,1.1,100,98.9,1.1,100,3.4,0,N/A
Twin Peaks Elementary,public,7995 W Twin Peaks,Tucson,Pima,85743-,n, ,52,98.1,1.9,100,92.3,3.8,100,86.5,13.5,100,98.1,1.9,100,98.1,1.9,100,98.1,1.9,100,100,0,100,9.6,3.8,N/A
Utterback Middle School,public,3233 S. Pinal Vista,Tucson,Pima,85713-,y,rn,157,98.1,0,98,96.2,.6,99,96.2,1.3,98,98.7,0,99,99.4,0,99,98.7,0,99,96.8,0,97,.6,.6,N/A
Vail Academy & High School,charter,7762 E Science Park Dr,Tucson,Pima,85747-,n, ,51,98,2,100,94.1,0,98,92.2,2,98,98,2,100,98,2,100,100,0,100,100,0,100,2,0,N/A
Val Vista Academy,charter,4120 S. Val Vista Dr.,Gilbert,Maricopa,85297-4607,n, ,42,100,0,100,90.5,7.1,100,90.5,7.1,100,100,0,100,100,0,100,97.6,0,98,100,0,100,9.5,0,N/A
Val Vista Lakes Elementary,public,1030 N. Blue Grotto Dr.,Gilbert ,Maricopa,85234-,y,rn,87,100,0,100,93.1,1.1,98,93.1,1.1,98,100,0,100,97.7,2.3,100,98.9,1.1,100,98.9,1.1,100,1.1,0,N/A
Valencia Middle School,public,4400 W. Irvington Rd.,Tucson,Pima,85746-,y,rn,344,100,0,100,98.5,.6,100,98,.9,99,100,0,100,99.7,.3,100,99.7,.3,100,100,0,100,.9,.6,N/A
Valley Academy,charter,1520 W. Rose Garden Ln.,Phoenix,Maricopa,85027-,y,rn,70,91.4,8.6,100,85.7,12.9,100,84.3,14.3,100,92.9,7.1,100,91.4,8.6,100,91.4,8.6,100,92.9,7.1,100,15.7,0,N/A
Valley Horizon Elementary,public,4501 W. 20h Street,Yuma,Yuma,85364-,n, ,113,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Valley View Elementary School,public,8220 S. 7th Avenue,Phoenix,Maricopa,85041-,y,rn,67,100,0,100,95.5,1.5,100,95.5,1.5,100,100,0,100,98.5,1.5,100,100,0,100,98.5,1.5,100,1.5,1.5,N/A
Valley View Elementary School - Hereford,public,P.o. Box 38,Hereford,Cochise,85615-,n,n/a,26,100,0,100,100,0,100,84.6,0,100,96.2,3.8,100,96.2,3.8,100,96.2,3.8,100,100,0,100,3.8,0,N/A
Vector Prep And Arts Academy,charter,2020 N Arizona Ave Suite 5,Chandler,Maricopa,85225-,n, ,28,96.4,3.6,100,53.6,3.6,68,53.6,3.6,61,92.9,3.6,96,92.9,3.6,96,92.9,3.6,96,96.4,3.6,100,3.6,0,N/A
Veritas Preparatory Academy,charter,3102 N. 56th Street,Phoenix,Maricopa,85018-,n, ,118,94.9,5.1,100,69.5,14.4,86,62.7,19.5,83,91.5,6.8,98,93.2,4.2,97,89,8.5,97,94.1,5.9,100,15.3,.8,N/A
Verrado Middle ,public,20880 W Main,Buckeye,Maricopa,85396-,y,lpn,359,99.2,.8,100,93,3.1,97,93,3.1,97,96.1,1.7,98,96.1,1.7,98,98.3,1.4,100,98.3,1.7,100,4.2,0,N/A
Vh Lassen,public,909 W. Vineyard,Phoenix,Maricopa,85042-5500,y,rn,49,100,0,100,98,2,100,95.9,2,98,100,0,100,100,0,100,100,0,100,98,2,100,2,0,N/A
Villa De Paz Elementary School,public,4940 N. 103rd Avenue,Phoenix,Maricopa,85037-,n,n/a,88,98.9,0,99,100,0,100,100,0,100,100,0,100,100,0,100,98.9,0,99,100,0,100,0,0,N/A
Village Meadows Elementary,public,2020 W Morningside Dr,Phoenix,Maricopa,85023-,y,rn,71,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Village Meadows Elementary School,public,905 El Camino Real Ave,Sierra Vista,Cochise,85635-,y,rn,82,100,0,100,86.6,0,90,98.8,0,99,98.8,0,99,100,0,100,100,0,100,100,0,100,0,0,N/A
Villago Middle School,public,574 E Lakeside Parkway,Casa Grande,Pinal,85122-,y,rn,303,100,.3,100,96,.3,100,95.7,.3,100,99.7,.3,100,99.7,.3,100,99.7,.3,100,99.7,.3,100,.7,0,N/A
Vista Del Sur Traditional School,public,3908 W South Mountain,Laveen,Maricopa,85339-,n, ,94,100,0,100,94.7,1.1,100,94.7,1.1,100,100,0,100,100,0,100,100,0,100,100,0,100,1.1,0,N/A
Vistancia Elementary School,public,300009 N. Sunrise Point,Peoria,Maricopa,85383-,y,rn,116,96.6,3.4,100,96.6,1.7,100,94.8,4.3,100,98.3,1.7,100,97.4,2.6,100,97.4,2.6,100,99.1,.9,100,6.9,.9,N/A
Vulture Peak Middle School,public,920 S. Vulture Mine Rd,Wickenburg,Maricopa,85390-,n, ,72,94.4,4.2,99,55.6,4.2,63,58.3,4.2,63,93.1,5.6,99,93.1,5.6,99,93.1,4.2,97,93.1,5.6,99,5.6,0,N/A
Wade Carpenter Middle School,public,595 W Kino St,Nogales,Santa Cruz,85621-,y,rn,198,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,9.1,0,N/A
Walker Butte K-8,public,P.o. Box 2850 ,Florence,Pinal,85132-,n, ,112,96.4,3.6,100,91.1,8,100,91.1,8,100,96.4,3.6,100,96.4,3.6,100,96.4,3.6,100,96.4,3.6,100,8,0,N/A
Wallace Jr. High,public,1320 18th Street,Parker,La Paz,85344-,n, ,131,99.2,0,99,84.7,0,85,85.5,0,85,99.2,0,99,100,0,100,99.2,0,99,100,0,100,0,0,N/A
Walter Douglas Elementary School,public,3302 North Flowing Wells Road,Tucson,Pima,85705-,n, ,98,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Ward Traditional Academy,public,1965 E Hermosa Drive,Tempe,Maricopa,85282-,y,rn,52,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Washington Elementary,public,Po Box 580,Winslow,Navajo,86047-,n, ,87,98.9,1.1,100,97.7,2.3,100,97.7,2.3,100,97.7,2.3,100,97.7,2.3,100,98.9,1.1,100,97.7,2.3,100,2.3,0,N/A
Washington Elementary - Phx,public,8033 N.27th Avenue,Phoenix,Maricopa,85051-,y,lpn,134,95.5,1.5,97,98.5,1.5,100,98.5,1.5,100,100,0,100,100,0,100,99.3,0,99,100,0,100,1.5,0,N/A
Washington Elementary School,public,2260 W Isabella ,Mesa,Maricopa,85202-,y,rn,77,97.4,2.6,100,93.5,2.6,100,93.5,2.6,100,97.4,2.6,100,97.4,2.6,100,96.1,3.9,100,97.4,2.6,100,3.9,0,N/A
Webster Elementary School,public,202 N. Sycamore,Mesa,Maricopa,85201-,y,rn,74,100,0,100,94.6,0,95,94.6,0,95,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Weinberg Elementary,public,5245 S. Val Vista Drive ,Gilbert,Maricopa,85298-,n, ,113,97.3,2.7,100,93.8,3.5,100,94.7,3.5,100,97.3,2.7,100,96.5,3.5,100,95.6,4.4,100,98.2,1.8,100,3.5,1.8,N/A
Wellton Elementary School,public,P.o. Box 517,Wellton,Yuma,85356-,n, ,26,96.2,0,96,53.8,0,58,50,0,50,96.2,0,96,100,0,100,100,0,100,100,0,100,0,0,N/A
West Elementary School,public,460 S. 7th Street,Coolidge,Pinal,85128-,y,rn,86,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
West Park Elementary,public,2700 S. 257th,Buckeye,Maricopa,85326-,n, ,90,93.3,6.7,100,86.7,12.2,100,86.7,12.2,100,93.3,6.7,100,93.3,6.7,100,93.3,6.7,100,93.3,6.7,100,12.2,0,N/A
West Point Elementary,public,13700 W Greenway Rd,Surprise,Maricopa,85374-,y,lpn,107,99.1,.9,100,97.2,2.8,100,96.3,3.7,100,99.1,.9,100,99.1,.9,100,99.1,.9,100,99.1,.9,100,5.6,0,N/A
West Sedona Elementary,public,570 Posse Grounds Road,Sedona,Yavapai,86336-,n, ,41,92.7,7.3,100,82.9,14.6,98,82.9,14.6,98,92.7,7.3,100,90.2,9.8,100,92.7,7.3,100,92.7,7.3,100,14.6,0,N/A
West Wind,public,9040 W Campbell Ave,Phoenix,Maricopa,85037-,n, ,132,98.5,1.5,100,97.7,0,100,97,1.5,100,98.5,1.5,100,100,0,100,100,0,100,100,0,100,1.5,0,N/A
West Wing,public,26716 N. High Desert Drive,Peoria,Maricopa,85383-,y,rn,118,100,0,100,89,4.2,99,89,4.2,99,100,0,100,100,0,100,100,0,100,100,0,100,4.2,0,N/A
Westar Elementary,public,17777 W. Westar Drive,Goodyear,Maricopa,85338-,n, ,91,96.7,3.3,100,94.5,5.5,100,96.7,3.3,100,96.7,3.3,100,96.7,3.3,100,95.6,4.4,100,96.7,3.3,100,6.6,0,N/A
Western Peaks Elementary,public,18063 W. Surprise Farms Loop South,Surprise,Maricopa,85388-,y,rn,129,97.7,2.3,100,71.3,2.3,74,72.1,2.3,75,96.9,2.3,99,96.9,2.3,99,97.7,1.6,99,95.3,2.3,98,2.3,0,N/A
Western Sky Middle School,public,4095 N. 144th Ave. ,Goodyear,Maricopa,85395-,y,lpn,373,96.5,3.2,100,95.4,.5,100,95.4,2.1,100,96.5,3.2,100,96.5,3.2,100,96.8,3.2,100,99.7,.3,100,3.2,.8,N/A
Whispering Wind Academy,charter,15844 N. 43rd St,Phoenix,Maricopa,85032-,y,rn,103,97.1,2.9,100,94.2,5.8,100,94.2,5.8,100,97.1,2.9,100,97.1,2.9,100,97.1,2.9,100,97.1,2.9,100,5.8,0,N/A
White Cliffs Middle School,public,3550 Prospector St.,Kingman,Mohave,86401-,y,lpn,265,96.6,3.4,100,87.5,5.7,94,87.5,6,94,96.6,3.4,100,96.6,3.4,100,96.2,3.4,100,95.8,3.4,99,6,0,N/A
Whitman Elementary,public,1829 N. Grand,Mesa,Maricopa,85201-1706,y,rn,94,98.9,0,99,96.8,0,98,96.8,0,97,98.9,0,99,98.9,0,99,98.9,0,99,100,0,100,1.1,0,N/A
Whittier Elementary School - Mesa,public,733 N. Longmore,Mesa,Maricopa,85201-,y,rn,74,97.3,2.7,100,95.9,2.7,99,95.9,2.7,99,97.3,2.7,100,97.3,2.7,100,97.3,2.7,100,97.3,2.7,100,2.7,0,N/A
Whittier Elementary School - Phoenix,public,2000 N 16th Street,Phoenix,Maricopa,85006-,y,rn,54,100,0,100,98.1,0,98,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Wigwam Creek Middle School,public,Wigwam Creek Middle School,Litchfield Park,Maricopa,85340-4934,y,lpn,335,100,0,100,94.9,3,99,94.3,3.6,99,99.7,.3,100,99.4,.6,100,99.7,0,100,100,0,100,4.8,0,N/A
Wildfire Elementary School,public,3997 E. Lockwood Dr. ,Phoenix ,Maricopa,85050-,y,rn,123,99.2,.8,100,95.1,4.1,99,95.1,4.1,99,98.4,1.6,100,96.7,1.6,98,96.7,1.6,98,98.4,1.6,100,5.7,.8,N/A
Wildflower School,public,325 S Wildflower Dr,Goodyear,Maricopa,85338-,y,rn,58,100,0,100,91.4,5.2,98,91.4,5.2,98,100,0,100,98.3,1.7,100,100,0,100,100,0,100,6.9,0,N/A
Willcox Middle School,public,360 N Bisbee Ave,Willcox,Cochise,85643-,y,rn,84,100,0,100,95.2,2.4,98,95.2,2.4,98,100,0,100,98.8,1.2,100,100,0,100,100,0,100,1.2,1.2,N/A
William R Sullivan Elementary School,public,2 N. 31st Ave,Phoenix,Maricopa,85009-____,y,rn,77,100,0,100,98.7,0,100,98.7,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
William T. Machan Elementary,public,2140 E. Virginia Ave.,Phoenix,Maricopa,85006-,y,rn,36,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Williams Elementary Middle School,public,Po Box 427,Williams,Coconino,86046-,n, ,42,97.6,2.4,100,81,9.5,90,78.6,11.9,90,95.2,4.8,100,92.9,4.8,98,97.6,0,98,100,0,100,14.3,0,N/A
Wilson Elementary School,public,5619 E. Glade Ave,Mesa,Maricopa,85206-,n,n/a,97,99,1,100,93.8,2.1,100,94.8,1,100,99,1,100,100,0,100,100,0,100,99,1,100,2.1,0,N/A
Winifred Harelson Elementary School,public,826 W Chapala,Tucson,Pima,85704-,n, ,60,98.3,1.7,100,98.3,1.7,100,93.3,6.7,100,98.3,1.7,100,98.3,1.7,100,98.3,1.7,100,98.3,1.7,100,5,5,N/A
Young Scholars Academy,charter,1501 E. Valencia Road,Bullhead City,Mohave,86426-,n,n/a,42,97.6,0,98,100,0,100,100,0,100,97.6,0,98,100,0,100,97.6,0,98,100,0,100,0,0,N/A
Zaharis,public,9410 E Mckellips,Mesa,Maricopa,85207-,y,rn,113,96.5,3.5,100,91.2,6.2,99,92.9,6.2,100,96.5,3.5,100,96.5,3.5,100,96.5,3.5,100,93.8,6.2,100,8,0,N/A
Zuni Hills Elementary,public,10851 W. Williams Road,Sun City,Maricopa,85373-3375,y,rn,92,97.8,2.2,100,97.8,2.2,100,96.7,2.2,99,97.8,2.2,100,97.8,2.2,100,97.8,2.2,100,97.8,2.2,100,2.2,0,N/A
thomas Heck Middle School,public,12448 W Bethany Home Rd,Litchfield Park,Maricopa,85340-,y,rn,219,97.7,2.3,100,90,3.7,96,90,3.7,96,97.7,2.3,100,97.3,2.7,100,97.7,2.3,100,97.7,2.3,100,3.7,0,N/A
