SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Roadrunner Elementary,public,16651 W Calle Carmela,Marana,Pima,85653-,n,n/a,64,95.3,4.7,100,93.8,4.7,98,93.8,4.7,100,100,0,100,100,0,100,98.4,1.6,100,100,0,100,10.9,0,N/A
Roadrunner Elementary School,public,7702 N. 39th Ave,Phoenix,Maricopa,85029-,n, ,97,100,0,100,95.9,1,100,97.9,1,100,100,0,100,100,0,100,100,0,100,100,0,100,1,0,N/A
Robert And Danell Tarwater Elementary,public,2300 S. Gardner Drive,Chandler,Maricopa,85286-,n,n/a,118,95.8,4.2,100,91.5,7.6,100,91.5,7.6,100,95.8,4.2,100,95.8,4.2,100,94.9,5.1,100,95.8,4.2,100,8.5,1.7,N/A
Roberts-naylor K-8,public,1701 S. Columbus Blvd,Tucson,Pima,85711-,y,rn,104,89.4,3.8,93,96.2,3.8,100,96.2,3.8,100,94.2,0,94,97.1,0,97,95.2,0,95,100,0,100,3.8,0,N/A
Robins Elementary School,public,3939 N. Magnatite Lane,Tucson,Pima,85746-,y,rn,62,100,0,100,93.5,3.2,98,90.3,6.5,98,100,0,100,100,0,100,100,0,100,100,0,100,4.8,1.6,N/A
Robson Elementary School,public,2122 E. Pueblo Ave.,Mesa,Maricopa,85204-,y,rn,88,100,0,100,95.5,3.4,100,95.5,4.5,100,100,0,100,100,0,100,100,0,100,100,0,100,4.5,0,N/A
Rogers Ranch School,public,6735 S 47th Ave,Laveen,Maricopa,85339-,n,n/a,113,98.2,.9,99,95.6,1.8,98,97.3,.9,99,98.2,.9,99,97.3,.9,98,97.3,.9,98,98.2,.9,99,1.8,0,N/A
Ron Watson Middle School,public,9851 28th St,Yuma,Yuma,85365-,y,rn,136,99.3,.7,100,80.1,.7,88,80.1,.7,85,99.3,.7,100,99.3,.7,100,99.3,.7,100,99.3,.7,100,.7,0,N/A
Ronald Reagan School,public,3200 W 16th Street,Yuma,Yuma,85364-,n,n/a,79,100,0,100,93.7,0,94,93.7,0,94,100,0,100,100,0,100,100,0,100,100,0,100,0,6.3,N/A
Rose Linda Elementary School,public,4610 S. 12th Street,Phoenix,Maricopa,85040-,y,rn,65,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Rosemarie Rivera Elementary,public,5102 S Cherry Avenue,Tucson,Pima,85706-,y,rn,83,100,0,100,100,0,100,98.8,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Roskruge Bilingual K-8 Magnet School,public,501 E. 6th St.,Tucson,Pima,85705-,y,rn,136,98.5,1.5,100,97.1,2.9,100,97.1,2.9,100,98.5,1.5,100,97.1,2.9,100,98.5,1.5,100,97.8,2.2,100,2.9,0,N/A
Round Valley Middle,public,P O Box 610,Springerville,Apache,85938-,n, ,85,100,0,100,72.9,0,79,72.9,0,73,100,0,100,98.8,0,99,98.8,0,99,98.8,0,99,0,0,N/A
Royal Palm Middle School,charter,8520 N 19th Avenue,Phoenix,Maricopa,85021-,n, ,243,96.3,.8,97,96.3,2.1,99,96.3,2.1,99,98.4,.8,99,98.4,.8,99,99.2,0,99,100,0,100,2.1,2.1,N/A
Rudy G. Bologna Elementary,public,1625 East Frye Rd,Chandler,Maricopa,85225-,n, ,105,97.1,2.9,100,92.4,4.8,100,94.3,5.7,100,97.1,2.9,100,96.2,3.8,100,97.1,2.9,100,95.2,4.8,100,7.6,0,N/A
Ruth Fisher Elementary School,public,38201 W. Indian School Rd.,Tonopah,Maricopa,85354-,n, ,97,100,0,100,94.8,0,95,94.8,2.1,100,100,0,100,100,0,100,100,0,100,100,0,100,2.1,0,N/A
Ruth Powell School,public,1041 14th Ave.,Safford,Graham,85546-,y,rn,84,98.8,0,99,8.3,0,12,9.5,0,10,97.6,0,98,96.4,0,96,94,0,94,95.2,0,95,2.4,0,N/A
Sabis International,charter,1903 East Roeser Road,Phoenix,Maricopa,85004-,y,rn,67,95.5,4.5,100,95.5,4.5,100,95.5,4.5,100,95.5,4.5,100,97,3,100,94,4.5,99,95.5,3,99,3,1.5,N/A
Sacaton Middle School,public,Po Box 98,Sacaton,Pinal,85147-,n,n/a,52,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Sacred Heart Catholic School - Nogales,private,207 W. Oak St.,Nogales,Santa Cruz,85621-____,n, ,21,100,0,100,85.7,0,90,85.7,0,86,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Saddleback Elementary School,charter,18600 North Porter Road,Maricopa,Pinal,85138-,y,rn,63,100,0,100,95.2,4.8,100,95.2,4.8,100,100,0,100,100,0,100,98.4,1.6,100,100,0,100,6.3,0,N/A
Safford K-8 Magnet School,public,200 E 13th St ,Tucson,Pima,85701-,y,rn,177,98.9,.6,99,96.6,1.1,98,97.2,1.1,99,98.9,.6,99,99.4,.6,100,98.3,.6,99,99.4,.6,100,.6,1.7,N/A
Sahuarita Middle School ,public,350w. Sahuarita Rd.,Sahuarita,Pima,85629-,n, ,234,100,0,100,100,.4,100,100,.4,100,100,0,100,100,0,100,100,0,100,100,.4,100,.4,0,N/A
Sahuaro Ranch Elementary,public,10401 N 63 Rd Ave,Glendale,Maricopa,85302-,y,rn,75,98.7,0,99,98.7,0,99,72,1.3,73,98.7,0,99,98.7,0,99,97.3,0,97,98.7,0,99,2.7,0,N/A
Sahuaro School,public,12835 N.33rd Ave,Phoenix,Maricopa,85029-,n, ,94,97.9,0,98,100,0,100,98.9,0,100,100,0,100,100,0,100,98.9,1.1,100,98.9,1.1,100,1.1,1.1,N/A
Saint Agnes Catholic School,private,2311 E. Palm Ln,Phoenix,Maricopa,85006-,n, ,25,100,0,100,100,0,100,100,0,100,100,0,100,96,0,96,100,0,100,100,0,100,0,0,N/A
Saint Francis Of Assisi,private,700 W. 18th Street,Yuma,Yuma,85364-,n, ,26,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Saint Francis Xavier,private,4715 North Central Avenue,Phoenix,Maricopa,85012-,y,rn,73,98.6,1.4,100,98.6,1.4,100,97.3,2.7,100,98.6,1.4,100,98.6,1.4,100,98.6,1.4,100,97.3,2.7,100,4.1,0,N/A
Saint Michael Indian School,private,P.o. Box 650,Saint Michaels,Apache,86511-0650,n, ,26,100,0,100,92.3,0,100,84.6,0,85,100,0,100,100,0,100,96.2,0,96,100,0,100,0,0,N/A
Salk Elementary School,public,7029 E Brown Road,Mesa,Maricopa,85207-,y,rn,93,97.8,2.2,100,94.6,4.3,100,94.6,4.3,100,98.9,1.1,100,98.9,1.1,100,98.9,1.1,100,100,0,100,3.2,0,N/A
San Marcos Elementary School,public,451 West Frye Road ,Chandler,Maricopa,85225-,n, ,69,100,0,100,91.3,8.7,100,89.9,10.1,100,98.6,1.4,100,100,0,100,100,0,100,100,0,100,11.6,0,N/A
San Tan Charter School,charter,3959 East Elliot Road,Gilbert,Maricopa,85234-,n, ,47,83,17,100,59.6,21.3,81,57.4,21.3,79,83,17,100,83,17,100,83,14.9,98,76.6,21.3,98,21.3,0,N/A
San Tan Elementary,public,3443 E.calistoga Drive,Gilbert,Maricopa,85297-,n, ,92,98.9,1.1,100,92.4,4.3,100,92.4,4.3,100,98.9,1.1,100,97.8,2.2,100,98.9,1.1,100,98.9,1.1,100,5.4,0,N/A
Sanborn Elementary School,public,700 North Superstition Blvd,Chandler,Maricopa,85225-,n, ,97,100,0,100,94.8,2.1,99,94.8,2.1,99,100,0,100,100,0,100,100,0,100,99,1,100,3.1,0,N/A
Sanders Middle School,public,Box 250,Sanders,Apache,86512-,n,n/a,62,100,0,100,87.1,0,90,88.7,0,92,100,0,100,100,0,100,100,0,100,96.8,0,97,0,0,N/A
Sandpiper Elementary School,charter,6724 E. Hearn Road,Scottsdale,Maricopa,85254-____,y,rn,59,91.5,8.5,100,89.8,10.2,100,86.4,13.6,100,91.5,8.5,100,91.5,8.5,100,91.5,8.5,100,91.5,8.5,100,8.5,1.7,N/A
Santa Clara,public,6910 S Santa Clara,Tucson,Pima,85756-,y,rn,99,100,0,100,96,0,100,96,0,96,100,0,100,100,0,100,100,0,100,98,0,98,0,0,N/A
Santa Cruz Catholic School,private,29 W. 22nd St,Tucson,Pima,85713-,y,rn,30,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Santa Cruz Elementary,public,19845 N. Costa Del Sol,Maricopa,Pinal,85138-,y,rn,62,96.8,3.2,100,88.7,6.5,100,88.7,6.5,100,96.8,3.2,100,95.2,4.8,100,95.2,4.8,100,100,0,100,8.1,0,N/A
Santa Fe,public,9880 N 77th Ave,Peoria,Maricopa,85345-,y,lpn,65,98.5,1.5,100,96.9,1.5,98,95.4,1.5,97,98.5,1.5,100,98.5,1.5,100,98.5,1.5,100,100,0,100,1.5,0,N/A
Santa Maria Middle School,public,7250 W Lower Buckeye,Phoenix,Maricopa,85043-,n, ,243,98.8,.8,100,98.4,.4,100,98.4,.4,100,99.2,.4,100,99.2,.4,100,99.2,.4,100,99.2,.4,100,.8,.4,N/A
Santa Rosa Elementary School,public,21400 N. Santa Rosa Dr,Maricopa,Pinal,85138-,y,rn,58,100,0,100,86.2,1.7,100,87.9,1.7,100,100,0,100,100,0,100,100,0,100,100,0,100,1.7,0,N/A
Santan Elementary,public,1550 E. Chandler Heights Rd,Chandler,Maricopa,85249-,n, ,181,98.3,1.7,100,93.4,6.1,100,93.9,6.1,100,98.3,1.7,100,98.3,1.7,100,97.8,2.2,100,98.3,1.7,100,7.2,0,N/A
Satori Charter School,charter,3727 N. 1st Ave.,Tucson ,Pima,85719-,n,n/a,25,88,12,100,80,16,100,80,20,100,80,20,100,84,16,100,84,16,100,84,16,100,16,4,N/A
Scottsdale Christian Academy,private,14400 N. Tatum,Phoenix,Maricopa,85032-,y,rn,38,86.8,13.2,100,78.9,21.1,100,78.9,21.1,100,86.8,13.2,100,86.8,13.2,100,94.7,5.3,100,92.1,7.9,100,15.8,2.6,N/A
Scottsdale Preparatory Academy,charter,16537 N. 92nd St.,Scottsdale,Maricopa,85260-,n, ,143,97.2,2.8,100,96.5,.7,97,96.5,.7,97,97.2,2.1,99,96.5,3.5,100,97.9,2.1,100,97.2,2.8,100,3.5,0,N/A
Secrist Middle School,public,3400 S. Houghton Road,Tucson,Pima,85730-,y,rn,195,98.5,1.5,100,98.5,1,100,98.5,1,100,99.5,.5,100,99,1,100,99.5,.5,100,100,0,100,1,.5,N/A
Self Development Charter School,charter,1709 N Greenfield Rd,Mesa,Maricopa,85205-3103,n, ,36,97.2,2.8,100,83.3,8.3,100,83.3,8.3,100,97.2,2.8,100,97.2,2.8,100,97.2,2.8,100,94.4,2.8,97,0,2.8,N/A
Sequoia Charter School,charter,1460 S. Horne Street,Mesa,Maricopa,85204-,n, ,88,96.6,2.3,99,94.3,2.3,99,94.3,2.3,99,97.7,2.3,100,97.7,2.3,100,97.7,2.3,100,97.7,2.3,100,2.3,0,N/A
Sequoia Choice,charter,323 N. Gilbert Rd. Suite 104,Mesa,Maricopa,85203-,n, ,42,83.3,14.3,98,57.1,26.2,90,54.8,28.6,86,78.6,19,98,81,19,100,83.3,16.7,100,81,19,100,28.6,2.4,N/A
Sequoia Pathway Academy,charter,19265 N Porter Rd,Maricopa,Pinal,85139-,n, ,94,96.8,3.2,100,86.2,6.4,97,86.2,6.4,97,96.8,3.2,100,95.7,4.3,100,96.8,3.2,100,96.8,3.2,100,7.4,0,N/A
Sequoia Village School,charter,982 Full House Ln,Show Low,Navajo,85901-,n,n/a,40,92.5,7.5,100,70,0,100,65,35,100,92.5,7.5,100,92.5,7.5,100,100,0,100,100,0,100,0,35,N/A
Settler's Point Elementary School,public,423 E. Settler's Point Drive,Gilbert,Maricopa,85296-,y,rn,117,94.9,5.1,100,88,6,100,88.9,6.8,98,95.7,4.3,100,95.7,4.3,100,100,0,100,96.6,3.4,100,6.8,0,N/A
Sevilla West ,public,3851west Missouri ,Phoenix,Maricopa,85019-,n, ,241,98.3,1.2,100,92.1,1.2,98,90.9,1.2,95,99.6,.4,100,100,0,100,99.2,.8,100,99.6,.4,100,1.2,0,N/A
Shaw Butte Elementary,public,12202 N. 21st Ave.,Phoenix,Maricopa,85029-,y,rn,79,100,0,100,97.5,1.3,100,97.5,1.3,99,100,0,100,100,0,100,100,0,100,100,0,100,1.3,0,N/A
Sheely Farms Elementary School,public,9450 W Encanto Blvd,Phoenix,Maricopa,85037-,y,rn,108,98.1,0,98,98.1,0,100,98.1,0,100,100,0,100,99.1,0,99,100,0,100,100,0,100,0,0,N/A
Show Low Jr. High,public,500 W Old Linden Rd,Show Low ,Navajo,85901-,n, ,175,94.3,5.7,100,75.4,22.3,100,77.1,21.7,100,95.4,4.6,100,94.9,5.1,100,95.4,4.6,100,94.9,5.1,100,22.9,0,N/A
Shumway,public,1325 N. Shumway Ave.,Chandler,Maricopa,85225-,n, ,75,98.7,1.3,100,98.7,1.3,100,98.7,1.3,100,98.7,1.3,100,98.7,1.3,100,98.7,1.3,100,98.7,1.3,100,1.3,0,N/A
Sierra 2-8 School,public,5801 S. Del Moral ,Tucson,Pima,85706-,y,rn,135,100,0,100,96.3,0,96,94.8,0,95,100,0,100,100,0,100,98.5,0,99,100,0,100,0,0,N/A
Sierra Verde School,public,7241 W. Rose Garden Lane,Glendale,Maricopa,85308-,y,rn,109,99.1,.9,100,92.7,5.5,100,92.7,5.5,100,99.1,.9,100,96.3,3.7,100,97.2,2.8,100,98.2,1.8,100,6.4,0,N/A
Silvestre Herrera Elementary School,public,1350 S. 11th St.,Phoenix,Maricopa,85034-,y,rn,78,100,0,100,92.3,1.3,99,92.3,0,100,100,0,100,100,0,100,100,0,100,100,0,100,1.3,0,N/A
Simonton Elementary School,public,40300 N Simonton Blvd,San Tan Valley,Pinal,85140-,y,lpn,80,98.8,0,99,100,0,100,95,2.5,98,100,0,100,100,0,100,100,0,100,98.8,1.3,100,1.3,0,N/A
Sinagua Middles School,public,3050 East Butler,Flagstaff,Coconino,86004-,y,rn,340,97.9,2.1,100,96.5,2.9,100,95.9,3.5,100,96.8,3.2,100,97.9,2.1,100,97.9,2.1,100,97.9,2.1,100,4.4,.3,N/A
Sirrine,public,591 West Mesquite Street,Chandler,Maricopa,85225-2114,y,rn,58,98.3,1.7,100,98.3,1.7,100,98.3,1.7,100,100,0,100,98.3,1.7,100,98.3,1.7,100,100,0,100,3.4,0,N/A
Sky View Elementary School,public,8624 W. Sweetwater Ave,Peoria,Maricopa,85381-,y,rn,55,94.5,5.5,100,100,0,100,100,0,100,94.5,5.5,100,94.5,5.5,100,94.5,5.5,100,94.5,5.5,100,5.5,0,N/A
Skyline Charter School D5,charter,"1 Preschool & Casa Blanca Rd, Po Box 10858",Casa Blanca,Maricopa,85221-,y,rn,24,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Skyline Ranch,public,1084 W San Tan Hills Dr,San Tan Valley,Pinal,85143-,n, ,105,95.2,2.9,98,78.1,2.9,100,78.1,2.9,83,95.2,2.9,98,96.2,2.9,99,97.1,2.9,100,97.1,2.9,100,2.9,0,N/A
Smoketree Elementary,public,2395 Smoketree Ave. ,Lake Havasu City,Mohave,86403-,y,rn,63,100,0,100,96.8,0,98,95.2,0,97,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Snowflake Intermediate,public,682 School Bus Lane,Snowflake,Navajo,85937-,y,rn,124,96,4,100,93.5,6.5,100,93.5,6.5,100,95.2,4.8,100,95.2,4.8,100,95.2,4.8,100,96.8,3.2,100,7.3,0,N/A
Solano School,public,1526 W. Missouri,Phoenix,Maricopa,85016-,n, ,62,88.7,0,89,93.5,0,100,90.3,0,90,98.4,0,98,100,0,100,98.4,0,98,100,0,100,0,0,N/A
Somerton Middle School,public,P.o. Box 3200,Somerton,Yuma,85350-,y,rn,320,100,0,100,99.1,.3,100,99.1,.3,100,100,0,100,100,0,100,100,0,100,100,0,100,.3,0,N/A
Sonoma Ranch Elementary School,public,601 N Key Biscayne Dr,Gilbert,Maricopa,85234-,y,rn,66,97,3,100,92.4,7.6,100,93.9,0,94,98.5,1.5,100,98.5,1.5,100,97,3,100,98.5,1.5,100,9.1,0,N/A
Sonoran Heights Elementary School,public,11405 North Greer Ranch Parkway,Surprise,Maricopa,85379-,y,lpn,107,96.3,3.7,100,88.8,5.6,99,87.9,8.4,99,95.3,4.7,100,95.3,4.7,100,96.3,3.7,100,95.3,4.7,100,7.5,.9,N/A
Sonoran Science Academy,charter,2325 W Sunset Rd,Tucson,Pima,85741-____,n, ,72,100,0,100,94.4,2.8,100,91.7,6.9,100,100,0,100,98.6,0,99,97.2,0,97,100,0,100,1.4,1.4,N/A
Sonoran Science Academy - Davis Monthan,charter,5741 East Ironwood Street,Tucson,Pima,85708-,y,lpn,36,100,0,100,94.4,2.8,100,94.4,2.8,100,100,0,100,100,0,100,100,0,100,97.2,2.8,100,2.8,0,N/A
Sonoran Science Academy - Phoenix,charter,4837 E. Mcdowell Road,Phoenix,Maricopa,85008-,n, ,26,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,96.2,0,96,0,0,N/A
Sonoran Science Academy-dm,charter,5741 East Ironwood Street,Tucson,Pima,85708-,n,n/a,36,100,0,100,94.4,2.8,100,94.4,2.8,100,100,0,100,100,0,100,97.2,0,97,97.2,2.8,100,2.8,0,N/A
Sonoran Sky ,public,10150 W Missouri Ave,Glendale,Maricopa,85307-,n,n/a,91,100,0,100,97.8,0,100,96.7,1.1,98,100,0,100,100,0,100,100,0,100,100,0,100,1.1,0,N/A
Sonoran Sky Elementary,charter,12990 N. 75th Street,Scottsdale,Maricopa,85260-,n,n/a,82,98.8,1.2,100,92.7,3.7,100,92.7,6.1,100,98.8,1.2,100,97.6,2.4,100,98.8,1.2,100,96.3,3.7,100,4.9,1.2,N/A
Sousa Elementary School,public,616 N. Mountain Road,Mesa,Maricopa,85207-2303,y,rn,77,100,0,100,96.1,2.6,100,96.1,3.9,100,96.1,3.9,100,98.7,1.3,100,100,0,100,100,0,100,5.2,0,N/A
South Pointe Elementary School,charter,2033 E. Southern Ave.,Phoenix,Maricopa,85040-,n, ,35,88.6,2.9,91,11.4,2.9,91,20,2.9,37,88.6,2.9,91,94.3,2.9,97,94.3,2.9,97,71.4,2.9,74,0,2.9,N/A
South Valley Prep & Arts  Academy,charter,7450 S. 40th Street,Phoenix,Maricopa,85042-,n, ,52,98.1,1.9,100,86.5,1.9,88,82.7,1.9,85,98.1,1.9,100,98.1,1.9,100,98.1,1.9,100,98.1,1.9,100,1.9,0,N/A
Southgate Academy,public,850 W. Valencia Rd.,Tucson,Pima,85706-,n, ,59,100,0,100,98.3,1.7,100,98.3,1.7,100,100,0,100,100,0,100,100,0,100,100,0,100,1.7,0,N/A
Southside Community School,charter,2701 S. Campbell ,Tucson,Pima,85713-5030,n,n/a,21,100,0,100,90.5,0,100,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,N/A
Southwest,public,1111 W Dobbins Rd,Phoenix,Maricopa,85041-,y,lpn,47,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Spectrum Elementary,public,2846 South Spectrum Way,Gilbert,Maricopa,85295-,y,rn,112,97.3,2.7,100,89.3,8.9,100,90.2,8,100,96.4,3.6,100,95.5,4.5,100,96.4,3.6,100,97.3,2.7,100,4.5,.9,N/A
Ss> Simon And Jude,private,6351 N 27th Ave,Phoenix,Maricopa,85017-,y,rn,54,100,0,100,96.3,0,100,96.3,0,100,98.1,0,98,98.1,0,98,96.3,0,96,100,0,100,0,0,N/A
St Ambrose Elementary/ Junior High,private,300 S Tucson Blvd,Tucson,Pima,85716-,n,n/a,25,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St Catherine Of Siena,private,6413 S. Central Ave,Phoenix,Maricopa,85042-,n,n/a,23,100,0,100,69.6,0,70,69.6,0,70,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St Elizabeth Ann Seton ,private,8650 N Shannon Road,Tucson,Pima,85742-9331,n, ,44,100,0,100,100,0,100,95.5,4.5,100,100,0,100,100,0,100,95.5,4.5,100,100,0,100,9.1,0,N/A
St John Bosco Catholic School,private,16035 South 48th Street,Phoenix,Maricopa,85048-,y,rn,50,100,0,100,94,0,100,92,2,100,100,0,100,100,0,100,100,0,100,100,0,100,2,0,N/A
St. Cyril Of Alexandria,private,4725 E. Pima Street,Tucson,Pima,85712-,n, ,37,100,0,100,97.3,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St. David Elemantary School,public,P.o. Box 70,St. David,Cochise,85630-____,y,rn,41,100,0,100,95.1,0,95,95.1,0,95,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St. Gregory College Preparatory School,private,3231 N. Craycroft Rd.,Tucson,Pima,85712-,n,n/a,22,95.5,4.5,100,90.9,4.5,100,81.8,13.6,100,95.5,4.5,100,95.5,4.5,100,95.5,4.5,100,95.5,4.5,100,4.5,9.1,N/A
St. John The Evangelist Catholic School,private,600 W. Ajo Way,Tucson,Pima,85713-,y,rn,26,100,0,100,84.6,0,85,80.8,0,81,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St. John Xxiii Catholic School,private,16235 N. 60th Street,Scottsdale,Maricopa,85254-,y,rn,68,97.1,2.9,100,97.1,2.9,100,95.6,4.4,100,100,0,100,100,0,100,100,0,100,100,0,100,4.4,0,N/A
St. Johns Middle School,public,Po Box 3060,Saint Johns,Apache,85936-,n, ,51,98,2,100,74.5,3.9,80,70.6,0,71,98,0,98,96.1,0,96,96.1,0,96,96.1,3.9,100,7.8,2,N/A
St. Joseph Catholic School,private,215 S.craycroft Rd.,Tucson,Pima,85711-,n, ,24,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St. Mary-basha Catholic,private,200 W. Galveston St. ,Chandler ,Maricopa,85225-,y,lpn,50,96,4,100,0,6,100,94,6,100,96,4,100,96,4,100,96,4,100,94,6,100,6,0,N/A
St. Matthew Catholic School,private,320 N 20th Dr.,Phoenix,Maricopa,85009-,n, ,27,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,96.3,0,96,100,0,100,0,0,N/A
St. Michael's Parish Day ,private,602 N. Wilmot,Tucson,Pima,85711-2702,y,rn,40,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,97.5,2.5,100,100,0,100,2.5,0,N/A
St. Peters Indian Mission Catholic School,private,P.o. Box 10840,Bapchule,Pinal,85121-,y,rn,21,100,0,100,95.2,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
St. Theresa Catholic School,private,5001 E. Thomas Rd.,Phoenix,Maricopa,85018-,n,n/a,29,93.1,6.9,100,89.7,6.9,100,89.7,6.9,100,93.1,6.9,100,93.1,6.9,100,93.1,6.9,100,93.1,6.9,100,3.4,3.4,N/A
St. Thomas Aquinas Grade School,private,13720 W. Thomas Rd.,Avondale,Maricopa,85392-,y,rn,43,95.3,4.7,100,93,7,100,93,7,100,95.3,4.7,100,97.7,2.3,100,97.7,2.3,100,95.3,0,95,7,0,N/A
St. Thomas The Apostle Catholic School,private,4510 N 24th Street,Phoenix,Maricopa,85016-,y,rn,61,95.1,4.9,100,95.1,3.3,98,95.1,3.3,98,95.1,4.9,100,93.4,6.6,100,95.1,4.9,100,95.1,4.9,100,4.9,1.6,N/A
Stanfield Elementary School,public,515 S. Stanfield Rd,Stanfield,Pinal,85172-,n, ,62,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Starline Elementary,public,3150 Starline Dr,Lake Havasu City,Mohave,86406-,y,rn,103,94.2,5.8,100,87.4,9.7,100,87.4,9.7,100,94.2,5.8,100,94.2,5.8,100,94.2,5.8,100,94.2,5.8,100,9.7,0,N/A
Stepping Stones Academy,charter,35812 N. 7th Street,Phoenix,Maricopa,85086-,n,n/a,24,83.3,16.7,100,83.3,0,100,54.2,45.8,100,83.3,16.7,100,83.3,16.7,100,83.3,16.7,100,83.3,16.7,100,45.8,0,N/A
Stetson Hills Elementary,public,25475 N. Stetson Hills Loop Rd,Phoenix,Maricopa,85083-,y,rn,129,98.4,1.6,100,90.7,5.4,98,89.9,5.4,98,96.9,3.1,100,96.1,3.9,100,98.4,1.6,100,98.4,1.6,100,5.4,0,N/A
Steven R. Jasinski Elementary,public,4280 S. 246th Ave.,Buckeye,Maricopa,85326-,n,n/a,96,99,1,100,97.9,2.1,100,96.9,3.1,100,99,1,100,99,1,100,99,1,100,99,1,100,3.1,0,N/A
Stevenson,public,638 S. 96th St.,Mesa,Maricopa,85208-,y,rn,113,97.3,1.8,99,93.8,4.4,100,93.8,4.4,100,98.2,1.8,100,98.2,1.8,100,98.2,1.8,100,100,0,100,5.3,.9,N/A
Sts. Peter And Paul Catholic School,private,1436 N. Campbell Ave.,Tucson,Pima,85719-,y,rn,55,98.2,1.8,100,96.4,1.8,100,96.4,1.8,100,98.2,1.8,100,98.2,1.8,100,98.2,1.8,100,98.2,1.8,100,1.8,0,N/A
Summit Academy,public,1550 W. Summit Place,Chandler,Maricopa,85224-,y,rn,119,95.8,4.2,100,79.8,4.2,86,79.8,4.2,85,95.8,4.2,100,95,4.2,99,96.6,3.4,100,95.8,4.2,100,7.6,0,N/A
Summit School Of Ahwatukee,private,4515 E. Muirwood Dr,Phoenix,Maricopa,85048-,n,n/a,27,74.1,25.9,100,66.7,29.6,100,66.7,29.6,100,66.7,33.3,100,85.2,14.8,100,74.1,25.9,100,88.9,11.1,100,18.5,7.4,N/A
Summit View,public,1900 E. Summit St,Tucson,Pima,85756-,y,rn,96,100,0,100,97.9,0,100,99,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,N/A
Sun Valley,public,8361 N 95 Th Ave,Peoria,Maricopa,85345-,y,lpn,128,96.9,3.1,100,96.9,3.1,100,96.9,3.1,100,96.9,3.1,100,96.9,3.1,100,96.9,3.1,100,96.9,0,97,3.1,3.1,N/A
Sun Valley Charter School,charter,5806 South 35th Avenue,Phoenix,Maricopa,85041-4371,n, ,21,90.5,9.5,100,71.4,9.5,100,81,9.5,100,95.2,4.8,100,95.2,4.8,100,95.2,4.8,100,95.2,4.8,100,9.5,0,N/A
Sunburst Elementary School,public,14218 N. 47th Ave,Glendale,Maricopa,85306-,n,n/a,88,96.6,3.4,100,96.6,3.4,100,96.6,3.4,100,97.7,2.3,100,97.7,2.3,100,97.7,2.3,100,97.7,2.3,100,5.7,0,N/A
