SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HIB,PCT_EXEMPT_HIB,PCT_COMPLIANCE_HIB,PCT_IMMUNE_HEPA,PCT_EXEMPT_HEPA,PCT_COMPLIANCE_HEPA,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
DESERT PALMS ELEM PRESCHOOL,N/A,11441 NORTH 55TH AVENUE,GLENDALE,Maricopa,85304,N/A,,52,94.2,-,N/A,94.2,-,N/A,94.2,-,N/A,92.3,-,N/A,94.2,-,N/A,92.3,-,N/A,94.2,-,N/A,0,7.7,N/A
DESERT SAGE CHILDCARE,N/A,4035 WEST ALAMEDA ROAD,GLENDALE,Maricopa,85310,N/A,,64,95.3,-,N/A,96.9,-,N/A,98.4,-,N/A,96.9,-,N/A,92.2,-,N/A,92.2,-,N/A,95.3,-,N/A,17.2,0,N/A
DESERT SHADOWS ELEMENTARY SCHOOL,N/A,5902 EAST SWEETWATER AVENUE,SCOTTSDALE,Maricopa,85254,N/A,,24,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,95.8,-,N/A,95.8,-,N/A,0,0,N/A
DESERT SHADOWS MONTESSORI INC,N/A,6709 EAST UNIVERSITY DRIVE,MESA,Maricopa,85205,N/A,,30,83.3,-,N/A,80,-,N/A,83.3,-,N/A,83.3,-,N/A,73.3,-,N/A,80,-,N/A,83.3,-,N/A,16.7,3.3,N/A
DESERT SKY MONTESSORI SCHOOL,N/A,12850 NORTH SCOTTSDALE RD,SCOTTSDALE,Maricopa,85254,N/A,,28,78.6,-,N/A,85.7,-,N/A,85.7,-,N/A,85.7,-,N/A,67.9,-,N/A,85.7,-,N/A,78.6,-,N/A,3.6,0,N/A
DESERT SPRINGS CHRISTIAN PRESCHOOL,N/A,16215 NORTH TATUM BLVD,PHOENIX,Maricopa,85032,N/A,,88,86.4,-,N/A,85.2,-,N/A,93.2,-,N/A,84.1,-,N/A,84.1,-,N/A,81.8,-,N/A,92,-,N/A,5.7,0,N/A
DESERT SPRINGS ELEM PRESCHOOL,N/A,6010 E ACOMA,SCOTTSDALE,Maricopa,85254,N/A,,33,93.9,-,N/A,93.9,-,N/A,97,-,N/A,97,-,N/A,87.9,-,N/A,90.9,-,N/A,97,-,N/A,9.1,0,N/A
DESERT SUN CHILD DEVELOPMENT CENTER,N/A,1512 WEST ELLIOT ROAD,CHANDLER,Maricopa,85224,N/A,,139,92.1,-,N/A,89.9,-,N/A,87.1,-,N/A,92.1,-,N/A,82.7,-,N/A,83.5,-,N/A,86.3,-,N/A,18,0,N/A
DESERT TRAILS ELEM,N/A,4315 E CASHMAN DR,PHOENIX,Maricopa,85050,N/A,,27,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,92.6,-,N/A,96.3,-,N/A,96.3,-,N/A,0,3.7,N/A
DESERT VIEW SPECIAL NEEDS PRESCHOOL,N/A,8621 NORTH 3RD STREET,PHOENIX,Maricopa,85020,N/A,,53,96.2,-,N/A,96.2,-,N/A,94.3,-,N/A,94.3,-,N/A,94.3,-,N/A,94.3,-,N/A,94.3,-,N/A,7.5,0,N/A
DESERT WILLOW ELEM CHILD'S PLAY,N/A,P O BOX 426,CAVE CREEK,Maricopa,85327,N/A,,24,100,-,N/A,91.7,-,N/A,100,-,N/A,100,-,N/A,95.8,-,N/A,100,-,N/A,95.8,-,N/A,12.5,0,N/A
DISCOVERY 1,N/A,7910 W Maryland Ave,Glendale,Maricopa,85303,N/A,,29,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
DISCOVERY TIME CHILDCARE,N/A,1425 WEST SOUTHERN AVENUE  STE 7,TEMPE,Maricopa,85282,N/A,,46,93.5,-,N/A,97.8,-,N/A,100,-,N/A,93.5,-,N/A,84.8,-,N/A,97.8,-,N/A,100,-,N/A,8.7,0,N/A
DUNBAR SCHOOL PRESCHOOL PROGRAM,N/A,701 W GRANT ST,PHOENIX,Maricopa,85007,N/A,,44,100,-,N/A,100,-,N/A,100,-,N/A,97.7,-,N/A,97.7,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
DYNAMITE MONTESSORI SCHOOL,N/A,29210 N 59TH ST,CAVE CREEK,Maricopa,85331,N/A,,65,69.2,-,N/A,81.5,-,N/A,75.4,-,N/A,76.9,-,N/A,61.5,-,N/A,72.3,-,N/A,78.5,-,N/A,20,1.5,N/A
DYSART ELEM - TITLE 1 JUMP START,N/A,12950 W VARNEY RD,EL MIRAGE,Maricopa,85335,N/A,,62,96.8,-,N/A,96.8,-,N/A,96.8,-,N/A,96.8,-,N/A,93.5,-,N/A,96.8,-,N/A,96.8,-,N/A,3.2,0,N/A
Daisy Early Learning Academy,N/A,2325 W. Sunset Rd.,Tucson,Pima,85741,N/A,,54,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,66.7,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
De Colores Daycare,N/A,7370 S. Sorrell Ln.,Tucson,Pima,85746,N/A,,29,96.6,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,51.7,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Del E. Webb Family Enrichment Center,N/A,1100 E. Sheldon St. ,Prescott,Yavapai,86301,N/A,,61,85.2,-,N/A,85.2,-,N/A,85.2,-,N/A,83.6,-,N/A,37.7,-,N/A,85.2,-,N/A,83.6,-,N/A,14.8,1.6,N/A
Desert Christian Preschool,N/A,9415 E. Wrightstown Rd.,Tucson,Pima,85715,N/A,,41,97.6,-,N/A,95.1,-,N/A,97.6,-,N/A,97.6,-,N/A,78,-,N/A,95.1,-,N/A,92.7,-,N/A,7.3,0,N/A
Desert Skies Preschool,N/A,7730 N. Oracle Rd.,Tucson,Pima,85704,N/A,,23,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,60.9,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Desert Spring Children's Center,N/A,740 E. Speedway Blvd.,Tucson,Pima,85719,N/A,,59,96.6,-,N/A,94.9,-,N/A,96.6,-,N/A,98.3,-,N/A,67.8,-,N/A,88.1,-,N/A,86.4,-,N/A,10.2,1.7,N/A
Desert Trails Learning Center,N/A,802 W. 19th St.,Yuma,Yuma,85364,N/A,,27,92.6,-,N/A,100,-,N/A,100,-,N/A,92.6,-,N/A,51.9,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Desert Willow Preschool,N/A,9400 E. Esmond Loop,Tucson,Pima,85747,N/A,,38,94.7,-,N/A,100,-,N/A,97.4,-,N/A,97.4,-,N/A,81.6,-,N/A,97.4,-,N/A,97.4,-,N/A,2.6,0,N/A
Desert Winds Head Start,N/A,602 E. 22nd St.,Tucson,Pima,85713,N/A,,34,97.1,-,N/A,97.1,-,N/A,97.1,-,N/A,97.1,-,N/A,67.6,-,N/A,97.1,-,N/A,94.1,-,N/A,5.9,0,N/A
Discovery Learning Center,N/A,6601 E. Broadway Blvd.,Tucson,Pima,85710,N/A,,84,97.6,-,N/A,98.8,-,N/A,97.6,-,N/A,98.8,-,N/A,60.7,-,N/A,97.6,-,N/A,97.6,-,N/A,1.2,0,N/A
District Six Head Start,N/A,P.O. Box A,Sacaton,Pinal,85147,N/A,,76,93.4,-,N/A,100,-,N/A,100,-,N/A,92.1,-,N/A,92.1,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Donaldson Preschool,N/A,204 W. Omar Dr.,Tucson,Pima,85704,N/A,,34,94.1,-,N/A,94.1,-,N/A,94.1,-,N/A,91.2,-,N/A,82.4,-,N/A,94.1,-,N/A,94.1,-,N/A,5.9,0,N/A
Dorothy Stinson Preschool,N/A,2013 S. 8th Ave.,Safford,Graham,85546,N/A,,53,100,-,N/A,100,-,N/A,100,-,N/A,96.2,-,N/A,73.6,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Dr. Daniel Bright Elementary Preschool,N/A,1 N. Willard St.,Cottonwood,Yavapai,86326,N/A,,28,89.3,-,N/A,89.3,-,N/A,96.4,-,N/A,85.7,-,N/A,0,-,N/A,89.3,-,N/A,85.7,-,N/A,14.3,3.6,N/A
Dr. Nelba Chavez Child Family Center,N/A,502 W. 29th St.,Tucson,Pima,85741,N/A,,37,97.3,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,89.2,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
E 2 E DAYCARE SOLUTIONS,N/A,2155 EAST BROADWAY ROAD,MESA,Maricopa,85204,N/A,,52,67.3,-,N/A,80.8,-,N/A,86.5,-,N/A,80.8,-,N/A,67.3,-,N/A,88.5,-,N/A,86.5,-,N/A,1.9,0,N/A
E C C E L - ALTA LOMA ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,50,96,-,N/A,100,-,N/A,100,-,N/A,94,-,N/A,96,-,N/A,98,-,N/A,100,-,N/A,0,0,N/A
E C C E L - COUNTRY MEADOWS ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,23,95.7,-,N/A,95.7,-,N/A,100,-,N/A,95.7,-,N/A,100,-,N/A,95.7,-,N/A,100,-,N/A,0,0,N/A
E C C E L - DESERT HARBOR ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,37,94.6,-,N/A,94.6,-,N/A,94.6,-,N/A,94.6,-,N/A,91.9,-,N/A,94.6,-,N/A,94.6,-,N/A,5.4,0,N/A
E C C E L - DESERT PALMS ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,40,90,-,N/A,92.5,-,N/A,92.5,-,N/A,90,-,N/A,92.5,-,N/A,90,-,N/A,92.5,-,N/A,10,0,N/A
E C C E L - FRONTIER ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,46,97.8,-,N/A,97.8,-,N/A,97.8,-,N/A,97.8,-,N/A,95.7,-,N/A,95.7,-,N/A,93.5,-,N/A,4.3,0,N/A
E C C E L - LAKE PLEASANT ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,23,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,4.3,0,N/A
E C C E L - MARSHALL RANCH,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,23,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,91.3,-,N/A,95.7,-,N/A,95.7,-,N/A,4.3,0,N/A
E C C E L - OASIS ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,22,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
E C C E L - PEORIA ELEM,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,22,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,95.5,-,N/A,100,-,N/A,0,0,N/A
E C C E L - VISTANCIA ,N/A,8624 W SWEETWATER AVE,PEORIA,Maricopa,85381,N/A,,45,97.8,-,N/A,97.8,-,N/A,95.6,-,N/A,95.6,-,N/A,93.3,-,N/A,91.1,-,N/A,97.8,-,N/A,6.7,0,N/A
E.E.S.D.#11 - Curiel Preschool,N/A,1011 N Sunshine Blvd,Eloy,Pinal,85131,N/A,,21,100,-,N/A,100,-,N/A,100,-,N/A,95.2,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
EAST VALLEY JEWISH COMMUNITY CENTER,N/A,908 NORTH ALMA SCHOOL ROAD,CHANDLER,Maricopa,85224,N/A,,108,92.6,-,N/A,92.6,-,N/A,93.5,-,N/A,92.6,-,N/A,87,-,N/A,88.9,-,N/A,92.6,-,N/A,8.3,0,N/A
ECHO MOUNTAIN ELEMENTARY PRESCHOOL,N/A,1750 E GROVERS AVE,PHOENIX,Maricopa,85022,N/A,,55,94.5,-,N/A,98.2,-,N/A,94.5,-,N/A,96.4,-,N/A,98.2,-,N/A,98.2,-,N/A,96.4,-,N/A,5.5,1.8,N/A
EISENHOWER CENTER FOR INNOVATION,N/A,848 N MESA DR,MESA,Maricopa,85201,N/A,,30,93.3,-,N/A,93.3,-,N/A,93.3,-,N/A,93.3,-,N/A,86.7,-,N/A,93.3,-,N/A,93.3,-,N/A,10,10,N/A
EL DORADO PRIVATE SCHOOL,N/A,20624 NORTH 76TH STREET,SCOTTSDALE,Maricopa,85255,N/A,,48,93.8,-,N/A,89.6,-,N/A,93.8,-,N/A,93.8,-,N/A,87.5,-,N/A,87.5,-,N/A,87.5,-,N/A,6.3,0,N/A
EL MIRAGE ELEMENTARY,N/A,13500 N EL MIRAGE RD,EL MIRAGE,Maricopa,85335,N/A,,53,94.3,-,N/A,96.2,-,N/A,98.1,-,N/A,98.1,-,N/A,94.3,-,N/A,98.1,-,N/A,98.1,-,N/A,0,3.8,N/A
ELITE PRESCHOOL AND LEARNING CENTER,N/A,7840 WEST LOWER BUCKEYE ROAD,PHOENIX,Maricopa,85043,N/A,,61,86.9,-,N/A,93.4,-,N/A,96.7,-,N/A,91.8,-,N/A,85.2,-,N/A,95.1,-,N/A,93.4,-,N/A,0,0,N/A
ELONA P COOLEY EARLY CDC,N/A,1100 S RECKER RD,GILBERT,Maricopa,85296,N/A,,355,93.2,-,N/A,94.9,-,N/A,95.8,-,N/A,94.1,-,N/A,92.7,-,N/A,93.2,-,N/A,94.4,-,N/A,5.1,0,N/A
EMERSON ELEM PRESCHOOL,N/A,915 E PALM LANE,PHOENIX,Maricopa,85006,N/A,,50,94,-,N/A,96,-,N/A,98,-,N/A,96,-,N/A,96,-,N/A,96,-,N/A,98,-,N/A,2,0,N/A
ENTZ ELEM,N/A,4132 EAST ADOBE,MESA,Maricopa,85205,N/A,,26,88.5,-,N/A,88.5,-,N/A,88.5,-,N/A,84.6,-,N/A,88.5,-,N/A,80.8,-,N/A,88.5,-,N/A,15.4,0,N/A
ESPERANZA MONTESSORI ACADEMY,N/A,4848 SOUTH 2ND STREET,PHOENIX,Maricopa,85040,N/A,,21,95.2,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,95.2,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
ESTRELLA MOUNTAIN PRESCHOOL,N/A,10485 SOUTH ESTRELLA PARKWAY,GOODYEAR,Maricopa,85338,N/A,,58,87.9,-,N/A,91.4,-,N/A,91.4,-,N/A,89.7,-,N/A,89.7,-,N/A,89.7,-,N/A,89.7,-,N/A,8.6,0,N/A
EXPLORERS IN LEARNING,N/A,4723 EAST UNION HILLS DRIVE,PHOENIX,Maricopa,85050,N/A,,85,100,-,N/A,100,-,N/A,97.6,-,N/A,100,-,N/A,97.6,-,N/A,98.8,-,N/A,98.8,-,N/A,1.2,1.2,N/A
Early Education Child Care and Development Services (EE/CC),N/A,P.O. Box 97,Sacaton,Pinal,85147,N/A,,69,100,-,N/A,100,-,N/A,100,-,N/A,98.6,-,N/A,92.8,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Ehmkes Childhaven Preschool,N/A,841 E. McNeil,Show Low,Navajo,85901,N/A,,83,92.8,-,N/A,95.2,-,N/A,97.6,-,N/A,90.4,-,N/A,0,-,N/A,97.6,-,N/A,97.6,-,N/A,2.4,0,N/A
El MIRAGE I,N/A,"14018 N 5TH AVE, #49/50",EL MIRAGE,Maricopa,85335,N/A,,34,94.1,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,94.1,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
El Rio Infant Daycare Center (Nosotros),N/A,1390 W. Speedway Blvd.,Tucson,Pima,85745,N/A,,60,96.7,-,N/A,98.3,-,N/A,100,-,N/A,98.3,-,N/A,61.7,-,N/A,98.3,-,N/A,100,-,N/A,1.7,0,N/A
Eloy Head Start,N/A,P.O. Box 293,Eloy,Pinal,85131,N/A,,91,100,-,N/A,100,-,N/A,100,-,N/A,98.9,-,N/A,84.6,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Elvira Head Start,N/A,602 E. 22nd St.,Tucson,Pima,85713,N/A,,69,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,87,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Emily Meschter Early Learning Center,N/A,4605 N. La Cholla Blvd.,Tucson,Pima,85705,N/A,,122,100,-,N/A,100,-,N/A,100,-,N/A,99.2,-,N/A,80.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Erickson Head Start,N/A,602 E. 22nd St.,Tucson,Pima,85713,N/A,,80,100,-,N/A,100,-,N/A,100,-,N/A,98.8,-,N/A,65,-,N/A,97.5,-,N/A,100,-,N/A,1.3,0,N/A
Erik Hite Foundation CCC,N/A,9420 E. Golf Links Rd. # 265,Tucson,Pima,85730,N/A,,27,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,48.1,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Estes Elementary PEEC,N/A,11279 W. Grier Rd.,Marana,Pima,85653,N/A,,66,98.5,-,N/A,98.5,-,N/A,100,-,N/A,98.5,-,N/A,75.8,-,N/A,98.5,-,N/A,98.5,-,N/A,0,0,N/A
FACES OF CRISIS NURSERY,N/A,2334 E POLK ST,PHOENIX,Maricopa,85006,N/A,,77,100,-,N/A,100,-,N/A,100,-,N/A,97.4,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FAITH LUTHERAN PRESCHOOL,N/A,801 EAST CAMELBACK ROAD,PHOENIX,Maricopa,85014,N/A,,31,96.8,-,N/A,96.8,-,N/A,96.8,-,N/A,96.8,-,N/A,90.3,-,N/A,96.8,-,N/A,96.8,-,N/A,3.2,0,N/A
FAITH NORTH PRESCHOOL PROGRAM,N/A,910 E WASHINGTON,PHOENIX,Maricopa,85034,N/A,,112,95.5,-,N/A,93.8,-,N/A,95.5,-,N/A,95.5,-,N/A,92,-,N/A,93.8,-,N/A,93.8,-,N/A,8,0,N/A
FAMILY OF CHRIST LEARNING CENTER,N/A,3501 EAST CHANDLER BLVD,PHOENIX,Maricopa,85048,N/A,,112,88.4,-,N/A,90.2,-,N/A,89.3,-,N/A,90.2,-,N/A,90.2,-,N/A,90.2,-,N/A,89.3,-,N/A,10.7,0,N/A
FAY LANDRUM CHILD DEVELOPMENT CENTER,N/A,750 EAST SOUTHERN,PHOENIX,Maricopa,85040,N/A,,21,100,-,N/A,100,-,N/A,100,-,N/A,61.9,-,N/A,95.2,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FIRESIDE ELEMENTARY,N/A,3725 E LONE CACTUS DR,PHOENIX,Maricopa,85050,N/A,,60,98.3,-,N/A,98.3,-,N/A,98.3,-,N/A,98.3,-,N/A,98.3,-,N/A,98.3,-,N/A,98.3,-,N/A,1.7,0,N/A
FIRESIDE LITTLE SCHOLARS PRE-K,N/A,3725 E LONE CACTUS DR,PHOENIX,Maricopa,85050,N/A,,35,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FIRST IMPRESSIONS PRESCHOOL,N/A,3110 NORTH HAYDEN,SCOTTSDALE,Maricopa,85251,N/A,,29,100,-,N/A,100,-,N/A,96.6,-,N/A,100,-,N/A,96.6,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FIRST PRESBYTERIAN PRESCHOOL OF MESA,N/A,161 NORTH MESA DRIVE,MESA,Maricopa,85201,N/A,,33,78.8,-,N/A,78.8,-,N/A,78.8,-,N/A,75.8,-,N/A,78.8,-,N/A,78.8,-,N/A,78.8,-,N/A,15.2,6.1,N/A
FIRST STEPS PRESCHOOL,N/A,2339 NORTH HAYDEN ROAD,SCOTTSDALE,Maricopa,85257,N/A,,34,97.1,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,94.1,-,N/A,100,-,N/A,97.1,-,N/A,0,2.9,N/A
FIRST STEPS TO READING PRESCHOOL,N/A,1425 EAST 2ND PLACE,MESA,Maricopa,85203,N/A,,30,63.3,-,N/A,70,-,N/A,76.7,-,N/A,76.7,-,N/A,56.7,-,N/A,63.3,-,N/A,80,-,N/A,20,0,N/A
FIRST UNITED METHODIST CHURCH OF GILBERT PRESCHOOL,N/A,331 SOUTH COOPER ROAD,GILBERT,Maricopa,85233,N/A,,52,96.2,-,N/A,98.1,-,N/A,96.2,-,N/A,100,-,N/A,96.2,-,N/A,96.2,-,N/A,98.1,-,N/A,3.8,0,N/A
FIT N' FUN EDUCATIONAL CENTER,N/A,1700 EAST ELLIOT ROAD  #9,TEMPE,Maricopa,85284,N/A,,44,93.2,-,N/A,97.7,-,N/A,97.7,-,N/A,90.9,-,N/A,93.2,-,N/A,95.5,-,N/A,95.5,-,N/A,2.3,0,N/A
FOUNDATION FOR BLIND CHILDREN,N/A,1235 E HARMONT DR,PHOENIX,Maricopa,85020,N/A,,49,89.8,-,N/A,89.8,-,N/A,93.9,-,N/A,85.7,-,N/A,83.7,-,N/A,89.8,-,N/A,91.8,-,N/A,8.2,0,N/A
FOWLER DISTRICT HEADSTART,N/A,"200 W Washington St, Flr 19",Phoenix,Maricopa,85043,N/A,,180,99.4,-,N/A,100,-,N/A,100,-,N/A,98.9,-,N/A,98.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FRANK BORMAN ELEMENTARY,N/A,3637 N 55TH AVE,PHOENIX,Maricopa,85031,N/A,,158,98.7,-,N/A,99.4,-,N/A,98.7,-,N/A,96.2,-,N/A,94.3,-,N/A,100,-,N/A,99.4,-,N/A,0,0,N/A
FRANK ELEMENTARY PRESCHOOL,N/A,8409 SOUTH AVENIDA DEL YAQUI,GUADALUPE,Maricopa,85283,N/A,,32,96.9,-,N/A,96.9,-,N/A,96.9,-,N/A,96.9,-,N/A,96.9,-,N/A,96.9,-,N/A,96.9,-,N/A,3.1,0,N/A
FRONTIER ELEM,N/A,21258 N 81ST AVE,PEORIA,Maricopa,85382,N/A,,98,96.9,-,N/A,99,-,N/A,99,-,N/A,98,-,N/A,99,-,N/A,95.9,-,N/A,98,-,N/A,5.1,0,N/A
FRYE ELEM PRESCHOOL ,N/A,801 E FRYE RD,CHANDLER,Maricopa,85225,N/A,,21,100,-,N/A,100,-,N/A,100,-,N/A,95.2,-,N/A,95.2,-,N/A,100,-,N/A,100,-,N/A,9.5,0,N/A
Federated Head Start,N/A,400 W. Aspen,Flagstaff,Coconino,86001,N/A,,34,94.1,-,N/A,97.1,-,N/A,97.1,-,N/A,94.1,-,N/A,85.3,-,N/A,97.1,-,N/A,97.1,-,N/A,0,0,N/A
First Avenue Preschool,N/A,PO Box 406,San Manuel,Pinal,85631,N/A,,39,97.4,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,79.5,-,N/A,100,-,N/A,97.4,-,N/A,0,0,N/A
First Baptist Christian Academy Preschool,N/A,1447 S. 7th St.,Sierra Vista,Cochise,85635,N/A,,61,98.4,-,N/A,98.4,-,N/A,96.7,-,N/A,98.4,-,N/A,90.2,-,N/A,98.4,-,N/A,96.7,-,N/A,3.3,0,N/A
First Impressions Preschool,N/A,655 S. Craycroft Rd.,Tucson,Pima,85711,N/A,,24,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,75,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
First Steps Child Care,N/A,1025 S. Kelli Lane,Cottonwood,Yavapai,86326,N/A,,28,92.9,-,N/A,96.4,-,N/A,96.4,-,N/A,92.9,-,N/A,50,-,N/A,92.9,-,N/A,92.9,-,N/A,3.6,0,N/A
Flagstaff Cooperative Preschool,N/A,3401  N. 4th St.,Flagstaff,Coconino,86004,N/A,,28,100,-,N/A,100,-,N/A,92.9,-,N/A,96.4,-,N/A,78.6,-,N/A,100,-,N/A,96.4,-,N/A,3.6,0,N/A
Flagstaff Cooperative Preschool @ Marshall,N/A,PO Box 428,Flagstaff,Coconino,86002,N/A,,22,95.5,-,N/A,90.9,-,N/A,81.8,-,N/A,95.5,-,N/A,59.1,-,N/A,81.8,-,N/A,90.9,-,N/A,9.1,0,N/A
Florence Child Development Center,N/A,40 E. Celaya St.,Florence,Pinal,85132,N/A,,40,90,-,N/A,95,-,N/A,100,-,N/A,87.5,-,N/A,67.5,-,N/A,95,-,N/A,100,-,N/A,5,0,N/A
Foresight Learning Center,N/A,8245 Koch Field Rd.,Flagstaff,Coconino,86004,N/A,,45,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,82.2,-,N/A,100,-,N/A,97.8,-,N/A,2.2,0,N/A
GALVESTON,N/A,"661 E Galveston, Room C-5",Chandler,Maricopa,85225,N/A,,27,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,96.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
GALVESTON ELEMENTARY PRESCHOOL,N/A,661 E GALVESTON,CHANDLER,Maricopa,85225,N/A,,31,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
GARDEN CITY CDC,N/A,406 NORTH FIRST STREET,BUCKEYE,Maricopa,85326,N/A,,35,94.3,-,N/A,97.1,-,N/A,100,-,N/A,88.6,-,N/A,91.4,-,N/A,100,-,N/A,97.1,-,N/A,5.7,0,N/A
GARDEN LAKES CHRISTIAN ACADEMY,N/A,2517 NORTH 107TH AVENUE,AVONDALE,Maricopa,85323,N/A,,70,97.1,-,N/A,98.6,-,N/A,98.6,-,N/A,97.1,-,N/A,91.4,-,N/A,92.9,-,N/A,98.6,-,N/A,0,0,N/A
GATEWAY CC CHILDRENS LEARNING CENTER,N/A,108 NORTH 40TH STREET,PHOENIX,Maricopa,85034,N/A,,70,92.9,-,N/A,92.9,-,N/A,98.6,-,N/A,95.7,-,N/A,91.4,-,N/A,88.6,-,N/A,98.6,-,N/A,1.4,0,N/A
GAVILAN PEAK ELEM,N/A,2701 W MEMORIAL DR,ANTHEM,Maricopa,85086,N/A,,23,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,95.7,-,N/A,87,-,N/A,95.7,-,N/A,91.3,-,N/A,8.7,4.3,N/A
GENESIS EARLY LEARNING DAYCARE,N/A,P O BOX 80860,PHOENIX,Maricopa,85060,N/A,,30,90,-,N/A,93.3,-,N/A,93.3,-,N/A,90,-,N/A,73.3,-,N/A,90,-,N/A,90,-,N/A,6.7,0,N/A
GETHSEMANE LUTHERAN CHURCH & SCHOOL,N/A,1035 EAST GUADALUPE ROAD,TEMPE,Maricopa,85283,N/A,,57,91.2,-,N/A,93,-,N/A,91.2,-,N/A,89.5,-,N/A,84.2,-,N/A,84.2,-,N/A,91.2,-,N/A,8.8,5.3,N/A
GETZ SCHOOL,N/A,625 WEST CORNELL DRIVE,TEMPE,Maricopa,85283,N/A,,226,97.3,-,N/A,98.2,-,N/A,98.7,-,N/A,95.6,-,N/A,97.8,-,N/A,97.8,-,N/A,98.7,-,N/A,1.8,0.4,N/A
