SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HIB,PCT_EXEMPT_HIB,PCT_COMPLIANCE_HIB,PCT_IMMUNE_HEPA,PCT_EXEMPT_HEPA,PCT_COMPLIANCE_HEPA,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Abundant Life Preschool,N/A,3475 East Soliere Avenue,Flagstaff,Coconino,86004-,n, ,73,93,6.8,10000,93,6.8,100,93,6.8,100,93,6.8,100,93,6.8,100,93,6.8,100,100,6.8,100,6.8,0,6.8
Abundant Love Christian Child Development Center,N/A,6849 West Indian School Road,Phoenix,Maricopa,85033-,n, ,35,94,0,9400,100,0,100,0,0,0,94,0,94,89,0,89,100,0,100,100,0,100,0,0,0
Acacia Early Childhood And School Age Enrichment Program,N/A,12955 East Colossal Cave,Vail,Pima,85641,n, ,26,100,0,10000,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Academy For Early Learning,N/A,Po Box 20580,Wickenburg,Maricopa,85358-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Accelerated Learning Laboratory,N/A,5245 North Camino De Oeste,Tucson,Pima,85745,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Acorn Christian Montessori School,N/A,7555 East Long Look Drive,Prescott Valley,Yavapai,86314,n, ,65,95,4.6,10000,97,3.1,100,97,3.1,100,97,3.1,100,80,0,80,97,3.1,100,95.4,4.6,100,7.7,0,0
Acorn Preschool,N/A,290 W. Oak Avenue,Flagstaff,Coconino,86001-,n, ,55,100,0,10000,100,0,100,100,0,100,98,0,98,71,0,71,100,0,100,100,0,100,0,0,0
Active Learning Center # 4,N/A,3342 W Roosevelt ,Phoenix,Maricopa,85009-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Adams Traditional Beginnings,N/A,2323 West Parkside Lane,Phoenix,Maricopa,85027-,n, ,200,97,3,10000,97,3,100,97,3,100,96,3,99,96,3.5,99,96,4,100,100,3,100,3,2,3
Adjc - Ehs Hb,N/A,24601 N. 29th Ave,Phoenix,Maricopa,85027-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Adobe Montessori School,N/A,64000 West Del Rio Street,Chandler,Maricopa,85226-,n, ,83,99,0,9900,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,100,0,100,0,0,0
Advance U,N/A,449 East Southern Avenue,Phoenix,Maricopa,85040,n, ,24,75,25,10000,92,8.3,100,100,0,100,88,12.5,100,88,12.5,100,75,25,100,95.8,4.2,100,0,0,4.2
Adventure Kids Preschool,N/A,1901 S 7th Ave,Yuma,Yuma,85364-,n, ,48,92,8.3,10000,96,4.2,100,100,0,100,96,4.2,100,71,0,71,100,0,100,100,0,100,0,0,0
Adventure School 2,N/A,5801 E Pima Street,Tucson,Pima,85712-,n, ,40,98,2.5,10000,98,2.5,100,98,2.5,100,98,2.5,100,98,2.5,100,98,2.5,100,97.5,2.5,100,2.5,0,2.5
Adventures In Learning,N/A,3821 North Third Street,Phoenix,Maricopa,85012,n, ,60,97,3.3,10000,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,96.7,3.3,100,3.3,0,3.3
Aguilar Head Start,N/A,5800 South Forest Avenue,Tempe,Maricopa,85283,n, ,34,100,0,10000,100,0,100,100,0,100,88,0,88,88,0,88,100,0,100,100,0,100,0,0,0
Ahwatukee Foothills Montessori Pre School,N/A,3221 E Chandler Blvd,Phoenix,Maricopa,85048-,n, ,88,97,1.1,9800,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,98.9,1.1,100,1.1,0,0
Ahwatukee Preschool,N/A,11002 South 48th Street,Phoenix,Maricopa,85044-,n, ,77,90,10.4,10000,90,9.1,99,91,9.1,100,91,9.1,100,87,10.4,97,88,11.7,100,100,10.4,100,13,0,9.1
Ajo Elementary School,N/A,111 Well Rd,Ajo,Pima,85321,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Al Huda Islamic School,N/A,2800 East River Road,Tucson,Pima,85718,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Aldamaty's,N/A,782 W Coventry Dr,Tucson,Pima,85706,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Aldea Montessori,N/A,15369 N. 40th Street,Phoenix,Maricopa,85032-,n, ,60,85,6.7,9200,92,6.7,98,93,6.7,100,90,6.7,97,77,8.3,85,82,8.3,90,100,6.7,100,10,0,6.7
Alegrias Childcare & Learning Center,N/A,7420 S Rural Rd B8,Tempe,Maricopa,85283-,n, ,39,72,7.7,7900,87,7.7,95,87,7.7,95,90,7.7,97,49,7.7,56,82,5.1,87,87.2,7.7,95,7.7,0,7.7
Aleph Bet Preschool,N/A,2110 E Lincoln Dr,Phoenix,Maricopa,85016-,n, ,45,82,17.8,10000,82,17.8,100,87,13.3,100,76,24.4,100,62,28.9,91,73,26.7,100,75.6,24.4,100,28.9,2.2,13.3
Alfaros Child Care,N/A,2401 E Aleppo Pl,Tucson,Pima,85706-1609,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Alhambra Preschool Programs Head Start,N/A,Alhambra Head Start,Glendale ,Maricopa,85031-,y,rn,99,99,0,9900,100,0,100,100,0,100,98,0,98,98,0,98,100,0,100,100,0,100,0,0,0
Alicia's Day Care,N/A,2036 S 46th Ave,Yuma,Yuma,85364-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
All Around Caring,N/A,6113 South 30th Drive,Phoenix,Maricopa,85041-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
All Saints Catholic School,N/A,1425 Yaqui St,Sierra Vista,Cochise,85650-,n, ,33,100,0,10000,100,0,100,100,0,100,100,0,100,88,0,88,100,0,100,100,0,100,0,0,0
All Saints Extended School Program,N/A,6300 North Central Avenue,Phoenix,Maricopa,85012-1109,y,rn,21,100,0,10000,100,0,100,100,0,100,100,0,100,95,0,95,100,0,100,100,0,100,4.8,0,0
All Star Preschool,N/A,1830 North Country Club Drive,Mesa,Maricopa,85212-,n, ,40,70,0,7000,85,0,85,85,0,85,85,0,85,85,0,85,85,0,85,85,0,85,0,0,0
All Together Now Preschool & Childcare,N/A,516 S. Dobson Rd.,Mesa,Maricopa,85202-,n, ,54,80,1.9,8100,96,1.9,98,96,1.9,98,87,1.9,89,69,1.9,70,89,1.9,91,96.3,1.9,98,1.9,0,0
Allison Vanderwall Grouphome,N/A,4184 E Dublin Ct,Gilbert,Maricopa,85295-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Almita Montessori School, Inc.",N/A,6207 E Bellevue St,Tucson,Pima,85712-,n, ,39,69,0,6900,82,0,82,87,2.6,90,87,2.6,90,59,2.6,62,85,2.6,87,84.6,2.6,87,2.6,0,2.6
Alpine Academy Preschool,N/A,5200 East Cortland Boulevard Suite A-22,Flagstaff,Coconino,86004,n, ,23,100,0,10000,100,0,100,100,0,100,100,0,100,0,100,100,100,0,100,100,0,100,0,0,0
Alta Loma,N/A,9750 N 87th Ave,Peoria,Maricopa,85345-,n, ,490,100,.4,10000,100,.6,100,100,.6,100,100,.6,100,100,.6,100,100,.4,100,99.6,0,100,3.1,0,0
Amani Internatinal Preschool And Childcare Center,N/A,131 E Mohave Rd,Tucson,Pima,85705-,n, ,20,95,0,9500,100,0,100,100,0,100,100,0,100,95,0,95,100,0,100,100,0,100,0,0,0
America H Castellon,N/A,3556 E Nebraska St,Tucson,Pima,85706,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
American Child Care #48,N/A,4715 W. Thomas Rd.,Phoenix,Maricopa,85031-,n, ,24,100,0,10000,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
American Child Care #52,N/A,5933 W Mcdowell Rd,Phoenix,Maricopa,85035-,n, ,39,87,12.8,10000,87,12.8,100,87,12.8,100,87,12.8,100,87,12.8,100,87,12.8,100,82.1,12.8,95,12.8,0,12.8
American Ev. Lutheran Preschool & Daycare,N/A,1830 W. Glenrosa Ave. ,Phoenix,Maricopa,85015-,n, ,29,83,10.3,9300,93,6.9,100,90,10.3,100,93,6.9,100,83,6.9,90,90,6.9,97,86.2,0,86,6.9,0,0
American Lutheran School,N/A,1085 Scott Drive,Prescott,Yavapai,86301-,n, ,79,91,8.9,10000,91,8.9,100,91,8.9,100,91,8.9,100,0,0,0,91,8.9,100,91.1,8.9,100,8.9,0,0
Amigo Preschools #2,N/A,4035 North 71st Avenue,Phoenix,Maricopa,85033,n, ,57,82,0,8200,100,0,100,96,0,96,98,0,98,61,0,61,96,0,96,96.5,0,96,0,0,0
Amphi Head Start,N/A,1075 West Roger Road,Tucson,Pima,85705,n, ,56,100,0,10000,100,0,100,100,0,100,100,0,100,84,0,84,100,0,100,100,0,100,0,0,0
Amy's Daycare,N/A,503 E Mckamey St,Payson,Gila,85541-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ana's Day Care,N/A,454 West Larona Lane,Tempe,Maricopa,85284,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anderson Preparatory Academy ,N/A,14235 N 7th St,Phoenix,Maricopa,85022-____,n, ,67,88,9,9700,91,9,100,88,9,97,91,9,100,67,9,76,85,9,94,88.1,9,97,9,0,9
Anderson Preparatory Academy  L L C,N/A,14235 North 7th Street,Phoenix,Maricopa,85022,n, ,66,89,9.1,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angeles Child Care,N/A,3680 W Tetakusim Rd,Tucson,Pima,85746-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Angies Child Care,N/A,8402 West Veliana Way,Tolleson,Maricopa,85353-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anthem,N/A,41020 Ne Freedom Way,Anthem,Maricopa,85086-,y,lpn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anthem K-8 School,N/A,2700 N Anthem Way,Florence,Pinal,85232,n, ,23,91,0,9100,96,0,96,100,0,100,91,0,91,87,0,87,96,0,96,100,0,100,0,0,0
Apache Junction ,N/A,900 N. Plaza Dr. ,Apache Junction,Pinal,85120-,n, ,75,95,2.7,9700,96,2.7,99,97,2.7,100,95,2.7,97,59,41.3,100,95,2.7,97,97.3,2.7,100,2.7,1.3,2.7
Apache Junction Day Care,N/A,2805 S. Ironwood Dr. ,Apache Junction,Pinal,85120-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Apex Public Charter Academy ,N/A,3015 S Power Rd,Mesa,Maricopa,85212-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Apostles Lutheran Preschool,N/A,7020 West Cactus Road,Peoria,Maricopa,85381,n, ,32,78,0,7800,88,0,88,91,0,91,78,0,78,0,0,0,81,0,81,90.6,0,91,0,0,0
Arcadia Montessori School,N/A,5115 East Virginia Avenue,Phoenix,Maricopa,85008,n, ,108,87,6.5,9400,89,6.5,95,91,6.5,97,89,5.6,94,81,10.2,92,81,9.3,91,87,6.5,94,12,0,5.6
Arcadia Neighborhood Learning Center,N/A,4330 N 62nd Street,Scottsdale,Maricopa,85251-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arivaca Early Learning Center,N/A,Po Box 457,Arivaca,Pima,85601-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Cultural Academy And College Prep. Montessori,N/A,7810 South 42nd Place,Phoenix,Maricopa,85042,n, ,43,98,2.3,10000,100,0,100,98,2.3,100,100,0,100,95,4.7,100,98,2.3,100,100,0,100,0,4.7,0
Arizona School For The Deaf And Blind Tucson Campus,N/A,Asdb  Student Health Center,Tucson,Pima,85754-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Western College-dr. Kathryn A. Watson Child Development Learning Lab,N/A,P.o Box 929,Yuma,Yuma,85364-,n, ,35,97,0,9700,91,0,91,100,0,100,97,0,97,77,0,77,94,0,94,100,0,100,0,0,0
Arrowhead Elementary School,N/A,7490 W. Union Hills Dr.,Glendale,Maricopa,85308-,y,lpn,37,97,2.7,10000,95,5.4,100,97,2.7,100,95,5.4,100,95,5.4,100,95,5.4,100,97.3,2.7,100,10.8,0,2.7
Ascension Lutheran School,N/A,1220 W Magee Rd ,Tucson,Pima,85704-,n, ,83,84,3.6,8800,93,3.6,96,92,3.6,95,89,3.6,93,65,3.6,69,90,3.6,94,96.4,3.6,100,3.6,0,3.6
Ashland Ranch ,N/A,1945 S. Ashland Ranch Rd,Gilbert,Maricopa,85295-,n, ,27,89,0,8900,81,0,81,100,0,100,89,0,89,100,0,100,100,0,100,100,0,100,0,0,0
Ashton Ranch Elementary,N/A,14898 W Acoma Drive,Surprise,Maricopa,85379-,y,lpn,30,97,3.3,10000,97,3.3,100,97,3.3,100,93,0,93,97,3.3,100,93,3.3,97,96.7,0,100,3.3,0,0
Asu Child Development Lab,N/A,Po Box 873701,Tempe,Maricopa,85287-3701,n, ,45,100,0,10000,98,2.2,100,100,0,100,100,0,100,98,2.2,100,96,4.4,100,97.8,2.2,100,4.4,0,2.2
Asu Mlftc Preschool,N/A,200 East Curry Road Ste 146,Tempe,Maricopa,85281,n, ,43,98,2.3,10000,95,4.7,100,98,2.3,100,95,4.7,100,93,7,100,95,4.7,100,95.3,0,100,9.3,9.3,0
At Teach And Play/teach And Play Inc,N/A,5827 N. 35th Ave,Phoenix,Maricopa,85017-,n, ,31,90,3.2,9400,97,3.2,100,97,3.2,100,90,3.2,94,81,3.2,84,97,3.2,100,100,3.2,100,3.2,0,3.2
Atonement Lutheran Preschool,N/A,4001 West Beardsley,Glendale,Maricopa,85308-,n, ,29,100,0,10000,90,0,90,93,0,93,93,0,93,93,0,93,93,0,93,96.6,0,97,0,0,0
Avondale South - Ehs Hb,N/A,525 E. Harrison Dr,Avondale,Maricopa,85323-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Avondale South Head Start - Ehs,N/A,525 East Harrison Drive,Avondale,Maricopa,85323-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Awakeing Seed School,N/A,6630 S 40th St ,Phoenix,Maricopa,85042-,n, ,80,89,11.3,10000,89,11.3,100,86,13.8,100,89,11.3,100,85,15,100,85,15,100,87.5,12.5,100,17.5,0,10
Az Desert,N/A,8803 W Van Buren St,Tolleson,Maricopa,85353-,n, ,33,100,0,10000,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Az Desert - Ehs,N/A,8803 W. Van Buren,Tolleson,Maricopa,85345-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
B.e.s.d.#31 - Orangedale Early Learning Center,N/A,5048 East Oak Street,Phoenix,Maricopa,85008,n, ,38,97,0,9700,97,0,97,100,0,100,97,0,97,97,0,97,97,0,97,100,0,100,0,0,0
B.e.s.d.#33 - Buckeye Elementary School District Preschool,N/A,640 Centre Avenue,Buckeye,Maricopa,85326,y,lpn,127,92,6.3,9800,94,6.3,100,94,6.3,100,97,3.1,100,91,6.3,98,95,4.7,100,94.5,5.5,100,6.3,0,3.1
B.r.u.s.d.#32 - Tiny Tots Preschool,N/A,1200 West White Mtn. Blvd,Lakeside,Navajo,85929,n, ,29,90,3.4,9300,93,3.4,97,93,3.4,97,90,3.4,93,72,0,72,97,3.4,100,93.1,3.4,97,0,0,0
Babies And Tots Daycare,N/A,1928 E Holladay St,Tucson,Pima,85706,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bagdad Unified School District #20,N/A,Po Box 427 ,Bagdad ,Yavapai,86321-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Balsz,N/A,4309 East Belleview,Phoenix,Maricopa,85008-,n, ,45,100,0,10000,100,0,100,100,0,100,100,0,100,93,0,93,100,0,100,100,0,100,0,0,0
Bambinos Learning Center L L C,N/A,633 E Frontage Road #a,Nogales,Santa Cruz,85621,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Barbara B. Robey,N/A,5340 Wigwam Creek,Litchfield Park,Maricopa,85340-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Basha Elementary ,N/A,3535 S Basha Rd,Chandler,Maricopa,85248-,n, ,33,97,0,9700,94,3,97,100,0,100,67,3,70,94,0,94,100,0,100,100,0,100,0,0,0
Bayer Private School,N/A,23555 N. 67th Ave.,Glendale,Maricopa,85310-,y,rn,38,100,0,10000,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Beautiful Beginnings Child Care,N/A,6722 E Nicaragua Drive,Tucson,Pima,85730-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Beautiful Savior Academy,N/A,P.o. Box 90925,Tucson,Pima,85752-,n, ,86,90,3.5,9300,93,3.5,97,95,3.5,99,93,3.5,97,74,3.5,78,92,4.7,97,100,4.7,98,4.7,0,3.5
Beaver Creek School,N/A,4810 East Beaver Creek Road,Rimrock,Yavapai,86335-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Beibei Amigos Language Preschool,N/A,751 E. Union Hills Dr Ste 19,Phoenix,Maricopa,85024-,n, ,49,86,4.1,9000,78,6.1,84,82,4.1,86,82,8.2,90,57,4.1,61,80,8.2,88,77.6,10.2,88,10.2,0,10.2
Bel-esprit Day School @ Palm Valley,N/A,1375 N Litchfield Rd,Goodyear,Maricopa,85395-,n, ,60,85,15,10000,90,10,100,93,6.7,100,93,6.7,100,70,30,100,90,10,100,90,10,100,15,0,0
Belen's Child Care Ii,N/A,1802 E 31st Street,Tucson,Pima,85713-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bell Canyon Preschool ,N/A,18052 N Black Canyon Highway,Phoenix,Maricopa,85053-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bella Montessori Preschool,N/A,700 S. Islands Dr. West,Gilbert,Maricopa,85233-,n, ,53,77,20.8,9800,75,20.8,96,83,15.1,98,75,20.8,96,68,26.4,94,70,20.8,91,77.4,20.8,98,20.8,1.9,9.4
Benchmark School,N/A,4120 East Acoma Drive,Phoenix,Maricopa,85032,n, ,91,89,1.1,9000,90,1.1,91,95,1.1,96,89,1.1,90,86,1.1,87,85,1.1,86,93.4,1.1,95,1.1,1.1,1.1
Benson Head Start,N/A,300 West Union Street,Benson,Cochise,85602,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Benson Primary School,N/A,360 S Patagonia St,Benson,Cochise,85602-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Berean Pre-school,N/A,4699 East Hwy 90,Sierra Vista,Cochise,85635,n, ,54,98,1.9,10000,98,1.9,100,98,1.9,100,98,1.9,100,0,0,0,98,1.9,100,100,1.9,100,1.9,0,1.9
Best Friends Preschool Inc,N/A,2038 South Don Carlos,Mesa,Maricopa,85202,n, ,38,97,2.6,10000,95,2.6,97,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,97.4,2.6,100,2.6,0,2.6
Best Pals Preschool,N/A,30845 N. Cave Creek Rd #117,Cave Creek ,Maricopa,85331-,n, ,79,91,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Beth El Center For Early Childhood Education,N/A,1118 W. Glendale Avenue,Phoenix,Maricopa,85021-,n, ,42,98,0,9800,100,0,100,100,0,100,98,0,98,93,0,93,98,0,98,97.6,0,98,0,0,0
Bethune Elementary School,N/A,Booker T. Washington Head Start,Phoenix ,Maricopa,85034-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Beyond Care Preschool,N/A,1601 E Bell Rd Suite A-19,Phoenix,Maricopa,85022-,n, ,79,99,1.3,10000,99,1.3,100,99,1.3,100,96,1.3,97,97,1.3,99,99,1.3,100,98.7,1.3,100,1.3,0,1.3
Bienestar Child Development Center,N/A,Pobox 12927,San Luis,Yuma,85349-,n, ,41,100,0,10000,100,0,100,100,0,100,100,0,100,83,0,83,100,0,100,100,0,100,0,0,0
Big Red Barn Preschool,N/A,2175 S Arizona Ave,Yuma,Yuma,85364-,n, ,153,88,1.3,8900,94,1.3,95,99,1.3,100,99,1.3,100,86,1.3,87,99,1.3,100,81.7,2,84,2,0,0
Black Mountain Science Academy,N/A,21461 North 78th Avenue Suite 185,Peoria,Maricopa,85382-,n, ,58,93,0,9300,97,0,97,97,0,97,97,0,97,91,0,91,95,1.7,97,96.6,0,97,1.7,0,0
