SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Ajo Elementary School,public,111 Well Rd,Ajo,Pima,85321-,N/A,,37,100,0,-,59,0,-,49,0,-,97,2.7,-,97,2.7,-,92,8.1,-,86,0,-,13.5,0,N/A
Alfred F. Garcia School,public,1441 S. 27th Avenue,Phoenix,Maricopa,85009-6451,N/A,,62,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Alhambra Traditional School,public,3736 W. Osborn Rd,Phoenix,Maricopa,85019-,N/A,,76,100,0,-,89,7.9,-,89,7.9,-,100,0,-,100,0,-,100,0,-,100,0,-,7.9,0,N/A
Alice Vail Middle School,public,5350 E 16th St,Tucson,Pima,85711-,N/A,,199,99,.5,-,97,2,-,97,2,-,99,.5,-,98,1.5,-,99,1,-,99,.5,-,2.5,1,N/A
All Saints' Episcopal Day School,private,6300 North Central Avenue,Phoenix,Maricopa,85012-,N/A,,64,98,1.6,-,98,1.6,-,97,3.1,-,98,1.6,-,98,1.6,-,98,1.6,-,98,1.6,-,3.1,0,N/A
Alta Loma Elementary,public,9750 N. 87th Ave,Peoria,Maricopa,85345-,N/A,,104,98,2,-,95,2.9,-,95,2.9,-,97,2.9,-,97,2.9,-,98,1.9,-,99,1,-,2.9,0,N/A
Alta Vista Elementary,public,8710 N. 31st Avenue,Phoenix,Maricopa,85029-,N/A,,80,98,1.3,-,98,1.3,-,99,1.3,-,98,1.3,-,99,1.3,-,98,1.3,-,80,18.8,-,1.3,0,N/A
Altar Valley Middle School,public,16350 W. Ajo Way,Tucson,Pima,85736-,N/A,,73,100,0,-,93,0,-,99,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Amberlea Elementary,public,8544 W. Virginia Ave.,Phoenix,Maricopa,85037-,N/A,,94,100,0,-,0,2.1,-,0,2.1,-,100,0,-,100,0,-,100,0,-,100,0,-,2.1,0,N/A
American Heritage Academy,charter,2030 E. Cherry St,Cottonwood,Yavapai,86326-,N/A,,23,100,0,-,52,0,-,52,0,-,100,0,-,100,0,-,100,0,-,87,13,-,13,0,N/A
American Leadership Academy,charter,19843 E Chandler Heights Rd,Queen Creek,Maricopa,85142-,N/A,,109,90,10.2,-,62,13.8,-,69,17.4,-,86,11,-,87,11.9,-,88,9.2,-,94,5.5,-,21.1,1.8,N/A
American Leadership Academy Gilbert,charter,3155 S San Tan Village Pkwy,Gilbert,Maricopa,85295-,N/A,,44,84,18.9,-,70,29.5,-,80,20.5,-,84,15.9,-,82,15.9,-,84,15.9,-,82,18.2,-,22.7,0,N/A
American Leadership Academy Mesa,charter,4507 S. Mountain Rd,Mesa,Maricopa,85212-,N/A,,30,100,0,-,70,0,-,80,0,-,97,0,-,100,0,-,100,0,-,97,0,-,13.3,3.3,N/A
Amphitheater Middle School,public,315 E. Prince Rd.,Tucson,Pima,85705-,N/A,,213,99,0,-,99,.9,-,98,.9,-,100,0,-,100,0,-,100,0,-,100,0,-,.9,0,N/A
Andersen Junior High,public,1255 N. Dobson Road,Chandler,Maricopa,85224-,N/A,,106,99,1,-,99,.9,-,99,.9,-,100,0,-,100,0,-,100,0,-,99,.9,-,.9,0,N/A
Anna Marie Jacobson Elementary School,public,1515 Nw Jacaranda Pkwy,Chandler,Maricopa,85248-,N/A,,143,97,3.6,-,90,2.8,-,91,3.5,-,97,2.8,-,97,2.8,-,97,2.8,-,97,2.8,-,4.2,2.1,N/A
Anthem,public,41020 N Freedom Way,Anthem,Maricopa,85086-,N/A,,100,98,2,-,90,8,-,91,9,-,99,1,-,99,1,-,97,3,-,98,2,-,8,0,N/A
Anthem K-8,public,2700 N. Anthem Way,Florence,Pinal,85132-,N/A,,96,95,5.5,-,95,2.1,-,95,5.2,-,95,5.2,-,95,5.2,-,95,5.2,-,95,5.2,-,5.2,0,N/A
Anza Trail School,public,15490 S. Rancho Sahuarita Blvd,Sahuarita,Pima,85629-9000,N/A,,174,97,3,-,87,2.9,-,90,2.9,-,97,2.9,-,97,3.4,-,97,2.9,-,97,2.9,-,2.9,.6,N/A
Apache,public,8633 W John Cabot,Peoria,Maricopa,85382-,N/A,,96,98,2.1,-,97,1,-,97,2.1,-,98,2.1,-,97,3.1,-,97,3.1,-,98,2.1,-,2.1,1,N/A
Apollo Middle School,public,265 W Nebraska ,Tucson,Pima,85706-,N/A,,241,100,0,-,98,0,-,98,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Aprende Middle School,public,777 N Desert Breeze Bl E #2,Chandler,Maricopa,85226-,N/A,,336,98,2.1,-,91,5.1,-,90,5.1,-,98,2.1,-,98,2.1,-,98,2.4,-,98,2.1,-,5.7,0,N/A
Arcadia Neighborhood Learning Center,public,4330 North 62nd Street,Scottsdale,Maricopa,85251-,N/A,,74,95,5.7,-,55,5.4,-,57,5.4,-,95,5.4,-,95,5.4,-,95,5.4,-,95,5.4,-,5.4,0,N/A
Arizona Charter Academy,charter,P. O. Box 1929,Surprise,Maricopa,85378-,N/A,,49,100,0,-,49,0,-,49,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Arizona College Prep Oakland Campus,public,191 West Oakland Street,Chandler,Maricopa,85225-,N/A,,100,99,1,-,90,6,-,90,6,-,99,1,-,99,1,-,98,2,-,99,1,-,7,0,N/A
Arizona Connections Academy,charter,335 E. Germann Rd.  Suite 140,Gilbert,Maricopa,85297-,N/A,,178,86,16.3,-,71,16.9,-,70,17.4,-,84,15.7,-,83,15.2,-,86,14,-,85,15.2,-,18,1.1,N/A
Arizona Conservatory For Arts & Academics,charter,2820 W Kelton Lane,Phoenix,Maricopa,85053-,N/A,,70,90,9.5,-,74,15.7,-,73,20,-,87,10,-,90,8.6,-,87,8.6,-,89,8.6,-,18.6,1.4,N/A
Arizona Desert Elementary School,public,8803 W Van Buren St,Tolleson,Maricopa,85353-,N/A,,49,94,0,-,94,2,-,94,2,-,100,0,-,100,0,-,98,0,-,98,0,-,2,0,N/A
Arizona Desert School,public,P.o.box 6870,San Luis,Yuma,85346-,N/A,,132,100,0,-,94,0,-,94,0,-,99,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Arlington Elementary,public,P.o. Box 39,Arlington,Maricopa,85322-,N/A,,28,96,3.7,-,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,3.6,0,N/A
Arrowhead Elementary School,public,3820 E. Nisbet ,Phoenix,Maricopa,85032-,N/A,,57,65,54.1,-,65,33.3,-,65,31.6,-,98,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,36.8,0,N/A
Arrowhead Elementary School,public,7490 W. Union Hills,Glendale,Maricopa,85308-,N/A,,81,98,2.5,-,90,7.4,-,89,8.6,-,98,2.5,-,98,2.5,-,98,2.5,-,98,2.5,-,8.6,0,N/A
Arroyo,public,4535 W Cholla,Glendale,Maricopa,85304-,N/A,,68,99,0,-,99,0,-,99,1.5,-,100,0,-,100,0,-,100,0,-,97,2.9,-,4.4,0,N/A
Arthur M. Hamilton,public,2020 W. Durango Street,Phoenix,Maricopa,85009-,N/A,,41,100,0,-,98,0,-,98,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Arts Academy @ Estrella Mountain ,charter,2504 S. 91st Ave. ,Tolleson ,Maricopa,85353-,N/A,,126,99,0,-,94,0,-,94,1.6,-,99,0,-,98,0,-,98,0,-,98,0,-,2.4,1.6,N/A
Ashland Ranch Elementary,public,1945 South Ashland Ranch Road,Gilbert,Maricopa,85295-,N/A,,140,97,2.9,-,93,1.4,-,93,4.3,-,97,2.9,-,97,2.9,-,97,2.9,-,97,2.9,-,4.3,0,N/A
Ashton Ranch,public,14898 W Acoma Drive,Surprise ,Maricopa,85379-,N/A,,125,98,2.5,-,86,2.4,-,86,3.2,-,98,2.4,-,98,2.4,-,98,2.4,-,95,2.4,-,3.2,0,N/A
Asu Preparatory Academy Polytechnic Elementary,charter,6950 E. Williams Field Rd.,Mesa,Maricopa,85212-,N/A,,54,94,5.9,-,89,3.7,-,89,3.7,-,96,3.7,-,96,3.7,-,96,3.7,-,96,3.7,-,3.7,0,N/A
Asu Preparatory Academy- Phoenix Elementary,charter,735 East Filmore St,Phoenix,Maricopa,85006,N/A,,90,98,2.3,-,93,2.2,-,93,2.2,-,98,2.2,-,98,2.2,-,98,2.2,-,98,2.2,-,2.2,0,N/A
Athlos Traditional Academy,charter,3201 S Gilbert Rd,Chandler,Maricopa,85286-,N/A,,112,95,5.7,-,56,40.2,-,56,40.2,-,94,5.4,-,91,8,-,94,5.4,-,94,6.3,-,50.9,0,N/A
Audrey & Robert Ryan Elementary,public,4600 S. Bright Angel Way ,Chandler ,Maricopa,85249-,N/A,,125,98,2.5,-,89,8.8,-,88,11.2,-,98,2.4,-,97,3.2,-,98,2.4,-,97,3.2,-,33.6,0,N/A
Augusta Ranch Elementary,public,9430 East Neville Avenue,Gilbert,Maricopa,85209-,N/A,,148,95,5,-,90,4.1,-,92,5.4,-,95,5.4,-,94,6.1,-,95,4.7,-,95,5.4,-,7.4,0,N/A
Augustus H. Shaw,public,123 N. 13th Street,Phoenix,Maricopa,85032-,N/A,,38,100,0,-,95,0,-,95,0,-,100,0,-,100,0,-,97,0,-,100,0,-,0,0,N/A
Avalon Elementary,charter,1045 S. San Marcos,Apache Junction,Pinal,85120,N/A,,23,100,0,-,100,0,-,87,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Avondale Middle School,public,1406 N Central Ave,Avondale,Maricopa,85323-,N/A,,108,99,.9,-,97,.9,-,97,.9,-,100,0,-,100,0,-,100,0,-,100,0,-,.9,0,N/A
Bagdad Elementary School,public,515 Breezy Circle,Bagdad,Yavapai,86323-,N/A,,33,100,0,-,97,0,-,97,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Bales Elementary,public,25400 W Maricopa Rd,Buckeye,Maricopa,85326-,N/A,,93,100,0,-,89,1.1,-,91,1.1,-,100,0,-,100,0,-,100,0,-,100,0,-,1.1,0,N/A
Balsz Elementary School,public,4309 E. Belleview,Phoenix,Maricopa,85008-,N/A,,89,99,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,1.1,0,N/A
Barbara Glynnbinkley,public,375 S. Columbus Dr,Gilbert,Maricopa,85296-,N/A,,111,95,5.7,-,92,8.1,-,94,6.3,-,95,5.4,-,94,6.3,-,100,0,-,92,8.1,-,8.1,0,N/A
Barcelona Middle School,public,6530 N. 44th Ave,Glendale,Maricopa,85301-,N/A,,149,99,.7,-,99,.7,-,99,.7,-,99,.7,-,99,.7,-,99,.7,-,99,.7,-,.7,0,N/A
Basha Elementary,public,3535 S. Basha Rd,Chandler,Maricopa,85248-,N/A,,121,97,3.4,-,94,5,-,94,5,-,98,2.5,-,97,3.3,-,100,0,-,97,3.3,-,6.6,0,N/A
Basis Ahwatukee,charter,10210 S 50th Place,Phoenix,Maricopa,85044-,N/A,,141,99,.7,-,84,9.2,-,80,12.1,-,99,1.4,-,99,1.4,-,99,1.4,-,99,1.4,-,20.6,0,N/A
Basis Chandler,charter,1800 E Chandler Blvd,Chandler,Maricopa,85225-,N/A,,90,99,1.1,-,78,11.1,-,79,10,-,99,1.1,-,98,2.2,-,98,2.2,-,99,1.1,-,13.3,0,N/A
Basis Flagstaff,charter,2560 S. Gravel Lane,Flagstaff,Coconino,86001-,N/A,,109,94,5.8,-,88,10.1,-,88,11,-,94,6.4,-,91,9.2,-,92,8.3,-,94,6.4,-,15.6,0,N/A
Basis Mesa,charter,5010 South Eastmark Pkwy,Mesa,Maricopa,85212-,N/A,,82,100,0,-,71,28,-,70,29.3,-,100,0,-,100,0,-,100,0,-,100,0,-,29.3,1.2,N/A
Basis Oro Valley,charter,11155 N. Oracle Road,Oro Valley,Pima,85737-,N/A,,116,98,1.8,-,79,8.6,-,85,12.9,-,97,2.6,-,97,2.6,-,97,3.4,-,97,2.6,-,12.9,2.6,N/A
Basis Peoria,charter,25950 N. Lake Pleasant Parkway,Peoria,Maricopa,85383-,N/A,,152,97,2.7,-,79,17.1,-,77,19.1,-,95,4.6,-,96,3.9,-,96,3.9,-,97,2.6,-,20.4,0,N/A
Basis Phoenix,charter,11850 N. 32nd St.,Phoenix,Maricopa,85028-,N/A,,175,99,1.2,-,71,18.9,-,67,24.6,-,99,1.1,-,98,1.7,-,97,3.4,-,98,1.7,-,26.9,0,N/A
Basis Scottsdale,charter,11440 N 136th Street,Scottsdale,Maricopa,85259-,N/A,,134,97,3.1,-,96,4.5,-,93,5.2,-,96,3.7,-,97,3,-,97,3,-,97,3,-,3.7,.7,N/A
Basis Tucson,charter,3825 E 2nd Street,Tucson,Pima,85716-,N/A,,145,99,1.4,-,93,4.1,-,90,4.8,-,99,1.4,-,99,1.4,-,100,0,-,98,2.1,-,4.1,.7,N/A
Basis Tucson North,charter,6740 E. River Rd,Tucson,Pima,85750-,N/A,,150,98,2,-,87,9.3,-,85,10.7,-,98,2,-,97,2.7,-,98,2,-,97,2.7,-,10,0,N/A
Beaver Creek School District - 3525,public,4810 E. Beaver Creek Rd.,Rimrock,Yavapai,86335-,N/A,,40,93,8.1,-,0,7.5,-,85,7.5,-,90,7.5,-,93,7.5,-,88,7.5,-,90,7.5,-,7.5,0,N/A
Beaver Dam Elementary,public,P.o. Box 730,Beaver Dam,Mohave,86432-,N/A,,33,100,0,-,36,0,-,36,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Bella Vista Elementary,public,801 N. Lenzner Ave,Sierra Vista,Cochise,85635-,N/A,,56,98,0,-,93,0,-,93,0,-,100,0,-,100,0,-,100,0,-,100,0,-,3.6,0,N/A
Bellair Elementary School,public,4701 West Grovers ,Glendale,Maricopa,85308-,N/A,,67,97,3.1,-,88,10.4,-,87,11.9,-,99,1.5,-,97,1.5,-,99,1.5,-,94,6,-,9,3,N/A
Benchmark School,charter,4120 E. Acoma Dr.,Phoenix,Maricopa,85032,N/A,,34,88,13.3,-,9,11.8,-,6,14.7,-,88,11.8,-,85,14.7,-,82,11.8,-,88,11.8,-,11.8,2.9,N/A
Bennett Academy,charter,2930 W Bethany Home Rd,Phoenix,Maricopa,85017-,N/A,,22,91,10,-,14,9.1,-,14,9.1,-,91,9.1,-,91,9.1,-,91,9.1,-,91,9.1,-,9.1,0,N/A
Benson Middle School,public,360 S Patagonia St.,Benson,Cochise,85602-,N/A,,87,98,1.2,-,98,1.1,-,98,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,93,4.6,-,4.6,0,N/A
Bernard Black,public,6550 S 27th Ave,Phoenix ,Maricopa,85041-,N/A,,92,90,2.4,-,87,2.2,-,87,2.2,-,87,2.2,-,87,2.2,-,95,2.2,-,87,2.2,-,2.2,0,N/A
Bethany Christian School,private,6304 S. Price Road,Tempe,Maricopa,85283-,N/A,,22,95,4.8,-,91,4.5,-,91,4.5,-,95,4.5,-,95,4.5,-,95,4.5,-,95,4.5,-,4.5,0,N/A
Bfcs Gilbert Campus,charter,13717 S Val Vista Dr.,Gilbert,Maricopa,85296-,N/A,,42,83,20,-,67,31,-,67,31,-,81,19,-,81,19,-,83,16.7,-,83,16.7,-,31,0,N/A
Bfcs Power Campus,charter,22951 S. Power Rd.,Queen Creek,Maricopa,85142-,N/A,,107,94,5.9,-,70,29,-,69,29.9,-,94,5.6,-,93,6.5,-,89,11.2,-,95,4.7,-,33.6,0,N/A
Bfcs Queen Creek Campus,charter,22120 E Queen Creek Road,Queen Creek,Maricopa,85142-,N/A,,96,89,12.9,-,77,20.8,-,75,22.9,-,91,9.4,-,89,11.5,-,91,9.4,-,92,8.3,-,26,1,N/A
Bicentennial North,public,7237 W. Missouri Ave,Glendale,Maricopa,85303-,N/A,,171,99,1.2,-,99,0,-,99,1.2,-,100,0,-,100,0,-,100,0,-,100,0,-,1.2,0,N/A
Big Park Community School,public,25 West Saddlehorn Road,Sedona,Yavapai,86351-,N/A,,29,86,16,-,66,24.1,-,66,0,-,86,13.8,-,86,13.8,-,86,13.8,-,86,13.8,-,24.1,0,N/A
Billy Lane Lauffer Middle School,public,5385 E Littletown Rd,Tucson,Pima,85706-,N/A,,285,100,0,-,89,1.1,-,87,1.1,-,98,1.1,-,100,0,-,99,1.1,-,99,.7,-,1.1,0,N/A
Biltmore Prep,public,4601 North 34th Street,Phoenix,Maricopa,85018-,N/A,,25,96,4.2,-,96,4,-,96,0,-,96,4,-,96,4,-,96,4,-,100,0,-,4,0,N/A
Black Mountain Elementary School,public,Black Mountain Elementary School,Cave Creek,Maricopa,85327-,N/A,,90,98,2.3,-,94,5.6,-,93,6.7,-,98,2.2,-,99,1.1,-,98,2.2,-,100,0,-,7.8,0,N/A
Blessed Pope John Xxiii Catholic School,private,16235 N. 60th Street,Scottsdale,Maricopa,85254-,N/A,,69,97,3,-,91,8.7,-,90,10.1,-,91,8.7,-,96,4.3,-,97,2.9,-,97,2.9,-,11.6,0,N/A
Booth Fickett K8 Magnet School,public,450 S. Montego Drive,Tucson,Pima,85710-,N/A,,283,99,.7,-,96,2.1,-,96,2.1,-,99,1.1,-,99,1.4,-,99,.7,-,99,.7,-,2.1,0,N/A
Boulder Creek Elementary,public,140 S Gilbert Rd,Gilbert,Maricopa,85234-,N/A,,98,96,4.3,-,89,5.1,-,89,5.1,-,97,3.1,-,96,4.1,-,97,3.1,-,96,4.1,-,6.1,0,N/A
Boulder Creek Elementary School,public,22801 N. 22nd Street,Phoenix,Maricopa,85024-,N/A,,93,98,2.2,-,95,4.3,-,94,5.4,-,98,2.2,-,97,3.2,-,98,2.2,-,98,2.2,-,5.4,0,N/A
Bright Beginnings Middle School,charter,2716 N. Dobson Road,Chandler,Maricopa,85224-,N/A,,25,100,0,-,96,4,-,96,4,-,100,0,-,100,0,-,100,0,-,100,0,-,4,0,N/A
Brinton Elementary School,public,11455 E Sunland Ave,Mesa,Maricopa,85208-7705,N/A,,83,99,1.2,-,95,3.6,-,95,3.6,-,99,1.2,-,99,1.2,-,96,3.6,-,100,0,-,6,0,N/A
Brunson-lee Elementary,public,1350 N. 48th Street,Phoenix,Maricopa,85008-,N/A,,46,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,98,0,-,0,0,N/A
Buckeye Elementary School,public,211 South 7th St.,Buckeye,Maricopa,85326-,N/A,,108,98,1.9,-,92,7.4,-,92,7.4,-,98,1.9,-,98,1.9,-,98,1.9,-,98,1.9,-,7.4,0,N/A
Bullhead City Junior High School,public,1062 Hancock Rd,Bullhead City,Mohave,86442-,N/A,,158,100,0,-,99,.6,-,99,.6,-,100,0,-,100,0,-,100,0,-,100,0,-,.6,0,N/A
Burk Elementary School,public,545 North Burk St. ,Gilbert,Maricopa,85234-,N/A,,62,98,1.6,-,92,4.8,-,92,4.8,-,98,1.6,-,97,3.2,-,98,1.6,-,98,1.6,-,4.8,1.6,N/A
Burke Basic Elementary School,charter,131 East Southern Avenue,Mesa,Maricopa,85201-,N/A,,90,100,0,-,94,1.1,-,94,1.1,-,100,0,-,100,0,-,100,0,-,97,1.1,-,1.1,0,N/A
Bush Elementary,public,4925 E. Ingram St,Mesa,Maricopa,85205-,N/A,,69,97,3,-,94,5.8,-,94,5.8,-,97,2.9,-,97,2.9,-,96,4.3,-,100,0,-,7.2,1.4,N/A
Butterfield Elementary,public,3400 W. Massingale Rd.,Tucson,Pima,85741-,N/A,,82,99,1.2,-,94,2.4,-,91,3.7,-,99,1.2,-,99,1.2,-,99,1.2,-,99,1.2,-,1.2,1.2,N/A
Butterfield Elementary School,public,43800 West Honeycutt Rd,Maricopa,Pinal,85138-,N/A,,90,100,0,-,90,1.1,-,90,1.1,-,100,0,-,100,0,-,100,0,-,100,0,-,1.1,0,N/A
C O Greenfield School,public,7009 S. 10th St,Phoenix,Maricopa,85042-,N/A,,120,100,0,-,99,0,-,100,0,-,100,0,-,100,0,-,100,0,-,99,0,-,0,0,N/A
C. J. Jorgensen,public,1701 W. Roeser Rd.,Phoenix,Maricopa,85041-,N/A,,49,100,0,-,98,0,-,98,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
C.e. Rose,public,710 W. Michigan,Tucson,Pima,85714-,N/A,,61,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
C.w. Harris,public,2252 N. 55th Ave,Phoenix,Maricopa,85035-,N/A,,112,100,0,-,97,0,-,97,0,-,99,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Cactus Middle School,public,1220 E. Kortsen Rd,Casa Grande,Pinal,85122-,N/A,,312,100,.3,-,91,1.3,-,92,1.3,-,100,.3,-,100,.3,-,100,.3,-,100,.3,-,1,.3,N/A
Cactus Wren Elementary,public,9650 N. 39th Ave.,Phoenix,Maricopa,85051-,N/A,,59,95,1.8,-,97,1.7,-,98,1.7,-,98,1.7,-,98,1.7,-,98,1.7,-,100,0,-,1.7,0,N/A
Calabasas Middile School,public,131 Camino Maricopa,Rio Rico,Santa Cruz,85648-6500,N/A,,126,99,.8,-,99,.8,-,99,.8,-,99,.8,-,99,.8,-,99,.8,-,99,.8,-,.8,0,N/A
Calibre Academy,charter,15688 W Acoma,Surprise,Maricopa,85379-,N/A,,61,100,0,-,92,8.2,-,92,8.2,-,100,0,-,100,0,-,100,0,-,98,1.6,-,8.2,1.6,N/A
Cambridge Academy East,charter,9412 E. Brown Rd.,Mesa,Maricopa,85207-,N/A,,26,88,13,-,88,11.5,-,88,11.5,-,88,11.5,-,88,11.5,-,88,11.5,-,88,11.5,-,11.5,0,N/A
Camelback Academy,charter,7634 W Camelback Rd,Glendale,Maricopa,85303-,N/A,,46,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Camp Mohave,public,1797 E. La Entrada,Fort Mohave,Mohave,86426-,N/A,,39,100,0,-,69,0,-,69,0,-,97,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Camp Verde Middle School,public,370 Camp Lincoln Rd,Camp Verde,Yavapai,86322-,N/A,,107,99,.9,-,74,4.7,-,74,4.7,-,96,1.9,-,96,2.8,-,97,.9,-,99,.9,-,3.7,.9,N/A
Canon Elementary,public,Po Box 89,Black Canyon City,Yavapai,86324-,N/A,,23,100,0,-,100,0,-,96,4.3,-,100,0,-,100,0,-,100,0,-,96,4.3,-,4.3,0,N/A
Canyon Breeze Elementary,public,11675 W. Encanto Blvd,Avondale,Maricopa,85392-,N/A,,100,97,0,-,97,2,-,97,2,-,96,2,-,97,2,-,98,2,-,100,0,-,2,0,N/A
Canyon Day Junior High School,public,P.o. Box 190,Whiteriver,Navajo,85941-,N/A,,143,100,0,-,97,2.1,-,98,2.1,-,100,0,-,100,0,-,100,0,-,100,0,-,2.1,0,N/A
Canyon Elementary,public,5490 W Paradise Ln,Glendale,Maricopa,85306-,N/A,,34,100,0,-,97,0,-,97,0,-,97,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Canyon Pointe Academy,charter,4941 W. Union Hills Dr,Glendale,Maricopa,85308-,N/A,,56,96,1.9,-,93,1.8,-,93,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,1.8,0,N/A
Canyon Ridge,public,17359 W. Surprise Farms Loop N,Surprise,Maricopa,85388-,N/A,,117,96,3.6,-,58,2.6,-,59,3.4,-,96,3.4,-,95,4.3,-,96,2.6,-,96,2.6,-,5.1,.9,N/A
Canyon Rim Elem,public,3045 S. Canyon Rim ,Mesa,Maricopa,85212-,N/A,,146,98,2.1,-,92,3.4,-,92,3.4,-,99,1.4,-,99,.7,-,98,2.1,-,100,0,-,6.2,0,N/A
