SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Capitol Elementary School,public,330 N. 16th Ave,Phoenix,Maricopa,85007-,N/A,,70,99,0,-,99,0,-,99,0,-,99,0,-,99,0,-,99,0,-,100,0,-,0,0,N/A
Capps Elementary School,public,Pob 820,Heber,Navajo,85933-0820,N/A,,36,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,97,2.8,-,2.8,0,N/A
Carlson Elementary,public,5400 S. White Dr,Chandler,Maricopa,85249-,N/A,,55,100,0,-,89,3.6,-,89,3.6,-,100,0,-,100,0,-,98,1.8,-,100,0,-,9.1,0,N/A
Carmichael,public,3555 Fry Blvd,Sierra Vista,Cochise,85635-,N/A,,43,100,0,-,98,2.3,-,98,2.3,-,100,0,-,100,0,-,100,0,-,98,2.3,-,0,2.3,N/A
Carol Rae Ranch Elementary,public,3777 E. Houston Ave,Gilbert,Maricopa,85234-,N/A,,95,96,4.4,-,83,9.5,-,84,10.5,-,95,5.3,-,93,7.4,-,96,4.2,-,95,5.3,-,11.6,2.1,N/A
Carpe Diem Collegiate High School,charter,3777 W. 22nd Lane,Yuma,Yuma,85364-,N/A,,24,96,4.3,-,83,4.2,-,83,4.2,-,96,4.2,-,96,4.2,-,96,4.2,-,96,4.2,-,4.2,0,N/A
Cartwright Elementary,public,2825 N 59th Ave,Phoenix,Maricopa,85035-,N/A,,97,100,0,-,93,0,-,93,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Casa Grande Middle School,public,300 W Mcmurray Blvd. ,Casa Grande ,Pinal,85122-,N/A,,210,100,0,-,97,0,-,97,.5,-,100,.5,-,100,.5,-,99,.5,-,100,.5,-,.5,0,N/A
Castle Dome Middle School,public,2353 S Otondo Dr,Yuma,Yuma,85365-,N/A,,277,99,.7,-,79,1.4,-,78,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,100,.7,-,1.4,0,N/A
Catalina Ventura School,public,6331 N 39th Avenue,Phoenix,Maricopa,85019-,N/A,,133,100,0,-,86,0,-,86,.8,-,100,0,-,100,0,-,100,0,-,100,0,-,.8,0,N/A
Caurus Academy,charter,41900 N. 42nd Ave,Anthem,Maricopa,85086-,N/A,,24,88,14.3,-,88,12.5,-,88,0,-,88,12.5,-,88,12.5,-,100,0,-,88,12.5,-,12.5,0,N/A
Centennial Elementary,public,3507 S. Ranch House Parkway,Gilbert,Maricopa,85297-,N/A,,109,94,5.8,-,90,8.3,-,90,8.3,-,95,4.6,-,96,3.7,-,96,3.7,-,95,4.6,-,8.3,0,N/A
Centennial Elementary School,public,Flowing Wells School District,Tucson,Pima,85705-2038,N/A,,64,98,1.6,-,97,3.1,-,92,7.8,-,98,1.6,-,98,1.6,-,98,1.6,-,98,1.6,-,3.1,4.7,N/A
Center For Academic Success,charter,510 G Avenue,Douglas,Cochise,85607-,N/A,,64,100,0,-,61,1.6,-,61,1.6,-,92,0,-,92,0,-,92,0,-,98,0,-,0,1.6,N/A
Center For Educational Excellence,charter,1700 E Elliot Rd. #9,Tempe,Maricopa,85284-,N/A,,28,86,16.7,-,18,14.3,-,71,14.3,-,86,14.3,-,86,14.3,-,86,14.3,-,86,14.3,-,14.3,0,N/A
Centerra Mirage,public,15151 W. Centerra Dr. South,Goodyear,Maricopa,85338-,N/A,,74,99,1.4,-,96,2.7,-,96,2.7,-,99,1.4,-,99,1.4,-,99,1.4,-,99,1.4,-,5.4,0,N/A
Cesar  E Chavez Community School,public,4001 S 3rd Street,Phoenix,Maricopa,85040-,N/A,,40,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Cesar Chavez Elementary School,public,1130 N.10th Ave,San Luis,Yuma,85349-,N/A,,130,99,0,-,99,0,-,99,0,-,99,0,-,100,0,-,99,0,-,100,0,-,0,0,N/A
Challenge Charter School,charter,5801 W. Greenbriar Drive,Glendale,Maricopa,85308-,N/A,,44,93,7.3,-,84,15.9,-,84,15.9,-,95,4.5,-,95,4.5,-,95,4.5,-,95,4.5,-,15.9,0,N/A
Challenger Basic School,charter,1315 N Greenfield Rd,Gilbert,Maricopa,85234-,N/A,,28,89,12,-,71,25,-,68,28.6,-,89,10.7,-,89,10.7,-,89,10.7,-,93,7.1,-,28.6,0,N/A
Challenger Middle School,public,"6905 W. Maryland Ave,",Glendale,Maricopa,85303-,N/A,,145,100,0,-,97,.7,-,96,.7,-,99,0,-,99,0,-,99,0,-,100,0,-,.7,0,N/A
Challenger Middle School,public,100 E. Elvira Road,Tucson,Pima,85756-6726,N/A,,281,100,0,-,99,0,-,99,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Chandler Traditional Academy - Goodman,public,2600 W. Knox Rd. ,Chandler,Maricopa,85224-,N/A,,57,98,1.8,-,88,5.3,-,91,5.3,-,98,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,5.3,0,N/A
Chandler Traditional Academy - Humphrey,public,125 S. 132nd Street,Chandler,Maricopa,85225-,N/A,,61,97,3.4,-,84,16.4,-,84,16.4,-,97,3.3,-,97,3.3,-,97,3.3,-,97,3.3,-,16.4,0,N/A
Chandler Traditional Academy - Independence,public,1405 W. Lake Drive,Chandler,Maricopa,85248-,N/A,,123,99,.8,-,98,.8,-,98,.8,-,100,0,-,99,.8,-,100,0,-,99,.8,-,1.6,0,N/A
Chandler Traditional Academy Freedom Campus,public,6040 S. Joslyn Lane,Gilbert,Maricopa,85298-,N/A,,101,96,4.1,-,86,0,-,89,9.9,-,95,5,-,95,5,-,96,4,-,97,3,-,8.9,1,N/A
Chandler Traditional Academy-liberty Campus,public,550 North Emmett Drive,Chandler,Maricopa,85225-,N/A,,90,97,3.4,-,94,5.6,-,94,5.6,-,97,3.3,-,97,3.3,-,97,3.3,-,97,3.3,-,7.8,0,N/A
Chaparral,public,3808 W. Joan De Arc,Phoenix,Maricopa,85029-,N/A,,56,100,0,-,96,0,-,95,1.8,-,100,0,-,100,0,-,100,0,-,100,0,-,1.8,0,N/A
Chaparral Elementary,public,3380 E. Frye Rd,Gilbert,Maricopa,85295-,N/A,,116,97,2.7,-,96,4.3,-,96,3.4,-,97,2.6,-,98,1.7,-,99,.9,-,98,1.7,-,3.4,.9,N/A
Chaparral Middle School,public,3700 E. Alvord Rd.,Tucson,Pima,85706-,N/A,,252,100,0,-,95,0,-,95,0,-,100,0,-,100,0,-,100,0,-,100,0,-,.8,0,N/A
Charlotte Patterson Elementary,public,7520 S.adora Blvd,Gilbert,Maricopa,85298-,N/A,,102,96,4.1,-,90,1,-,91,6.9,-,96,3.9,-,96,3.9,-,96,3.9,-,96,2.9,-,6.9,0,N/A
Cheatham Elementary,public,4725 W . South Mountain,Laveen,Maricopa,85339-,N/A,,102,99,1,-,93,1,-,93,1,-,98,1,-,98,1,-,98,1,-,98,1,-,1,0,N/A
Cheyenne Elementary,public,11806 N. 87th. Ave.,Peoria,Maricopa,85345-,N/A,,97,100,0,-,98,0,-,98,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Cheyenne Traditional School,public,13636 N. 100th St.,Scottsdale,Maricopa,85260-9050,N/A,,130,98,2.4,-,93,3.8,-,93,3.1,-,97,3.1,-,98,2.3,-,98,2.3,-,98,1.5,-,5.4,0,N/A
Chinle Elementary,public,Po Box 587,Chinle,Apache,86503-,N/A,,74,100,0,-,97,0,-,97,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Christ Lutheran School,private,14420 S. 8th St.,Phoenix,Maricopa,85018-,N/A,,73,97,2.8,-,95,4.1,-,93,5.5,-,97,2.7,-,97,2.7,-,97,2.7,-,99,1.4,-,8.2,0,N/A
Christ The King,private,1551 E Dana Ave,Mesa,Maricopa,85204-,N/A,,23,96,4.5,-,91,8.7,-,91,8.7,-,100,0,-,96,4.3,-,100,0,-,100,0,-,8.7,0,N/A
Cimaron Springs Elementary ,public,17032 Wsurprise Farms Loop,Surprise,Maricopa,85388-,N/A,,86,100,0,-,95,3.5,-,95,3.5,-,100,0,-,100,0,-,100,0,-,100,0,-,3.5,0,N/A
Circle Cross Ranch K-8,public,Po Box 2850,Florence,Pinal,85132-,N/A,,102,97,1,-,80,1,-,81,1,-,97,1,-,96,1,-,96,1,-,99,1,-,1,0,N/A
Clarendon,public,1225 West Clarendon Avenue,Phoenix,Maricopa,85013-3359,N/A,,143,100,0,-,97,1.4,-,97,1.4,-,99,0,-,99,0,-,97,0,-,97,.7,-,1.4,0,N/A
Cloves Campbell,public,2624e South Mountain Ave,Phoenix,Maricopa,85042-,N/A,,63,94,6.8,-,94,6.3,-,94,6.3,-,94,6.3,-,94,0,-,94,6.3,-,94,0,-,6.3,0,N/A
Coatamundi Middle School,public,490 Avenida Coatimundi,Rio Rico,Santa Cruz,85648-,N/A,,131,100,0,-,95,.8,-,94,1.5,-,100,0,-,100,0,-,100,0,-,100,0,-,2.3,3.1,N/A
Cocopah Middle School,public,6615 E Cholla,Scottsdale,Maricopa,85254-5039,N/A,,286,98,2.5,-,92,3.8,-,91,4.2,-,97,3.1,-,97,3.5,-,98,2.4,-,100,0,-,6.3,.3,N/A
Collier Elementary,public,350 S. 118th Ave,Avondale,Maricopa,85323-,N/A,,109,100,0,-,96,1.8,-,96,1.8,-,99,.9,-,99,.9,-,100,0,-,100,0,-,1.8,1.8,N/A
Colonel Smith Middle School,public,Po Box 12954,Ft. Huachuca,Cochise,85670-,N/A,,101,100,0,-,94,0,-,94,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Connolly Middle School,public,2002 East Concorda,Tempe,Maricopa,85282-,N/A,,326,98,2.5,-,93,2.5,-,93,2.5,-,99,.9,-,99,.9,-,99,.6,-,100,0,-,2.5,0,N/A
Constitution Elememtary,public,18440 N 15th Ave,Phoenix,Maricopa,85023-,N/A,,71,99,1.4,-,94,2.8,-,92,4.2,-,99,1.4,-,99,1.4,-,99,1.4,-,99,1.4,-,4.2,0,N/A
Continental School,public,P.o. Box 547,Green Valley,Pima,85622-,N/A,,49,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Copper Basin K-8,public,28682 North Main Street ,San Tan Valley,Pinal,85143-,N/A,,71,97,2.9,-,87,5.6,-,87,2.8,-,97,2.8,-,97,2.8,-,97,2.8,-,97,2.8,-,2.8,0,N/A
Copper Creek Elementary,public,7017 W Hillcrest Blvd,Glendale,Maricopa,85310-,N/A,,119,98,1.7,-,94,5.9,-,94,5.9,-,97,2.5,-,97,3.4,-,97,2.5,-,98,1.7,-,7.6,0,N/A
Copper King Elementary,public,10730 W. Campbell Ave,Phoenix,Maricopa,85037-,N/A,,99,99,1,-,92,3,-,93,4,-,99,1,-,98,2,-,98,2,-,99,1,-,4,0,N/A
Copper Ridge,public,10101 E. Thompson Peak Parkway,Scottsdale,Maricopa,85255-,N/A,,132,95,5.6,-,84,5.3,-,82,6.1,-,95,4.5,-,95,5.3,-,95,4.5,-,97,3,-,5.3,0,N/A
Copper Trails Elementary,public,16875 W Canyon Trails Blvd.,Goodyear,Maricopa,85338-,N/A,,93,98,1.1,-,87,2.2,-,87,2.2,-,99,1.1,-,99,1.1,-,98,2.2,-,98,2.2,-,4.3,0,N/A
Copperwood,public,11232 N. 65th Ave ,Glendale,Maricopa,85304-,N/A,,99,97,3.1,-,92,3,-,93,4,-,97,3,-,97,3,-,97,3,-,96,3,-,4,0,N/A
Cordova Middle,public,5631 N 35th Ave,Phoenix,Maricopa,85017-,N/A,,156,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Cornerstone Christian Academy,private,6450 N Camino Miraval,Tucson,Pima,85718-,N/A,,21,100,0,-,100,0,-,100,0,-,95,0,-,90,4.8,-,90,4.8,-,95,4.8,-,4.8,0,N/A
Corona Foothills Middle School,public,16705 S Houghton Rd,Corona De Tucson,Pima,85641-,N/A,,153,99,.7,-,94,4.6,-,94,4.6,-,98,2,-,98,2,-,97,2,-,99,.7,-,4.6,0,N/A
Coronado,public,4333 E. Deanza Blvd,Gilbert,Maricopa,85297-,N/A,,92,97,3.4,-,89,7.6,-,90,6.5,-,97,3.3,-,98,2.2,-,95,4.3,-,97,3.3,-,7.6,0,N/A
Coronado Elementary School,public,P. O. Box 38,Hereford,Cochise,85615-,N/A,,50,100,0,-,82,2,-,92,2,-,100,0,-,100,0,-,98,0,-,100,0,-,2,0,N/A
Coronado K-8,public,3401 E. Wilds Rd,Tucson,Pima,85739-,N/A,,180,98,1.1,-,98,1.1,-,98,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,98,1.1,-,1.1,0,N/A
Cortina,public,19680 South 188th Street,Queen Creek,Maricopa,85142-,N/A,,145,99,1.4,-,90,9.7,-,90,9,-,98,2.1,-,99,1.4,-,98,2.1,-,99,1.4,-,11.7,0,N/A
Cotton Boll School,public,8540 W Butler Rd,Peoria,Maricopa,85345-,N/A,,93,100,0,-,98,0,-,98,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Cottonwood Middle School,public,500 E. Mingus,Cottonwood,Yavapai,86326-,N/A,,168,99,.6,-,80,3.6,-,79,2.4,-,99,0,-,99,1.2,-,99,1.2,-,98,1.8,-,4.8,0,N/A
Country Gardens Charter School,charter,6313 West Southern Avenue,Laveen,Maricopa,85339-,N/A,,31,97,3.3,-,81,3.2,-,90,3.2,-,97,3.2,-,97,3.2,-,97,3.2,-,97,3.2,-,3.2,3.2,N/A
Country Meadows,public,8409 N. 111th Avenue,Peoria,Maricopa,85345-,N/A,,124,100,0,-,98,1.6,-,98,0,-,100,0,-,99,.8,-,99,.8,-,99,0,-,1.6,0,N/A
Country Place Elementary,public,10207 W. Country Place Blvd,Tolleson,Maricopa,85353-,N/A,,104,99,1,-,91,2.9,-,91,2.9,-,98,1,-,99,1,-,99,1,-,99,1,-,2.9,0,N/A
Countryside Elementary School,public,15034 N. Parkview Place,Surprise,Maricopa,85379-,N/A,,144,96,3.6,-,59,2.1,-,61,2.1,-,96,3.5,-,96,3.5,-,95,4.2,-,96,3.5,-,3.5,0,N/A
Coyote Hills Elementary,public,21180 N 87th Ave,Peoria,Maricopa,85382-,N/A,,134,98,2.3,-,93,6.7,-,93,6,-,97,3,-,97,3,-,98,2.2,-,99,1.5,-,6.7,1.5,N/A
Coyote Springs Elementary School ,public,6625 N. Cattletrack Rd,Prescott Valley ,Yavapai,86314-,N/A,,109,98,1.9,-,88,5.5,-,91,5.5,-,98,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,5.5,0,N/A
Coyote Trail Elementary,public,8000 N Silverbell Road,Tucson,Pima,85743-,N/A,,84,100,0,-,92,8.3,-,88,11.9,-,99,1.2,-,100,0,-,98,2.4,-,99,1.2,-,8.3,6,N/A
Creighton Elementary,public,2802 E. Mcdowell Road,Phoenix,Maricopa,85008-,N/A,,101,100,0,-,98,0,-,98,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Crismon Elementary School,public,825 West Medina,Mesa,Maricopa,85210-,N/A,,80,96,3.9,-,96,3.8,-,0,5,-,98,2.5,-,96,0,-,98,2.5,-,96,3.8,-,5,2.5,N/A
David Crockett Elementary,public,501 N. 36th St.,Phoenix,Maricopa,85008-,N/A,,54,83,0,-,78,0,-,76,0,-,85,0,-,98,0,-,100,0,-,100,0,-,0,1.9,N/A
Deborah E West,public,17650 N. 54th St,Scottsdale,Maricopa,85254-1116,N/A,,97,99,1,-,99,1,-,98,1,-,98,2.1,-,98,2.1,-,99,1,-,98,2.1,-,3.1,0,N/A
Degrazia Elementary,public,5150 W. Overton,Tucson,Pima,85742-,N/A,,82,98,0,-,91,8.5,-,90,0,-,98,0,-,98,0,-,98,0,-,100,0,-,9.8,3.7,N/A
Desert Canyon Middle,public,10203 E Mcdowell Mountain Ranch Road ,Scottsdale,Maricopa,85255-,N/A,,180,97,3.4,-,91,5,-,91,5,-,96,3.9,-,96,3.9,-,97,3.3,-,97,3.3,-,4.4,.6,N/A
Desert Christian Schools K-8,private,9415 E. Wrightstown Road,Tucson,Pima,85715-,N/A,,31,94,6.9,-,94,6.5,-,90,9.7,-,87,12.9,-,87,12.9,-,94,6.5,-,94,6.5,-,12.9,0,N/A
Desert Cove Elementary,charter,11020 N. 28th Street,Phoenix,Maricopa,85028-2500,N/A,,91,97,3.4,-,92,3.3,-,90,3.3,-,97,3.3,-,97,3.3,-,96,3.3,-,95,3.3,-,3.3,0,N/A
Desert Harbor,public,15585 N 91st Avenue,Peoria,Maricopa,85382-,N/A,,88,97,2.4,-,97,2.3,-,98,2.3,-,98,2.3,-,98,2.3,-,98,2.3,-,98,2.3,-,2.3,0,N/A
Desert Horizon,public,8525 W Osborn Rd,Phoenix,Maricopa,85037-,N/A,,111,99,.9,-,99,.9,-,99,.9,-,100,0,-,100,0,-,100,0,-,99,.9,-,0,.9,N/A
Desert Marigold School,charter,4202 W. Lawrence Ln.,Phoenix,Maricopa,85042-,N/A,,26,73,31.6,-,15,23.1,-,15,23.1,-,69,23.1,-,62,30.8,-,65,26.9,-,73,23.1,-,30.8,0,N/A
Desert Meadows Elementary,public,6855 W Meadows Loop,Laveen,Maricopa,85339-,N/A,,99,98,1,-,95,2,-,95,2,-,99,1,-,99,1,-,99,1,-,99,1,-,2,0,N/A
Desert Mirage,public,8605 W Maryland Ave,Glendale,Maricopa,85305-,N/A,,66,98,1.5,-,98,1.5,-,98,1.5,-,98,1.5,-,98,1.5,-,98,1.5,-,98,1.5,-,1.5,0,N/A
Desert Mountain School,public,35959 N. 7th Avenue,Phoenix,Maricopa,85086-,N/A,,81,91,9.5,-,90,9.9,-,90,9.9,-,91,8.6,-,93,7.4,-,93,7.4,-,94,6.2,-,9.9,0,N/A
Desert Oasis Elementary School,public,8802 W. Mcdowell Rd,Phoenix,Maricopa,85037-,N/A,,102,100,0,-,99,1,-,99,1,-,100,0,-,99,1,-,100,0,-,99,1,-,0,1,N/A
Desert Oasis Elementary School,public,17161 W. Bajada Road,Surprise ,Maricopa,85387-,N/A,,50,96,4.2,-,96,4,-,96,4,-,96,4,-,96,4,-,96,4,-,96,4,-,4,0,N/A
Desert Palms,public,11441 N. 55th Ave.,Glendale,Maricopa,85382-,N/A,,53,98,1.9,-,98,1.9,-,98,1.9,-,98,1.9,-,100,0,-,100,0,-,100,0,-,1.9,0,N/A
Desert Sage Elementary School,public,4035 W Alameda,Glendale,Maricopa,85310-,N/A,,83,98,2.5,-,94,6,-,94,6,-,98,2.4,-,98,2.4,-,98,2.4,-,96,3.6,-,7.2,1.2,N/A
Desert Sands Middle School,public,6308 W Campbell Ave,Phoenix,Maricopa,85033-2798,N/A,,368,98,.6,-,99,.5,-,99,.5,-,99,.3,-,99,.5,-,99,.3,-,98,1.9,-,2.2,0,N/A
Desert Shadows Elementary School,public,5902 E. Sweetwater Ave.,Scottsdale,Maricopa,85254-,N/A,,77,95,5.5,-,87,10.4,-,86,13,-,94,6.5,-,94,6.5,-,95,5.2,-,95,5.2,-,13,0,N/A
Desert Shadows Middle School,public,340 Blvd. Del Rey David,Nogales,Santa Cruz,85621-,N/A,,250,100,0,-,99,.8,-,99,.8,-,100,0,-,100,0,-,100,0,-,100,0,-,.8,0,N/A
Desert Sky Middle School,public,9850 E Rankin Loop,Tucson,Pima,85747-,N/A,,247,98,1.6,-,94,.8,-,96,3.2,-,99,1.2,-,99,1.2,-,98,1.6,-,98,1.6,-,4,.4,N/A
Desert Spirit,public,7355 W. Orangewood Ave.,Glendale,Maricopa,85303-,N/A,,100,99,1,-,98,1,-,98,1,-,99,1,-,99,1,-,99,1,-,99,1,-,1,0,N/A
Desert Springs Preparatory Elementary School,charter,6010 E. Acoma,Scottsdale,Maricopa,85254-,N/A,,43,100,0,-,95,0,-,95,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Desert Star Elementary School,public,2131 S. 157th Ave,Goodyear,Maricopa,85338-,N/A,,81,98,2.5,-,91,4.9,-,91,4.9,-,98,2.5,-,96,3.7,-,98,2.5,-,98,2.5,-,6.2,0,N/A
Desert Sun Academy,charter,P.o. Box426,Cave Creek,Maricopa,85327-,N/A,,63,97,3.3,-,92,7.9,-,92,7.9,-,97,3.2,-,97,3.2,-,97,3.2,-,95,4.8,-,4.8,0,N/A
Desert Thunder,public,16750 W Garfield Dr,Goodyear,Maricopa,85338-,N/A,,72,99,0,-,93,1.4,-,93,1.4,-,99,0,-,99,0,-,99,0,-,99,0,-,1.4,0,N/A
Desert Trails Elementary School,public,4315 E Cashman Dr,Phoenix,Maricopa,85050-8733,N/A,,58,98,1.8,-,97,3.4,-,95,5.2,-,98,1.7,-,98,1.7,-,98,1.7,-,98,1.7,-,5.2,0,N/A
Desert Valley,public,12901 N. 63rd Ave,Glendale,Maricopa,85304-,N/A,,79,99,1.3,-,94,1.3,-,96,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,1.3,0,N/A
Desert View Academy,charter,2363 S. Kennedy Lane,Yuma,Yuma,85364-,N/A,,68,100,0,-,82,11.8,-,82,11.8,-,100,0,-,100,0,-,100,0,-,100,0,-,11.8,0,N/A
Desert View Elementary,public,P.o.box 6870,San Luis,Yuma,85349-,N/A,,127,99,.8,-,99,.8,-,99,.8,-,99,.8,-,99,.8,-,99,.8,-,98,1.6,-,1.6,0,N/A
Desert Vista Elementary,public,3701 E Broadway Ave,Apache Junction,Pinal,85119-,N/A,,101,98,2,-,98,2,-,98,2,-,98,2,-,98,2,-,98,2,-,98,2,-,2,0,N/A
Desert Willow Elementary School,charter,P.o. Box 426,Cave Creek,Maricopa,85327-,N/A,,75,99,1.4,-,89,9.3,-,88,10.7,-,99,1.3,-,99,1.3,-,100,0,-,97,2.7,-,10.7,0,N/A
Desert Winds Elementary School,public,19825 North 15th Ave,Phoenix ,Maricopa,85027-,N/A,,46,96,4.5,-,78,4.3,-,80,4.3,-,96,4.3,-,96,4.3,-,96,4.3,-,96,0,-,4.3,0,N/A
Destiny School,charter,798 E Prickly Pear Drive,Globe,Gila,85501-,N/A,,29,100,0,-,100,0,-,90,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Dilcon Community School,charter,Hc 63 Box G,Winslow,Navajo,86047-,N/A,,24,96,0,-,83,0,-,75,0,-,96,0,-,96,0,-,100,0,-,96,0,-,0,0,N/A
Dischii'bikoh Cibecue Community School,public,P.o. Box 80068,Cibecue,Navajo,85911-,N/A,,32,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Discovery School,public,7910 W. Maryland Ave,Glendale,Maricopa,85303-,N/A,,87,100,0,-,90,2.3,-,92,0,-,100,0,-,100,0,-,100,0,-,100,0,-,1.1,1.1,N/A
"Dobson Academy, The - A Ball Charter School",charter,2207 N Dobson Rd ,Chandler ,Maricopa,85224-,N/A,,72,96,4.3,-,61,4.2,-,61,4.2,-,96,4.2,-,96,4.2,-,96,4.2,-,96,4.2,-,4.2,0,N/A
Dodge Middle School,public,5831 East Pima,Tucson ,Pima,85712-,N/A,,152,99,.7,-,99,.7,-,98,2,-,99,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,1.3,.7,N/A
Don Mensendick,public,5535 N. 67th Ave,Glendale,Maricopa,85301-,N/A,,224,97,0,-,69,0,-,67,0,-,98,0,-,99,0,-,98,0,-,99,0,-,.4,0,N/A
Doolen Middle School,public,2400 North Country Club Road,Tucson,Pima,85716-,N/A,,279,95,.8,-,94,1.8,-,93,2.2,-,98,.7,-,98,.7,-,97,1.8,-,98,1.1,-,2.5,1.8,N/A
Dorothy Stinson School,public,2013 S. 8th Ave,Safford,Graham,85546,N/A,,86,100,0,-,92,0,-,93,0,-,99,0,-,97,0,-,100,0,-,99,0,-,4.7,0,N/A
Dos Rios Elementary,public,2150 S. 87th Ave,Tolleson,Maricopa,85353-,N/A,,78,97,0,-,94,0,-,94,2.6,-,97,0,-,97,0,-,96,1.3,-,100,0,-,5.1,0,N/A
Dr Howard K Conley Elementary School,public,500 S. Arrowhead Drive,Chandler,Maricopa,85224-,N/A,,107,98,1.9,-,88,9.3,-,88,11.2,-,98,1.9,-,98,1.9,-,97,2.8,-,96,3.7,-,12.1,.9,N/A
Drachman Montessori Magnet School,public,1085 S. 10th Ave.,Tucson,Pima,85701-,N/A,,24,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Dysart Elementary School,public,12950 W Varney Rd,El Mirage,Maricopa,85335-,N/A,,111,98,.9,-,98,.9,-,98,.9,-,99,.9,-,99,.9,-,99,.9,-,99,.9,-,.9,0,N/A
Eagle College Prep,charter,2450 W South Mountain Ave,Phoenix,Maricopa,85041-,N/A,,54,100,0,-,80,16.7,-,78,16.7,-,100,0,-,100,0,-,100,0,-,100,0,-,16.7,0,N/A
Eagle Ridge Elementary School,public,19801 N. 13th Street,Phoenix,Maricopa,85024-,N/A,,69,97,3,-,97,2.9,-,97,2.9,-,97,2.9,-,97,2.9,-,97,2.9,-,97,2.9,-,1.4,1.4,N/A
Eagleridge Enrichment Program,public,1313 W Medina,Mesa,Maricopa,85202-6610,N/A,,50,74,35.1,-,56,38,-,54,38,-,76,24,-,74,26,-,76,24,-,96,4,-,36,2,N/A
East Mesa Charter Elementary School,charter,9701 E Southern Ave,Mesa,Maricopa,85209-,N/A,,79,95,5.3,-,80,10.1,-,80,10.1,-,91,8.9,-,92,7.6,-,92,7.6,-,95,5.1,-,10.1,0,N/A
Echo Mountain Intermediate,public,1811 E. Michigan Ave,Phoenix,Maricopa,85022-,N/A,,144,99,1.4,-,99,1.4,-,98,2.1,-,99,1.4,-,99,.7,-,99,1.4,-,99,1.4,-,2.1,0,N/A
Ed Pastor,public,2101 W Alta Vista,Phoenix,Maricopa,85041-,N/A,,77,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Ed Pastor Elementary School,public,P.o. Box  6870,San Luis,Yuma,85349-,N/A,,49,100,0,-,96,0,-,96,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Edison Elementary,public,804 North 18th Street,Phoenix,Maricopa,85006-,N/A,,63,100,0,-,95,0,-,95,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Edison Elementary School,public,545 N Horne Ave,Mesa,Maricopa,85203-7124,N/A,,97,98,0,-,91,4.1,-,94,4.1,-,98,0,-,99,0,-,98,0,-,100,0,-,4.1,0,N/A
Eduprize - Gilbert,charter,580 W. Melody Ave. ,Gilbert,Maricopa,85233-,N/A,,179,93,7.2,-,84,10.1,-,84,10.1,-,95,5,-,95,5,-,93,6.7,-,95,5,-,10.6,0,N/A
