SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Desert Star Elementary School,public,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,y,rn,69,94,1.4,96,94,1.4,96,94,1.4,96,99,1.4,100,,1.4,100,1.4,0,1.4
Desert Sun Academy,charter,27880 N 64TH ST,SCOTTSDALE,MARICOPA,85266,n,,55,93,7.3,100,93,7.3,96,91,9.1,100,93,5.5,98,,5.5,100,9.1,0,5.5
Desert Sun Child Development Center,private,1512 W ELLIOT RD,CHANDLER,MARICOPA,85224,n,,21,71,19,91,71,19,91,71,19,91,71,19,91,,19,91,19,0,19
Desert Thunder School,public,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,y,lpn,84,99,1.2,100,99,1.2,100,99,1.2,100,99,1.2,100,,1.2,100,1.2,0,1.2
Desert Trails Elementary School,public,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,y,rn,85,97,3.5,100,97,3.5,100,97,3.5,100,97,3.5,100,,3.5,100,3.5,0,3.5
Desert Valley Elementary,public,12901 N 63RD AVE,GLENDALE,MARICOPA,85304,y,rn,52,98,0,98,98,0,100,100,0,100,100,0,100,,0,100,0,0,0
Desert Valley Elementary-2,public,1066 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,n,,63,97,1.6,98,97,1.6,98,98,1.6,100,100,0,100,,1.6,100,1.6,0,0
Desert View Academy,charter,3777 W 16TH ST,YUMA,YUMA,85364,n,,152,95,4.6,100,95,2,100,97,3.3,100,99,1.3,100,,.7,100,3.3,.7,0
Desert View Elementary,public,1508 N 10TH AVE,SAN LUIS,YUMA,85349,n,,97,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Desert View Elementary School,public,8621 N 3RD ST,PHOENIX,MARICOPA,85020,y,rn,47,87,10.6,98,87,10.6,98,92,8.5,100,87,10.6,98,,0,100,10.6,0,8.5
Desert Vista Elementary School,public,3701 E BROADWAY AVE,APACHE JUNCTION,PINAL,85119,y,lpn,85,100,0,100,100,0,100,100,0,100,99,0,99,,0,100,0,0,0
Desert Willow Elementary,public,4322 E DESERT WILLOW PKWY,CAVE CREEK,MARICOPA,85331,n,,73,96,4.1,100,96,4.1,99,92,8.2,100,95,5.5,100,,4.1,100,8.2,0,5.5
Desert Willow Elementary,public,9400 E ESMOND LOOP,TUCSON,PIMA,85747,n,,127,96,3.9,100,96,3.1,100,96,3.9,100,97,3.1,100,,3.1,100,3.1,.8,3.1
Desert Willow Elementary School,public,2172 N ARIZOLA RD,CASA GRANDE,PINAL,85122,y,rn,62,98,1.6,100,98,1.6,100,98,1.6,100,98,1.6,100,,1.6,100,1.6,0,0
Desert Willow Elementary School,public,3700 PROSPECTOR ST,KINGMAN,MOHAVE,86401,n,,67,93,7.5,100,93,7.5,100,93,7.5,100,93,7.5,100,,3,100,7.5,0,7.5
Deserty Shadows Montessori,private,6709 E UNIVERSITY DR,MESA,MARICOPA,85205,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Destiny School,public,22 E PRICKLY PEAR DR,GLOBE,GILA,85501,n,,43,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,,2.3,100,2.3,0,2.3
Diamond Canyon Elementary,public,40004 N LIBERTY BELL WAY,ANTHEM,MARICOPA,85086,y,rn,96,95,5.2,100,95,3.1,100,96,4.2,100,95,5.2,100,,3.1,100,5.2,0,0
Diamondback Elementary School,public,2550 TESOTA WAY,BULLHEAD CITY,MOHAVE,86442,y,rn,103,99,1,100,99,1,100,99,1,100,99,1,100,,1,100,1,0,0
Dietz Elementary School,public,7575 E PALMA ST,TUCSON,PIMA,85710,y,rn,57,81,3.5,84,81,3.5,90,95,3.5,98,83,5.3,88,,3.5,98,5.3,0,3.5
Dilworth Brinton Elementary,public,11455 E SUNLAND AVE,MESA,MARICOPA,85208,n,rn,75,93,6.7,100,93,6.7,100,93,6.7,100,93,6.7,100,,0,100,8,0,0
Discover U,charter,13226 N 113TH AVE,YOUNGTOWN,MARICOPA,85363,n,,32,75,25,100,75,25,100,75,25,100,78,21.9,100,,21.9,100,25,0,21.9
Discovery Elementary,public,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,y,rn,63,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Discovery Plus Academy,charter,852 W 250 N,PIMA,GRAHAM,85543,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
"Dishcii""bikosh Community School",private,211 S. ELM ST.,CIBECUE,NAVAJO,85911,y,rn,58,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Dobson Academy A-ball Charter School,charter,2207 N DOBSON RD,CHANDLER,MARICOPA,85224,n,,60,88,3.3,92,88,3.3,92,87,3.3,90,93,3.3,97,,1.7,97,3.3,0,0
Dobson Montessori K-12,private,745 S EXTENSION RD,MESA,MARICOPA,85210,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Donaldson Elementary,public,2040 W OMAR DR,TUCSON,PIMA,85704,n,,45,98,0,98,98,0,100,100,0,100,100,0,100,,0,100,0,0,0
Dorothy Stinson School,public,2013 S 8TH AVE,SAFFORD,GRAHAM,85546,y,rn,88,98,0,98,98,0,99,99,0,99,100,0,100,,0,100,0,0,0
Dos Rios,public,2150 S 87TH AVE,TOLLESON,MARICOPA,85353,n,,73,88,12.3,100,88,8.2,100,99,1.4,100,97,1.4,99,,0,100,1.4,0,0
Double Adobe Elementary School,public,7081 N CENTRAL HWY,MC NEAL,COCHISE,85617,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Dr Daniel Bright Elementary School,public,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,n,,120,88,7.5,96,88,5,96,93,5,98,94,3.3,98,,10,100,10,.8,2.5
Dr Howard K Conley Elementary School,public,500 S ARROWHEAD DR,CHANDLER,MARICOPA,85224,n,,95,91,9.5,100,91,7.4,100,93,7.4,100,96,4.2,100,,3.2,100,7.4,0,3.2
Dr. Charles A. Bejarano Elementary School,public,4635 E RAGUS RD B,MIAMI,GILA,85539,n,,98,90,3.1,93,90,3.1,74,70,3.1,74,89,3.1,92,,3.1,98,2,1,0
Dr. Gary And Annette Auxier Elementary School,public,22700 S POWER RD,QUEEN CREEK,MARICOPA,85142,n,,133,87,13.5,100,87,14.3,100,89,11.3,100,90,10.5,100,,7.5,100,17.3,0,6
Drachman Primary Magnet School,public,1085 S 10TH AVE,TUCSON,PIMA,85701,y,rn,56,96,3.6,100,96,3.6,100,96,3.6,100,96,3.6,100,,3.6,100,3.6,0,0
Dreaming Summit Elementary,public,13335 W MISSOURI AVE,LITCHFIELD PARK,MARICOPA,85340,y,lpn,105,95,1.9,97,95,1.9,98,95,1.9,97,97,1.9,99,,1,100,1,1,1
Drexel Elementary School,public,801 E DREXEL RD,TUCSON,PIMA,85706,y,rn,66,99,0,99,99,0,99,100,0,100,99,0,99,,0,100,0,0,0
Duncan Elementary School,public,1 MCGRATH AVE,DUNCAN,GREENLEE,85534,n,,29,97,0,97,97,0,93,93,0,93,97,0,97,,0,97,0,0,0
Dunham Elementary School,public,9850 E 29TH ST,TUCSON,PIMA,85748,y,rn,47,96,4.3,100,96,4.3,100,96,4.3,100,96,4.3,100,,0,100,4.3,0,0
Dwight Patterson Elementary,public,615 S CHESHIRE,MESA,MARICOPA,85208,y,rn,80,90,10,100,90,7.5,100,93,7.5,100,93,7.5,100,,1.3,100,7.5,3.8,0
Dysart Elementary School,public,12950 W VARNEY RD,EL MIRAGE,MARICOPA,85335,y,lpn,89,96,4.5,100,96,4.5,100,96,4.5,100,97,3.4,100,,3.4,100,4.5,1.1,2.2
Dzil Libei Elementary School/ Tuba City Unified School District #15,public,"50 MILES NORTH OF FLAGSTAFF HWY 89, MILE POST 463",CAMERON,COCONINO,86020,n,lpn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Eagle College Prep,charter,2450 W SOUTH MOUNTAIN AVE,PHOENIX,MARICOPA,85041,n,,73,95,0,95,95,0,96,95,0,95,95,0,95,,0,99,0,0,0
Eagle College Prep Harmony,charter,2435 E PECAN RD,PHOENIX,MARICOPA,85040,n,,45,98,2.2,100,98,2.2,100,98,2.2,100,98,2.2,100,,2.2,100,2.2,0,2.2
Eagle College Prep Maryvale,charter,3950 N 53RD AVE,PHOENIX,MARICOPA,85031,n,,53,100,0,100,100,0,100,98,1.9,100,100,0,100,,0,100,0,1.9,0
Eagle College Prep:mesa,charter,1619 E MAIN ST,MESA,MARICOPA,85203,n,,36,92,8.3,100,92,0,100,100,0,100,100,0,100,,0,100,8.3,0,0
Eagle Ridge Elementary School,public,19801 N 13TH ST,PHOENIX,MARICOPA,85024,y,rn,49,96,0,96,96,0,98,100,0,100,100,0,100,,0,100,0,0,0
Eagleridge Enrichment Program,public,1313 W MEDINA AVE,MESA,MARICOPA,85202,y,rn,80,63,37.5,100,63,35,100,65,35,100,68,32.5,100,,37.5,100,36.3,1.3,0
East Fork Lutheran School,private,4325 FORT APACHE RD,WHITERIVER,NAVAJO,85941,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
East Valley Academy,charter,1858 E BROWN RD,MESA,MARICOPA,85203,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Echo Mountain Primary School,public,1750 E GROVERS AVE,PHOENIX,MARICOPA,85022,y,rn,132,95,5.3,100,95,5.3,99,94,5.3,99,95,5.3,100,,2.3,100,5.3,0,5.3
Ed and Verma Pastor Elementary School,public,2101 W ALTA VISTA RD,PHOENIX,MARICOPA,85041,y,lpn,54,98,0,98,98,1.9,100,98,1.9,100,98,1.9,100,,1.9,100,1.9,0,1.9
Edison Elementary School,charter,545 N HORNE,MESA,MARICOPA,85203,y,rn,88,91,9.1,100,91,6.8,100,93,6.8,100,94,5.7,100,,0,100,6.8,2.3,0
Edupreneurship Student Center (esc) Phoen,charter,7310 N 27TH AVE,PHOENIX,MARICOPA,85051,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Eduprize School,charter,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142,y,rn,190,91,8.9,100,91,9.5,100,91,8.9,100,90,10,100,,7.9,100,7.9,.5,7.9
Eduprize School Gilbert,charter,580 W MELODY AVE,GILBERT,MARICOPA,85233,y,rn,180,87,12.8,100,87,12.8,100,88,12.2,100,86,13.9,100,,11.1,100,14.4,0,6.1
Eisenhower Elementary School,public,848 N MESA DR,MESA,MARICOPA,85201,y,rn,60,97,0,97,97,0,98,97,1.7,98,98,0,98,,0,100,1.7,0,0
El Dorado Private School K-8,private,20624 N 76TH ST,SCOTTSDALE,MARICOPA,85255,n,,22,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
El Mirage Elementary,public,13500 N EL MIRAGE RD,EL MIRAGE,MARICOPA,85335,y,lpn,56,98,0,98,98,0,98,100,0,100,100,0,100,,0,100,0,0,0
Elfrida Elementary School,public,4070 W JEFFERSON RD,ELFRIDA,COCHISE,85610,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Elgin Elementary School,public,293 UPPER ELGIN RD,ELGIN,SANTA CRUZ,85611,y,rn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Ellsworth Elementary,public,1651 E PIMA RD,SAN TAN VALLEY,PINAL,85140,n,,89,89,6.7,96,89,5.6,99,89,5.6,94,93,5.6,99,,0,94,6.7,0,5.6
Elvira Elementary,public,250 W ELVIRA RD,TUCSON,PIMA,85756,y,rn,81,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Emerson,public,415 N WESTWOOD,MESA,MARICOPA,85201,y,,121,89,9.9,99,89,2.5,99,98,2.5,100,95,4.1,99,,1.7,100,1.7,9.9,1.7
Emmanuel Christian Academy,private,3120 HUALAPAI MOUNTAIN RD,KINGMAN,MOHAVE,86401,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Emmanuel Lutheran School,private,715 W SOUTHERN AVE,TEMPE,MARICOPA,85282,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Emmaus Lutheran School,private,3841 W SWEETWATER AVE,PHOENIX,MARICOPA,85029,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Enchanted Home Montessori School,private,5452 W WHISPERING WIND DR,GLENDALE,MARICOPA,85310,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Entz Elementary School,public,4132 E ADOBE ST,MESA,MARICOPA,85205,y,rn,87,86,13.8,100,86,13.8,100,86,13.8,100,85,14.9,100,,14.9,100,14.9,0,12.6
Esmond Station School,public,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,n,,56,98,1.8,100,98,1.8,100,98,1.8,100,100,0,100,,0,100,1.8,0,0
Esperanza Elementary School,public,3025 W MCDOWELL RD,PHOENIX,MARICOPA,85009,n,,121,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Esperanza Elementary School,public,251 W MOHAWK LN,PHOENIX,MARICOPA,85027,y,,97,90,7.2,97,90,7.2,99,92,7.2,99,94,5.2,99,,6.2,100,9.3,0,0
Esperanza Elementary School,public,2353 E BANTAM RD,TUCSON,PIMA,85706,y,rn,98,99,1,100,99,1,100,99,1,100,99,1,100,,1,100,1,0,1
Estrella Mountain Elementary School,public,10301 S SAN MIGUEL AVE,GOODYEAR,MARICOPA,85338,n,,34,97,2.9,100,97,2.9,100,97,2.9,100,100,0,100,,0,100,0,2.9,0
Estrella Vista Elementary,public,11905 W COCOPAH CIR,AVONDALE,MARICOPA,85323,y,rn,96,96,4.2,100,96,1,100,97,3.1,100,99,1,100,,0,100,3.1,2.1,1
Ethos Academy,charter,7614 N 43RD AVE,GLENDALE,MARICOPA,85301,n,,38,76,5.3,82,76,5.3,84,76,5.3,82,95,5.3,100,,5.3,100,5.3,0,0
Eva Marshall Elementary School,public,850 N BONITO ST,FLAGSTAFF,COCONINO,86001,y,rn,91,98,2.2,100,98,2.2,100,99,1.1,100,98,2.2,100,,2.2,100,2.2,0,2.2
Evergreen Elementary School,public,1000 N AMARILLO,CASA GRANDE,PINAL,85222,y,rn,67,97,0,97,97,0,99,97,1.5,99,100,0,100,,0,100,1.5,0,0
Excelencia School,public,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,y,lpn,83,98,2.4,100,98,2.4,100,98,2.4,100,95,2.4,98,,2.4,100,2.4,0,2.4
F.o.holaway Elementary School,public,3500 N CHERRY AVE,TUCSON,PIMA,85719,n,,67,99,1.5,100,99,1.5,99,97,1.5,99,99,1.5,100,,1.5,100,1.5,1.5,1.5
Faith Christian School,private,6659 E UNIVERSITY DR,MESA,MARICOPA,85205,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Faith Community Acad,private,2551 W ORANGE GROVE RD,TUCSON,PIMA,85741,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Faith Lutheran Church And School And Preschool,private,3925 E 5TH ST,TUCSON,PIMA,85711,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Falcon Hill Elementary School,public,1645 N STERLING,MESA,MARICOPA,85207,n,,72,94,5.6,100,94,5.6,100,93,6.9,100,96,4.2,100,,5.6,100,8.3,0,4.2
Family Life Academy,private,530 S PANTANO RD,TUCSON,PIMA,85710,n,,25,92,8,100,92,8,100,92,8,100,88,12,100,,8,100,12,0,8
Family Of Christ Early Education Center Kindergarten,private,3501 E CHANDLER BLVD,PHOENIX,MARICOPA,85048,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Faras Elementary School,public,410 W FIR AVE,DOUGLAS,COCHISE,85607,y,rn,32,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Festival Foothills Elementary School,public,26252 W DESERT VISTA BLVD,BUCKEYE,MARICOPA,85396,n,,30,93,6.7,100,93,6.7,100,93,6.7,100,90,10,100,,6.7,100,10,0,6.7
Field Elementary,public,2325 E ADOBE ST,MESA,MARICOPA,85213,y,rn,73,95,5.5,100,95,4.1,100,96,4.1,100,96,4.1,100,,4.1,100,4.1,0,4.1
Fine Arts Academy,public,1700 S. 103RD AVENUE,TOLLESON,MARICOPA,85353,y,lpn,48,83,0,83,83,0,83,81,0,81,83,0,83,,0,85,0,0,0
Finley Farms Elementary,public,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,y,rn,97,95,5.2,100,95,5.2,100,95,5.2,100,98,2.1,100,,2.1,100,5.2,0,2.1
Fireside Elementary School,public,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,y,rn,105,91,8.6,100,91,13.3,100,90,10.5,100,86,14.3,100,,5.7,100,13.3,0,13.3
First Avenue Elementary School,public,914 N FIRST AVE,SAN MANUEL,PINAL,85631,n,,34,59,0,59,59,0,59,56,0,56,100,0,100,,0,100,0,0,0
First Baptist Christian Academy,private,1447 S 7TH ST,SIERRA VISTA,COCHISE,85635,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
First Southern Christian School,private,445 E SPEEDWAY BLVD,TUCSON,PIMA,85705,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Flagstaff Junior Academy Elementary Campus,charter,306 W CEDAR AVE,FLAGSTAFF,COCONINO,86001,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Flora Thew Elementary School,public,2130 E HOWE AVE,TEMPE,MARICOPA,85281,y,rn,82,95,0,95,95,0,95,98,0,98,98,0,98,,0,100,0,0,0
Florence K-8,public,460 S PARK ST,FLORENCE,PINAL,85232,y,,84,80,6,86,80,6,86,76,6,82,89,6,95,,6,98,6,0,6
Foothills Academy College Preparatory,charter,7191 E ASHLER HILLS DR,SCOTTSDALE,MARICOPA,85266,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Foothills Elementary,public,158080 N. 63RD AVE,GLENDALE,MARICOPA,85306,y,rn,70,94,4.3,99,94,4.3,100,96,4.3,100,97,2.9,100,,4.3,100,4.3,0,4.3
Ford Elementary School,public,8001 E STELLA RD,TUCSON,PIMA,85730,y,rn,65,91,1.5,92,91,1.5,97,97,1.5,99,92,1.5,94,,1.5,100,1.5,0,1.5
Fort Mohave Elementary School,public,1760 E JOY LN,FORT MOHAVE,MOHAVE,86426,y,rn,115,93,1.7,95,93,1.7,96,95,1.7,97,95,1.7,97,,1.7,99,1.7,0,0
Fort Thomas Elementary,public,15560 W ELEMENTARY SCHOOL ROAD,FORT THOMAS,GRAHAM,85536,y,rn,32,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Foundation For Blind Children,private,1234 E NORTHERN AVE,PHOENIX,MARICOPA,85020,y,rn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Fountain Hills Charter School - Glenbrook,charter,16751 E GLENBROOK BLVD,FOUNTAIN HILLS,MARICOPA,85268,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Four Peaks Elementary School,public,1785 N IDAHO RD,APACHE JUNCTION,PINAL,85119,y,rn,93,93,6.5,99,93,5.4,100,94,6.5,100,95,5.4,100,,4.3,100,6.5,0,0
Fowler Elementary,public,6707 W VAN BUREN ST,PHOENIX,MARICOPA,85043,n,,94,92,8.5,100,92,7.4,100,94,6.4,100,95,5.3,100,,0,99,2.1,2.1,0
Frances Brandon Pickett Elementary,public,22076 VILLAGE LOOP,QUEEN CREEK,MARICOPA,85142,y,rn,114,96,4.4,100,96,3.5,100,95,5.3,100,97,2.6,100,,3.5,100,5.3,1.8,1.8
Frances J Warren Elementary School,public,3505 W MILTON RD,TUCSON,PIMA,85746,y,rn,52,96,0,96,96,0,98,96,0,96,98,0,98,,0,100,0,1.9,0
Frank Borman Middle School,public,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,y,lpn,106,97,0,97,97,0,98,99,0,99,98,0,98,,0,100,0,0,0
Frank School,public,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,y,rn,74,96,2.7,99,96,2.7,100,97,2.7,100,99,1.4,100,,1.4,100,2.7,0,2.7
Franklin At Alma Elementary,public,1313 W MEDINA AVE,MESA,MARICOPA,85202,y,rn,62,98,1.6,100,98,1.6,100,98,1.6,100,98,1.6,100,,0,100,3.2,0,0
Franklin East Elementary,public,1753 E 8TH AVE,MESA,MARICOPA,85204,y,rn,118,94,5.9,100,94,5.9,100,94,5.9,100,93,6.8,100,,3.4,100,5.9,.8,3.4
Franklin Elementary At Brimhall,public,4949 E SOUTHERN AVE,MESA,MARICOPA,85206,y,rn,138,91,8.7,100,91,7.2,100,92,8,100,94,6.5,100,,0,100,11.6,.7,0
Franklin Phonetic Primary School,charter,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,n,,52,94,3.8,98,94,0,98,94,3.8,98,94,5.8,100,,3.8,100,3.8,5.8,0
Franklin Phonetic School Sunnyslope,charter,9317 N 2ND ST,PHOENIX,MARICOPA,85020,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Franklin West Elementary,public,236 S SIRRINE,MESA,MARICOPA,85210,y,rn,87,89,9.2,98,89,8,98,91,9.2,100,92,8,100,,0,100,8,0,0
Fredonia Elementary School,public,222 N 200 EAST,FREDONIA,COCONINO,86022,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Freedom Academy North,charter,28700 N PIMA RD,SCOTTSDALE,MARICOPA,85266,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
"Freedom Academy, Inc",charter,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,n,,48,85,14.6,100,85,14.6,100,85,14.6,100,85,14.6,100,,0,100,14.6,0,0
Freedom Elementary School,public,22150 W SUNDANCE PKWY,BUCKEYE,MARICOPA,85326,y,lpn,57,97,1.8,98,97,0,98,98,1.8,100,100,0,100,,0,100,1.8,0,0
Friendly House Academia Del Pueblo Elem,charter,201 E DURANGO ST,PHOENIX,MARICOPA,85004,n,,50,98,2,100,98,2,100,98,2,100,98,2,100,,2,100,2,0,0
Frontier Elementary School,public,21258 N 81ST AVE,PEORIA,MARICOPA,85382,y,rn,89,94,5.6,100,94,5.6,100,94,5.6,100,97,3.4,100,,3.4,100,5.6,0,0
Fruchthendler Elementary School,public,7470 E CLOUD RD,TUCSON,PIMA,85750,y,rn,60,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,,3.3,100,3.3,0,3.3
Frye Elementary School,public,801 E FRYE RD,CHANDLER,MARICOPA,85225,n,,76,96,3.9,100,96,1.3,100,97,2.6,100,99,1.3,100,,1.3,100,2.6,1.3,0
Fuller Elementary School,public,1975 E CORNELL DR,TEMPE,MARICOPA,85283,y,rn,120,99,0,99,99,.8,100,98,1.7,100,98,1.7,100,,1.7,100,2.5,.8,1.7
G Frank Davidson,public,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,y,lpn,110,97,0,97,97,1.8,100,98,1.8,100,98,1.8,100,,0,100,1.8,0,1.8
G.p.s. - Playa Del Rey Elementary,public,550 N HORNE ST,GILBERT,MARICOPA,85233,y,rn,69,94,4.3,99,94,4.3,100,94,4.3,99,96,4.3,100,,1.4,100,5.8,0,1.4
Gadsden Elementary School,public,PO BOX 6870,SAN LUIS,YUMA,85349,y,lpn,61,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Gale Elementary School,public,678 S GOLLOB RD,TUCSON,PIMA,85710,y,rn,62,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Gallego Primary Fine Arts Magnet,public,6200 S HEMISPHERE PL,TUCSON,PIMA,85706,y,rn,114,99,0,99,99,0,99,99,0,99,99,0,99,,0,99,0,0,0
Galveston Elementary School,public,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,n,,84,99,0,99,99,0,100,99,0,99,100,0,100,,0,100,0,0,0
Ganado Primary School,public,US-191 and AZ-264,GANADO,APACHE,86505,n,,69,100,0,100,100,0,100,99,0,99,100,0,100,,0,100,0,0,0
Garden Lakes Elementary School,public,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,y,lpn,78,95,5.1,100,95,3.8,100,95,5.1,100,97,2.6,100,,5.1,105,5.1,0,5.1
Garfield School,public,811 N 13TH ST,PHOENIX,MARICOPA,85006,y,rn,60,98,0,98,98,0,95,98,0,98,98,0,98,,0,100,0,0,0
Gary A Knox Elementary,public,2926 S 21ST DR,YUMA,YUMA,85364,y,rn,90,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,,1.1,100,1.1,0,1.1
Gateway Pointe Elementary,public,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,n,,97,96,4.1,100,96,4.1,100,96,4.1,100,97,3.1,100,,3.1,100,4.1,0,3.1
