SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Academy Of Tucson Elementary School,charter,9209 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,n,,51,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Accel,private,10251 N 35TH AVE,PHOENIX,MARICOPA,85051,y,rn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Accelerated Learning Laboratory,charter,5245 N CAMINO DE OESTE,TUCSON,PIMA,85745,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Acorn Montessori,charter,7555 E LONG LOOK DR,PRESCOTT VALLEY,YAVAPAI,86314,n,,69,93,7.2,100,93,7.2,100,93,7.2,100,93,7.2,100,,7.2,100,8.7,0,8.7
Adams Elementary School,public,738 S LONGMORE,MESA,MARICOPA,85202,y,rn,105,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Adams Traditional Academy,charter,2323 W PARKSIDE LN,PHOENIX,MARICOPA,85027,y,rn,128,88,11.7,100,88,9.4,100,88,11.7,100,90,10.2,100,,8.6,100,60.2,0,6.3
Adobe Montessori School Inc.,private,6400 W DEL RIO ST,CHANDLER,MARICOPA,85226,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Advance U,charter,449 E SOUTHERN AVE,PHOENIX,MARICOPA,85040,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Adventure School,charter,5757 E PIMA ST,TUCSON,PIMA,85712,n,,23,78,17.4,96,78,17.4,100,78,17.4,96,83,17.4,100,,17.4,100,17.4,0,17.4
Agua Caliente Elementary School,public,11420 E LIMBERLOST RD,TUCSON,PIMA,85749,y,rn,51,94,5.9,100,94,5.9,100,94,5.9,100,94,5.9,100,,5.9,100,5.9,0,5.9
Aguila Elementary School,public,50023 N 51ST AVE,AGUILA,MARICOPA,85320,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Aguilar School,public,5800 S FOREST AVE,TEMPE,MARICOPA,85283,y,rn,71,93,7,100,93,4.2,100,93,7,100,96,4.2,100,,1.4,100,4.2,0,0
Ahwatukee Foothills Montessori,private,3221 E CHANDLER BLVD,PHOENIX,MARICOPA,85048,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Aire Libre Elementary School,public,16428 N 21ST ST,PHOENIX,MARICOPA,85022,y,rn,39,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Ajo Elementary,public,111 N WELL RD,AJO,PIMA,85321,y,,29,97,3.4,100,97,0,97,83,0,83,97,0,97,,0,97,3.4,0,0
Alfred F Garcia School,public,1441 S 27TH AVE,PHOENIX,MARICOPA,85009,y,lpn,48,90,0,90,90,0,96,96,0,96,98,0,98,,0,100,0,0,0
Alhambra Traditional School,public,3736 W OSBORN RD,PHOENIX,MARICOPA,85019,y,lpn,97,98,2.1,100,98,2.1,100,98,2.1,100,100,0,100,,0,100,4.1,0,0
Alice Byrne Elementary School,public,811 W 16TH ST,YUMA,YUMA,85364,n,,45,96,4.4,100,96,4.4,100,96,4.4,100,96,4.4,100,,4.4,100,4.4,0,4.4
All Aboard Charter School,charter,5827 N 35TH AVE,PHOENIX,MARICOPA,85017,n,,24,96,4.2,100,96,4.2,96,92,4.2,96,88,4.2,92,,4.2,100,4.2,0,4.2
All Saints Catholic School,private,1425 E YAQUI ST,SIERRA VISTA,COCHISE,85650,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
All Saints Episcopal Day School,private,6300 N CENTRAL AVE,PHOENIX,MARICOPA,85012,y,rn,44,98,2.3,100,98,4.5,100,96,4.5,100,93,4.5,98,,4.5,100,9.1,0,2.3
Alpine Elementary School,private,#101 COUNTY ROAD 2311,ALPINE,APACHE,85920,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Alta E Butler School,public,2037 W TONTO ST,PHOENIX,MARICOPA,85009,n,,807,100,.1,100,100,.1,100,100,.1,100,100,.1,100,,0,100,.1,0,0
Alta Loma School,public,9750 N 87TH AVE,PEORIA,MARICOPA,85345,y,rn,92,97,1.1,98,97,1.1,98,99,0,99,97,1.1,98,,0,100,1.1,0,0
Alta Vista Elementary,public,8710 N 31ST AVE,PHOENIX,MARICOPA,85051,y,rn,87,93,1.1,94,93,0,95,100,0,100,94,0,94,,1.1,100,2.3,0,0
Ambassador Academy,charter,3820 E RAY RD,PHOENIX,MARICOPA,85044,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Amberlea Elementary,public,8455 W VIRGINIA AVE,PHOENIX,MARICOPA,85037,n,,76,95,3.9,99,95,1.3,100,96,3.9,100,97,2.6,100,,3.9,100,3.9,0,0
American Heritage Academy,charter,132 W GENERAL CROOK TRL,CAMP VERDE,YAVAPAI,86322,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
American Heritage Academy,charter,2030 E CHERRY ST,COTTONWOOD,YAVAPAI,86326,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
American Leadership Academy - Gilbert,charter,3155 S SAN TAN VILLAGE PKWY,GILBERT,MARICOPA,85295,n,,108,85,13.9,99,85,12,100,87,13,100,89,9.3,98,,7.4,100,15.7,.9,6.5
American Leadership Academy - Mesa,charter,4507 S MOUNTAIN RD,MESA,MARICOPA,85212,n,,90,92,6.7,99,92,6.7,100,97,3.3,100,93,6.7,100,,3.3,100,8.9,0,2.2
American Leadership Academy - San Tan,charter,34969 N VILLAGE LN,SAN TAN VALLEY,MARICOPA,85142,n,,95,91,8.4,99,91,8.4,100,93,7.4,100,93,6.3,99,,6.3,100,8.4,0,4.2
American Leadership Academy Anthem South Campus,charter,4380 N HUNT HWY,FLORENCE,PINAL,85132,n,,70,83,12.9,96,83,12.9,96,86,14.3,100,89,11.4,100,,10,100,15.7,5.7,10
American Leadership Academy Ironwood Elementary Campus,charter,650 W COMBS RD,QUEEN CREEK,PINAL,85140,n,,87,94,5.7,100,94,5.7,99,95,4.6,100,93,5.7,99,,5.7,100,9.2,0,2.3
American Leadership Acadmey - Queen Creek Elementary,charter,19843 E CHANDLER HEIGHTS RD,CHANDLER HTS,MARICOPA,85142,n,,97,89,11.3,100,89,12.4,100,90,10.3,100,89,11.3,100,,8.2,100,14.4,0,7.2
Amerischools Academy - Camelback,charter,1333 W CAMELBACK RD,PHOENIX,MARICOPA,85013,n,,24,88,12.5,100,88,12.5,96,88,12.5,100,88,12.5,100,,12.5,100,12.5,0,12.5
Amerischools Academy - Country Club,charter,1150 N COUNTRY CLUB RD,TUCSON,PIMA,85716,n,,21,91,0,91,91,0,91,95,0,95,100,0,100,,0,100,0,0,0
Amerischools Academy - Yuma South Campus,charter,2098 S 3RD AVE,YUMA,YUMA,85364,n,,46,98,2.2,100,98,2.2,100,98,2.2,100,98,2.2,100,,2.2,100,2.2,0,2.2
Amerischools Academy North,charter,1220 S 4TH AVE,YUMA,YUMA,85364,n,,42,100,0,100,100,0,100,95,0,95,100,0,100,,0,100,0,0,0
Amy L. Houston Academy,public,7139 S 10TH ST,PHOENIX,MARICOPA,85042,y,lpn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Anasazi Elementary School,public,12121 N 124TH ST,SCOTTSDALE,MARICOPA,85259,n,,63,92,7.9,100,92,6.3,100,92,7.9,100,94,6.3,100,,7.9,100,6.3,0,6.3
Anlc,public,4330 N 62ND ST,SCOTTSDALE,MARICOPA,85251,y,rn,37,87,13.5,100,87,13.5,100,87,13.5,100,87,13.5,100,,0,100,18.9,0,0
Anna Henry Elementary School,public,650 N IGO WAY,TUCSON,PIMA,85710,y,rn,64,97,0,97,97,0,98,100,0,100,100,0,100,,0,100,0,0,0
Anna Marie Jacobson  Elementary School,public,1515 NW JACARANDA PKWY,CHANDLER,MARICOPA,85248,n,,106,100,0,100,100,0,100,100,0,100,99,.9,100,,4.7,100,6.6,.9,3.8
Annie Kellond Elementary School,public,6606 E LEHIGH DR,TUCSON,PIMA,85710,y,rn,82,98,0,98,98,0,98,98,0,98,98,0,98,,1.2,98,1.2,0,0
Annunciation Catholic School,private,32648 N CAVE CREEK RD,CAVE CREEK,MARICOPA,85331,y,rn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Anthem K-8 School,public,2700 N ANTHEM WAY,FLORENCE,PINAL,85232,n,,62,86,8.1,94,86,8.1,97,90,8.1,98,97,3.2,100,,3.2,100,8.1,0,0
Anthem Preparatory Academy,charter,39808 N GAVILAN PEAK PKWY,ANTHEM,MARICOPA,85086,n,,59,92,6.8,98,92,6.8,100,93,3.4,97,88,10.2,98,,5.1,98,10.2,0,6.8
Anthem School,public,41020 N FREEDOM WAY,ANTHEM,MARICOPA,85086,y,lpn,56,95,5.4,100,95,5.4,100,95,5.4,100,98,1.8,100,,1.8,100,3.6,0,0
Anza Trail School,public,15490 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629,n,,92,98,0,98,98,0,98,99,0,99,98,0,98,,0,100,0,0,0
Apache,public,8633 W JOHN CABOT RD,PEORIA,MARICOPA,85382,y,rn,68,88,11.8,100,88,11.8,100,87,13.2,100,87,13.2,100,,0,100,19.1,0,0
Apache Elementary School,public,10488 N SKELETON CANYON RD,DOUGLAS,COCHISE,85608,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Arcadia Montessori,private,5115 E VIRGINIA AVE,PHOENIX,MARICOPA,85008,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Archway Arete Classical Academy,charter,4525 E BASELINE RD,GILBERT,MARICOPA,85234,y,rn,86,85,15.1,100,85,19.8,100,83,17.4,100,85,15.1,100,,12.8,100,20.9,0,8.1
Archway Clasical Academy Glendale,charter,23276 N 83RD AVE,PEORIA,MARICOPA,85383,y,rn,84,93,7.1,100,93,8.3,100,93,7.1,100,89,10.7,100,,6,100,13.1,0,4.8
Archway Classical Academy - Chandler,charter,1951 N ALMA SCHOOL RD,CHANDLER,MARICOPA,85224,n,,87,98,2.3,100,98,2.3,100,97,3.4,100,95,4.6,100,,2.3,100,5.7,0,1.1
Archway Classical Academy - Trivium,charter,14130 W MCDOWELL RD,GOODYEAR,MARICOPA,85395,n,,72,94,5.6,100,94,2.8,100,94,5.6,100,94,5.6,100,,5.6,100,5.6,0,0
Archway Classical Academy - Trivium West,charter,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,n,,85,93,7.1,100,93,9.4,100,92,8.2,100,91,9.4,100,,7.1,100,12.9,0,4.7
Archway Classical Academy - Veritas,charter,3102 N 56TH ST STE 200,PHOENIX,MARICOPA,85018,y,rn,88,93,6.8,100,93,10.2,100,90,10.2,100,89,11.4,100,,3.4,100,9.1,2.3,3.4
Archway Classical Academy Scottsdale,charter,7496 E TIERRA BUENA LN,SCOTTSDALE,MARICOPA,85260,y,rn,89,99,1.1,100,99,3.4,100,97,3.4,100,94,5.6,100,,2.2,100,7.9,0,7.9
Archway Classical Academy-cicero,charter,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,y,rn,81,84,9.9,94,84,9.9,93,83,11.1,94,83,9.9,93,,11.1,99,11.1,0,11.1
Archway North Phoenix,charter,13613 N CAVE CREEK RD BLDG C,PHOENIX,MARICOPA,85022,n,,99,86,14.1,100,86,13.1,100,84,16.2,100,79,21.2,100,,13.1,100,25.3,0,12.1
Arizona Academy Of Science And Technology,charter,1875 N CENTRAL AVE,PHOENIX,MARICOPA,85004,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Arizona Autism Charter School,charter,4433 N 7TH ST,PHOENIX,MARICOPA,85014,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Arizona Charter Academy,charter,16011 N DYSART RD,SURPRISE,MARICOPA,85374,n,,74,96,1.4,97,96,1.4,96,96,1.4,97,99,1.4,100,,1.4,100,1.4,0,1.4
Arizona Connections Academy,charter,335 E GERMANN RD STE 140,GILBERT,MARICOPA,85297,n,,71,70,29.6,100,70,26.8,100,72,28.2,100,70,29.6,100,,25.4,100,28.2,2.8,28.2
Arizona Cultural Academy and College Prep,private,7810 S 42ND PL,PHOENIX,MARICOPA,85042,n,,22,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Arizona Desert Elementary School,public,8803 W VAN BUREN ST,TOLLESON,MARICOPA,85353,y,,65,100,0,100,100,0,100,99,0,99,100,0,100,,0,100,0,0,0
Arizona Desert Elementary School,public,1245 N MAIN ST,SAN LUIS,YUMA,85349,n,,65,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Arizona School For The Deaf And Blind,public,1200 W SPEEDWAY BLVD,TUCSON,PIMA,85745,y,rn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Arlington Elementary School,public,9410 S 355TH AVE,ARLINGTON,MARICOPA,85322,n,,23,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Arredondo Elementary School at Meyer Campus,public,2615 E DORSEY LANE,TEMPE,MARICOPA,85282,y,rn,43,93,2.3,95,93,2.3,95,93,2.3,95,93,4.7,98,,0,100,0,4.7,0
Arrowhead Christian Academy,private,4030 W YORKSHIRE DR,GLENDALE,MARICOPA,85308,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Arrowhead Elementary School,public,3820 E NISBET RD,PHOENIX,MARICOPA,85032,y,rn,54,93,7.4,100,93,5.6,100,93,5.6,98,94,5.6,100,,0,100,5.6,0,0
Arrowhead Elementary School,public,7490 W UNION HILLS DR,GLENDALE,MARICOPA,85308,y,lpn,91,97,3.3,100,97,3.3,100,98,2.2,100,97,3.3,100,,2.2,100,4.4,0,2.2
Arroyo School,public,4535 W CHOLLA ST,GLENDALE,MARICOPA,85304,n,,42,100,0,100,100,0,100,100,0,100,100,0,100,,0,100,0,0,0
Arthur M. Hamilton,public,2020 W DURANGO ST,PHOENIX,MARICOPA,85009,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Arts Academy At Estrella Mountain,charter,2504 S 91ST AVE,TOLLESON,MARICOPA,85353,n,,107,95,4.7,100,95,3.7,100,95,4.7,100,98,1.9,100,,0,100,.9,0,0
Ascension Lutheran School,private,1220 W MAGEE RD,TUCSON,PIMA,85704,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Ash Fork Joint Unified,public,4699 N. 5TH STREET,ASH FORK,YAVAPAI,86320,y,rn,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Ashland Elementary,public,1945 S ASHLAND RANCH RD,GILBERT,MARICOPA,85295,y,rn,93,94,5.4,99,94,5.4,100,94,5.4,99,94,5.4,99,,4.3,100,1.1,0,7.5
Ashton Ranch Elementary School,public,14898 W ACOMA DR,SURPRISE,MARICOPA,85379,y,lpn,76,93,6.6,100,93,3.9,100,93,6.6,100,95,3.9,99,,3.9,100,7.9,2.6,5.3
Asu Preparatory Academy - Phoenix Elementary,charter,735 E FILLMORE ST,PHOENIX,MARICOPA,85006,y,rn,75,95,4,99,95,4,99,95,4,99,96,4,100,,4,100,4,0,4
Asu Preparatory Academy Polytechnic Elementary,charter,6950 E WILLIAMS FIELD RD,MESA,MARICOPA,85212,n,,70,89,11.4,100,89,8.6,100,89,11.4,100,93,7.1,100,,8.6,100,11.4,0,7.1
Athos Traditional Academy,charter,3201 S GILBERT RD BLDG B,CHANDLER,MARICOPA,85286,n,,128,88,11.7,100,88,11.7,100,89,10.9,100,88,12.5,100,,9.4,100,12.5,1.6,10.9
Atonement Lutheran School,private,4001 W BEARDSLEY RD,GLENDALE,MARICOPA,85308,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Audrey And Robert Ryan Elementary,public,4600 S BRIGHT ANGEL WAY,CHANDLER,MARICOPA,85249,n,,86,95,4.7,100,95,4.7,100,95,4.7,100,98,1.2,99,,0,100,4.7,1.2,4.7
Augusta Ranch Elementary,public,9430 E NEVILLE AVE,MESA,MARICOPA,85209,y,rn,114,93,4.4,97,93,0,99,95,5.3,100,94,4.4,98,,4.4,100,6.1,0,0
Augustus H Shaw Jr School,public,123 N 13TH ST,PHOENIX,MARICOPA,85034,y,rn,61,97,3.3,100,97,4.9,100,95,4.9,100,95,4.9,100,,4.9,100,4.9,0,4.9
Avalon Elementary,charter,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85220,n,,41,88,12.2,100,88,9.8,100,88,12.2,100,90,9.8,100,,4.9,100,4.9,7.3,0
Awakening Seed School (k-4th),private,6630 S 40TH ST,PHOENIX,MARICOPA,85042,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
B.e.s.d.#26 - Bouse Elementary School,public,44936 JOSHUA DR,BOUSE,LA PAZ,85325,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Bagdad Elementary School,public,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,n,,30,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,,3.3,100,3.3,0,0
Bales Elementary School,public,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,n,,75,95,2.7,97,95,0,96,95,2.7,97,99,1.3,100,,0,100,5.3,0,0
Balsz Elementary,public,4309 E BELLEVIEW ST,PHOENIX,MARICOPA,85008,y,rn,78,99,1.3,100,99,1.3,100,99,1.3,100,99,1.3,100,,1.3,100,1.3,0,0
Barbara B Robey Elementary,public,5340 N WIGWAM CREEK BLVD,LITCHFIELD PARK,MARICOPA,85340,y,lpn,104,95,3.8,99,95,3.8,99,94,4.8,99,95,3.8,99,,3.8,99,4.8,0,3.8
Barbara Bush Elementary School,public,4925 E INGRAM ST,MESA,MARICOPA,85205,y,rn,68,93,7.4,100,93,5.9,100,94,5.9,100,94,5.9,100,,0,100,5.9,1.5,5.9
Basha Elementary,public,3535 S BASHA RD,CHANDLER,MARICOPA,85248,n,,91,89,11,100,89,11,100,90,9.9,100,93,6.6,100,,5.5,100,12.1,0,5.5
Basis Chandler Primary North Campus,public,1800 E CHANDLER BLVD,CHANDLER,MARICOPA,85225,n,,121,98,1.7,100,98,1.7,100,98,1.7,100,99,.8,100,,0,100,2.5,0,1.7
Basis Chandler Primary School South Campus,charter,204 W CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85248,n,,63,97,3.2,100,97,3.2,100,97,3.2,100,97,3.2,100,,3.2,100,3.2,0,3.2
Basis Goodyear Primary,charter,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,n,,122,89,10.7,100,89,9.8,100,89,10.7,100,95,4.9,100,,5.7,100,10.7,0,4.9
Basis Oro Valley Primary,charter,11129 N ORACLE RD,ORO VALLEY,PIMA,85737,n,,128,95,4.7,100,95,3.9,100,95,4.7,100,95,4.7,100,,3.1,100,5.5,1.6,0
Basis Phoenix Central,charter,201 E INDIANOLA AVE,PHOENIX,MARICOPA,85012,n,,144,92,7.6,100,92,7.6,100,88,11.8,100,90,9.7,100,,7.6,100,14.6,0,7.6
Basis Prescott,charter,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,n,,64,84,15.6,100,84,18.8,100,84,15.6,100,84,15.6,100,,10.9,100,29.7,0,6.3
Basis Scottsdale Primary,charter,11440 N 136TH ST,SCOTTSDALE,MARICOPA,85259,n,,129,94,4.7,98,94,3.9,99,95,4.7,99,95,3.9,99,,1.6,100,4.7,1.6,0
Basis Tucson,charter,3825 E 2ND ST,TUCSON,PIMA,85716,n,,161,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,,1.9,100,1.9,0,1.9
Bayer School,private,23555 N 67TH AVE,GLENDALE,MARICOPA,85310,y,rn,21,100,0,100,100,0,100,95,0,95,100,0,100,,0,100,0,0,0
Beautiful Savior Academy,private,7570 N THORNYDALE RD,TUCSON,PIMA,85741,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Beaver Creek School,public,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,n,,25,92,8,100,92,8,100,96,4,100,92,8,100,,4,100,8,0,4
Beaver Dam Elementary,public,3436 RIO VIRGIN RD,LITTLEFIELD,MOHAVE,86432,n,,= 20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
Bella Vista Elementary School,public,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,n,,48,98,2.1,100,98,2.1,100,98,2.1,100,98,2.1,100,,2.1,100,2.1,0,0
Bellair Elementary School,public,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,y,lpn,64,91,6.3,97,91,6.3,100,94,6.3,100,94,6.3,100,,3.1,100,6.3,0,0
Benchmark School,charter,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,n,,61,95,1.6,97,95,1.6,97,84,1.6,85,95,1.6,97,,1.6,98,1.6,0,1.6
Benjamin Franklin Charter School - Gilbert,charter,1475 S VAL VISTA DR,GILBERT,MARICOPA,85296,y,rn,110,82,18.2,100,82,18.2,100,82,18.2,100,86,14.5,100,,15.5,100,23.6,.9,10.9
Benjamin Franklin Charter School - Power,charter,22951 S POWER RD,GILBERT,MARICOPA,85298,y,rn,108,72,27.8,100,72,28.7,100,73,26.9,100,74,25.9,100,,13.9,100,34.3,0,10.2
Benjamin Franklin Charter School - Queen,charter,22120 E QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85242,y,rn,115,79,20.9,100,79,18.3,100,79,20.9,100,84,16.5,100,,14.8,100,22.6,.9,11.3
Bennett Academy,charter,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,n,,21,100,0,100,100,0,95,100,0,100,100,0,100,,0,100,0,0,0
