SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Alta Loma School,n/a,9750 N 87TH AVE,PEORIA,MARICOPA,85345,y,rn,89,98,1.1,99,90,1.1,91,90,1.1,91,96,1.1,97,99,1.1,100,98,1.1,99,99,1.1,100,1.1,0,1.1
Alta Vista Elementary,n/a,8710 N 31ST AVE,PHOENIX,MARICOPA,85051,y,rn,75,84,0,84,99,0,100,97,1.3,100,92,0,92,100,0,100,93,0,93,100,0,100,1.3,0,0
Altadena Middle School,n/a,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,n,,343,96,4.1,100,90,6.1,97,90,6.4,97,96,4.4,100,95,5,100,95,4.7,100,97,2.9,100,7.6,0,1.5
Altar Valley Middle School,n/a,16350 W AJO HWY,TUCSON,PIMA,85735,y,rn,80,99,1.3,100,96,1.3,100,96,1.3,100,99,1.3,100,99,1.3,100,98,2.5,100,99,1.3,100,2.5,0,1.3
Ambassador Academy,n/a,3820 E RAY RD,PHOENIX,MARICOPA,85044,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Amberlea Elementary,n/a,8455 W VIRGINIA AVE,PHOENIX,MARICOPA,85037,n,,85,99,1.2,100,99,1.2,100,98,1.2,100,99,1.2,100,99,1.2,100,100,0,100,99,0,99,1.2,0,0
American Heritage Academy - Camp Verde,n/a,132 W GENERAL CROOK TRL,CAMP VERDE,YAVAPAI,86322,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
American Heritage Academy - Cottonwood,n/a,2030 E CHERRY ST,COTTONWOOD,YAVAPAI,86326,n,,22,82,9.1,91,41,9.1,50,41,9.1,50,82,9.1,91,86,9.1,96,82,9.1,91,86,9.1,96,9.1,0,9.1
American Leadership Academy - Gilbert,n/a,3155 S SAN TAN VILLAGE PKWY,GILBERT,MARICOPA,85295,n,,57,86,14,100,70,26.3,100,67,29.8,100,86,14,100,83,17.5,100,84,15.8,100,86,14,100,36.8,0,12.3
American Leadership Academy - Mesa,n/a,4507 S MOUNTAIN RD,MESA,MARICOPA,85212,n,,47,92,8.5,100,83,17,100,85,14.9,100,92,8.5,100,92,8.5,100,92,8.5,100,94,6.4,100,19.1,0,6.4
American Leadership Academy - San Tan,n/a,34969 N VILLAGE LN,SAN TAN VALLEY,MARICOPA,85142,n,,59,92,6.8,98,81,16.9,100,78,20.3,100,93,5.1,98,95,5.1,100,92,6.8,98,98,1.7,100,23.7,0,1.7
American Leadership Academy Anthem South Campus,n/a,4380 N HUNT HWY,FLORENCE,PINAL,85132,n,,48,94,6.3,100,92,6.3,100,92,6.3,100,94,6.3,100,94,6.3,100,94,6.3,100,94,6.3,100,6.3,0,6.3
American Leadership Academy Ironwood Elementary Campus,n/a,650 W COMBS RD,QUEEN CREEK,PINAL,85140,n,,113,91,8,99,83,8.8,100,81,10.6,100,92,8,100,93,7.1,100,90,9.7,100,95,5.3,100,14.2,0,.9
American Leadership Acadmey - Queen Creek Elementary,n/a,19843 E CHANDLER HEIGHTS RD,CHANDLER HTS,MARICOPA,85142,n,,121,96,4.1,100,75,21.5,100,73,24,100,91,9.1,100,91,9.1,100,95,4.1,99,95,5,100,24.8,3.3,4.1
Amerischools Academy - Camelback,n/a,1333 W CAMELBACK RD,PHOENIX,MARICOPA,85013,n,,23,96,4.3,100,83,4.3,91,83,4.3,91,96,4.3,100,96,4.3,100,96,4.3,100,96,4.3,100,4.3,0,4.3
Amerischools Academy - Country Club,n/a,1150 N COUNTRY CLUB RD,TUCSON,PIMA,85716,n,,25,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Amerischools Academy - Yuma South Campus,n/a,2098 S 3RD AVE,YUMA,YUMA,85364,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Amerischools Academy North,n/a,1220 S 4TH AVE,YUMA,YUMA,85364,n,,22,100,0,100,91,0,96,91,0,96,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Amphitheater Middle School,n/a,315 E PRINCE RD,TUCSON,PIMA,85705,y,,241,100,0,100,98,0,100,98,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Amy L. Houston Academy,n/a,7139 S 10TH ST,PHOENIX,MARICOPA,85042,y,lpn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Andalucia Middle School,n/a,4730 W CAMPBELL AVE,PHOENIX,MARICOPA,85031,n,,222,100,0,100,99,0,100,98,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Anna Lawrence Intermediate School,n/a,4850 W JEFFREY RD,TUCSON,PIMA,85757,y,rn,58,100,0,100,97,1.7,100,97,1.7,100,100,0,100,100,0,100,100,0,100,100,0,100,8.6,0,3.4
Anna Marie Jacobson  Elementary School,n/a,1515 NW JACARANDA PKWY,CHANDLER,MARICOPA,85248,n,,164,96,3.7,100,92,5.5,100,92,5.5,100,97,3,100,97,3,100,96,3.7,100,97,3,100,6.1,.6,3
Annunciation Catholic School,n/a,32648 N CAVE CREEK RD,CAVE CREEK,MARICOPA,85331,y,rn,22,100,0,100,96,4.5,100,86,13.6,100,100,0,100,100,0,100,100,0,100,100,0,100,13.6,0,0
Anthem K-8 School,n/a,2700 N ANTHEM WAY,FLORENCE,PINAL,85232,n,,105,96,3.8,100,89,7.6,98,84,7.6,93,94,4.8,99,96,3.8,100,96,3.8,100,100,0,100,3.8,2.9,0
Anthem Preparatory Academy,n/a,39808 N GAVILAN PEAK PKWY,ANTHEM,MARICOPA,85086,n,,77,95,5.2,100,81,10.4,95,78,13,95,94,6.5,100,94,6.5,100,94,5.2,99,94,6.5,100,14.3,0,5.2
Anza Trail School,n/a,15490 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629,n,,215,83,.9,84,83,.9,86,86,.9,88,99,.9,100,99,.9,100,99,.9,100,99,.9,100,.9,0,0
Apache School,n/a,8633 W JOHN CABOT RD,PEORIA,MARICOPA,85382,y,rn,82,96,3.7,100,95,4.9,100,95,4.9,100,96,3.7,100,96,3.7,100,96,3.7,100,100,0,100,2.4,2.4,0
Apollo Middle School,n/a,265 W NEBRASKA ST,TUCSON,PIMA,85706,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arcadia Neighborhood Learning Center,n/a,4330 N 62ND ST,SCOTTSDALE,MARICOPA,85251,y,rn,66,92,7.6,100,88,7.6,97,83,13.6,99,92,7.6,100,92,7.6,100,92,7.6,100,92,7.6,100,13.6,0,7.6
Arete Preparatory Academy,n/a,4525 E BASELINE RD,GILBERT,MARICOPA,85234,y,rn,99,96,4,100,86,13.1,100,86,13.1,100,93,7.1,100,93,7.1,100,95,5.1,100,97,3,100,16.2,0,2
Arizona Academy Of Science And Technology,n/a,1875 N CENTRAL AVE,PHOENIX,MARICOPA,85004,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Autism Charter School,n/a,4433 N 7TH ST,PHOENIX,MARICOPA,85014,n,,24,71,8.3,79,100,0,100,42,8.3,50,75,8.3,83,71,8.3,79,79,8.3,88,92,0,92,8.3,0,0
Arizona Charter Academy,n/a,16011 N DYSART RD,SURPRISE,MARICOPA,85374,n,,76,91,3.9,95,92,3.9,96,92,3.9,96,95,3.9,99,95,3.9,99,96,3.9,100,93,3.9,97,3.9,0,3.9
Arizona Connections Academy,n/a,335 E GERMANN RD STE 140,GILBERT,MARICOPA,85297,n,,182,85,14.8,100,63,15.9,80,63,22.5,87,84,16.5,100,84,16.5,100,85,15.4,100,86,13.7,100,20.9,1.6,15.4
Arizona Conservatory For Arts And Academi,n/a,2820 W KELTON LN,PHOENIX,MARICOPA,85053,n,,63,95,4.8,100,94,6.3,100,87,12.7,100,91,9.5,100,92,7.9,100,92,7.9,100,92,7.9,100,14.3,0,0
Arizona Cultural Academy,n/a,7810 S 42ND PL,PHOENIX,MARICOPA,85042,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Desert Elementary School,n/a,8803 W VAN BUREN ST,TOLLESON,MARICOPA,85353,y,,65,100,0,100,79,0,79,79,0,79,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Arizona Desert Elementary School,n/a,1245 N MAIN ST,SAN LUIS,YUMA,85349,n,,131,100,0,100,95,0,100,95,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Arizona School For The Arts,n/a,1410 N 3RD ST,PHOENIX,MARICOPA,85004,n,,112,100,0,100,91,0,93,91,0,100,89,0,89,94,0,94,94,0,94,99,0,99,7.1,0,0
Arizona School For The Deaf And Blind,n/a,1200 W SPEEDWAY BLVD,TUCSON,PIMA,85745,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arlington Elementary School,n/a,9410 S 355TH AVE,ARLINGTON,MARICOPA,85322,n,,32,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Arrowhead Christian Academy,n/a,4030 W YORKSHIRE DR,GLENDALE,MARICOPA,85308,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arrowhead Elementary School,n/a,3820 E NISBET RD,PHOENIX,MARICOPA,85032,y,rn,57,100,0,100,97,1.8,98,98,1.8,100,100,0,100,100,0,100,100,0,100,100,0,100,1.8,0,0
Arrowhead Elementary School,n/a,7490 W UNION HILLS DR,GLENDALE,MARICOPA,85308,y,lpn,75,99,1.3,100,96,4,100,96,2.7,100,99,1.3,100,99,1.3,100,99,1.3,100,99,1.3,100,4,0,1.3
Arroyo School,n/a,4535 W CHOLLA ST,GLENDALE,MARICOPA,85304,n,,75,99,0,99,97,1.3,99,97,1.3,99,100,0,100,100,0,100,100,0,100,100,0,100,1.3,0,0
Arthur M. Hamilton School,n/a,2020 W DURANGO ST,PHOENIX,MARICOPA,85009,n,,28,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Arts Academy At Estrella Mountain,n/a,2504 S 91ST AVE,TOLLESON,MARICOPA,85353,n,,121,100,0,100,65,0,100,64,0,100,98,0,98,98,0,98,99,0,99,99,0,99,0,0,0
Ash Creek Elementary,n/a,6460 E HIGHWAY 181,PEARCE,COCHISE,85625,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ash Fork Joint Unified,n/a,4699 N. 5TH STREET,ASH FORK,YAVAPAI,86320,y,rn,21,95,4.8,100,95,4.8,100,95,4.8,100,95,4.8,100,95,4.8,100,95,4.8,100,100,0,100,4.8,0,4.8
Ashland Elementary,n/a,1945 S ASHLAND RANCH RD,GILBERT,MARICOPA,85295,y,rn,114,95,5.3,100,90,4.4,100,94,6.1,100,97,3.5,100,97,3.5,100,96,4.4,100,100,0,100,7.9,.9,0
Ashton Ranch Elementary School,n/a,14898 W ACOMA DR,SURPRISE,MARICOPA,85379,y,lpn,81,95,3.7,99,93,3.7,98,90,7.4,98,95,3.7,99,94,4.9,99,96,1.2,98,95,0,95,11.1,1.2,1.2
Asu Preparatory Academy - Phoenix Elementary,n/a,735 E FILLMORE ST,PHOENIX,MARICOPA,85006,y,rn,90,100,0,100,92,0,99,92,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Asu Preparatory Academy Polytechnic Elementary,n/a,6950 E WILLIAMS FIELD RD,MESA,MARICOPA,85212,n,,74,93,6.8,100,91,6.8,100,91,6.8,100,93,6.8,100,93,6.8,100,95,5.4,100,95,5.4,100,6.8,0,5.4
Athos Traditional Academy,n/a,3201 S GILBERT RD BLDG B,CHANDLER,MARICOPA,85286,n,,133,96,4.5,100,82,15.8,100,80,18,100,93,6.8,100,93,7.5,100,96,4.5,100,95,5.3,100,14.3,0,4.5
Atonement Lutheran School,n/a,4001 W BEARDSLEY RD,GLENDALE,MARICOPA,85308,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Audrey And Robert Ryan Elementary,n/a,4600 S BRIGHT ANGEL WAY,CHANDLER,MARICOPA,85249,n,,129,98,1.6,100,92,6.2,100,91,7,100,98,1.6,100,98,1.6,100,100,0,100,98,1.6,100,9.3,0,1.6
Augusta Ranch Elementary,n/a,9430 E NEVILLE AVE,MESA,MARICOPA,85209,y,rn,141,97,2.8,99,92,4.3,99,92,5,99,96,3.5,99,97,2.8,100,96,3.5,99,95,5,100,7.1,0,1.4
Augustus H Shaw Jr School,n/a,123 N 13TH ST,PHOENIX,MARICOPA,85034,y,rn,21,95,4.8,100,86,9.5,95,86,9.5,95,91,9.5,100,91,9.5,100,91,9.5,100,95,4.8,100,9.5,0,4.8
Avalon Elementary,n/a,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85220,n,,24,92,8.3,100,88,8.3,100,71,8.3,79,92,8.3,100,92,8.3,100,92,8.3,100,92,8.3,100,12.5,4.2,0
Avondale Middle School,n/a,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,y,rn,146,99,0,99,93,.7,93,93,.7,93,99,0,99,99,0,99,98,0,98,99,0,99,.7,0,0
B.e.s.d.#26 - Bouse Elementary School,n/a,44936 JOSHUA DR,BOUSE,LA PAZ,85325,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bagdad Elementary School,n/a,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,n,,32,94,3.1,97,94,6.3,100,94,6.3,100,94,6.3,100,94,6.3,100,100,0,100,100,0,100,6.3,0,0
Bales Elementary School,n/a,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,n,,101,98,2,100,94,0,97,92,2,97,98,0,98,98,0,98,96,0,96,100,0,100,3,0,0
Balsz Elementary School,n/a,4309 E BELLEVIEW ST,PHOENIX,MARICOPA,85008,y,rn,62,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Barbara Bush Elementary School,n/a,4925 E INGRAM ST,MESA,MARICOPA,85205,y,rn,83,95,4.8,100,92,8.4,100,94,6,100,95,4.8,100,95,4.8,100,95,4.8,100,98,2.4,100,6,0,1.2
Barcelona Middle School,n/a,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,n,,157,98,2.5,100,97,2.5,100,97,2.5,100,98,2.5,100,98,2.5,100,99,.6,100,98,2.5,100,1.9,.6,0
Basha Elementary,n/a,3535 S BASHA RD,CHANDLER,MARICOPA,85248,n,,134,96,4.5,100,78,16.4,100,78,20.1,100,96,4.5,100,96,4.5,100,100,0,100,96,3.7,100,19.4,0,3.7
Basha High School,n/a,5990 S VAL VISTA DR,CHANDLER,MARICOPA,85249,y,rn,64,100,0,100,97,3.1,100,97,3.1,100,98,1.6,100,100,0,100,100,0,100,100,0,100,4.7,0,0
Basis - Ahwatukee,n/a,10210 S 50TH PL,PHOENIX,MARICOPA,85044,n,,138,99,1.4,100,99,1.4,100,96,3.6,100,98,1.4,99,98,1.4,99,98,1.4,99,97,1.4,99,5.8,0,0
Basis - Chandler,n/a,4825 S ARIZONA AVE,CHANDLER,MARICOPA,85248,n,,178,98,1.1,99,81,9.6,97,80,10.7,97,97,2.2,99,97,2.8,99,99,.6,99,98,1.1,99,11.2,5.1,0
Basis - Mesa,n/a,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,n,,113,97,3.5,100,81,11.5,100,80,13.3,100,95,5.3,100,95,5.3,100,94,6.2,100,96,4.4,100,17.7,.9,0
Basis - Peoria,n/a,25950 N LAKE PLEASANT PKWY,PEORIA,MARICOPA,85383,n,,158,98,1.9,100,85,7.6,100,85,7.6,100,99,1.3,100,99,1.3,100,98,1.9,100,99,1.3,100,7.6,0,1.3
Basis - Scottsdale,n/a,10400 N 128TH ST,SCOTTSDALE,MARICOPA,85259,n,,187,97,2.7,100,90,7,100,90,7,100,97,3.2,100,96,3.7,100,97,2.7,100,97,2.7,100,8,0,2.7
Basis - Tucson North,n/a,5740 E RIVER RD,TUCSON,PIMA,85750,n,,180,99,1.1,100,92,5,100,90,6.7,100,98,1.7,100,99,1.1,100,98,1.7,100,98,1.7,100,3.3,1.1,1.1
Basis Flagstaff,n/a,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,n,,89,96,4.5,100,89,9,100,85,12.4,100,93,6.7,100,94,5.6,100,91,9,100,93,6.7,100,13.5,0,3.4
Basis Goodyear,n/a,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,n,,86,100,0,100,91,4.7,100,88,7,100,100,0,100,100,0,100,100,0,100,100,0,100,7,0,0
Basis Oro Valley,n/a,11155 N ORACLE RD,ORO VALLEY,PIMA,85737,n,,125,98,1.6,100,96,1.6,100,90,7.2,100,98,2.4,100,98,2.4,100,97,3.2,100,98,1.6,100,4,4.8,0
Basis Phoenix Central,n/a,201 E INDIANOLA AVE,PHOENIX,MARICOPA,85012,n,,55,95,5.5,100,93,7.3,100,89,10.9,100,96,3.6,100,95,5.5,100,95,5.5,100,96,3.6,100,10.9,0,1.8
Basis Phoenix Charter School,n/a,11850 N 32ND ST,PHOENIX,MARICOPA,85028,n,,123,99,.8,100,84,13.8,100,82,14.6,100,99,.8,100,99,.8,100,98,1.6,100,100,0,100,17.9,0,0
Basis Prescott,n/a,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,n,,92,89,10.9,100,80,18.5,100,76,22.8,100,88,12,100,90,9.8,100,90,9.8,100,94,6.5,100,32.6,0,3.3
Bayer  School,n/a,23555 N 67TH AVE,GLENDALE,MARICOPA,85310,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Beaver Creek School,n/a,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,n,,36,100,0,100,97,2.8,100,97,2.8,100,100,0,100,97,2.8,100,100,0,100,100,0,100,2.8,0,0
Beaver Dam Elementary,n/a,3436 RIO VIRGIN RD,LITTLEFIELD,MOHAVE,86432,n,,35,97,2.9,100,83,5.7,91,83,5.7,91,97,2.9,100,97,2.9,100,97,2.9,100,97,2.9,100,2.9,2.9,2.9
Bella Vista Academy,n/a,33401 N 56TH STREET,SCOTTSDALE,MARICOPA,85266,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bella Vista Elementary School,n/a,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,n,,46,98,0,98,96,2.2,98,96,2.2,98,100,0,100,100,0,100,100,0,100,100,0,100,2.2,0,0
Bellair Elementary School,n/a,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,y,lpn,63,92,7.9,100,92,6.3,100,92,6.3,100,97,3.2,100,97,3.2,100,95,4.8,100,97,3.2,100,7.9,0,0
Benchmark School,n/a,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,n,,49,88,10.2,98,22,10.2,33,22,10.2,33,88,10.2,98,88,10.2,98,88,10.2,98,88,10.2,98,10.2,0,10.2
Benjamin Franklin Charter School - Gilbert,n/a,1475 S VAL VISTA DR,GILBERT,MARICOPA,85296,y,rn,49,92,8.2,100,84,16.3,100,82,18.4,100,88,12.2,100,88,12.2,100,88,12.2,100,94,6.1,100,24.5,0,6.1
Benjamin Franklin Charter School - Power,n/a,22951 S POWER RD,GILBERT,MARICOPA,85298,y,rn,94,87,12.8,100,75,23.4,100,75,23.4,100,88,11.7,100,86,13.8,100,85,14.9,100,88,11.7,100,26.6,1.1,7.4
Benjamin Franklin Charter School - Queen,n/a,22120 E QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85242,y,rn,120,89,10.8,100,73,24.2,100,71,26.7,100,88,12.5,100,89,10.8,100,91,9.2,100,90,10,100,29.2,0,7.5
Bennett Academy,n/a,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,n,,39,97,2.6,100,74,7.7,87,77,7.7,87,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,7.7,0,2.6
Benson Middle Schiool,n/a,360 S PATAGONIA ST,BENSON,COCHISE,85602,y,rn,82,95,4.9,100,90,6.1,99,90,6.1,99,95,4.9,100,93,4.9,98,95,4.9,100,95,4.9,100,6.1,0,6.1
Bernard Black Elementary,n/a,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,y,rn,88,98,2.3,100,99,1.1,100,99,1.1,100,98,2.3,100,99,1.1,100,99,1.1,100,99,1.1,100,3.4,0,0
Bethany Christian School,n/a,6304 S PRICE RD,TEMPE,MARICOPA,85283,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
