SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Desert Springs Preparatory Elementary School,n/a,6010 E ACOMA DR,SCOTTSDALE,MARICOPA,85254,y,rn,65,89,9.2,99,88,10.8,100,88,10.8,100,89,10.8,100,89,10.8,100,91,9.2,100,92,7.7,100,15.4,3.1,9.2
Desert Star Elementary School,n/a,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,y,rn,69,99,1.4,100,94,4.3,100,94,4.3,100,99,1.4,100,99,1.4,100,99,1.4,100,99,1.4,100,1.4,0,1.4
Desert Sun Academy,n/a,27880 N 64TH ST,SCOTTSDALE,MARICOPA,85266,n,,61,90,8.2,98,90,4.9,97,92,4.9,98,92,8.2,100,92,8.2,100,95,4.9,100,93,6.6,100,9.8,0,1.6
Desert Thunder School,n/a,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,y,lpn,95,99,1.1,100,95,2.1,100,95,2.1,100,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,2.1,0,1.1
Desert Trails Elementary School,n/a,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,y,rn,91,98,2.2,100,90,7.7,100,87,2.2,100,99,1.1,100,98,2.2,100,96,4.4,100,99,1.1,100,20.9,0,20.9
Desert Valley Elementary,n/a,12901 N 63RD AVE,GLENDALE,MARICOPA,85304,y,rn,75,89,8,97,87,8,95,85,8,93,91,8,99,92,6.7,99,91,8,99,93,6.7,100,8,0,8
Desert View Elementary,n/a,1508 N 10TH AVE,SAN LUIS,YUMA,85349,n,,127,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Desert Vista Elementary School,n/a,3701 E BROADWAY AVE,APACHE JUNCTION,PINAL,85119,y,lpn,107,100,0,100,97,2.8,100,97,2.8,100,100,0,100,100,0,100,100,0,100,100,0,100,2.8,0,2.8
Desert Willow Elementary,n/a,4322 E DESERT WILLOW PKWY,CAVE CREEK,MARICOPA,85331,n,,78,94,6.4,100,89,9,97,89,9,97,94,6.4,100,94,6.4,100,94,5.1,99,95,5.1,100,9,0,3.8
Desert Wind Middle School,n/a,35565 W HONEYCUTT RD,MARICOPA,PINAL,85239,y,rn,38,100,0,100,87,0,100,87,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Destiny School,n/a,798 E PRICKLY PEAR DR,GLOBE,GILA,85501,n,,28,89,10.7,100,89,10.7,100,89,10.7,100,89,10.7,100,89,10.7,100,89,10.7,100,89,10.7,100,10.7,0,10.7
Devereux Of Arizona,n/a,6436 E SWEETWATER AVE,SCOTTSDALE,MARICOPA,85254,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Diamond Canyon Elementary,n/a,40004 N LIBERTY BELL WAY,ANTHEM,MARICOPA,85086,y,rn,122,95,4.9,100,89,11.5,100,89,11.5,100,96,3.3,99,95,4.9,100,95,4.1,99,98,0,98,13.9,.8,13.9
Dietz Elementary School,n/a,7575 E PALMA ST,TUCSON,PIMA,85710,y,rn,62,94,0,94,98,1.6,100,98,1.6,100,94,0,94,98,1.6,100,97,0,97,100,0,100,1.6,0,0
Dilworth Brinton Elementary,n/a,11455 E SUNLAND AVE,MESA,MARICOPA,85208,n,rn,83,100,0,100,100,0,100,99,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Discover U,n/a,13226 N 113TH AVE,YOUNGTOWN,MARICOPA,85363,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Discovery Elementary,n/a,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,y,rn,79,100,0,100,100,0,100,98,2.5,100,100,0,100,100,0,100,99,1.3,100,100,0,100,1.3,1.3,1.3
"Dishcii""bikosh Community School",n/a,211 S. ELM ST.,CIBECUE,NAVAJO,85911,y,rn,42,100,0,100,98,0,100,98,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Dobson Academy A-ball Charter School,n/a,2207 N DOBSON RD,CHANDLER,MARICOPA,85224,n,,44,91,9.1,100,66,9.1,75,61,9.1,71,91,9.1,100,91,9.1,100,89,9.1,98,93,6.8,100,9.1,0,0
Dobson Montessori K-12,n/a,745 S EXTENSION RD,MESA,MARICOPA,85210,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dodge Traditional Magnet Middle School,n/a,5831 E PIMA ST,TUCSON,PIMA,85712,y,rn,145,98,.7,99,97,.7,100,95,1.4,99,98,.7,99,98,.7,99,99,.7,100,100,0,100,1.4,0,1.4
Don Mensendick,n/a,5535 N 67TH AVE,GLENDALE,MARICOPA,85301,y,lpn,197,100,.5,100,99,0,100,98,.5,100,100,.5,100,100,.5,100,100,.5,100,100,0,100,.5,0,0
Doolen Middle School,n/a,2400 N COUNTRY CLUB RD,TUCSON,PIMA,85716,y,rn,214,94,.9,94,97,.9,100,87,.9,90,98,1.9,100,98,1.9,100,97,1.9,99,99,1.4,100,.9,.9,.9
Dorothy Stinson School,n/a,2013 S 8TH AVE,SAFFORD,GRAHAM,85546,y,rn,73,99,1.4,100,97,2.7,100,96,4.1,100,99,1.4,100,99,1.4,100,100,0,100,99,1.4,100,2.7,1.4,2.7
Dos Rios,n/a,2150 S 87TH AVE,TOLLESON,MARICOPA,85353,n,,75,99,1.3,100,91,0,92,92,0,100,96,0,96,99,1.3,100,99,0,99,100,0,100,1.3,0,0
Double Adobe Elementary School,n/a,7081 N CENTRAL HWY,MC NEAL,COCHISE,85617,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dr Howard K Conley Elementary School,n/a,500 S ARROWHEAD DR,CHANDLER,MARICOPA,85224,n,,102,95,4.9,100,89,4.9,100,89,4.9,100,95,4.9,100,94,5.9,100,95,4.9,100,95,4.9,100,5.9,0,4.9
Dr. Gary And Annette Auxier Elementary School,n/a,22700 S POWER RD,QUEEN CREEK,MARICOPA,85142,n,,144,97,3.5,100,76,20.8,100,76,20.8,100,97,3.5,100,94,5.6,100,96,4.2,100,97,3.5,100,24.3,0,1.4
Drachman Primary Magnet School,n/a,1085 S 10TH AVE,TUCSON,PIMA,85701,y,rn,22,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,96,4.5,100,100,0,100,0,4.5,0
Drexel Elementary School,n/a,801 E DREXEL RD,TUCSON,PIMA,85706,y,rn,95,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Duncan Elementary School,n/a,101 MCGRATH AVE,DUNCAN,GREENLEE,85534,n,,35,94,0,94,86,0,86,77,0,77,94,0,94,94,0,94,100,0,100,94,0,94,0,0,0
Dwight Patterson Elementary,n/a,615 S CHESHIRE,MESA,MARICOPA,85208,y,rn,87,94,5.7,100,92,4.6,97,92,5.7,98,95,4.6,100,95,4.6,100,95,3.4,99,100,0,100,6.9,0,0
Dysart Elementary School,n/a,12950 W VARNEY RD,EL MIRAGE,MARICOPA,85335,y,lpn,108,98,1.9,100,96,1.9,100,96,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,1.9,0,1.9
Eagle College Prep,n/a,2450 W SOUTH MOUNTAIN AVE,PHOENIX,MARICOPA,85041,n,,82,98,2.4,100,68,7.3,76,68,7.3,76,96,2.4,99,96,2.4,99,96,2.4,99,96,2.4,99,7.3,0,7.3
Eagle College Prep Harmony,n/a,2435 E PECAN RD,PHOENIX,MARICOPA,85040,n,,32,100,0,100,84,0,100,84,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Eagle Ridge Elementary School,n/a,19801 N 13TH ST,PHOENIX,MARICOPA,85024,y,rn,77,97,2.6,100,94,5.2,100,92,5.2,99,97,2.6,100,97,2.6,100,99,1.3,100,97,2.6,100,6.5,0,2.6
Eagleridge Enrichment Program,n/a,1313 W MEDINA AVE,MESA,MARICOPA,85202,y,rn,78,80,20.5,100,63,32.1,100,60,39.7,100,80,20.5,100,78,21.8,100,80,20.5,100,100,0,100,34.6,3.8,0
East Fork Lutheran School,n/a,4325 FORT APACHE RD,WHITERIVER,NAVAJO,85941,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
East Valley Academy,n/a,1858 E BROWN RD,MESA,MARICOPA,85203,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Echo Mountain Intermediate School,n/a,1811 E MICHIGAN AVE,PHOENIX,MARICOPA,85022,y,rn,125,98,.8,99,90,8,99,90,8,99,98,.8,99,99,.8,100,99,.8,100,100,0,100,8,.8,0
Ed Pastor Elementary 4,n/a,985 N 6TH AVE,SAN LUIS,YUMA,85349,y,lpn,38,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Ed and Verma Pastor Elementary School,n/a,2101 W ALTA VISTA RD,PHOENIX,MARICOPA,85041,y,lpn,76,99,1.3,100,99,0,99,99,1.3,100,99,1.3,100,99,1.3,100,99,1.3,100,99,0,99,1.3,0,1.3
Edison Elementary School,n/a,545 N HORNE,MESA,MARICOPA,85203,y,rn,99,98,0,98,93,2,99,94,2,100,98,1,99,98,0,98,97,0,97,100,0,100,4,4,0
Edupreneurship Student Center (esc) Phoenix,n/a,7310 N 27TH AVE,PHOENIX,MARICOPA,85051,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Eduprize School,n/a,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142,y,rn,201,93,2.5,96,87,12.9,100,87,12.9,100,93,7.5,100,93,7.5,100,94,6,100,94,6,100,10.9,0,5
Eduprize School Gilbert,n/a,580 W MELODY AVE,GILBERT,MARICOPA,85233,y,rn,188,95,5.3,100,91,6.9,98,91,6.9,98,95,4.8,100,95,4.8,100,95,4.8,100,95,4.8,100,5.9,0,2.1
Eisenhower Elementary School,n/a,848 N MESA DR,MESA,MARICOPA,85201,y,rn,61,98,1.6,100,95,1.6,100,90,1.6,95,98,1.6,100,98,1.6,100,97,1.6,98,98,1.6,100,1.6,0,1.6
El Dorado Private School K - 8,n/a,20624 N 76TH ST,SCOTTSDALE,MARICOPA,85255,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
El Mirage Elementary,n/a,13500 N EL MIRAGE RD,EL MIRAGE,MARICOPA,85335,y,lpn,76,100,0,100,100,0,100,97,1.3,99,100,0,100,100,0,100,99,1.3,100,100,0,100,1.3,1.3,0
Elfrida Elementary School,n/a,4070 W JEFFERSON RD,ELFRIDA,COCHISE,85610,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Elgin Elementary School,n/a,293 UPPER ELGIN RD,ELGIN,SANTA CRUZ,85611,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Elite Performance Academy - Cusd #80,n/a,1825 S ALMA SCHOOL RD,CHANDLER,MARICOPA,85286,n,,33,100,0,100,85,15.2,100,85,15.2,100,97,3,100,100,0,100,100,0,100,97,3,100,15.2,0,0
Ellsworth Elementary,n/a,1651 E PIMA RD,SAN TAN VALLEY,PINAL,85140,n,,108,97,2.8,100,80,6.5,86,82,6.5,88,97,2.8,100,97,2.8,100,97,2.8,100,94,1.9,96,9.3,0,1.9
Eloy Junior High School,n/a,404 E PHOENIX AVE,ELOY,PINAL,85131,n,,98,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,100,0,100,100,0,100,0,0,0
Elvira Elementary,n/a,250 W ELVIRA RD,TUCSON,PIMA,85756,y,rn,78,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Emerson,n/a,415 N WESTWOOD,MESA,MARICOPA,85201,y,,108,99,.9,100,99,0,99,97,1.9,99,99,.9,100,99,.9,100,99,.9,100,100,0,100,.9,2.8,0
Emmanuel Christian Academy,n/a,3120 HUALAPAI MOUNTAIN RD,KINGMAN,MOHAVE,86401,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Emmanuel Lutheran School,n/a,715 W SOUTHERN AVE,TEMPE,MARICOPA,85282,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Emmaus Lutheran School,n/a,3841 W SWEETWATER AVE,PHOENIX,MARICOPA,85029,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Empower College Prep,n/a,5757 N CENTRAL AVE,PHOENIX,MARICOPA,85012,n,,106,94,0,94,63,0,63,63,0,63,98,0,98,94,4.7,99,97,0,97,95,0,95,0,.9,0
Entz Elementary School,n/a,4132 E ADOBE ST,MESA,MARICOPA,85205,y,rn,92,95,5.4,100,90,7.6,99,91,6.5,99,94,6.5,100,94,6.5,100,97,3.3,100,95,5.4,100,15.2,0,2.2
Esmond Station School,n/a,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,n,,56,98,1.8,100,98,1.8,100,98,1.8,100,98,1.8,100,98,1.8,100,98,1.8,100,100,0,100,1.8,0,0
Esperanza Elementary School,n/a,2353 E BANTAM RD,TUCSON,PIMA,85706,y,rn,84,99,1.2,100,99,0,99,99,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,1.2,0
Esperanza Elementary School,n/a,251 W MOHAWK LN,PHOENIX,MARICOPA,85027,y,,74,92,4.1,96,92,4.1,96,92,4.1,96,95,4.1,99,96,4.1,100,95,4.1,99,96,4.1,100,4.1,0,0
Esperero Canyon Middle School,n/a,5801 N SABINO CANYON RD,TUCSON,PIMA,85750,y,rn,202,98,2.5,100,93,5.4,99,92,7.4,100,96,4,100,96,3.5,99,97,2.5,100,96,4,100,5.4,1,2
Estrella Middle School,n/a,3733 N 75TH AVE,PHOENIX,MARICOPA,85033,y,rn,465,100,0,100,93,.4,94,93,.6,94,100,.2,100,99,.6,100,100,0,100,99,.6,100,.6,.2,0
Estrella Mountain Elementary School,n/a,10301 S SAN MIGUEL AVE,GOODYEAR,MARICOPA,85338,n,,67,99,1.5,100,93,4.5,100,93,4.5,100,99,1.5,100,99,1.5,100,99,1.5,100,99,1.5,100,4.5,0,1.5
Estrella Vista Elementary,n/a,11905 W COCOPAH CIR,AVONDALE,MARICOPA,85323,y,rn,111,99,.9,100,94,4.5,100,94,4.5,100,99,.9,100,99,.9,100,99,.9,100,100,0,100,7.2,0,0
Ethos Academy,n/a,7614 N 43RD AVE,GLENDALE,MARICOPA,85301,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Evans Learning Center,n/a,4525 S COLLEGE AVE,TEMPE,MARICOPA,85282,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Excelencia School,n/a,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,y,lpn,104,100,0,100,97,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Fairbanks Middle School,n/a,1056 FAIRBANKS RD,MORENCI,GREENLEE,85540,n,,97,100,0,100,100,0,100,97,1,98,100,0,100,99,1,100,100,0,100,100,0,100,0,1,0
Faith Christian Academy,n/a,2555 W VALENCIA RD,TUCSON,PIMA,85746,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Faith Christian School,n/a,6659 E UNIVERSITY DR,MESA,MARICOPA,85205,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Faith Community Acad,n/a,2551 W ORANGE GROVE RD,TUCSON,PIMA,85741,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Faith Lutheran Church And School And Preschool,n/a,3925 E 5TH ST,TUCSON,PIMA,85711,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Falcon Hill Elementary School,n/a,1645 N STERLING,MESA,MARICOPA,85207,n,,82,96,0,96,90,8.5,100,90,9.8,100,95,4.9,100,96,3.7,100,98,2.4,100,96,3.7,100,9.8,3.7,9.8
Family Life Academy,n/a,530 S PANTANO RD,TUCSON,PIMA,85710,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Fees Middle School,n/a,1600 E WATSON DR,TEMPE,MARICOPA,85283,y,rn,263,99,.8,100,94,.8,100,94,.8,100,99,.8,100,99,.8,100,99,.8,100,99,.8,100,1.1,0,.8
Festival Foothills Elementary School,n/a,26252 W DESERT VISTA BLVD,BUCKEYE,MARICOPA,85396,n,,34,97,2.9,100,97,2.9,100,97,2.9,100,97,2.9,100,97,2.9,100,97,2.9,100,97,2.9,100,2.9,0,2.9
Field Elementary,n/a,2325 E ADOBE ST,MESA,MARICOPA,85213,y,rn,93,98,2.2,100,98,1.1,100,96,4.3,100,100,0,100,99,1.1,100,100,0,100,100,0,100,3.2,2.2,2.2
Fine Arts Academy,n/a,1700 S. 103RD AVENUE,TOLLESON,MARICOPA,85353,y,lpn,56,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,93,0,93,0,0,0
Finley Farms Elementary,n/a,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,y,rn,90,96,4.4,100,81,10,98,86,8.9,98,93,6.7,100,96,4.4,100,97,3.3,100,97,3.3,100,10,0,3.3
Fireside Elementary School,n/a,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,y,rn,90,90,10,100,84,15.6,100,86,14.4,100,92,7.8,100,90,10,100,90,10,100,93,6.7,100,14.4,0,14.4
First Avenue Elementary School,n/a,914 N FIRST AVE,SAN MANUEL,PINAL,85631,n,,42,79,0,79,21,0,21,19,0,19,79,0,79,81,0,81,79,0,79,83,0,83,0,0,0
First Baptist Christian Academy,n/a,1447 S 7TH ST,SIERRA VISTA,COCHISE,85635,n,,23,100,0,100,96,4.3,100,96,4.3,100,100,0,100,100,0,100,100,0,100,100,0,100,4.3,0,0
First Southern Christian School,n/a,445 E SPEEDWAY BLVD,TUCSON,PIMA,85705,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flagstaff Junior Academy Middle School,n/a,755 N BONITO ST,FLAGSTAFF,COCONINO,86001,n,,43,88,11.6,100,88,11.6,100,84,16.3,100,84,16.3,100,84,16.3,100,84,16.3,100,91,9.3,100,20.9,0,11.6
Florence K-8,n/a,460 S PARK ST,FLORENCE,PINAL,85232,y,,74,97,0,97,68,0,68,34,2.7,37,97,0,97,97,2.7,100,97,2.7,100,95,0,95,2.7,0,0
Foothills Academy College Preparatory,n/a,7191 E ASHLER HILLS DR,SCOTTSDALE,MARICOPA,85266,n,,26,96,3.8,100,96,3.8,100,92,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,3.8,0,3.8
Foothills Elementary,n/a,15808 N 63RD AVE,GLENDALE,MARICOPA,85306,y,rn,59,98,1.7,100,98,0,100,97,0,100,98,1.7,100,98,1.7,100,98,1.7,100,100,0,100,1.7,0,0
Fort Thomas Elementary,n/a,15560 W ELEMENTARY SCHOOL ROAD,FORT THOMAS,GRAHAM,85536,y,rn,43,100,0,100,98,0,100,95,0,98,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Fountain Hills Charter School - Glenbrook,n/a,16751 E GLENBROOK BLVD,FOUNTAIN HILLS,MARICOPA,85268,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Fountain Hills Middle School,n/a,15414 N MCDOWELL MOUNTAIN RD,FOUNTAIN HILLS,MARICOPA,85268,n,,133,96,3.8,100,93,7.5,100,91,9,100,96,3.8,100,96,3.8,100,97,3,100,97,3,100,9,0,3
Four Peaks Elementary School,n/a,1785 N IDAHO RD,APACHE JUNCTION,PINAL,85119,y,rn,110,100,0,100,95,4.5,100,95,4.5,100,97,2.7,100,97,2.7,100,98,1.8,100,100,0,100,5.5,0,1.8
Fourth Avenue Junior High School,n/a,450 S 4TH AVE,YUMA,YUMA,85364,n,,85,99,0,99,99,0,99,97,1.2,98,100,0,100,100,0,100,100,0,100,100,0,100,1.2,0,0
Fox Creek Jr High School,n/a,3101 DESERT SKY BLVD,BULLHEAD CITY,MOHAVE,86442,y,rn,151,99,.7,100,89,5.3,97,89,5.3,97,99,1.3,100,99,1.3,100,99,1.3,100,99,.7,100,6,0,1.3
Frank Borman Middle School,n/a,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,y,lpn,112,99,0,99,95,0,95,95,0,95,99,0,99,98,0,98,99,0,99,99,.9,100,0,.9,0
Franklin At Alma Elementary,n/a,1313 W MEDINA AVE,MESA,MARICOPA,85202,y,rn,34,97,2.9,100,91,5.9,100,91,8.8,100,97,2.9,100,97,2.9,100,97,2.9,100,100,0,100,5.9,8.8,0
Franklin East Elementary,n/a,1753 E 8TH AVE,MESA,MARICOPA,85204,y,rn,109,96,3.7,100,91,3.7,100,87,7.3,100,95,5.5,100,95,4.6,100,97,2.8,100,97,2.8,100,7.3,0,1.8
Franklin Elementary At Brimhall,n/a,4949 E SOUTHERN AVE,MESA,MARICOPA,85206,y,rn,104,99,1,100,93,5.8,100,93,6.7,100,99,1,100,99,1,100,100,0,100,100,0,100,9.6,0,0
Franklin Phonetic Primary School,n/a,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,n,,52,92,7.7,100,89,11.5,100,89,11.5,100,92,7.7,100,92,7.7,100,94,5.8,100,94,5.8,100,3.8,3.8,3.8
Franklin West Elementary,n/a,236 S SIRRINE,MESA,MARICOPA,85210,y,rn,85,93,7.1,100,78,22.4,100,78,22.4,100,93,7.1,100,93,7.1,100,95,4.7,100,100,0,100,22.4,1.2,0
Fredonia Elementary School,n/a,222 N 200 EAST,FREDONIA,COCONINO,86022,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Freedom Academy North,n/a,28700 N PIMA RD,SCOTTSDALE,MARICOPA,85266,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Freedom Academy, Inc",n/a,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,n,,43,81,18.6,100,79,20.9,100,79,20.9,100,81,18.6,100,81,18.6,100,81,18.6,100,81,18.6,100,20.9,0,0
Freedom Elementary School,n/a,22150 W SUNDANCE PKWY,BUCKEYE,MARICOPA,85326,y,lpn,94,100,0,100,97,1.1,98,97,1.1,98,100,0,100,100,0,100,100,0,100,100,0,100,1.1,1.1,0
Friendly House Academia Del Pueblo Elem,n/a,201 E DURANGO ST,PHOENIX,MARICOPA,85004,n,,48,100,0,100,100,0,100,92,0,92,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Frontier Elementary School,n/a,21258 N 81ST AVE,PEORIA,MARICOPA,85382,y,rn,123,97,3.3,100,88,12.2,100,88,12.2,100,96,4.1,100,94,6.5,100,96,4.1,100,95,4.9,100,13,0,0
Frye Elementary School,n/a,801 E FRYE RD,CHANDLER,MARICOPA,85225,n,,73,100,0,100,96,2.7,100,96,2.7,100,100,0,100,100,0,100,100,0,100,100,0,100,2.7,0,0
Future Investment Middle School,n/a,1854 S ALVERNON WAY,TUCSON,PIMA,85711,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.p.s. - Playa Del Rey Elementary,n/a,550 N HORNE ST,GILBERT,MARICOPA,85233,y,rn,76,97,2.6,100,91,5.3,97,91,5.3,97,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,5.3,0,2.6
Gadsden Elementary School,n/a,PO BOX 6870,SAN LUIS,YUMA,85349,y,lpn,111,100,0,100,97,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gallego Intermediate,n/a,3700 E ALVORD RD,TUCSON,PIMA,85706,y,rn,178,99,.6,100,98,1.1,100,98,1.1,100,99,.6,100,99,.6,100,99,.6,100,99,.6,100,.6,0,.6
Galveston Elementary School,n/a,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,n,,87,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,97,2.3,99,97,2.3,99,100,0,100,4.6,1.1,0
Ganado Middle School,n/a,HIGHWAY 264 and NAVAJO ROUTE 1,GANADO,APACHE,86505,n,,97,100,0,100,90,0,93,90,0,93,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Garden Lakes Elementary School,n/a,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,y,lpn,141,97,2.8,100,92,2.1,100,92,2.8,100,99,.7,100,99,.7,100,99,.7,100,100,0,100,2.8,0,2.8
Garfield School,n/a,811 N 13TH ST,PHOENIX,MARICOPA,85006,y,rn,57,95,5.3,100,97,3.5,100,95,3.5,98,98,0,98,98,0,98,98,0,98,100,0,100,3.5,0,0
Gary A Knox Elementary,n/a,2926 S 21ST DR,YUMA,YUMA,85364,y,rn,107,100,0,100,99,0,99,99,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gateway Academy,n/a,3939 E SHEA BLVD,PHOENIX,MARICOPA,85028,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gateway Pointe Elementary,n/a,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,n,,108,98,.9,99,90,0,90,90,.9,91,99,0,99,99,0,99,99,0,99,99,0,99,.9,0,0
Gateway Polytechnic Academy,n/a,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,n,,73,97,2.7,100,96,2.7,100,93,5.5,100,97,2.7,100,96,4.1,100,97,2.7,100,97,2.7,100,5.5,0,4.1
Gateway School,n/a,1100 N 35TH ST,PHOENIX,MARICOPA,85008,y,rn,84,100,0,100,100,0,100,100,0,100,100,0,100,99,1.2,100,100,0,100,100,0,100,0,1.2,0
Gavilan Peak,n/a,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,y,rn,89,94,5.6,100,90,6.7,98,90,6.7,98,93,6.7,100,93,6.7,100,94,5.6,100,96,4.5,100,10.1,0,0
George Washington Academy,n/a,1945 S 1ST ST E,SNOWFLAKE,NAVAJO,85937,n,,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
