SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Desert Heights Charter School,charter,5821 W. Beverly Lane,Glendale,Maricopa,85306-,n, ,104,88,11.5,100,88,11.5,100,88,11.5,100,88,11.5,100,81.7,10.6,100,11.5,0,11.5
Desert Jewish Academy/east Valley Jewish Day School,private,3400 N Dobson Rd,Chandler,Maricopa,85224-1200,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Desert Marigold School,charter,6210 S 28th St,Phoenix,Maricopa,85042,n, ,35,23,65.7,89,23,65.7,94,29,62.9,91,40,57.1,97,25.7,60,97,65.7,0,57.1
Desert Meadows Elementary School,public,6855 W Meadows Loop E,Laveen,Maricopa,85339,n, ,102,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Desert Mesa Elementary School,public,2350 S Avenue 7 1/2 E,Yuma,Yuma,85365,y,rn,110,98,0,98,98,0,98,91,0,91,100,0,100,89.1,0,100,0,0,0
Desert Mirage,public,8605 W Maryland Ave,Glendale,Maricopa,85305-,n, ,53,94,5.7,100,94,5.7,100,96,3.8,100,94,5.7,100,88.7,3.8,100,7.5,0,0
Desert Mountain Elementary,public,22301 S. Hawes Rd.,Queen Creek,Maricopa,85142-,y,rn,96,93,7.3,100,93,8.3,100,92,8.3,100,91,9.4,100,85.4,6.3,100,10.4,0,6.3
Desert Oasis E,public,8802 West Mcdowell Rd,Phoenix,Maricopa,85037-,y,lpn,87,93,3.4,97,93,3.4,98,93,3.4,97,97,3.4,100,86.2,3.4,100,0,3.4,3.4
Desert Oasis Elementary School,public,17161 W. Bajada Rd,Surprise,Maricopa,85387-1091,y,rn,54,93,5.6,98,93,5.6,98,94,5.6,100,93,5.6,98,85.2,5.6,100,5.6,0,3.7
Desert Palms Elementary School,public,11441 N 55th Ave,Glendale,Maricopa,85304-,y,lpn,46,93,6.5,100,93,6.5,100,91,6.5,98,93,6.5,100,93.5,6.5,100,6.5,0,6.5
Desert Sage Elementary School,public,4035 W Alameda Rd,Glendale,Maricopa,85310-,y,rn,102,93,6.9,100,93,5.9,100,94,5.9,100,95,4.9,100,82.4,2.9,100,6.9,0,2.9
Desert Shadows Elementary,public,5902 E. Sweetwater,Scottsdale ,Maricopa,85254-,y,rn,43,86,9.3,95,86,9.3,95,88,9.3,98,84,9.3,93,83.7,9.3,100,9.3,0,0
Desert Sky Community School,charter,1350 N Arcadia Avenue,Tucson,Pima,85712-,n, ,27,44,55.6,100,44,55.6,100,52,48.1,100,63,37,100,44.4,40.7,100,59.3,0,37
Desert Sonora Elementary School,public,301 N Carlisle Ave,Somerton,Yuma,85350,y,rn,53,100,0,100,100,0,100,100,0,100,100,0,100,98.1,0,100,0,0,0
Desert Spirit,public,7355 W Orangewood,Glendale,Maricopa,85303,y,rn,80,80,2.5,83,80,2.5,88,84,2.5,86,90,2.5,93,77.5,2.5,100,2.5,0,2.5
Desert Springs Academy,charter,10129 E. Speedway Blvd.,Tucson,Pima,85748-1921,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Desert Springs Preparatory Elementary School,public,6010 E Acoma Dr,Scottsdale,Maricopa,85254,y,rn,54,91,9.3,100,91,9.3,100,91,9.3,100,91,9.3,100,79.6,9.3,100,9.3,0,9.3
Desert Star Elementary School,public,2131 S. 157th Ave,Goodyear,Maricopa,85338-,y,rn,67,96,1.5,97,96,1.5,99,99,1.5,100,99,1.5,100,94,1.5,100,1.5,0,1.5
Desert Sun Child Development Center,private,1512 West Elliot Road,Chandler,Maricopa,85224,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Desert Sun Elementary School,charter,27880 N 64th St,Scottsdale,Maricopa,85262-,y,rn,38,92,5.3,97,92,5.3,97,92,5.3,97,92,5.3,97,76.3,5.3,97,5.3,0,2.6
Desert Thunder School,public,16750 W Garfield,Goodyear,Maricopa,85338,y,lpn,64,98,0,98,98,0,97,97,0,97,100,0,100,93.8,0,100,0,0,0
Desert Trails Elementary School,public,4315 E Cashman Dr,Phoenix,Maricopa,85050,y,rn,65,91,9.2,100,91,7.7,100,91,9.2,100,92,7.7,100,80,6.2,100,10.8,3.1,6.2
Desert Valley Elementary,public,1066 Marina Boulevard,Bullhead City,Mohave,86442-,n, ,77,96,0,96,96,0,100,100,0,100,100,0,100,98.7,0,100,0,0,0
Desert Valley Elementary,public,12901 N 63rd Ave,Glendale,Maricopa,85304-,y,rn,48,90,8.3,98,90,8.3,100,92,8.3,100,92,8.3,100,81.3,8.3,100,8.3,0,8.3
Desert View Academy,charter,3777 W. 16th Street,Yuma,Yuma,85364-,n, ,154,99,.6,100,99,1.9,100,97,2.6,99,97,2.6,100,96.8,.6,100,3.9,0,.6
Desert View Elementary,public,1508 N 10th Ave,San Luis,Yuma,85349-,y,lpn,92,100,0,100,100,0,100,100,0,100,100,0,100,91.3,0,100,0,0,0
Desert View Elementary School,public,8621 N 3rd St,Phoenix,Maricopa,85020,y,rn,64,94,1.6,95,94,1.6,98,98,1.6,100,97,1.6,98,96.9,0,100,1.6,0,0
Desert Vista Elementary School,public,3701 E Broadway,Apache Junction,Pinal,85219,y,lpn,82,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,0,0,0
Desert Willow El.,public,4410 N.skylark Rd,Kingman,Mohave,86409-,n, ,67,97,3,100,97,4.5,100,96,4.5,100,97,3,100,88.1,4.5,100,4.5,0,0
Desert Willow Elementary,public,2172n Arizola Rd,Casa Grande,Pinal,85222,y,rn,79,97,0,97,97,0,97,100,0,100,100,0,100,97.5,0,100,0,0,0
Desert Willow Elementary ,public,9400 E Esmond Loop,Tucson,Pima,85747-,n, ,133,97,2.3,99,97,2.3,99,97,2.3,99,98,2.3,100,97.7,.8,100,2.3,0,0
Desert Willow Elementary School,charter,4322 E  Desert Willow Pkwy,Cave Creek,Maricopa,85331-,y,rn,79,92,7.6,100,92,7.6,99,92,7.6,100,92,7.6,100,68.4,7.6,100,7.6,0,0
Desert Winds Elementary School,public,12675 W Rudasill,Tucson,Pima,85743,n, ,89,91,6.7,98,91,5.6,99,93,5.6,99,98,1.1,99,86.5,1.1,100,6.7,0,1.1
Desrt Horizon,public,8525 W Osborn Rd,Phoenix,Maricopa,85037-,n, ,104,99,1,100,99,2.9,98,97,2.9,100,98,1.9,100,88.5,0,100,1.9,1,0
Destiny School,charter,22 Prickly Pear Dr,Globe,Gila,85501,n, ,44,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Diamondback Elementary School,public,2550 Tesota Way,Bullhead City,Mohave,86442,n, ,94,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,94.7,1.1,100,1.1,0,1.1
Dietz Elementary School,public,7575 E Palma St,Tucson,Pima,85710-,y,rn,50,98,0,98,98,0,98,100,0,100,98,0,98,94,0,100,0,0,0
Discover U,charter,13226 N 113th Ave,Youngtown,Maricopa,85363,n, ,79,97,2.5,100,97,2.5,100,97,2.5,100,97,2.5,100,97.5,2.5,100,2.5,0,2.5
Discovery Elementary,public,Ryland Ave.,Glendale,Maricopa,85303-,y,rn,89,96,1.1,97,96,1.1,98,96,1.1,97,97,1.1,98,88.8,1.1,100,1.1,0,1.1
Discovery Plus Academy,charter,852 W 250 N,Pima,Graham,85543-,n, ,20,75,15,90,75,15,95,80,15,95,80,15,95,65,15,100,15,0,15
Discovery School,public,7910 W Maryland Ave,Glendale,Maricopa,85303,y,rn,89,96,1.1,97,96,1.1,98,96,1.1,97,97,1.1,98,88.8,1.1,100,1.1,0,1.1
Divine Children Preschool,public,8215 W Idian School Rd,Phoenix,Maricopa,82033-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Do Not Use,public,5000 W  Whitten Dr,Chandler,Maricopa,85226,n, ,73,82,1.4,84,82,1.4,84,84,1.4,85,88,1.4,89,69.9,1.4,95,1.4,0,1.4
Dobson Academy A-ball Charter School,charter,2207 N Dobson Rd,Chandler,Maricopa,85224,n, ,44,89,11.4,100,89,9.1,100,91,9.1,100,89,11.4,100,65.9,6.8,100,11.4,0,0
Dobson Montessori Elementary,private,745 S. Extension,Mesa,Maricopa,85210-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Doctor Daniel Bright,public,1500 S. Monte Tosoro,Cottonwood,Yavapai,86326-____,n, ,145,88,12.4,100,88,10.3,100,85,15.2,100,89,11,100,77.2,6.9,100,14.5,.7,6.2
Donaldson,public,2040 W Omar,Tucson,Pima,85704-,n, ,44,100,0,100,100,0,100,100,0,100,100,0,100,97.7,0,100,0,0,0
Dorothy Stinson School,public,2013 S. 8th Ave,Safford,Graham,85546-____,y,rn,99,94,0,94,94,0,95,90,0,90,98,0,98,87.9,0,99,0,0,0
Dos Rios Elementary,public,2150 S 87th Ave,Tolleson,Maricopa,85353,n, ,74,89,4.1,93,89,4.1,100,93,5.4,99,95,4.1,99,91.9,4.1,100,5.4,0,4.1
Double Adobe Elementary School,public,7081 N. Central Hwy.,Mcneal,Cochise,85617-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Downtown Community School,private,614 S Meyer Ave,Tucson,Pima,85701-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dr Gary And Annette Auxier Elementary,public,22700 S Power Rd,Queen Creek,Maricopa,85142-,n, ,113,90,8.8,99,90,6.2,100,90,9.7,100,100,0,100,94.7,5.3,100,9.7,0,0
Dr Howard K Conley Elementary School,public,500 S Arrowhead Dr,Chandler,Maricopa,85224-,n, ,110,93,7.3,100,93,5.5,100,95,5.5,100,95,5.5,100,97.3,2.7,100,1.8,0,2.7
Drachman Montessori Magnet School,public,1085 S. 10th Ave.,Tucson,Pima,85701-,y,rn,73,97,1.4,99,97,0,99,99,1.4,100,100,0,100,93.2,0,100,1.4,0,0
Dreaming Summit Elementary,public,13335 W Missouri Ave,Litchfield Park,Maricopa,85340-,y,lpn,85,84,3.5,87,84,3.5,86,81,3.5,85,94,3.5,98,80,3.5,96,3.5,0,3.5
Drexel Elementary School,public,801 E Drexel Rd,Tucson,Pima,85706,y,rn,73,99,0,99,99,0,100,99,1.4,100,100,0,100,98.6,0,100,0,1.4,0
Duncan Elementary School,public,Mcgrath Ave,Duncan,Greenlee,85534,n, ,20,100,0,100,100,0,100,95,0,95,100,0,100,100,0,100,0,0,0
Dunham Elementary School,public,9850 E 29th St,Tucson,Pima,85748,y,rn,30,100,0,100,100,0,100,100,0,100,97,3.3,100,80,3.3,100,3.3,0,0
Dysart Elementary School,public,12950 W Varney Rd,El Mirage,Maricopa,85335,y,lpn,73,100,0,100,100,0,100,100,0,100,100,0,100,93.2,0,100,0,0,0
Dzil Libei Elementary School ,public,Old U.S. 89,Cameron,Coconino,86045-,y,lpn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Eagle College Prep,charter,2450 W South Mountain Ave,Phoenix,Maricopa,85041,n, ,75,96,4,100,96,4,100,97,2.7,100,95,5.3,100,93.3,4,100,5.3,0,2.7
Eagle College Prep Harmony,charter,2435 E Pecan Rd.,Phoenix,Maricopa,85040-,n, ,46,93,6.5,100,93,6.5,100,93,6.5,100,91,8.7,100,78.3,6.5,100,2.2,0,6.5
Eagle College Prep Maryvale Llc ,charter,3950 N 53rd Ave. ,Phoenix ,Maricopa,85031-,n, ,50,98,2,100,98,2,100,98,2,100,96,2,98,98,2,100,2,0,2
Eagle College Prep Mesa,charter,1619 E. Main,Mesa,Maricopa,85203-,n, ,37,89,10.8,100,89,5.4,100,92,8.1,100,92,8.1,100,70.3,8.1,100,8.1,2.7,5.4
Eagle Ridge Elementary School,public,19801 N 13th St,Phoenix,Maricopa,85024-3620,y,rn,55,96,3.6,100,96,3.6,100,96,3.6,100,96,3.6,100,89.1,1.8,100,3.6,0,3.6
Eagleridge Enrichment Program,public,1313 W. Medina Avenue #a3,Mesa,Maricopa,85202-,y,rn,96,71,29.2,100,71,30.2,100,72,28.1,100,69,31.3,100,62.5,0,98,37.5,0,0
East Fork Lutheran School,private, Fort Apache Rd,Whiteriver,Navajo,85941-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Echo Mountain Primary School,public,1750 E. Grover's Ave.,Phoenix,Maricopa,85022,y,rn,129,90,3.9,94,90,3.1,96,93,4.7,98,95,3.1,98,89.9,1.6,100,5.4,0,0
Ed & Verma Pastor,public,2101 W. Alta Vista Rd.,Phoenix,Maricopa,85041-,y,lpn,51,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Ed Pastor Elementary 4,public,985 N 6th Ave,San Luis,Yuma,85349,y,lpn,46,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Edison Elementary School,public,545 N Horne,Mesa,Maricopa,85203,y,rn,84,96,3.6,100,96,3.6,100,98,2.4,100,95,4.8,100,90.5,0,100,3.6,1.2,0
Eduprize School,charter,4567 West Roberts Road,Queen Creek,Pinal,85142-,y,rn,203,90,9.9,100,90,8.9,100,91,8.9,100,91,8.9,100,64.5,7.9,97,11.3,0,5.9
Eduprize School Gilbert,charter,580 W. Melody Ave.,Gilbert,Maricopa,85233-,y,rn,199,88,11.6,100,88,12.6,100,88,12.1,100,88,11.1,99,78.4,9.5,100,12.1,0,9
Ehrenberg Elementary School,public,49241 Ehrenberg-parker Hwy,Ehrenberg,La Paz,85334,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Eisenhower Elementary School,public,848 N Mesa Dr,Mesa,Maricopa,85201,y,rn,66,92,0,92,92,0,92,91,1.5,92,94,1.5,95,69.7,0,97,0,1.5,0
El Dorado Private School,private,20624 N 76th Street,Scottsdale,Maricopa,85255-,n, ,23,83,4.3,87,83,4.3,87,83,4.3,87,83,4.3,87,47.8,4.3,87,4.3,0,4.3
Elfrida Elementary School,public,4070 Jefferson Road ,Elfrida,Cochise,85610-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Elgin Elementary School,public,23 Upper Elgin Rd,Elgin,Santa Cruz,85611,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Eliseo C Felix,public,540 E La Pasada,Goodyear,Maricopa,85338-,y,lpn,47,96,4.3,100,96,4.3,100,96,4.3,100,96,4.3,100,95.7,0,96,0,4.3,0
Ellsworth Elementary,public,38454 N Carolina Ave,Queen Creek,Pinal,85240,n, ,73,85,11,96,85,9.6,93,86,9.6,96,90,8.2,99,83.6,5.5,99,17.8,0,1.4
Elvira Elementary,public,250 W Elvira,Tucson,Pima,85756-,y,rn,95,97,0,97,97,0,100,98,0,98,98,0,98,97.9,0,98,0,0,0
Emerson Elementary School,public,415 N Westwood Rd,Mesa,Maricopa,85201,y,rn,104,92,7.7,100,92,4.8,100,96,3.8,100,96,3.8,100,84.6,0,100,3.8,1,0
Emmanuel Christian Academy,private,3120 Hualapai Mountain Road,Kingman,Mohave,86401-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Emmanuel Lutheran School,private,715 W Southern Ave,Tempe,Maricopa,85282-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Emmaus Lutheran School,private,3841 W Sweetwater Ave,Phoenix,Maricopa,85029-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Encanto,public,1420 W. Encanto Rd.,Phoenix,Maricopa,85013-3688,n, ,179,93,1.1,94,93,1.1,89,91,1.1,92,93,1.7,94,84.9,.6,99,1.1,0,.6
Entz Elementary School,public,4132 E Adobe,Mesa,Maricopa,85205,y,rn,104,90,9.6,100,90,7.7,100,91,8.7,100,91,8.7,100,80.8,0,100,9.6,1,0
Esmond Station School,public,9400 S Atterbury Wash Way,Tucson,Pima,85747-,n, ,52,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,90.4,1.9,100,1.9,0,1.9
Esperanza Elementary School,public,251 W Mohawk Ln,Phoenix,Maricopa,85027,y,lpn,69,94,1.4,96,94,1.4,99,96,1.4,97,97,1.4,99,88.4,1.4,100,1.4,0,0
Esperanza Elementary School,public,3025 W Mcdowell Rd,Phoenix,Maricopa,85009,n, ,125,100,0,100,100,0,100,100,0,100,100,0,100,83.2,0,100,0,0,0
Esperanza Elementary School,public,2353 E Bantam,Tucson,Pima,85706,y,rn,70,100,0,100,100,0,100,99,1.4,100,100,0,100,97.1,0,100,0,1.4,0
Estrella Mountain Elementary,public,10301 S San Miguel ,Goodyear,Maricopa,85338-,n, ,29,97,3.4,100,97,0,100,97,3.4,100,100,0,100,100,0,100,3.4,0,0
Estrella Vista Elementary,public,11905 W Cocopah Cir,Avondale,Maricopa,85323,y,rn,111,92,7.2,99,92,4.5,99,95,3.6,99,96,3.6,100,86.5,0,100,4.5,2.7,0
Eva Marshall Elementary School,public,850 Bonito St.,Flagstaff,Coconino,86001-,y,rn,85,95,4.7,100,95,3.5,100,94,5.9,100,93,7.1,100,84.7,5.9,100,8.2,0,0
Evergreen Elementary School,public,1000 N Amarillo,Casa Grande,Pinal,85222,y,rn,60,95,1.7,97,95,1.7,100,98,1.7,100,98,1.7,100,93.3,1.7,100,1.7,0,1.7
Excelencia School,public,2181 E Mcdowell Rd,Phoenix,Maricopa,85006-,y,lpn,83,98,0,98,98,0,100,100,0,100,100,0,100,95.2,0,100,0,0,0
F.o. Holaway Elementary School,public,3500 N. Cherry Ave,Tucson,Pima,85719-,n, ,56,93,5.4,98,93,5.4,100,95,5.4,100,93,5.4,98,92.9,5.4,100,5.4,0,5.4
Faith Christian School,private,6659 E University Dr,Mesa,Maricopa,85205,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Faith Community Academy,private,2551 W Orange Grove Rd,Tucson,Pima,85741-,n, ,20,90,10,100,90,10,100,90,10,100,95,5,100,70,5,100,10,0,5
Faith Lutheran,private,3925 E 5th St,Tucson,Pima,85711,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Falcon Hill Elementary School,public,1645 N Sterling,Mesa,Maricopa,85207-,y,rn,71,92,8.5,100,92,8.5,100,93,7,100,93,7,100,84.5,7,100,7,0,7
Family Life Academy,private,7801 E Kenyon Dr,Tucson,Pima,85710,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Faras Elementary School,public,410 W Fir Ave,Pirtleville,Cochise,85608,y,rn,27,96,0,96,96,0,96,93,0,93,100,0,100,92.6,0,93,0,0,0
Festival Foothills Elementary,public,26252 W. Desert Vista Blvd.,Buckeye,Maricopa,85396-,n, ,23,96,4.3,100,96,0,100,100,0,100,100,0,100,100,0,100,4.3,0,0
Field Elementary School,public,2325 East Adobe Street,Mesa,Maricopa,85213-,y,rn,93,88,10.8,99,88,6.5,99,92,6.5,99,98,2.2,100,82.8,7.5,100,5.4,5.4,2.2
Finley Farms Elementary,public,375 S Columbus Dr,Gilbert,Maricopa,85296,y,rn,99,95,5.1,100,95,4,100,96,4,100,97,3,100,82.8,3,100,3,0,0
Fireside Elementary School,public,3725 East Lone Cactus Drive,Phoenix,Maricopa,85050-,y,rn,114,96,3.5,100,96,6.1,100,93,7,100,96,4.4,100,83.3,5.3,100,7,0,2.6
First Avenue Elementary School,public,914 N First Ave,San Manuel,Pinal,85631,n, ,38,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
First Baptist Christian Academy,private,1447 S 7th St,Sierra Vista,Cochise,85635,n, ,27,96,3.7,100,96,3.7,100,96,3.7,100,96,3.7,100,96.3,3.7,100,3.7,0,3.7
First Southern Christian School,private,445 E Speedway Blvd,Tucson,Pima,85705-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flagstaff Junior Academy Middle School,charter,755 N Bonito St,Flagstaff,Coconino,86001,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flora Thew Elementary School,public,2130 E Howe St,Tempe,Maricopa,85281,y,rn,94,97,3.2,100,97,3.2,100,97,3.2,100,98,2.1,100,93.6,0,100,2.1,1.1,0
Florence K-8,public,460 S Park St,Florence,Pinal,85232,n, ,58,86,5.2,91,86,5.2,91,86,5.2,91,90,5.2,95,86.2,5.2,100,5.2,0,5.2
Foothills Academy College Preparatory,charter,7191 E. Ashler Hills Dr.,Scottsdale,Maricopa,85266-,n, ,27,70,25.9,96,70,25.9,78,56,25.9,81,67,25.9,93,44.4,25.9,96,25.9,0,25.9
Foothills Elementary School,public,15808 N 63rd Ave,Glendale,Maricopa,85306,y,rn,43,93,4.7,98,93,4.7,100,95,4.7,100,95,4.7,100,90.7,2.3,100,4.7,0,2.3
Ford Elementary School,public,8001 E Stella Rd,Tucson,Pima,85730-,y,rn,60,95,0,95,95,0,97,100,0,100,100,0,100,83.3,0,100,0,0,0
Fort Thomas Elementary School,public,15560 W Elementary Rd,Fort Thomas,Graham,85536,y,rn,39,97,0,97,97,0,100,100,0,100,100,0,100,89.7,0,100,0,0,0
Foundation For Blind Children,private,1234 E. Northern Dr.,Phoenix,Maricopa,85020-,y,lpn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Fountain Hills Charter School - Glenbrook,charter,16751 E Glenbrook Blvd,Fountain Hills,Maricopa,85268-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Four Peaks Elementary School,public,1755 N Idaho,Apache Junction,Pinal,85219,y,lpn,100,99,1,100,99,1,100,99,1,100,99,1,100,97,1,100,1,0,1
Fowler Elementary School,public,6707 W Van Buren St,Phoenix,Maricopa,85043,n, ,89,94,1.1,96,94,1.1,97,96,3.4,99,98,1.1,99,84.3,1.1,98,1.1,0,0
Frances Brandon Pickett Elementary,public,22706 E Villlage Loop,Queen Creek,Maricopa,85142-,y,rn,104,95,3.8,99,95,4.8,100,95,4.8,100,96,3.8,100,87.5,4.8,100,6.7,0,2.9
Frances J Warren Elementary School,public,3505 W Milton Rd,Tucson,Pima,85746-,n, ,40,98,0,98,98,0,90,90,0,90,100,0,100,80,0,100,0,0,0
Francisco Vasquez De Coronado Francisco School,public,2301 N Al Harrison Rd,Nogales,Santa Cruz,85621,y,rn,89,100,0,100,100,0,100,100,0,100,100,0,100,94.4,0,100,0,0,0
Frank Borman Middle School,public,3637 N 55th Ave,Phoenix,Maricopa,85031-,y,rn,134,94,2.2,96,94,1.5,97,94,2.2,96,99,1.5,100,87.3,0,100,1.5,1.5,0
Frank Elementary School,public,8409 S Avenida Del Yaqui,Guadalupe,Maricopa,85283,y,rn,88,95,0,95,95,0,98,99,0,99,99,0,99,95.5,0,100,0,0,0
Franklin At Alma Elementary,public,1313 W Medina Ave,Mesa,Maricopa,85202-,y,rn,53,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,90.6,1.9,100,1.9,0,1.9
Franklin At Brimhall,public,4949 W. Southern Avenue,Mesa,Maricopa,85206-,y,rn,150,95,5.3,100,95,6,100,94,6,100,94,6,100,85.3,0,100,7.3,.7,0
Franklin Elementary School,public,1753 E 8th Ave,Mesa,Maricopa,85204,y,rn,124,91,8.9,100,91,8.9,99,91,8.9,100,91,8.9,100,76.6,8.1,100,11.3,.8,6.5
Franklin Phonetic Primary School,charter,6116 E. Hwy 69,Prescott Valley,Yavapai,86314-,n, ,49,88,8.2,96,88,10.2,94,88,8.2,96,96,4.1,100,87.8,4.1,100,14.3,0,4.1
Franklin West,public,236 S. Sirrine,Mesa,Maricopa,85210-689,y,rn,96,82,17.7,100,82,12.5,100,89,11.5,100,90,10.4,100,81.3,0,100,12.5,0,0
Fredonia Elementary School,public,222 N 200 East,Fredonia,Coconino,86022,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Freedom Academy North,charter,28700 North Pima Road,Scottsdale,Maricopa,85266,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Freedom Academy, Inc",charter,3916 E Paradise Lane,Phoenix,Maricopa,85032-,n, ,44,89,11.4,100,89,11.4,100,89,11.4,100,89,11.4,100,88.6,11.4,100,11.4,0,0
Freedom Elementary School,public,22150 W Sundance Pkwy S,Buckeye,Maricopa,85326,y,lpn,55,100,0,100,100,0,100,100,0,100,100,0,100,70.9,0,100,0,0,0
Frontier Elementary,public,21258 N. 81st Ave,Peoria,Maricopa,85382-,y,rn,78,96,2.6,99,96,2.6,100,99,1.3,100,99,1.3,100,94.9,2.6,100,3.8,0,0
Fruchthendler Elementary School,public,7470 E Cloud Rd,Tucson,Pima,85750,y,rn,64,97,3.1,100,97,1.6,100,95,4.7,100,98,1.6,100,96.9,1.6,100,3.1,1.6,1.6
Frye,public,801 East Frye Rd,Chandler,Maricopa,85225-,n, ,77,94,6.5,100,94,5.2,100,94,6.5,100,97,2.6,100,59.7,2.6,100,2.6,2.6,2.6
Fuller Elementary School,public,1975 E Cornell Dr,Tempe,Maricopa,85283,y,rn,119,98,1.7,100,98,2.5,100,97,2.5,100,97,3.4,100,98.3,1.7,100,4.2,0,.8
G Frank Davidson,public,6935 W Osborne Rd,Phoenix,Maricopa,85033-,y,lpn,136,97,0,97,97,0,96,99,0,99,99,0,99,87.5,0,99,0,.7,0
G.p.s. - Carol Rae Ranch Elementary,public,3777 East Houston Avenue,Gilbert,Maricopa,85234,y,rn,57,95,1.8,96,95,1.8,100,96,3.5,100,98,1.8,100,100,0,100,3.5,0,0
G.p.s. - Superstition Spring Elementary,public,7125 East Monterey Avenue,Mesa,Maricopa,85209,y,rn,75,96,2.7,99,96,2.7,100,97,2.7,100,99,1.3,100,89.3,1.3,100,2.7,0,0
Gadsden Elementary School,public,18745 Gadsden St,Gadsden,Yuma,85349,n, ,70,100,0,100,100,0,100,100,0,100,100,0,100,92.9,0,100,0,0,0
Gale Elementary,public,678 S. Gollob Rd.,Tucson,Pima,85710-,y,rn,66,98,0,98,98,0,98,98,0,98,98,0,98,89.4,0,100,0,0,0
Gallego Basic Elementary School,public,6200 S Hemisphere Pl,Tucson,Pima,85706,n, ,126,100,0,100,100,0,100,100,0,100,100,0,100,96.8,0,100,0,0,0
Galveston Elementary ,public,661 E. Galveston St.,Chandler,Maricopa,85225-,n, ,88,97,1.1,98,97,1.1,98,94,1.1,95,97,1.1,98,70.5,1.1,100,1.1,0,0
Galveston Elementary School,public,661 E Galveston St,Chandler,Maricopa,85225,n, ,88,97,1.1,98,97,1.1,98,99,1.1,100,97,1.1,98,70.5,1.1,100,1.1,0,0
Ganado Unified School District #20,public,Highway 264,Ganado,Apache,86505-1757,y,rn,82,98,1.2,99,98,1.2,99,99,1.2,100,99,1.2,100,98.8,1.2,100,1.2,0,1.2
Garden Lakes Elementary School,public,10825 W Garden Lakes Pkwy,Avondale,Maricopa,85323,y,lpn,76,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,97.4,2.6,100,2.6,0,2.6
