SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Academy Of Excellence,charter,425 N. 36th Street,Phoenix,Maricopa,85008-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Academy Of Math & Science,charter,3335 W. Flower St,Phoenix,Maricopa,85017-,n, ,53,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,98.1,1.9,100,1.9,0,0
Academy Of Math & Science Camelback,charter,6633 W. Camelback Rd,Phoenix,Maricopa,85033-,n, ,81,70,1.2,72,70,1.2,70,68,1.2,69,81,1.2,83,66.7,1.2,70,1.2,0,1.2
Academy Of Math And Science,charter,1557 W Prince Rd.,Tucson,Pima,85705-,n, ,69,99,1.4,100,99,1.4,100,99,1.4,100,99,1.4,100,98.6,1.4,100,1.4,0,0
Academy Of Tucson Elementary School,charter,9209 E. Wrightstown Rd.,Tucson,Pima,85715-,n, ,64,95,0,95,95,0,100,97,0,97,100,0,100,96.9,0,100,0,0,0
Accelerated Learning Laboratory,charter,5245 N Camino De Oeste,Tucson,Pima,85745,n, ,20,95,5,100,95,5,100,90,10,100,95,5,100,70,5,100,10,0,0
Acorn Montessori,charter,7555 E Long Look Dr.,Prescott Valley,Yavapai,86314-,n, ,64,84,15.6,100,84,10.9,100,84,15.6,100,94,6.3,100,79.7,6.3,100,17.2,0,0
Adams Elementary School,public,738 S Longmore,Mesa,Maricopa,85202,y,rn,114,96,.9,97,96,.9,100,98,1.8,100,99,0,99,93,0,100,1.8,0,0
Adams Traditional Academy,charter,2323 W. Parkside Ln,Phoenix,Maricopa,85027-,n, ,140,91,8.6,100,91,8.6,100,91,8.6,100,91,8.6,100,72.1,8.6,100,7.9,.7,7.9
Adobe Montessori School Kindergarten,private,64000 West Del Rio Street,Chandler,Maricopa,85226-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Advance U,charter,449 E Southern Ave,Phoenix,Maricopa,85040,n, ,24,75,25,100,75,12.5,100,79,20.8,100,96,4.2,100,0,16.7,100,41.7,0,4.2
Adventure School,charter,5757 E. Pima St.,Tucson,Pima,85711-,n, ,24,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Agua Caliente Elementary School,public,11420 E Limberlost Rd.,Tucson,Pima,85749-8412,y,rn,58,95,5.2,100,95,5.2,100,95,5.2,100,95,5.2,100,82.8,1.7,100,3.4,1.7,0
Aguila Elementary School,public,50023 N 514th  Ave,Aguila,Maricopa,85320-0218,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Aguilar School,public,5800 S Forest,Tempe,Maricopa,85283,y,rn,73,96,4.1,100,96,2.7,100,97,2.7,100,99,1.4,100,93.2,1.4,100,1.4,0,1.4
Ahwatukee Foothills Montessori,private,3221 E Chandler Blvd,Phoenix,Maricopa,85048-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Aire Libre Elementary School,public,16428 N 21 St,Az Arizona,Maricopa,85022-,y,rn,47,94,4.3,98,94,4.3,100,96,4.3,100,91,4.3,96,93.6,0,100,2.1,2.1,0
Ajo Elementary School,public,111 Well Rd,Ajo,Pima,85321,n, ,37,95,0,95,95,5.4,100,84,16.2,100,95,5.4,100,75.7,0,100,27,0,0
Aldea Montessori,private,15369 N. 40th Street,Phoenix,Maricopa,85032-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Alfred F Garcia School ,public,1441 S. 27th Ave ,Phoenix ,Maricopa,85009-,y,lpn,54,98,0,98,98,0,98,98,0,98,98,0,98,94.4,0,100,0,0,0
Alhambra Traditional School,public,3736 W. Osborn Rd.,Phoenix,Maricopa,85019-,y,lpn,96,97,3.1,100,97,0,100,96,3.1,99,95,5.2,100,96.9,3.1,100,6.3,0,2.1
Alice Byrne Elementary,public,811 W 16th Street,Yuma,Yuma,85364-,y,rn,46,98,2.2,100,98,2.2,100,98,2.2,100,98,2.2,100,95.7,2.2,100,2.2,0,2.2
All Aboard Charter School,charter,5827 N 35th Ave,Phoenix,Maricopa,85017,n, ,22,100,0,100,100,0,100,100,0,100,100,0,100,95.5,0,100,0,0,0
All Saints Ca5tholic School,private,1425 Yaqui St,Sierra Vista ,Cochise,85650-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
All Saints Episcopal Day School,private,6300 N Central Ave,Phoenix,Maricopa,85012,y,rn,38,97,2.6,100,97,2.6,100,97,2.6,100,95,5.3,100,92.1,2.6,100,5.3,0,2.6
Alpine Elementary School,public,101 Co Rd 2311,Alpine,Apache,85920-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Alta E Butler School,public,3843 W Roosevelt,Phoenix,Maricopa,85009,n, ,121,93,0,93,93,0,95,97,0,97,98,0,98,89.3,0,98,0,0,0
Alta Loma School,public,9750 N 87th Ave,Peoria,Maricopa,85345,y,rn,62,97,1.6,98,97,1.6,95,98,1.6,100,98,1.6,100,91.9,1.6,100,1.6,0,1.6
Alta Vista Elementary School,public,8710 N 31st Ave,Phoenix,Maricopa,85051,y,rn,92,98,0,98,98,0,99,99,0,99,96,1.1,97,94.6,1.1,100,0,2.2,0
Ambassador Academy,charter,3820 E Ray Rd,Phoenix,Maricopa,85044-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Amberlea Elementary,public,8455 W. Virginia Ave.,Phoenix,Maricopa,85037-,n, ,93,100,0,100,100,0,99,100,0,100,100,0,100,100,0,100,0,0,0
American Heritage Academy - Camp Verde,charter,132 General Crook Tr,Camp Verde,Yavapai,86322-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
American Heritage Academy-cottonwood,charter,2030 E. Cherry St.,Cottonwood,Yavapai,86326-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
American Leadership Academy Anthem South Campus,charter,4380 N Hunt Hwy,Florence,Pinal,85312-,n, ,63,87,12.7,100,87,11.1,100,87,12.7,100,92,7.9,100,69.8,7.9,100,14.3,0,7.9
American Leadership Academy- Gilbert Campus ,charter,3155 S Santan Village Pkwy,Gilbert,Maricopa,85295-,n, ,115,82,18.3,100,82,18.3,100,83,16.5,100,87,13,100,65.2,13.9,100,13.9,0,9.6
American Leadership Academy- Ironwood Elementary Campus,charter,650 W Combs Rd,Queen Creek,Maricopa,85140-,n, ,86,84,15.1,99,84,12.8,100,84,16.3,100,87,11.6,99,73.3,9.3,100,17.4,0,9.3
American Leadership Academy- Mesa Campus,charter,4507 S Mountain Rd,Mesa,Maricopa,85212-,n, ,78,88,11.5,100,88,11.5,100,88,11.5,100,88,11.5,100,65.4,7.7,100,15.4,0,5.1
American Leadership Academy- Queen Creek Elementary,charter,19843 E Chandler Heights Rd,Queen Creek ,Maricopa,85142-,n, ,73,82,16.4,99,82,13.7,100,89,11,100,89,9.6,99,65.8,6.8,100,23.3,0,6.8
American Leadership Academy- San Tan Valley Campus,charter,34696 N Village Lane,San Tan Valley,Pinal,85142-,n, ,96,91,9.4,100,91,8.3,100,92,8.3,100,94,6.3,100,80.2,5.2,100,10.4,0,4.2
Amerischools Academy - Camelback,charter,1333 West Camelback Road,Phoenix,Maricopa,85013-,n, ,28,96,3.6,100,96,3.6,96,93,3.6,96,96,3.6,100,92.9,3.6,100,3.6,0,3.6
Amerischools Academy - Yuma South Campus,charter,2098 S 3rd Ave,Yuma,Yuma,85364-,n, ,47,91,8.5,100,91,10.6,100,89,8.5,98,87,6.4,94,83,6.4,100,8.5,0,2.1
Amerischools Academy North,charter,1220 S. 4th Avenue,Yuma,Yuma,85364-,n, ,43,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,97.7,2.3,100,2.3,0,0
Amerischools Academy Tucson,charter,1150 N. Country Club,Tucson,Pima,85716-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Amy L. Houston Academy,public,7139 S 10th St,Phoenix,Maricopa,85042,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anasazi Elementary,public,12121 N 124th St,Scottsdale,Maricopa,85259-,y,rn,78,88,6.4,95,88,7.7,97,90,6.4,96,90,9,99,85.9,7.7,100,9,1.3,6.4
Anna Marie Jacebsen Elementary School,public,1515 Nw Jacaranda Pkwy,Chandler,Maricopa,85248-,n, ,95,96,3.2,99,96,1.1,100,96,3.2,99,99,1.1,100,98.9,1.1,100,5.3,0,1.1
Annie Kellond Elementary School,public,6606 E Lehigh Dr,Tucson,Pima,85710,n, ,60,93,1.7,95,93,1.7,97,97,1.7,98,97,0,97,93.3,0,98,1.7,0,0
Annunciation Catholic School,private,32648 N Cave Creek Road,Cave Creek,Maricopa,85331-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anthem,public,41020 N Freedmon Way,Anthem,Maricopa,85086-,y,lpn,68,90,10.3,100,90,10.3,100,84,11.8,96,85,10.3,96,67.6,10.3,99,10.3,2.9,0
Anthem K-8 School,public,2700 N Anthem Way,Florence,Pinal,85232,n, ,69,91,0,91,91,0,96,93,0,93,94,0,94,88.4,0,97,0,0,0
Anthem Preparatory Academy,charter,39808 N Gavilan Peak Pkwy,Anthem,Maricopa,85086,n, ,57,86,8.8,95,86,8.8,98,82,8.8,91,91,8.8,100,63.2,8.8,96,8.8,0,8.8
Anza Trail Elementary,public,15490 S Rancho Sahuarita Blv,Sahuarita,Pima,85629,n, ,117,91,3.4,94,91,3.4,88,89,3.4,92,94,3.4,97,61.5,3.4,97,3.4,0,0
Apache Elementary School,public,8633 W John Cabot Rd,Peoria,Maricopa,85382,y,rn,55,93,7.3,100,93,7.3,100,93,7.3,100,93,7.3,100,72.7,0,100,5.5,1.8,0
Arcadia Montessori School,private,5115 East Virginia Avenue,Phoenix,Maricopa,85008,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arcadia Neighborhood Learning Center,public,4330 N 62nd Street,Scottsdale,Maricopa,85251-,y,rn,41,85,14.6,100,85,14.6,100,85,14.6,100,85,12.2,98,78,12.2,100,14.6,0,12.2
Archway Arete Classical Academy,charter,4525 E. Baseline Rd.,Gilbert,Maricopa,85234-,y,rn,87,90,10.3,100,90,11.5,100,89,11.5,100,87,12.6,100,75.9,10.3,100,16.1,0,4.6
Archway Classical Academy - Chandler,charter,1951 N Alma School Rd,Chandler,Maricopa,85225,n, ,85,91,9.4,100,91,9.4,100,88,11.8,100,89,10.6,100,77.6,8.2,100,12.9,0,8.2
Archway Classical Academy - North Phoenix,charter,"13613 N Cave Creek Rd, Building C",Phoenix,Maricopa,85022-,n,rn,87,89,11.5,100,89,12.6,100,84,16.1,100,87,12.6,100,75.9,11.5,100,18.4,2.3,10.3
Archway Classical Academy - Trivium,charter,14130 W Mcdowell Rd,Goodyear,Maricopa,85395-,n, ,81,98,2.5,100,98,2.5,100,98,2.5,100,96,3.7,100,84,4.9,100,4.9,0,2.5
Archway Classical Academy - Trivium West,charter,2001 N Bullard Ave.,Goodyear,Maricopa,85395-,n, ,84,94,6,100,94,6,100,94,6,100,93,7.1,100,86.9,4.8,100,13.1,0,2.4
Archway Classical Academy Cicero,charter,7205 N Pima Rd,Scottsdale,Maricopa,85250-,n, ,84,89,10.7,100,89,8.3,100,89,10.7,100,83,16.7,100,71.4,4.8,100,20.2,0,3.6
Archway Classical Academy Glendale,charter,23276 N 83rd Ave.,Peoria,Maricopa,85383-,y,rn,86,87,12.8,100,87,14,100,86,14,100,88,11.6,100,81.4,8.1,100,16.3,0,8.1
Archway Classical Academy Scottsdale,charter,7496 E. Tierra Buena Lane,Scottsdale,Maricopa,85260-,y,rn,90,96,4.4,100,96,6.7,100,91,8.9,100,89,11.1,100,87.8,3.3,100,10,1.1,1.1
Archway Classical Academy Veritas,charter,3102 N 56th Street,Phoenix,Maricopa,85018-,y,lpn,89,83,16.9,100,83,18,100,83,16.9,100,89,11.2,100,75.3,11.2,100,20.2,0,0
Archway Classical Academy- Lincoln,charter,2250 S Gilbert Road,Chandler,Maricopa,85286-,y,lpn,90,93,6.7,100,93,3.3,100,92,7.8,100,96,3.3,99,74.4,4.4,100,6.7,1.1,2.2
Arizona Academy Of Science And Technology,charter,1875 N Central Ave,Phoenix,Maricopa,85004-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Autism Charter School,public,4433 North 7th Street,Phoenix,Maricopa,85014-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Charter Academy,charter,16011 N Dysart Rd,Surprise,Maricopa,85378,n, ,75,93,0,93,93,0,96,93,0,93,100,0,100,100,0,100,0,0,0
Arizona Connections Academy,charter,"335 E. Germann Rd., Suite 140",Gilbert,Maricopa,85297-,n, ,69,83,17.4,100,83,18.8,99,80,18.8,99,84,15.9,100,75.4,14.5,100,17.4,1.4,14.5
Arizona Conservatory For Arts And Academics Elementary,charter,16454 N 28th Ave,Phoenix,Maricopa,85053-,n, ,55,82,18.2,100,82,16.4,100,82,18.2,100,84,16.4,100,74.5,16.4,100,16.4,1.8,0
Arizona Cultural Academy,private,7810 S 42nd Pl,Phoenix,Maricopa,85034,n, ,25,96,4,100,96,4,100,92,8,100,96,4,100,80,4,100,4,4,0
Arizona Desert Elementary School,public,1245 N Main St,San Luis,Yuma,85349-,y,lpn,82,100,0,100,100,0,100,100,0,100,100,0,100,90.2,0,100,0,0,0
Arizona Desert Elementary School,public,8803 W Van Buren St,Tolleson,Maricopa,85353-,n, ,79,99,0,99,99,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Arizona School For The Deaf And Blind Tucson Campus,public,Asdb  Student Health Center,Tucson,Pima,85754-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arlington Elementary School,public,9410 S 355th Ave,Arlington,Maricopa,85322,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arredondo Elementary School,public,1330 E Carson Dr,Tempe,Maricopa,85282-,y,rn,44,95,0,95,95,0,95,100,0,100,98,0,98,97.7,2.3,100,2.3,0,0
Arrowhead Christian Academy,private,4030 W. Yorkshire Drive,Glendale,Maricopa,85308-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arrowhead Elementary School,public,7490 W. Union Hills Dr.,Glendale,Maricopa,85308-,y,lpn,102,95,4.9,100,95,4.9,100,96,3.9,100,95,4.9,100,89.2,3.9,100,5.9,0,0
Arrowhead Elementary School,public,3820 E Nisbet,Phoenix,Maricopa,85032,y,rn,52,92,3.8,96,92,3.8,100,94,3.8,98,98,1.9,100,88.5,3.8,100,3.8,0,0
Arroyo School,public,4535 W Cholla,Glendale,Maricopa,85304,n, ,39,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,89.7,0,100,2.6,0,0
Arthur M. Hamilton,public,2020 W. Durango St.,Phoenix,Maricopa,85009-,n, ,23,96,0,96,96,0,96,100,0,100,96,0,96,95.7,0,100,0,0,0
Arts Academy At Estrella Mountain,charter,2504 S 91st Ave,Tolleson,Maricopa,85353-,n, ,120,95,0,95,95,0,96,96,0,96,99,0,99,90,0,100,2.5,0,0
Ascension Lutheran School,private,1220 W Magee Rd ,Tucson,Pima,85704-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ash Fork Joint Unified,public,46999 N. 5th St.,Ash Fork ,Yavapai,86320-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ashland Ranch Elementary,public,1945 South Ashland Ranch Road,Gilbert,Maricopa,85295-,y,rn,107,96,3.7,100,96,4.7,100,95,4.7,100,97,2.8,100,73.8,2.8,100,6.5,0,2.8
Ashton Ranch,public,14898 W Acoma Drive,Surprise ,Maricopa,85379-,y,lpn,65,91,7.7,98,91,4.6,100,92,7.7,100,94,4.6,98,75.4,0,100,7.7,0,0
Asu Preparatory Academy,charter,735 East Filmore St,Phoenix,Maricopa,85006-,y,rn,75,92,5.3,97,92,5.3,93,88,5.3,93,92,5.3,97,81.3,5.3,100,5.3,0,5.3
Asu Preparatory Academy Polytechnic Elementary,charter,6950 E. William's Field Rd.,Mesa,Maricopa,85212-,n, ,75,97,2.7,100,97,2.7,100,97,2.7,100,99,1.3,100,89.3,0,100,2.7,0,0
Athos Traditional Academy,charter,3201 S Gilbert Rd,Chandler,Maricopa,85286,n, ,139,92,7.9,100,92,7.9,100,93,7.2,100,91,8.6,100,84.9,7.2,100,12.9,0,6.5
Atonement Lutheran School,private,4001 W. Beardsley Road,Glendale,Maricopa,85308-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Audrey And Robert Ryan Elementary,public,4600 S Bright Angel Way,Chandler,Maricopa,85249,n, ,73,95,5.5,100,95,4.1,100,95,5.5,100,95,5.5,100,94.5,5.5,100,9.6,0,0
Augusta Ranch Elementary,public,9430 E. Neville Avenue,Mesa,Maricopa,85209-,y,rn,104,92,7.7,100,92,7.7,100,92,7.7,100,91,8.7,100,77.9,7.7,100,8.7,0,7.7
Augustus H Shaw Jr School,public,123 N 13th St,Phoenix,Maricopa,85034-,y,rn,55,84,16.4,100,84,16.4,100,84,16.4,100,85,14.5,100,83.6,14.5,100,16.4,0,0
Avalon Elementary,charter,1045 S. San Marcos,Apache Junction,Pinal,85120-,n, ,58,83,17.2,100,83,13.8,100,83,17.2,100,88,12.1,100,70.7,0,93,17.2,0,0
Awakening Seed School,private,6630 S 40th St ,Phoenix ,Maricopa,85042-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bagdad School,public,515 Breezy Circle,Bagdad,Yavapai,86321-____,n, ,38,97,2.6,100,97,2.6,100,97,2.6,100,100,0,100,94.7,0,100,2.6,0,0
Bales Elementary School,public,25400 W Maricopa Rd,Buckeye,Maricopa,85326,n, ,96,96,2.1,98,96,2.1,99,97,1,98,96,1,97,84.4,0,100,4.2,0,0
Balsz Elementary School,public,4309 E. Belleview,Phoenix,Maricopa,85008-,y,rn,85,98,0,98,98,0,100,100,0,100,100,0,100,98.8,0,99,0,0,0
Barbara B. Robey Elementary,public,5340 Wigwam Creek Blvd. ,Pitchfield Park,Maricopa,85340-,y,lpn,123,98,1.6,100,98,1.6,100,98,1.6,100,98,1.6,100,98.4,1.6,100,1.6,0,0
Barbara Bush Elementary School,public,4925 E Ingram,Mesa,Maricopa,85205,y,rn,68,93,7.4,100,93,7.4,100,93,7.4,100,91,8.8,100,82.4,1.5,100,7.4,1.5,1.5
Basha Elementary,public,3535 S Basha Rd,Chandler ,Maricopa,85248-,n, ,105,100,0,100,100,0,100,100,0,100,100,0,100,66.7,3.8,100,3.8,0,3.8
Basis - Tucson Middle School,charter,3825 E 2nd St,Tucson,Pima,85716,n, ,161,95,5,100,95,6.2,100,94,5.6,100,96,4.3,100,88.2,4.3,100,6.8,1.9,4.3
Basis Chandler Primary School,charter,204 W Chandler Heights Road,Chandler,Maricopa,85248-,n, ,64,97,3.1,100,97,4.7,100,97,3.1,100,97,3.1,100,95.3,3.1,100,4.7,0,3.1
Basis Goodyear Primary,charter,15800 W. Sherman St,Goodyear,Maricopa,85338-,n, ,89,87,13.5,100,87,7.9,100,91,9,100,92,7.9,100,86.5,6.7,100,12.4,2.2,3.4
Basis Oro Valley Primary,charter,11129 North Oracle Rd. ,Oro Valley ,Pima,85737-,n, ,126,98,2.4,100,98,3.2,100,97,3.2,100,97,3.2,100,91.3,2.4,100,4,2.4,0
Basis Phoenix Central,charter,201 E Indianola Ave,Phoenix,Maricopa,85012-,n, ,144,92,7.6,100,92,6.9,100,92,7.6,100,92,7.6,100,84,5.6,100,8.3,0,3.5
Basis Prescott,charter,1901 Prescott Lakes Parkway,Prescott,Yavapai,86301-,n, ,53,75,24.5,100,75,24.5,100,72,28.3,100,85,15.1,100,60.4,17,100,35.8,0,13.2
Basis Scottsdale Primary,charter,7214 E Jenan Drive,Scottsdale,Maricopa,85260-____,n, ,56,96,3.6,100,96,3.6,100,96,3.6,100,95,5.4,100,91.1,3.6,100,5.4,0,3.6
Bayer Private School,private,23555 N. 67th Ave.,Glendale,Maricopa,85310-,y,rn,21,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Beautiful Savior Academy,private,7570 N Thornydale Rd,Tucson,Pima,85741-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Beaver Creek School,public,4810 East Beaver Creek Road,Rimrock,Yavapai,86335-,n, ,32,78,0,78,78,0,75,78,0,78,97,0,97,81.3,0,100,0,0,0
Beaver Dam Elementary,public,3436 E. Rio Virgin Rd. ,Beaver Dam ,Mohave,86432-,n, ,37,92,8.1,100,92,8.1,100,92,8.1,100,92,8.1,100,81.1,8.1,100,8.1,0,8.1
Bella Vista Elementary School,public,801 N Lenzner Ave,Sierra Vista,Cochise,85635,y,rn,48,94,4.2,98,94,4.2,100,94,4.2,98,96,4.2,100,83.3,0,100,4.2,0,0
Bellair Elementary School,public,4701 W Grovers,Glendale,Maricopa,85308,y,lpn,63,90,7.9,98,90,7.9,98,92,6.3,98,92,7.9,100,88.9,4.8,100,7.9,0,4.8
Benchmark School,charter,4120 E. Acoma Dr.,Phoenix,Maricopa,85032-4753,n, ,60,95,3.3,98,95,3.3,100,85,3.3,88,95,3.3,98,75,3.3,100,3.3,0,3.3
Benjamin Franklin Charter School - Gilbert,charter,1475 So. Val Vista,Gilbert,Maricopa,85296-,y,rn,83,87,13.3,100,87,13.3,100,88,12,100,87,13.3,100,80.7,10.8,100,13.3,0,9.6
Benjamin Franklin Charter School - Power,charter,22951 S Power Rd,Queen Creek,Maricopa,85142-,y,rn,92,77,22.8,100,77,20.7,100,76,23.9,100,83,17.4,100,58.7,14.1,100,28.3,0,10.9
Benjamin Franklin Charter School - Queen,charter,22120 Queen Creek Road,Queen Creek,Maricopa,85142-,y,rn,110,81,19.1,100,81,19.1,100,82,18.2,100,83,17.3,100,75.5,17.3,100,20.9,0,15.5
Bennett Academy,charter,2930 W Bethany Home Rd,Phoenix,Maricopa,85017,n, ,23,91,4.3,96,91,4.3,100,91,4.3,96,96,4.3,100,73.9,4.3,100,4.3,0,4.3
Bennette Academy Venture Site,charter,1535 W Dunlap Ave.,Phoenix,Maricopa,85021-,n, ,22,77,9.1,86,77,13.6,95,68,13.6,82,82,13.6,95,59.1,13.6,100,13.6,0,9.1
Benson Unified School,public,360 S Patagonia St,Benson,Cochise,85602-,y,rn,73,97,2.7,100,97,2.7,100,92,8.2,100,90,8.2,99,86.3,5.5,100,8.2,0,2.7
Bernard Black Elementary,public,6550 S 27th Ave,Phoenix,Maricopa,85041,y,rn,96,99,0,99,99,0,99,99,0,99,100,0,100,94.8,0,100,0,0,0
Bethany Christian School,private,6304 S. Price Road,Tempe,Maricopa,85283-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Big Park Community School,public,25 W Saddlehorn Ct,Sedona,Yavapai,86351,n, ,23,96,4.3,100,96,4.3,100,96,4.3,100,96,4.3,100,91.3,4.3,100,4.3,0,0
Biltmore Prep,public,4601 N 34th Street,Phoenix,Maricopa,85018-,y,lpn,104,100,0,100,100,0,100,100,0,100,100,0,100,71.2,0,100,0,0,0
Black Mountain Elementary School,public,33016 N 60th St,Cave Creek,Maricopa,85327,y,rn,40,98,2.5,100,98,7.5,100,93,7.5,100,93,7.5,100,92.5,7.5,100,7.5,0,2.5
Black Mountain Elementary School,public,3404 Santa Maria Rd,Golden Valley,Mohave,86413-3404,y,lpn,52,92,7.7,100,92,7.7,100,96,3.8,100,92,7.7,100,57.7,0,100,7.7,0,0
Black Mountain Science Academy Kindergarten,private,21461 N 78th Ave,Peoria,Maricopa,85382-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Blackwater Community School,charter,3652 E. Blackwater School Rd,Coolidge,Pinal,85128-,y,rn,61,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Blake Primary School,public,701 S Navajo Ave,Parker,La Paz,85344,n, ,135,96,.7,97,96,.7,98,96,.7,97,99,.7,99,93.3,0,100,.7,0,0
Blenman Elementary School,public,1695 N Country Club,Tucson,Pima,85716,y,rn,62,98,0,98,98,0,98,100,0,100,98,1.6,100,96.8,0,100,1.6,0,0
