SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HIB,PCT_EXEMPT_HIB,PCT_COMPLIANCE_HIB,PCT_IMMUNE_HEPA,PCT_EXEMPT_HEPA,PCT_COMPLIANCE_HEPA,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
DISCOVERY,N/A,7910 W Maryland Ave,Glendale,Maricopa,85303,N/A,,45,95.6,-,N/A,95.6,-,N/A,93.3,-,N/A,95.6,-,N/A,91.1,-,N/A,93.3,-,N/A,93.3,-,N/A,0,4.4,N/A
DISCOVERY TIME CHILDCARE,N/A,1425 WEST SOUTHERN AVENUE  STE 7,TEMPE,Maricopa,85282,N/A,,50,92,-,N/A,96,-,N/A,96,-,N/A,98,-,N/A,88,-,N/A,94,-,N/A,98,-,N/A,0,0,N/A
DREAMING SUMMIT ELEMENTARY PRESCHOOL,N/A,13335 MISSOURI AVE,LITCHFIELD PARK,Maricopa,85340,N/A,,21,95.2,-,N/A,95.2,-,N/A,100,-,N/A,95.2,-,N/A,95.2,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
DREAMING SUMMIT ELEMENTARY PRESCHOOL,N/A,272 E SAGEBRUSH ST,LITCHFIELD PARK,Maricopa,85340,N/A,,21,95.2,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,90.5,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
DUNBAR SCHOOL PRESCHOOL PROGRAM,N/A,701 W GRANT ST,PHOENIX,Maricopa,85007,N/A,,31,100,-,N/A,96.8,-,N/A,100,-,N/A,96.8,-,N/A,83.9,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
DYNAMITE MONTESSORI SCHOOL,N/A,29210 N 59TH ST,CAVE CREEK,Maricopa,85331,N/A,,63,73,-,N/A,77.8,-,N/A,79.4,-,N/A,77.8,-,N/A,65.1,-,N/A,73,-,N/A,81,-,N/A,27,0,N/A
DYSART ELEM - TITLE 1 JUMP START,N/A,12950 W VARNEY RD,EL MIRAGE,Maricopa,85335,N/A,,52,94.2,-,N/A,96.2,-,N/A,96.2,-,N/A,94.2,-,N/A,94.2,-,N/A,96.2,-,N/A,98.1,-,N/A,3.8,0,N/A
DYSART HIGH SCHOOL CHILD DEVELOPMENT CENTER,N/A,11425 N DYSART RD,EL MIRAGE,Maricopa,85335,N/A,,52,92.3,-,N/A,92.3,-,N/A,92.3,-,N/A,90.4,-,N/A,92.3,-,N/A,92.3,-,N/A,90.4,-,N/A,7.7,0,N/A
Daisy Early Learning Academy,N/A,2325 W. Sunset Rd.,Tucson,Pima,85741,N/A,,69,98.6,-,N/A,98.6,-,N/A,98.6,-,N/A,97.1,-,N/A,52.2,-,N/A,97.1,-,N/A,98.6,-,N/A,2.9,0,N/A
Del E. Webb Family Enrichment Center,N/A,1100 E. Sheldon St. ,Prescott,Yavapai,86301,N/A,,60,88.3,-,N/A,88.3,-,N/A,88.3,-,N/A,88.3,-,N/A,35,-,N/A,88.3,-,N/A,88.3,-,N/A,11.7,0,N/A
Desert Christian Preschool,N/A,9415 E. Wrightstown Rd.,Tucson,Pima,85715,N/A,,35,97.1,-,N/A,94.3,-,N/A,97.1,-,N/A,97.1,-,N/A,77.1,-,N/A,94.3,-,N/A,91.4,-,N/A,8.6,0,N/A
Desert Skies Preschool,N/A,7730 N. Oracle Rd.,Tucson,Pima,85704,N/A,,30,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,60,-,N/A,96.7,-,N/A,100,-,N/A,3.3,0,N/A
Desert Son Shine Preschool,N/A,5250 W. Cortaro Farms Rd.,Tucson,Pima,85742,N/A,,25,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,84,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Desert Spring Children's Center,N/A,740 E. Speedway Blvd.,Tucson,Pima,85719,N/A,,67,88.1,-,N/A,86.6,-,N/A,89.6,-,N/A,88.1,-,N/A,70.1,-,N/A,82.1,-,N/A,82.1,-,N/A,16.4,0,N/A
Desert Trails Learning Center,N/A,802 W. 19th St.,Yuma,Yuma,85364,N/A,,31,100,-,N/A,100,-,N/A,100,-,N/A,96.8,-,N/A,51.6,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Desert Willow Preschool,N/A,9400 E. Esmond Loop,Tucson,Pima,85747,N/A,,37,100,-,N/A,100,-,N/A,100,-,N/A,97.3,-,N/A,94.6,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Desert Winds Head Start,N/A,602 E. 22nd St.,Tucson,Pima,85713,N/A,,39,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,59,-,N/A,100,-,N/A,100,-,N/A,2.6,0,N/A
Dino Bones Preschool,N/A,P.O. Box 4812,Rio Rico,Santa Cruz,85648,N/A,,24,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,83.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Discovery Learning Center,N/A,6601 E. Broadway Blvd.,Tucson,Pima,85710,N/A,,64,98.4,-,N/A,98.4,-,N/A,98.4,-,N/A,98.4,-,N/A,60.9,-,N/A,98.4,-,N/A,98.4,-,N/A,1.6,0,N/A
District Six Early Headstart,N/A,PO Box A,Sacaton,Pinal,85147,N/A,,23,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,78.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
District Six Head Start,N/A,P.O. Box A,Sacaton,Pinal,85147,N/A,,50,100,-,N/A,100,-,N/A,100,-,N/A,92,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Donaldson Preschool,N/A,204 W. Omar Dr.,Tucson,Pima,85704,N/A,,41,97.6,-,N/A,97.6,-,N/A,97.6,-,N/A,95.1,-,N/A,63.4,-,N/A,97.6,-,N/A,97.6,-,N/A,2.4,0,N/A
Dorothy Stinson Preschool,N/A,2013 S. 8th Ave.,Safford,Graham,85546,N/A,,39,92.3,-,N/A,97.4,-,N/A,97.4,-,N/A,94.9,-,N/A,69.2,-,N/A,97.4,-,N/A,97.4,-,N/A,0,2.6,N/A
DowntownCommunity School,N/A,614 S. Meyer,Tucson,Pima,85701,N/A,,23,73.9,-,N/A,69.6,-,N/A,73.9,-,N/A,82.6,-,N/A,39.1,-,N/A,65.2,-,N/A,69.6,-,N/A,47.8,0,N/A
Dr. Daniel Bright Elementary Preschool,N/A,1 N. Willard St.,Cottonwood,Yavapai,86326,N/A,,29,82.8,-,N/A,82.8,-,N/A,86.2,-,N/A,69,-,N/A,3.4,-,N/A,82.8,-,N/A,82.8,-,N/A,17.2,0,N/A
Dr. Nelba Chavez Child Family Center,N/A,502 W. 29th St.,Tucson,Pima,85741,N/A,,27,92.6,-,N/A,96.3,-,N/A,100,-,N/A,92.6,-,N/A,66.7,-,N/A,96.3,-,N/A,100,-,N/A,0,0,N/A
Duncan Head Start,N/A,602 E. 22nd Street,Tucson,Graham,85713,N/A,,23,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,87,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
E C C E L - IRA A MURPHY AM ,N/A,12995 N MARSHALL RANCH DR ,GLENDALE,Maricopa,85304,N/A,,21,95.2,-,N/A,95.2,-,N/A,100,-,N/A,95.2,-,N/A,90.5,-,N/A,95.2,-,N/A,95.2,-,N/A,4.8,0,N/A
E.E.S.D.#11 - Curiel Preschool,N/A,1011 N Sunshine Blvd,Eloy,Pinal,85131,N/A,,21,100,-,N/A,100,-,N/A,100,-,N/A,95.2,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
EARLY CHILDHOOD CENTRE I,N/A,4110 WEST NORTHERN AVENUE,PHOENIX,Maricopa,85051,N/A,,84,95.2,-,N/A,97.6,-,N/A,97.6,-,N/A,96.4,-,N/A,86.9,-,N/A,96.4,-,N/A,97.6,-,N/A,2.4,0,N/A
EAST VALLEY JEWISH COMMUNITY CENTER,N/A,908 NORTH ALMA SCHOOL ROAD,CHANDLER,Maricopa,85224,N/A,,77,98.7,-,N/A,96.1,-,N/A,97.4,-,N/A,97.4,-,N/A,94.8,-,N/A,93.5,-,N/A,97.4,-,N/A,6.5,0,N/A
ECHO MOUNTAIN ELEMENTARY PRESCHOOL,N/A,1750 E GROVERS AVE,PHOENIX,Maricopa,85022,N/A,,50,98,-,N/A,100,-,N/A,100,-,N/A,98,-,N/A,96,-,N/A,100,-,N/A,98,-,N/A,0,0,N/A
EISENHOWER,N/A,848 N MESA DR,MESA,Maricopa,85004,N/A,,27,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
EISENHOWER ELEMENTARY PRESCHOOL,N/A,848 N MESA DR,MESA,Maricopa,85201,N/A,,32,96.9,-,N/A,96.9,-,N/A,96.9,-,N/A,93.8,-,N/A,93.8,-,N/A,96.9,-,N/A,96.9,-,N/A,3.1,0,N/A
EL DORADO PRIVATE SCHOOL,N/A,20624 NORTH 76TH STREET,SCOTTSDALE,Maricopa,85255,N/A,,46,82.6,-,N/A,80.4,-,N/A,87,-,N/A,80.4,-,N/A,78.3,-,N/A,78.3,-,N/A,84.8,-,N/A,8.7,0,N/A
EL MIRAGE - TITLE 1 JUMP START,N/A,13500 N EL MIRAGE RD,EL MIRAGE,Maricopa,85335,N/A,,70,97.1,-,N/A,97.1,-,N/A,97.1,-,N/A,97.1,-,N/A,97.1,-,N/A,97.1,-,N/A,94.3,-,N/A,2.9,2.9,N/A
ELITE PRESCHOOL AND LEARNING CENTER,N/A,7840 WEST LOWER BUCKEYE ROAD,PHOENIX,Maricopa,85043,N/A,,69,94.2,-,N/A,95.7,-,N/A,94.2,-,N/A,95.7,-,N/A,87,-,N/A,97.1,-,N/A,95.7,-,N/A,4.3,0,N/A
ELONA P COOLEY EARLY CDC,N/A,1100 S RECKER RD,GILBERT,Maricopa,85296,N/A,,220,94.1,-,N/A,95.9,-,N/A,95.9,-,N/A,94.1,-,N/A,91.8,-,N/A,93.6,-,N/A,96.4,-,N/A,5,0,N/A
EMERSON ELEM PRESCHOOL,N/A,915 E PALM LANE,PHOENIX,Maricopa,85006,N/A,,52,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,92.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
ENTZ ELEM,N/A,4132 EAST ADOBE,MESA,Maricopa,85205,N/A,,24,91.7,-,N/A,91.7,-,N/A,95.8,-,N/A,87.5,-,N/A,95.8,-,N/A,91.7,-,N/A,87.5,-,N/A,8.3,0,N/A
ESTRELLA MOUNTAIN PRESCHOOL,N/A,10485 SOUTH ESTRELLA PARKWAY,GOODYEAR,Maricopa,85338,N/A,,59,96.6,-,N/A,96.6,-,N/A,96.6,-,N/A,93.2,-,N/A,94.9,-,N/A,96.6,-,N/A,96.6,-,N/A,3.4,1.7,N/A
EXPLORERS IN LEARNING,N/A,4723 EAST UNION HILLS DRIVE,PHOENIX,Maricopa,85050,N/A,,83,97.6,-,N/A,96.4,-,N/A,91.6,-,N/A,97.6,-,N/A,92.8,-,N/A,95.2,-,N/A,96.4,-,N/A,7.2,1.2,N/A
Easter Seals Blake Foundation Palomita Childrens Center,N/A,250 W. 15th St,Safford,Graham,85546,N/A,,57,93,-,N/A,98.2,-,N/A,98.2,-,N/A,94.7,-,N/A,56.1,-,N/A,98.2,-,N/A,96.5,-,N/A,3.5,0,N/A
Ehmkes Childhaven Preschool,N/A,841 E. McNeil,Show Low,Navajo,85901,N/A,,74,93.2,-,N/A,98.6,-,N/A,98.6,-,N/A,91.9,-,N/A,51.4,-,N/A,97.3,-,N/A,98.6,-,N/A,1.4,0,N/A
El Rio Infant/Toddler & Preschool,N/A,1390 W. Speedway Blvd.,Tucson,Pima,85745,N/A,,58,94.8,-,N/A,100,-,N/A,100,-,N/A,98.3,-,N/A,62.1,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Eloy Head Start,N/A,P.O. Box 293,Eloy,Pinal,85131,N/A,,74,98.6,-,N/A,100,-,N/A,100,-,N/A,94.6,-,N/A,79.7,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Elvira Head Start,N/A,602 E. 22nd St.,Tucson,Pima,85713,N/A,,71,97.2,-,N/A,100,-,N/A,100,-,N/A,95.8,-,N/A,88.7,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Emerge Angel Children's Center,N/A,2545 E. Adams St,Tucson,Pima,85711,N/A,,42,97.6,-,N/A,100,-,N/A,100,-,N/A,92.9,-,N/A,66.7,-,N/A,95.2,-,N/A,97.6,-,N/A,2.4,0,N/A
Emily Meschter Early Learning Center,N/A,4605 N. La Cholla Blvd.,Tucson,Pima,85705,N/A,,134,100,-,N/A,100,-,N/A,99.3,-,N/A,98.5,-,N/A,79.1,-,N/A,100,-,N/A,100,-,N/A,0.7,0,N/A
Erickson Head Start,N/A,602 E. 22nd St.,Tucson,Pima,85713,N/A,,49,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,57.1,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
Estes Elementary PEEC,N/A,11279 W. Grier Rd.,Marana,Pima,85653,N/A,,40,100,-,N/A,100,-,N/A,100,-,N/A,97.5,-,N/A,82.5,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FACES OF CRISIS NURSERY,N/A,2334 E POLK ST,PHOENIX,Maricopa,85006,N/A,,76,97.4,-,N/A,100,-,N/A,100,-,N/A,93.4,-,N/A,94.7,-,N/A,100,-,N/A,100,-,N/A,1.3,0,N/A
FAIRFAX KIDDIE COLLEGE,N/A,8225 S 59TH AVE,LAVEEN,Maricopa,85339,N/A,,28,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FAITH FAMILY CHURCH PRESCHOOL & CHILD CARE,N/A,P O BOX 12449,CHANDLER,Maricopa,85248,N/A,,86,91.9,-,N/A,95.3,-,N/A,93,-,N/A,95.3,-,N/A,82.6,-,N/A,90.7,-,N/A,89.5,-,N/A,4.7,0,N/A
FAITH LUTHERAN PRESCHOOL,N/A,801 EAST CAMELBACK ROAD,PHOENIX,Maricopa,85014,N/A,,23,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,91.3,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FAITH NORTH MONTESSORI PRESCHOOL PROGRAM,N/A,910 E WASHINGTON,PHOENIX,Maricopa,85034,N/A,,109,92.7,-,N/A,92.7,-,N/A,93.6,-,N/A,93.6,-,N/A,89.9,-,N/A,91.7,-,N/A,91.7,-,N/A,7.3,0.9,N/A
FAMILY OF CHRIST LEARNING CENTER,N/A,3501 EAST CHANDLER BLVD,PHOENIX,Maricopa,85048,N/A,,123,91.1,-,N/A,89.4,-,N/A,91.1,-,N/A,90.2,-,N/A,88.6,-,N/A,87.8,-,N/A,93.5,-,N/A,14.6,0,N/A
FINLEY FARMS ELEMENTARY PRESCHOOL,N/A,375 S COLUMBUS DR,GILBERT,Maricopa,85296,N/A,,21,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,90.5,-,N/A,95.2,-,N/A,0,0,N/A
FIRESIDE ELEMENTARY PRESCHOOL,N/A,3725 E LONE CACTUS DR,PHOENIX,Maricopa,85050,N/A,,90,90,-,N/A,91.1,-,N/A,91.1,-,N/A,90,-,N/A,86.7,-,N/A,87.8,-,N/A,95.6,-,N/A,6.7,0,N/A
FIRST IMPRESSIONS PRESCHOOL,N/A,3110 NORTH HAYDEN,SCOTTSDALE,Maricopa,85251,N/A,,37,94.6,-,N/A,94.6,-,N/A,89.2,-,N/A,94.6,-,N/A,78.4,-,N/A,91.9,-,N/A,89.2,-,N/A,5.4,5.4,N/A
FIRST PRESBYTERIAN PRESCHOOL OF MESA,N/A,161 NORTH MESA DRIVE,MESA,Maricopa,85201,N/A,,43,95.3,-,N/A,97.7,-,N/A,97.7,-,N/A,97.7,-,N/A,95.3,-,N/A,97.7,-,N/A,97.7,-,N/A,2.3,0,N/A
FIRST STEPS PRESCHOOL,N/A,2339 NORTH HAYDEN ROAD,SCOTTSDALE,Maricopa,85257,N/A,,46,97.8,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,93.5,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FIRST UNITED METHODIST CHURCH OF GILBERT PRESCHOOL,N/A,331 SOUTH COOPER ROAD,GILBERT,Maricopa,85233,N/A,,37,91.9,-,N/A,97.3,-,N/A,97.3,-,N/A,97.3,-,N/A,97.3,-,N/A,97.3,-,N/A,97.3,-,N/A,2.7,0,N/A
FIT N' FUN EDUCATIONAL CENTER,N/A,1700 EAST ELLIOT ROAD  #9,TEMPE,Maricopa,85284,N/A,,52,90.4,-,N/A,92.3,-,N/A,94.2,-,N/A,96.2,-,N/A,96.2,-,N/A,92.3,-,N/A,94.2,-,N/A,5.8,0,N/A
FOUNDATION FOR BLIND CHILDREN,N/A,1235 E HARMONT DR,PHOENIX,Maricopa,85020,N/A,,50,86,-,N/A,90,-,N/A,90,-,N/A,90,-,N/A,86,-,N/A,90,-,N/A,100,-,N/A,6,2,N/A
FOWLER DISTRICT HEADSTART,N/A,"200 W Washington St, Flr 19",Phoenix,Maricopa,85043,N/A,,161,98.8,-,N/A,100,-,N/A,100,-,N/A,96.9,-,N/A,98.8,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FOWLER ELEMENTARY PRESCHOOL,N/A,6707 WEST VAN BUREN STREET,PHOENIX,Maricopa,85043,N/A,,76,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,97.4,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
FRANK BORMAN ELEMENTARY,N/A,3637 N 55TH AVE,PHOENIX,Maricopa,85031,N/A,,142,93,-,N/A,99.3,-,N/A,98.6,-,N/A,98.6,-,N/A,97.2,-,N/A,97.2,-,N/A,98.6,-,N/A,0,0.7,N/A
FRANK ELEMENTARY PRESCHOOL,N/A,8409 SOUTH AVENIDA DEL YAQUI,GUADALUPE,Maricopa,85283,N/A,,31,90.3,-,N/A,93.5,-,N/A,93.5,-,N/A,93.5,-,N/A,93.5,-,N/A,93.5,-,N/A,93.5,-,N/A,0,0,N/A
FROM TIME 2 TIME,N/A,1228 SOUTH SOSSAMAN ROAD,MESA,Maricopa,85209,N/A,,26,88.5,-,N/A,92.3,-,N/A,96.2,-,N/A,88.5,-,N/A,61.5,-,N/A,76.9,-,N/A,92.3,-,N/A,3.8,0,N/A
FRONTIER ELEM,N/A,21258 N 81ST AVE,PEORIA,Maricopa,85382,N/A,,34,88.2,-,N/A,94.1,-,N/A,91.2,-,N/A,91.2,-,N/A,88.2,-,N/A,94.1,-,N/A,88.2,-,N/A,11.8,0,N/A
FRYE ELEM PRESCHOOL ,N/A,801 E FRYE RD,CHANDLER,Maricopa,85225,N/A,,38,97.4,-,N/A,97.4,-,N/A,94.7,-,N/A,97.4,-,N/A,92.1,-,N/A,97.4,-,N/A,97.4,-,N/A,0,5.3,N/A
Faith Community Academy,N/A,2551 W. Orange Grove Rd.,Tucson,Pima,85741,N/A,,43,97.7,-,N/A,95.3,-,N/A,93,-,N/A,90.7,-,N/A,83.7,-,N/A,93,-,N/A,95.3,-,N/A,9.3,0,N/A
Family Life Academy,N/A,7801 E. Kenyon Dr.,Tucson,Pima,85710,N/A,,77,98.7,-,N/A,98.7,-,N/A,98.7,-,N/A,98.7,-,N/A,85.7,-,N/A,98.7,-,N/A,97.4,-,N/A,3.9,0,N/A
Federated Head Start,N/A,400 W. Aspen,Flagstaff,Coconino,86001,N/A,,42,100,-,N/A,100,-,N/A,100,-,N/A,95.2,-,N/A,81,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
First Avenue Preschool,N/A,PO Box 406,San Manuel,Pinal,85631,N/A,,61,98.4,-,N/A,96.7,-,N/A,98.4,-,N/A,95.1,-,N/A,80.3,-,N/A,98.4,-,N/A,96.7,-,N/A,1.6,0,N/A
First Baptist Christian Academy Preschool,N/A,1447 S. 7th St.,Sierra Vista,Cochise,85635,N/A,,50,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,86,-,N/A,100,-,N/A,98,-,N/A,2,0,N/A
First Baptist Christian Preschool,N/A,3505 E. Wilds Rd.,Catalina,Pima,85739,N/A,,27,100,-,N/A,100,-,N/A,100,-,N/A,96.3,-,N/A,81.5,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
First Impressions Preschool,N/A,655 S. Craycroft Rd.,Tucson,Pima,85711,N/A,,26,96.2,-,N/A,100,-,N/A,96.2,-,N/A,100,-,N/A,65.4,-,N/A,100,-,N/A,96.2,-,N/A,0,0,N/A
First Steps Early Learning Center,N/A,1101 S. Columbus Blvd.,Tucson,Pima,85711,N/A,,21,100,-,N/A,100,-,N/A,100,-,N/A,95.2,-,N/A,52.4,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
First United Methodist Preschool & Daycare Center,N/A,1020 S. 10th Ave. ,Safford,Graham,85546,N/A,,25,96,-,N/A,96,-,N/A,96,-,N/A,96,-,N/A,60,-,N/A,96,-,N/A,96,-,N/A,4,0,N/A
Flagstaff Cooperative Preschool,N/A,3401  N. 4th St.,Flagstaff,Coconino,86004,N/A,,33,97,-,N/A,87.9,-,N/A,93.9,-,N/A,97,-,N/A,69.7,-,N/A,93.9,-,N/A,97,-,N/A,12.1,0,N/A
Flagstaff Cooperative Preschool @ Marshall,N/A,PO Box 428,Flagstaff,Coconino,86002,N/A,,22,90.9,-,N/A,100,-,N/A,86.4,-,N/A,100,-,N/A,50,-,N/A,77.3,-,N/A,86.4,-,N/A,0,18.2,N/A
Flagstaff Cooperative Preschool @ Murdoch,N/A,P.O. Box 428,Flagstaff,Coconino,86002,N/A,,23,91.3,-,N/A,87,-,N/A,100,-,N/A,78.3,-,N/A,69.6,-,N/A,82.6,-,N/A,95.7,-,N/A,0,4.3,N/A
Florence Child Development Center,N/A,40 E. Celaya St.,Florence,Pinal,85132,N/A,,40,97.5,-,N/A,97.5,-,N/A,100,-,N/A,92.5,-,N/A,77.5,-,N/A,92.5,-,N/A,100,-,N/A,7.5,0,N/A
Foresight Learning Center,N/A,8245 Koch Field Rd.,Flagstaff,Coconino,86004,N/A,,56,92.9,-,N/A,91.1,-,N/A,91.1,-,N/A,91.1,-,N/A,67.9,-,N/A,91.1,-,N/A,89.3,-,N/A,10.7,0,N/A
GALVESTON,N/A,"661 E Galveston, Room C-5",Chandler,Maricopa,85225,N/A,,30,96.7,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,93.3,-,N/A,96.7,-,N/A,100,-,N/A,0,0,N/A
GALVESTON ELEMENTARY PRESCHOOL,N/A,661 E GALVESTON,CHANDLER,Maricopa,85225,N/A,,36,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
GARDEN CITY CDC,N/A,406 NORTH FIRST STREET,BUCKEYE,Maricopa,85326,N/A,,38,94.7,-,N/A,100,-,N/A,100,-,N/A,92.1,-,N/A,89.5,-,N/A,100,-,N/A,97.4,-,N/A,0,0,N/A
GARDEN LAKES CHRISTIAN ACADEMY,N/A,2517 NORTH 107TH AVENUE,AVONDALE,Maricopa,85323,N/A,,80,98.8,-,N/A,98.8,-,N/A,100,-,N/A,97.5,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,2.5,N/A
GATEWAY CC CHILDRENS LEARNING CENTER,N/A,108 NORTH 40TH STREET,PHOENIX,Maricopa,85034,N/A,,57,91.2,-,N/A,89.5,-,N/A,94.7,-,N/A,87.7,-,N/A,91.2,-,N/A,91.2,-,N/A,96.5,-,N/A,3.5,0,N/A
GATEWAY FELLOWSHIP PRESCHOOL,N/A,60 NORTH RECKER ROAD,GILBERT,Maricopa,85234,N/A,,43,97.7,-,N/A,100,-,N/A,100,-,N/A,97.7,-,N/A,93,-,N/A,100,-,N/A,97.7,-,N/A,2.3,2.3,N/A
GAVILAN PEAK ELEM,N/A,2701 W MEMORIAL DR,ANTHEM,Maricopa,85086,N/A,,22,95.5,-,N/A,95.5,-,N/A,95.5,-,N/A,95.5,-,N/A,77.3,-,N/A,95.5,-,N/A,95.5,-,N/A,4.5,0,N/A
GETHSEMANE LUTHERAN CHURCH & SCHOOL,N/A,1035 EAST GUADALUPE ROAD,TEMPE,Maricopa,85283,N/A,,57,96.5,-,N/A,94.7,-,N/A,96.5,-,N/A,96.5,-,N/A,94.7,-,N/A,94.7,-,N/A,96.5,-,N/A,5.3,0,N/A
GETZ SCHOOL,N/A,625 WEST CORNELL DRIVE,TEMPE,Maricopa,85283,N/A,,220,96.8,-,N/A,96.8,-,N/A,98.2,-,N/A,95.9,-,N/A,97.3,-,N/A,97.3,-,N/A,97.7,-,N/A,2.7,0.5,N/A
GILA BEND SCHOOL DISTRICT PRESCHOOL,N/A,P O BOX V,GILA BEND,Maricopa,85337,N/A,,24,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,91.7,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
GILBERT HEADSTART/BOYS & GIRLS CLUB,N/A,44 N Oak St,Gilbert,Maricopa,85234,N/A,,31,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,96.8,-,N/A,96.8,-,N/A,100,-,N/A,0,0,N/A
GLENDALE CHRISTIAN PRESCHOOL,N/A,9661 NORTH 59TH AVENUE,GLENDALE,Maricopa,85302,N/A,,33,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
GOD'S GARDEN CHILD DEVELOPMENT CENTER,N/A,1401 EAST LIBERTY LANE,PHOENIX,Maricopa,85048,N/A,,130,95.4,-,N/A,95.4,-,N/A,96.2,-,N/A,98.5,-,N/A,93.8,-,N/A,96.2,-,N/A,97.7,-,N/A,8.5,0.8,N/A
GOLDEN GATE COMM. CTR HEADSTART AGENCY,N/A,1625 N. 39TH AVE,Phoenix,Maricopa,85009,N/A,,259,99.2,-,N/A,100,-,N/A,100,-,N/A,96.5,-,N/A,98.5,-,N/A,100,-,N/A,100,-,N/A,0,0,N/A
GRACE COMMUNITY CHRISTIAN SCHOOL,N/A,1200 EAST SOUTHERN AVENUE,TEMPE,Maricopa,85282,N/A,,71,84.5,-,N/A,83.1,-,N/A,85.9,-,N/A,84.5,-,N/A,83.1,-,N/A,83.1,-,N/A,83.1,-,N/A,18.3,1.4,N/A
GRACE GARDEN CHRISTIAN PRESCHOOL,N/A,10841 SOUTH 48TH STREET,PHOENIX,Maricopa,85044,N/A,,76,90.8,-,N/A,96.1,-,N/A,89.5,-,N/A,93.4,-,N/A,88.2,-,N/A,93.4,-,N/A,90.8,-,N/A,14.5,0,N/A
GREAT BEGINNINGS  PRESCHOOL INC,N/A,16060 WEST VAN BUREN STREET,GOODYEAR,Maricopa,85338,N/A,,77,89.6,-,N/A,94.8,-,N/A,93.5,-,N/A,92.2,-,N/A,92.2,-,N/A,94.8,-,N/A,93.5,-,N/A,7.8,0,N/A
