SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Sundance Elementary,public,25555 W Durango St,Buckeye,Maricopa,85326-,N/A,,81,95,2.5,-,95,2.5,-,98,2.5,-,98,2.5,-,98,2.5,-,2.47,0,N/A
Sunland Elementary School,public,5401 S 7th Avenue,Phoenix,Maricopa,85041-,N/A,,57,100,0,-,98,0,-,100,0,-,98,0,-,100,0,-,0,3.5,N/A
Sunnyslope Elementary,public,245 E. Mountain View Road,Phoenix,Maricopa,85020-,N/A,,83,98,2.4,-,98,2.4,-,98,2.4,-,100,0,-,100,0,-,2.41,0,N/A
Sunridge Elementary,public,6244 W. Roosevelt Street,Phoenix,Maricopa,85043-,N/A,,113,98,.9,-,98,.9,-,99,.9,-,100,0,-,100,0,-,.88,0,N/A
Sunrise Drive Elementary,public,5301 E. Sunrise Drive,Tucson,Pima,85718-,N/A,,78,96,3.8,-,97,2.6,-,91,9,-,91,9,-,96,3.8,-,8.97,0,N/A
Sunrise Elementary,public,17624 North 31st Avenue,Phoenix,Maricopa,85053-,N/A,,67,97,3,-,96,4.5,-,97,3,-,97,3,-,99,1.5,-,4.48,0,N/A
Sunrise Elementary,public,2645 Landon Dr.,Bullhead City,Mohave,86429-,N/A,,80,90,7.5,-,90,7.5,-,89,7.5,-,90,7.5,-,95,5,-,7.5,0,N/A
Sunrise Elementary School,public,9943e 28th St,Yuma,Yuma,85365-,N/A,,114,98,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,98,1.8,-,.88,.9,N/A
Sunset Canyon Es,public,2727 E Siesta Ln,Phoenix,Maricopa,85050-,N/A,,67,87,9,-,90,9,-,88,9,-,93,7.5,-,96,4.5,-,8.96,0,N/A
Sunset Elementary,public,6602 W. Osborn Rd.  ,Phoenix,Maricopa,85033-,N/A,,105,96,0,-,98,0,-,98,0,-,97,0,-,99,0,-,0,0,N/A
Sunset Hills Elementary School,public,17825w.sierra Montana Loop,Surprise,Maricopa,85388-,N/A,,134,93,6,-,93,6,-,95,5.2,-,95,5.2,-,96,3.7,-,6.72,0,N/A
Sunset Ridge Elementary,public,35707 N. 33rd Lane,Phoenix,Maricopa,85086-,N/A,,78,94,6.4,-,94,6.4,-,92,7.7,-,95,5.1,-,95,5.1,-,10.26,0,N/A
Sunset Ridge Elementary,public,8490 W. Missouri Ave,Glendale,Maricopa,85305-,N/A,,62,98,1.6,-,100,0,-,100,0,-,100,0,-,100,0,-,1.61,0,N/A
Sunset School,public,4626 W. Mountain View Rd,Glendale,Maricopa,85302-,N/A,,96,98,1,-,98,0,-,99,1,-,98,0,-,100,0,-,1.04,0,N/A
Sunset Vista,public,7775 W Orangewood Ave,Glendale,Maricopa,85303-,N/A,,123,94,.8,-,94,.8,-,94,.8,-,100,0,-,100,0,-,.81,0,N/A
Superstition Mountain Elementary,public,550s. Ironwood Dr. ,Apache Junction,Pinal,85120-,N/A,,91,97,2.2,-,97,2.2,-,99,1.1,-,99,1.1,-,99,1.1,-,2.2,0,N/A
Superstition Springs Elementary,public,7125 E. Monterey Ave.,Mesa,Maricopa,85213-,N/A,,82,94,4.9,-,94,4.9,-,94,6.1,-,98,2.4,-,99,1.2,-,6.1,1.2,N/A
Surprise Elementary,public,12907 W. Greenway Rd.,El Mirage,Maricopa,85335-,N/A,,125,93,2.4,-,90,2.4,-,88,2.4,-,94,1.6,-,98,1.6,-,1.6,0,N/A
Sweetwater,charter,4602 W Sweetwater,Glendale,Maricopa,85304-,N/A,,55,96,3.6,-,98,1.8,-,96,3.6,-,100,0,-,100,0,-,3.64,0,N/A
Sycamore Elementary,public,16701 S. Houghton Road,Carona De Tucson,Pima,84641-,N/A,,161,96,3.7,-,97,3.1,-,96,3.7,-,96,3.1,-,97,3.1,-,3.73,0,N/A
T. Dale Hancock Elementary School,public,2425 S. Pleasant Drive,Chandler ,Maricopa,85286-,N/A,,105,97,2.9,-,97,2.9,-,96,3.8,-,97,2.9,-,98,1.9,-,3.81,1,N/A
Taft Elementary School ,public,9800 E. Quarterline Rd. ,Mesa ,Maricopa,85207-,N/A,,70,90,10,-,90,10,-,89,11.4,-,93,7.1,-,100,0,-,14.29,0,N/A
Tanque Verde Elementary School,public,2600 N Fennimore,Tucson,Pima,85749-,N/A,,78,99,0,-,99,1.3,-,96,3.8,-,100,0,-,100,0,-,3.85,0,N/A
Tartesso Elementary,charter,29677 W Indianola Ave.,Buckeye,Maricopa,85396-,N/A,,47,96,4.3,-,96,2.1,-,96,4.3,-,98,2.1,-,96,4.3,-,6.38,2.1,N/A
Tavan Elementary School,public,4610 East Osborn Rd. ,Phoenix,Maricopa,85018-,N/A,,107,99,.9,-,99,.9,-,98,1.9,-,100,0,-,99,.9,-,1.87,.9,N/A
Taylor Elementary,public,682 School Bus Lane,Snowflake,Navajo,85937-,N/A,,75,93,6.7,-,93,6.7,-,93,6.7,-,93,6.7,-,93,6.7,-,6.67,0,N/A
Telesis  Preparatory Academy,charter,2598 Starlite Lane,Lake Havasu City,Mohave,86403-,N/A,,40,98,2.5,-,98,2.5,-,98,2.5,-,100,0,-,98,2.5,-,2.5,0,N/A
Terramar Elementary,public,7000 W. Happy Valley Road,Peoria,Maricopa,85383-,N/A,,75,93,6.7,-,93,6.7,-,89,10.7,-,96,4,-,93,6.7,-,12,0,N/A
Territorial Kinder Center,public,1088 Mahan Lane,Chino Valley,Yavapai,86323-,N/A,,164,96,4.3,-,95,4.9,-,92,7.9,-,96,4.3,-,97,3,-,9.15,0,N/A
Tesseract School Doubletree Campus,private,4800 E. Doubletree Ranch Road,Paradise Valley,Maricopa,85253-,N/A,,24,75,25,-,75,25,-,71,29.2,-,75,25,-,79,20.8,-,25,4.2,N/A
The Odyssey Preparatory Academy,charter,17532 W. Harrison St.,Goodyear,Maricopa,85338-,N/A,,128,91,9.4,-,91,9.4,-,90,10.2,-,91,9.4,-,91,9.4,-,10.16,0,N/A
The Odyssey Preparatory Academy,charter,6500 S. Apache Rd.,Buckeye,Maricopa,85326-,N/A,,149,97,3.4,-,96,4,-,97,3.4,-,97,3.4,-,97,3.4,-,4.03,0,N/A
"The Peak School, Inc.",charter,2016 N 1st Street,Flagstaff,Coconino,86004-,N/A,,25,92,0,-,92,0,-,76,0,-,100,0,-,100,0,-,0,0,N/A
Thomas Jefferson Elementary,public,Po Box 580,Winslow,Navajo,86047-2630,N/A,,53,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Thomas M Knoles Elementary School,public,4005 E Butler Ave,Flagstaff,Coconino,86004-,N/A,,100,95,5,-,95,5,-,95,5,-,98,2,-,98,2,-,7,0,N/A
Thompson Ranch Elementary,public,11800 West Thompson Ranch Rd,El Mirage,Maricopa,85335-,N/A,,111,99,.9,-,99,.9,-,98,.9,-,99,.9,-,100,0,-,.9,0,N/A
Thornydale Elementary,public,7651 N. Oldfather Dr.,Tucson,Pima,85741-,N/A,,48,96,2.1,-,96,2.1,-,94,4.2,-,96,2.1,-,98,2.1,-,4.17,0,N/A
Tolson Elementary School,public,1000 S. Greasewood Rd.,Tucson,Pima,85745-,N/A,,49,96,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Tomahawk Elementary School,public,7820 W Turney Ave,Phoenix,Maricopa,85033-,N/A,,200,100,.5,-,100,.5,-,100,0,-,100,.5,-,100,0,-,0,.5,N/A
Tonalea Elementary School,public,6801 E. Oak Street,Scottsdale,Maricopa,85257-,N/A,,62,97,1.6,-,97,1.6,-,98,1.6,-,98,1.6,-,98,1.6,-,1.61,0,N/A
Town & Country Elementary School,public,1313 S. Lenzner Ave,Sierra Vista ,Cochise,85635-,N/A,,43,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Towne Meadows,public,1101 N. Recker Rd.,Gilbert,Maricopa,85234-,N/A,,63,95,4.8,-,95,4.8,-,95,4.8,-,95,4.8,-,90,4.8,-,4.76,0,N/A
Trailside Point Elementary School,public,7275 W Vineyard,Laveen,Maricopa,85339-,N/A,,113,93,.9,-,93,.9,-,92,.9,-,98,.9,-,99,.9,-,.88,0,N/A
Tres Rios Elementary,public,5025 S 103rd Ave,Tolleson,Maricopa,85353-,N/A,,90,96,2.2,-,98,2.2,-,96,3.3,-,98,2.2,-,99,1.1,-,2.22,1.1,N/A
Trinity Lutheran School,private,830 E Plaza Circle,Litchfield Park,Maricopa,85340,N/A,,35,91,8.6,-,91,8.6,-,91,8.6,-,91,8.6,-,91,8.6,-,8.57,0,N/A
Tsaile Public School,public,Chinle Unified School Dist#24,Chinle,Apache,86503-,N/A,,50,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Tsehootsooi Dine Bi'olta School,public,P. O Box 559,Fort Defiance,Apache,86504-,N/A,,28,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Tsehootsooi Primary Learning Center,public,P.o Box 559,Fort Defiance,Apache,86504-,N/A,,138,100,0,-,100,0,-,99,.7,-,100,0,-,100,0,-,.72,0,N/A
Tucson Country Day School,charter,9239 E. Wrightstown Rd.,Tucson,Pima,85730-,N/A,,88,97,3.4,-,98,2.3,-,98,2.3,-,98,2.3,-,98,2.3,-,2.27,0,N/A
Tucson Waldorf School,private,3605 E River Road,Tucson,Pima,85718-,N/A,,23,30,65.2,-,30,69.6,-,30,69.6,-,30,69.6,-,30,69.6,-,69.57,0,N/A
Tully Elementary,public,1701 W El Rio Dr,Tucson,Pima,85745-,N/A,,76,97,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,1.32,0,N/A
Tumblweed Elementary School,public,4001 W. Laruel Lane,Phoenix,Maricopa,85029-,N/A,,61,97,0,-,98,0,-,100,0,-,97,0,-,98,1.6,-,1.64,0,N/A
Tuscano,public,3850 S. 79th Ave,Phoenix,Maricopa,85043-,N/A,,93,97,1.1,-,98,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,1.08,0,N/A
Twin Peaks ,public,7995 W Twin Peaks Rd,Tucson,Pima,85743-,N/A,,88,77,8,-,69,8,-,80,8,-,86,8,-,99,1.1,-,7.95,0,N/A
V.h. Lassen,public,909 West Vineyard,Phoenix,Maricopa,85041-,N/A,,52,100,0,-,96,0,-,96,0,-,100,0,-,100,0,-,0,0,N/A
Vail Academy And High School,charter,7762 E. Science Park Dr.,Tucson,Pima,85747-,N/A,,23,96,4.3,-,96,4.3,-,96,4.3,-,96,4.3,-,96,4.3,-,4.35,0,N/A
Val Vista Academy,charter,4120 S. Val Vista Dr.,Gilbert,Maricopa,85297-,N/A,,68,91,8.8,-,88,11.8,-,90,10.3,-,94,5.9,-,97,2.9,-,7.35,4.4,N/A
Val Vista Lakes Elementary,public,1030 N. Blue Grotto Dr.,Gilbert ,Maricopa,85234-,N/A,,55,98,0,-,98,0,-,100,0,-,98,0,-,100,0,-,0,0,N/A
Valle Del Encanto Learning Center,public,P.o. Box 3200,Somerton,Yuma,85350-3200,N/A,,274,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Valley Academy,charter,1520 W. Rose Garden Ln.,Phoenix,Maricopa,85027-,N/A,,108,94,3.7,-,94,4.6,-,93,5.6,-,95,4.6,-,96,3.7,-,7.41,0,N/A
Valley Horizon,public,4501 W. 20th St,Yuma,Yuma,85364-,N/A,,73,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Valley View School,public,"8220 S, 7th Ave",Phoenix,Maricopa,85041-,N/A,,53,98,1.9,-,98,1.9,-,98,1.9,-,98,1.9,-,98,1.9,-,1.89,0,N/A
Van Buskirk Elementary School,public,725 E. Fair,Tucson,Pima,85714-,N/A,,57,91,0,-,93,0,-,89,0,-,100,0,-,86,0,-,0,0,N/A
Vector Prep And Arts Academy,charter,2020 N. Arizona Ave.,Chandler,Maricopa,85225-,N/A,,48,85,6.3,-,73,6.3,-,65,6.3,-,81,6.3,-,90,6.3,-,12.5,0,N/A
Ventana Vista Elementary School,public,6085n Kolb Rd.,Tucson,Pima,85750-,N/A,,76,99,1.3,-,99,1.3,-,97,2.6,-,97,2.6,-,97,2.6,-,3.95,0,N/A
Venture Academy,charter,1535 W. Dunlap Ave,Phoenix,Maricopa,85021-,N/A,,24,83,12.5,-,83,12.5,-,79,12.5,-,88,12.5,-,88,12.5,-,12.5,0,N/A
Vesey Elementary,public,5005 S. Butts Rd,Tucson,Pima,85757-,N/A,,91,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Villa De Paz Elementary School,public,4940 N. 103rd Avenue,Phoenix,Maricopa,85037-,N/A,,80,95,2.5,-,99,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,2.5,0,N/A
Village Meadows Elementary School,public,905 El Camino Real,Sierra Vista,Cochise,85635-,N/A,,67,94,6,-,94,6,-,94,4.5,-,97,3,-,97,3,-,4.48,0,N/A
Village Meadows Elementary School,public,2020 W. Morningside Dr.,Phoenix,Maricopa,85023-,N/A,,38,89,5.3,-,92,5.3,-,92,5.3,-,95,5.3,-,95,5.3,-,5.26,0,N/A
Vista College Preparatory,charter,812 South 6th Avenue,Phoenix,Maricopa,85003-,N/A,,27,96,0,-,96,0,-,96,0,-,100,0,-,100,0,-,0,0,N/A
Vista Del Sur,public,3908 W South Mountain Ave,Laveen,Maricopa,85339-,N/A,,90,97,1.1,-,97,1.1,-,97,1.1,-,98,1.1,-,98,1.1,-,1.11,0,N/A
Vista Grove Preparatory Academy,charter,2929 E. Mckellips Rd,Mesa,Maricopa,85213-,N/A,,53,92,3.8,-,92,3.8,-,94,3.8,-,92,3.8,-,96,0,-,3.77,0,N/A
Vistancia Elementary School,public,30009 N. Sunrise Pt.,Peoria,Maricopa,85383-,N/A,,88,93,4.5,-,94,4.5,-,90,5.7,-,93,4.5,-,93,6.8,-,6.82,0,N/A
W F Killip Elementary School,public,2300 E 6th Ave,Flagstaff,Coconino,86004-,N/A,,84,100,0,-,100,0,-,96,0,-,100,0,-,99,1.2,-,1.19,0,N/A
Walker Butte K-8,public,29895 N Desert Willow Blvd,San Tan Valley,Pinal,85143-,N/A,,55,85,12.7,-,87,10.9,-,87,10.9,-,89,9.1,-,93,5.5,-,10.91,3.6,N/A
Walter Douglas Elementary,public,3302 N. Flowing Wells Rd.,Tucson,Pima,85705-,N/A,,96,99,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Ward Traditional Academy,public,1965 E Hermosa Drive,Tempe,Maricopa,85282-,N/A,,49,98,2,-,96,4.1,-,96,4.1,-,96,4.1,-,96,4.1,-,6.12,0,N/A
Warren Elementary,public,5505 W. Milton Rd.,Tucson,Pima,85746-,N/A,,39,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Washington,public,8033 N 27th Av,Phoenix,Maricopa,85051-,N/A,,148,99,.7,-,99,.7,-,99,.7,-,99,0,-,100,0,-,.68,.7,N/A
Washington Elementary,public,2260 W Isabella ,Mesa,Maricopa,85202-,N/A,,70,94,2.9,-,94,4.3,-,93,4.3,-,96,4.3,-,96,4.3,-,4.29,1.4,N/A
Washington Elementary School,public,Po Box 580,Winslow,Navajo,86047-,N/A,,63,97,3.2,-,98,1.6,-,98,1.6,-,100,0,-,98,1.6,-,1.59,1.6,N/A
Washington Traditional School,public,Washington Traditional School,Prescott,Yavapai,86301-,N/A,,33,88,12.1,-,88,12.1,-,82,18.2,-,85,12.1,-,88,12.1,-,18.18,0,N/A
Webster Elementary School,public,202 N. Sycamore,Mesa,Maricopa,85201-,N/A,,76,97,2.6,-,99,1.3,-,99,1.3,-,99,1.3,-,99,1.3,-,1.32,1.3,N/A
Weinberg Elementary School,public, 5245 S. Val Vista ,Gilbert,Maricopa,85268-,N/A,,113,92,7.1,-,93,6.2,-,92,7.1,-,92,7.1,-,92,7.1,-,32.74,.9,N/A
Wellton Elementary School,public,P.o. Box 517,Wellton,Yuma,85356-,N/A,,35,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
West Elementary School,public,460 S. 7th Street,Coolidge,Pinal,85128-,N/A,,81,99,1.2,-,99,1.2,-,99,1.2,-,99,1.2,-,98,1.2,-,1.23,0,N/A
West Point Elementary,public,13700 W Greenway Rd,Surprise,Maricopa,85374-,N/A,,86,97,3.5,-,99,1.2,-,97,3.5,-,99,1.2,-,100,0,-,4.65,0,N/A
West Sedona Elementary School,public,570 Posse Grounds Road,Sedona,Yavapai,86336-,N/A,,54,91,9.3,-,91,9.3,-,91,9.3,-,94,5.6,-,94,5.6,-,9.26,0,N/A
West Wind,public,9040 W. Campbell Ave,Phoenix,Maricopa,85037-,N/A,,120,96,2.5,-,97,2.5,-,98,2.5,-,98,2.5,-,98,2.5,-,2.5,0,N/A
West Wing,public,26716 N. High Desert Drive,Peoria,Maricopa,85383-,N/A,,84,94,6,-,93,7.1,-,95,4.8,-,93,7.1,-,94,6,-,8.33,0,N/A
Westar Elementary,public,17777 W. Westar Drive,Goodyear ,Maricopa,85338-,N/A,,58,97,3.4,-,97,1.7,-,98,1.7,-,95,5.2,-,97,3.4,-,5.17,0,N/A
Western Peaks Elementary,public,18063 W. Surprise Farms Loop South ,Surprise,Maricopa,62352-3879,N/A,,73,84,16.4,-,84,16.4,-,88,12.3,-,88,12.3,-,90,9.6,-,21.92,1.4,N/A
Western Valley Elementary School,public,6250 W Durango St,Phoenix,Maricopa,85043-,N/A,,99,96,0,-,96,0,-,99,0,-,98,0,-,100,0,-,0,0,N/A
Westpark Elementary ,public,2700 S. 257th Dr. ,Buckeye ,Maricopa,85326-,N/A,,68,93,4.4,-,94,4.4,-,94,4.4,-,96,4.4,-,96,4.4,-,2.94,1.5,N/A
Westwood Primary School,public,4711 N. 23rd Avenue,Phoenix,Maricopa,85015-,N/A,,256,96,.4,-,98,.4,-,98,.8,-,99,.4,-,99,.8,-,1.17,0,N/A
Wheeler Elementary,public,1818 S. Avenida Del Sol,Tucson,Pima,85710-,N/A,,95,98,2.1,-,98,2.1,-,98,2.1,-,98,2.1,-,98,2.1,-,2.11,0,N/A
Whipple Ranch Elementary,public,500 W. Old Linden,Show Low,Navajo,85901-,N/A,,74,74,8.1,-,74,8.1,-,74,8.1,-,85,8.1,-,88,8.1,-,8.11,0,N/A
Whispering Wind Academy,charter,15844 N. 43rd St,Phoenix,Maricopa,85032-,N/A,,81,99,1.2,-,98,2.5,-,94,6.2,-,98,2.5,-,100,0,-,6.17,0,N/A
Whiteriver Elementary School,public,P. O. Box 190,Whiteriver,Navajo,85941-0190,N/A,,120,99,0,-,100,0,-,99,0,-,100,0,-,100,0,-,0,0,N/A
Whitman Elementary,public,1829 N. Grand,Mesa,Maricopa,85201-,N/A,,113,95,.9,-,97,0,-,96,.9,-,97,0,-,86,0,-,.88,0,N/A
Whitmore Elementary ,public,5330 E. Glenn Street,Tucson,Pima,85712-,N/A,,52,100,0,-,100,0,-,98,1.9,-,98,1.9,-,96,3.8,-,3.85,1.9,N/A
Whittier,public,733 N Longmore,Mesa ,Maricopa,85201-4525,N/A,,79,95,5.1,-,95,5.1,-,94,6.3,-,95,5.1,-,100,0,-,7.59,1.3,N/A
Whittier Elementary,public,2000 N. 16th St.,Phoenix,Maricopa,85006-,N/A,,60,93,1.7,-,97,1.7,-,95,1.7,-,97,1.7,-,98,1.7,-,1.67,0,N/A
Wildfire Elementary School,public,3997 E. Lockwood Dr. ,Phoenix ,Maricopa,85050-,N/A,,85,88,11.8,-,93,7.1,-,92,8.2,-,95,4.7,-,95,4.7,-,7.06,0,N/A
Wildflower Elementary,public,325 S. Wildflower Dr.,Goodyear,Maricopa,85338-,N/A,,53,91,5.7,-,92,7.5,-,94,5.7,-,94,5.7,-,96,3.8,-,9.43,0,N/A
Willcox Elementary School,public,501 W Delos St,Willcox,Cochise,85643-,N/A,,101,92,3,-,96,3,-,95,3,-,98,2,-,98,2,-,2.97,0,N/A
William T. Machan Elementary,public,2140 E. Virginia Ave. ,Phoenix,Maricopa,85006-1324,N/A,,60,98,1.7,-,98,1.7,-,98,1.7,-,100,0,-,100,0,-,0,1.7,N/A
Williams Elemementary Middle School,public,601 N 7th St.,Williams,Coconino,86046-,N/A,,48,88,10.4,-,88,8.3,-,90,8.3,-,92,8.3,-,92,8.3,-,8.33,2.1,N/A
Wilson Elementary School,public,5619 E. Glade Ave,Mesa,Maricopa,85206-,N/A,,86,93,4.7,-,94,5.8,-,94,5.8,-,93,7,-,100,0,-,4.65,4.7,N/A
Wilson Primary,public,415 N 30th Street,Phoenix,Maricopa,85048-,N/A,,166,99,0,-,99,0,-,99,0,-,100,0,-,100,0,-,0,0,N/A
Winifred Harelson Elementary School,public,826 W Chapala,Tucson,Pima,85704-,N/A,,65,94,6.2,-,94,6.2,-,94,6.2,-,94,6.2,-,94,6.2,-,6.15,0,N/A
Winkelman Elementary School,public,P.o. Box 409,Winkelman,Gila,85192-,N/A,,21,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Wood,public,727 W. Cornell Dr.,Tempe,Maricopa,85283-,N/A,,114,98,0,-,98,0,-,98,0,-,99,0,-,96,3.5,-,2.63,.9,N/A
Yavapai Elementary School,public,701 N. Miller Road,Scottsdale,Maricopa,85257-,N/A,,59,98,1.7,-,98,1.7,-,98,1.7,-,100,0,-,100,0,-,1.69,0,N/A
Young Scholars Academy,charter,1501 E. Valencia Road,Bullhead City,Mohave,86426-,N/A,,48,100,0,-,100,0,-,98,0,-,98,2.1,-,100,0,-,6.25,0,N/A
Yuma Lutheran School,private,244 W. 22nd Pl,Yuma,Yuma,85365-,N/A,,39,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Zaharis Elementary,public,9410 E Mckellips,Mesa,Maricopa,85207-,N/A,,137,92,7.3,-,93,6.6,-,91,8,-,93,5.8,-,95,5.1,-,10.95,0,N/A
Zuni Hills Elementary,public,10851 W. Williams Road,Sun City,Maricopa,85373-3375,N/A,,73,95,5.5,-,95,5.5,-,95,5.5,-,95,5.5,-,95,5.5,-,5.48,0,N/A
