SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Rattlesnake Ridge Elementary,public,8500 N Continental Reserve Loop,Tucson ,Pima,85743-,N/A,,90,99,1.1,-,99,1.1,-,99,1.1,-,99,1.1,-,100,0,-,1.11,0,N/A
Ray Elementary School,public,P.o. Box 427,Kearny,Pinal,85137-,N/A,,34,97,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Red Mesa Unified School No.27,public,Hc 61 Box 40,Teec Nos Pos,Apache,86514-9701,N/A,,28,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Red Mountain Ranch Elementary,public,6650 E. Raftriver St,Mesa,Maricopa,85215-,N/A,,56,91,8.9,-,91,8.9,-,91,8.9,-,95,5.4,-,100,0,-,8.93,0,N/A
Red Rock Elementary,public,P.o. Box 1010,Red Rock,Pinal,85145-,N/A,,28,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,3.57,0,N/A
Redbird Elementary School,public,1020 S Extension Rd,Mesa,Maricopa,85210-,N/A,,85,94,2.4,-,94,2.4,-,93,2.4,-,95,2.4,-,99,0,-,2.35,0,N/A
Redfield Elementary,public,9181 E. Redfield Rd. ,Scottsdale,Maricopa,85260-,N/A,,71,92,7,-,92,7,-,89,9.9,-,93,7,-,100,0,-,9.86,1.4,N/A
Rice Elementary School,public,P O Box 207,San Carlos,Gila,85550-,N/A,,143,99,0,-,99,.7,-,98,2.1,-,99,.7,-,100,0,-,0,2.1,N/A
Richard E Miller School,public,2021 W. Alice Ave,Phoenix,Maricopa,85021-,N/A,,114,96,1.8,-,97,1.8,-,97,.9,-,96,.9,-,99,.9,-,.88,0,N/A
Ridgeline Academy,charter,33625 N. North Valley Parkway,Phoenix,Maricopa,85085-,N/A,,82,83,4.9,-,88,4.9,-,71,4.9,-,80,4.9,-,93,4.9,-,4.88,0,N/A
Riggs Elementary,public,6930 S. Seville Blvd W.,Gilbert,Maricopa,85298-,N/A,,137,94,5.8,-,94,5.8,-,94,5.8,-,93,5.8,-,94,5.8,-,6.57,.7,N/A
Rio Colorado Elementary School,public,P.o. Box 6870 ,San Luis,Yuma,85349-,N/A,,49,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Rio Vista Elementary School,public,1351e. Limberlost,Tucson,Pima,85705-,N/A,,70,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Rio Vista School,public,10237 West Encanto Blvd.,Avondale,Maricopa,85392-,N/A,,79,96,3.8,-,96,3.8,-,96,3.8,-,99,1.3,-,100,0,-,3.8,0,N/A
Riverbend Prep,charter,5625 S. 51st Ave,Laveen,Maricopa,85339-,N/A,,72,88,4.2,-,88,4.2,-,88,5.6,-,96,2.8,-,97,1.4,-,5.56,0,N/A
Riverside Traditional School,public,1414 S 51st Avenue,Phoenix,Maricopa,85043-,N/A,,113,99,.9,-,99,.9,-,99,.9,-,99,.9,-,99,.9,-,.88,0,N/A
Riverview ,public,12701 West Main Street,El Mirage,Maricopa,85335-,N/A,,121,90,5,-,92,5,-,91,4.1,-,94,4.1,-,95,4.1,-,4.96,0,N/A
Roadrunner Elementary,public,7702 N. 39th Ave,Phoenix,Maricopa,85051-,N/A,,115,93,2.6,-,96,2.6,-,97,2.6,-,98,1.7,-,100,0,-,2.61,0,N/A
Roadrunner Elementary,public,16651 W Calle Carmela,Marana,Pima,85653-,N/A,,66,95,0,-,95,0,-,100,0,-,100,0,-,100,0,-,1.52,0,N/A
Robert And Danell Tarwater Elementary,public,2300 S. Gardner Drive,Chandler,Maricopa,85286-,N/A,,114,93,7,-,93,7,-,93,7,-,96,4.4,-,96,4.4,-,7.02,0,N/A
Robert Bracker Elementary,public,121 Camino Diez Mandamientos,Nogales,Santa Cruz,85621-,N/A,,45,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Robert Richardson Elementary School,public,6901 N. Camino De La Tierra,Tucson,Pima,85741-,N/A,,66,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Roberts-naylor,public,1701 S. Columbus Blvd,Tucson,Pima,85711-,N/A,,48,98,0,-,96,0,-,100,0,-,98,0,-,100,0,-,0,0,N/A
Robins K-8,public,3939 N. Magnatite Lane,Tucson,Pima,85745-,N/A,,74,100,0,-,99,1.4,-,100,0,-,99,1.4,-,100,0,-,1.35,0,N/A
Robison Elementary School,public,2745 E. 18th Street,Tucson,Pima,85716-,N/A,,64,97,1.6,-,97,1.6,-,98,1.6,-,97,1.6,-,98,1.6,-,1.56,0,N/A
Robson Elementary School,public,2122 E. Pueblo Ave.,Mesa,Maricopa,85204-,N/A,,103,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Rogers Ranch School,public,6735 S 47th Ave,Laveen,Maricopa,85339-,N/A,,113,94,.9,-,95,.9,-,96,.9,-,96,.9,-,99,.9,-,.88,0,N/A
Ronald Reagan School ,public,3200 W 16th Street ,Yuma ,Yuma,85364-,N/A,,100,96,0,-,96,0,-,97,0,-,98,0,-,95,0,-,1,0,N/A
Roosevelt Elementary School,public,828 S. Valencia,Mesa,Maricopa,85202-2824,N/A,,92,99,1.1,-,100,0,-,100,0,-,100,0,-,100,0,-,0,2.2,N/A
Roosevelt School,public,550 W 5th St,Yuma ,Yuma,85364-,N/A,,55,95,1.8,-,91,1.8,-,96,1.8,-,98,1.8,-,95,1.8,-,1.82,0,N/A
Rose Linda Elementary School,public,4610 S. 12th Street,Phoenix,Maricopa,85040-,N/A,,76,97,0,-,99,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Rosemary Rivera Elementary School,public,5102 South Cherry,Tucson,Pima,85706-,N/A,,118,98,0,-,97,0,-,97,0,-,97,0,-,100,0,-,0,0,N/A
Roskruge Bilingual Magnet School,public,501 E. 6th St.,Tucson,Pima,85705-,N/A,,52,98,1.9,-,98,1.9,-,98,1.9,-,100,0,-,100,0,-,1.92,0,N/A
Round Valley Elementary School,public,P O Box 610,Springerville,Apache,85925-,N/A,,107,93,3.7,-,93,3.7,-,93,3.7,-,94,3.7,-,94,4.7,-,4.67,0,N/A
Rover Elementary School,public,1300 E Watson Dr,Tempe,Maricopa,85283-,N/A,,93,90,8.6,-,91,8.6,-,91,8.6,-,91,8.6,-,95,5.4,-,9.68,0,N/A
Rudy G. Bologna Elementary,public,1625 East Frye Rd,Chandler,Maricopa,85225-,N/A,,98,99,1,-,98,1,-,99,1,-,98,1,-,100,0,-,2.04,0,N/A
Ruth Fisher Elementary,public,38201 W. Indian School Rd,Tonopah,Maricopa,85354-,N/A,,55,96,1.8,-,100,0,-,98,1.8,-,100,0,-,85,0,-,0,1.8,N/A
Ruth Powell School,public,1041 S 14th Ave.,Safford,Graham,85546,N/A,,87,97,2.3,-,97,2.3,-,97,2.3,-,97,2.3,-,97,2.3,-,2.3,0,N/A
Sabis International School,charter,1903 East Roeser Road,Phoenix,Maricopa,85251-,N/A,,100,97,3,-,95,3,-,96,3,-,97,3,-,97,3,-,3,0,N/A
Sacaton Elementary,public,P.o. Box 98,Sacaton,Pinal,85147-,N/A,,57,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Sacred Heart Catholic School,private,131 N Summit Ave,Prescott,Yavapai,86301-2789,N/A,,27,96,3.7,-,96,3.7,-,96,3.7,-,100,0,-,96,3.7,-,3.7,0,N/A
Saddleback Elementary,charter,18600 N. Porter Rd,Maricopa,Pinal,85138-,N/A,,78,97,2.6,-,97,2.6,-,97,2.6,-,99,1.3,-,99,1.3,-,5.13,0,N/A
Safford Magnet,public,200 E. 13th St.,Tucson,Pima,85701-,N/A,,35,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Saguaro Elementary School,public,1501 N. Center,Casa Grande,Pinal,85122-,N/A,,74,97,1.4,-,97,1.4,-,99,1.4,-,99,1.4,-,99,1.4,-,1.35,0,N/A
Sahuarita Primary School,public,"350 W, Sahuarita Rd.",Sahuarita,Pima,85629-,N/A,,221,98,1.4,-,98,1.4,-,97,1.8,-,98,1.4,-,98,1.4,-,1.81,0,N/A
Sahuaro Ranch Elementary,public,10401  N 63rd Ave,Glendale,Maricopa,85302-,N/A,,55,95,5.5,-,95,5.5,-,95,5.5,-,95,5.5,-,95,5.5,-,5.45,0,N/A
Sahuaro School,public,12835 N.33rd Ave,Phoenix,Maricopa,85029-,N/A,,89,94,1.1,-,96,1.1,-,98,1.1,-,97,1.1,-,99,1.1,-,1.12,1.1,N/A
Salida Del Sol Elementary,public,910 S. Avenue C,Yuma,Yuma,85364-,N/A,,120,98,.8,-,97,.8,-,99,.8,-,98,.8,-,99,.8,-,.83,0,N/A
Salk Elementary School,public,7029 E Brown Road,Mesa,Maricopa,85207-,N/A,,89,97,3.4,-,98,2.2,-,96,4.5,-,99,1.1,-,100,0,-,4.49,2.2,N/A
Sam Hughes Elementary,public,700 N. Wilson,Tucson,Pima,85719-,N/A,,47,94,4.3,-,94,4.3,-,96,4.3,-,98,2.1,-,96,4.3,-,4.26,0,N/A
San Cayetano Elementary,public,1374 W. Frontage Rd.,Rio Rico ,Santa Cruz,85648-,N/A,,100,96,4,-,96,4,-,95,5,-,99,1,-,100,0,-,1,5,N/A
San Francisco De Asis School,private,320 N. Humphrey's Street,Flagstaff,Coconino,86001-,N/A,,22,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
San Marcos Elementary School,public,451 West Frye Road,Chandler,Maricopa,85225-,N/A,,83,99,1.2,-,99,1.2,-,99,1.2,-,99,1.2,-,99,1.2,-,1.2,0,N/A
San Tan Elementary,public,3443 E.calistoga Drive,Gilbert,Maricopa,85297-,N/A,,88,99,1.1,-,99,1.1,-,98,2.3,-,99,1.1,-,99,1.1,-,1.14,0,N/A
San Tan Heights Elementary,public,2500 W. San Tan Heights Blvd,San Tan Valley,Pinal,85142-,N/A,,128,95,3.9,-,97,3.1,-,96,3.9,-,98,2.3,-,98,2.3,-,3.91,0,N/A
Sanborn Elementary School,public,700 North Superstition Blvd,Chandler,Maricopa,85225-,N/A,,105,96,1,-,99,1,-,99,1,-,99,1,-,98,1.9,-,1.9,0,N/A
Sanders Elementary School,public,P.o Box 250,Sanders,Apache,86512-,N/A,,55,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Sandpiper Elementary School,charter,6724 E. Hearn Road,Scottsdale,Maricopa,85254-,N/A,,82,94,6.1,-,94,6.1,-,94,6.1,-,95,4.9,-,95,4.9,-,6.1,0,N/A
Sandra Day O'connor,public,4840 East Adobe Street,Mesa,Maricopa,85207-,N/A,,90,96,4.4,-,97,3.3,-,94,5.6,-,99,1.1,-,98,2.2,-,6.67,0,N/A
Santa Clara,public,6910 S. Santa Clara Ave.,Tucson,Pima,85716-,N/A,,110,99,0,-,99,0,-,100,0,-,99,0,-,100,0,-,0,0,N/A
Santa Cruz Catholic School,private,29 W. 22nd Street,Tucson,Pima,85713-,N/A,,24,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Santa Cruz Elementary School,public,19845 N. Costa Del Sol Blvd.,Maricopa,Pinal,85138-,N/A,,55,96,3.6,-,96,3.6,-,95,5.5,-,96,3.6,-,100,0,-,7.27,0,N/A
Santa Fe Elementary,public,9880 N. 77th Ave,Peoria,Maricopa,85345-,N/A,,85,94,5.9,-,94,5.9,-,93,7.1,-,95,4.7,-,95,4.7,-,7.06,0,N/A
Santa Rosa Elementary School,public,21400 N Santa Rosa Dr,Maricopa,Pinal,85138-,N/A,,62,95,4.8,-,95,4.8,-,90,9.7,-,94,6.5,-,94,6.5,-,9.68,0,N/A
Santan Elementary,public,1550 E. Chandler Hts. Rd ,Chandler,Maricopa,85249-,N/A,,88,94,5.7,-,97,3.4,-,94,5.7,-,97,3.4,-,97,3.4,-,15.91,5.7,N/A
Sarah Marley,public,735 7 St.,Douglas,Cochise,85607-,N/A,,39,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Scales Elementary,public,1115 W. 5th St,Tempe,Maricopa,85281-,N/A,,86,97,3.5,-,97,3.5,-,97,3.5,-,97,3.5,-,98,2.3,-,3.49,0,N/A
Scott Libby,public,272 E. Sagerbrush ,Litchfield Park,Maricopa,85340-,N/A,,97,97,2.1,-,97,2.1,-,97,2.1,-,98,2.1,-,98,2.1,-,2.06,0,N/A
Scottsdale Christian Academy,private,14400 N. Tatum,Phoenix,Maricopa,85032-,N/A,,54,87,13,-,87,13,-,80,20.4,-,85,14.8,-,83,16.7,-,20.37,0,N/A
Self Development Charter School,charter,1709 N Greenfield Rd,Mesa,Maricopa,85138-,N/A,,80,100,0,-,100,0,-,99,1.3,-,98,2.5,-,99,1.3,-,1.25,1.3,N/A
Senita Valley ,public,10750 Bilby Rd. ,Tucson,Pima,85747-,N/A,,88,94,5.7,-,93,6.8,-,94,5.7,-,94,5.7,-,98,2.3,-,6.82,0,N/A
Sequoia Charter Elementary School,charter,1460 S. Horne Street,Mesa,Maricopa,85204-,N/A,,82,91,6.1,-,91,6.1,-,91,6.1,-,91,6.1,-,91,6.1,-,6.1,0,N/A
Sequoia Pathway,charter,19265 N Porter Rd,Maricopa,Pinal,85138-,N/A,,102,76,2.9,-,76,2.9,-,76,2.9,-,97,2.9,-,97,2.9,-,2.94,0,N/A
Sequoia Village School,charter,982 Full House Ln,Show Low,Navajo,85901-,N/A,,61,84,16.4,-,84,16.4,-,84,16.4,-,84,16.4,-,84,16.4,-,14.75,1.6,N/A
Sequoya Elementary,public,11808 N 64th St.,Scottsdale,Maricopa,85254-,N/A,,88,95,4.5,-,94,5.7,-,92,8,-,94,5.7,-,95,4.5,-,9.09,0,N/A
Settler's Point,public,423 E. Settlers Point Dr.,Gilbert,Maricopa,85296,N/A,,85,96,2.4,-,96,2.4,-,98,2.4,-,98,2.4,-,98,2.4,-,2.35,0,N/A
Seven Mile School,public,P.o. Box 190,Whiteriver,Navajo,85941-0190,N/A,,122,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Sewell,public,425 N. Sahaura,Tucson,Pima,85711-,N/A,,50,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Shaw Butte School,public,12202 N. 21st Ave.,Phoenix,Maricopa,85029-,N/A,,169,98,0,-,98,.6,-,99,.6,-,99,0,-,100,0,-,.59,0,N/A
Sheely Farms Elementary School,public,9450 W Encanto Blvd,Phoenix,Maricopa,85037-,N/A,,70,99,1.4,-,100,0,-,99,1.4,-,100,0,-,100,0,-,1.43,0,N/A
Shonto Preparatory School,charter,Po Box 7900,Shonto,Navajo,86054-,N/A,,42,95,0,-,90,0,-,83,0,-,100,0,-,98,0,-,0,0,N/A
Shumway Elementary School,public,1325 N. Shumway Avenue,Chandler,Maricopa,85225-,N/A,,84,98,0,-,96,0,-,96,0,-,98,0,-,100,0,-,0,0,N/A
Sierra Verde Elementary,public,7241 W. Rose Garden Lane,Glendale,Maricopa,85308-,N/A,,76,97,2.6,-,99,1.3,-,97,2.6,-,99,1.3,-,99,1.3,-,2.63,0,N/A
Sirrine Elementary,public,591 West Mesquite Street,Chandler,Maricopa,85225-2114,N/A,,84,93,7.1,-,93,7.1,-,92,8.3,-,93,7.1,-,100,0,-,5.95,3.6,N/A
Sky View Elemenrtary School,public,8624 W Sweetwater,Peoria,Maricopa,85381-,N/A,,48,92,8.3,-,92,8.3,-,92,8.3,-,92,8.3,-,92,8.3,-,8.33,0,N/A
Skyline Ranch ,public,1084 W San Tan Hills Dr,San Tan Valley,Pinal,85143-,N/A,,66,88,9.1,-,91,9.1,-,85,9.1,-,91,9.1,-,91,9.1,-,7.58,1.5,N/A
Skyview School,charter,125 S Rush Street,Prescott,Yavapai,86303,N/A,,30,77,23.3,-,77,23.3,-,43,23.3,-,77,23.3,-,77,23.3,-,23.33,0,N/A
Smoketree Elementary School,public,2395 Smoketree Ave,Lake Havasu City,Mohave,86403-,N/A,,51,98,2,-,98,2,-,98,2,-,100,0,-,98,2,-,1.96,0,N/A
Solano,public,1526 W. Missouri Avvenue,Phoenix,Maricopa,85015-2616,N/A,,106,98,1.9,-,95,1.9,-,95,1.9,-,97,1.9,-,97,2.8,-,2.83,0,N/A
Soleng Tom Elementary,public,10520 E. Camino Quince ,Tucson,Pima,85748-,N/A,,73,97,2.7,-,97,2.7,-,97,2.7,-,97,2.7,-,97,2.7,-,1.37,1.4,N/A
Solomon Elementary School,public,2250 S Steven Ave ,Solomon,Graham,85551-,N/A,,27,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Sonoma Ranch Elementary School,public,601 N Key Biscayne Dr,Gilbert,Maricopa,85234-,N/A,,59,88,11.9,-,88,11.9,-,88,11.9,-,97,3.4,-,92,8.5,-,10.17,1.7,N/A
Sonoran Academy Peoria,charter,17667 N 91st Ave,Peoria,Maricopa,85382-,N/A,,27,93,0,-,89,0,-,89,0,-,100,0,-,100,0,-,0,0,N/A
Sonoran Heights Elementary School,public,11405 N Greer Ranch Parkway,Surprise,Maricopa,85379-,N/A,,92,98,2.2,-,98,2.2,-,98,2.2,-,99,1.1,-,98,2.2,-,1.09,1.1,N/A
Sonoran Science Academy,charter,2325 W. Sunset Rd.,Tucson,Pima,85741-,N/A,,52,98,1.9,-,96,1.9,-,98,1.9,-,98,1.9,-,98,1.9,-,1.92,0,N/A
Sonoran Science Academy - Broadway,charter,6880 E. Broadway,Tucson,Pima,85710-,N/A,,49,94,6.1,-,94,6.1,-,94,6.1,-,94,6.1,-,94,6.1,-,6.12,0,N/A
Sonoran Science Academy - Phoenix,charter,4837 E. Mcdowell Rd,Phoenix,Maricopa,85008-,N/A,,22,95,0,-,95,0,-,95,0,-,95,0,-,95,0,-,0,0,N/A
Sonoran Science Academy Peoria,charter,17667 N 91st Ave,Peoria,Maricopa,85382-,N/A,,27,100,0,-,96,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Sonoran Science Academy-ahwatukee,charter,14647 S. 50th Street Suite 125 ,Phoenix ,Maricopa,85044-,N/A,,24,96,4.2,-,100,0,-,96,4.2,-,100,0,-,96,4.2,-,4.17,0,N/A
Sonoran Sky ,public,10150 W Missouri Ave,Glendale,Maricopa,85307-,N/A,,52,92,0,-,92,7.7,-,98,1.9,-,92,7.7,-,100,0,-,7.69,0,N/A
Sonoran Sky Elementary,charter,12990 N. 75th Street,Scottsdale,Maricopa,85260-,N/A,,87,93,6.9,-,90,10.3,-,91,9.2,-,94,5.7,-,93,6.9,-,9.2,1.1,N/A
Sousa Elementary School,public,616 N. Mountain Road ,Mesa,Maricopa,85207-2303,N/A,,80,90,10,-,91,8.8,-,91,8.8,-,91,8.8,-,100,0,-,10,1.3,N/A
South Phoenix Prep And Arts Academy,charter,7450 S 40th St Bldg 1,Phoenix,Maricopa,85042-,N/A,,62,90,4.8,-,79,4.8,-,74,4.8,-,95,4.8,-,90,4.8,-,4.84,0,N/A
South Pointe Elementary School,charter,2033 E. Southern Ave.,Phoenix,Maricopa,85040-,N/A,,60,65,5,-,70,5,-,63,5,-,65,5,-,72,5,-,3.33,1.7,N/A
Southgate Academy,public,850 W. Valencia Rd.,Tucson,Pima,85706,N/A,,46,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Southside Community School,charter,2701 S. Campbell ,Tucson,Pima,85713-5030,N/A,,21,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Southwest Elementary School,public,1111 W Dobbins Rd ,Phoenix,Maricopa,85041-,N/A,,41,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Spectrum Elementary,public,140 So. Gilbert Road,Gilbert ,Maricopa,85296-,N/A,,81,96,1.2,-,99,1.2,-,98,1.2,-,96,2.5,-,100,0,-,2.47,0,N/A
Ss. Simon And Jude School,private,6351 N 27th Ave,Phoenix,Maricopa,85017-,N/A,,43,98,2.3,-,98,2.3,-,95,4.7,-,98,2.3,-,95,4.7,-,4.65,0,N/A
St Ambrose Elementary/ Junior High,private,300 S Tucson Blvd,Tucson,Pima,85716-,N/A,,22,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
St Cyril Of Alexandria,private,4725 E. Pima Street,Tucson,Pima,85712-,N/A,,36,94,5.6,-,94,5.6,-,92,8.3,-,92,8.3,-,94,5.6,-,11.11,0,N/A
St Francis Xavier,private,4715 N Central Ave,Phoenix,Maricopa,85012-,N/A,,58,98,1.7,-,97,3.4,-,97,3.4,-,97,3.4,-,95,5.2,-,3.45,1.7,N/A
St John Bosco School,private,16035 S. 48th Street,Phoenix,Maricopa,85048-,N/A,,35,97,2.9,-,97,2.9,-,97,2.9,-,100,0,-,100,0,-,0,2.9,N/A
St Timothy Catholic School,private,2520 S. Alma School Rd.,Mesa,Maricopa,85210-,N/A,,22,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
St. Agnes Catholic School,private,2311 E. Palm Lane,Phoenix,Maricopa,85006-,N/A,,22,95,0,-,95,0,-,91,0,-,100,0,-,86,0,-,0,0,N/A
St. Andrew's Preschool And Kindergarten,private,7650 N. Paseo Del Norte,Tucson,Pima,85704-,N/A,,36,94,5.6,-,92,8.3,-,92,8.3,-,89,11.1,-,92,8.3,-,13.89,0,N/A
St. David Elementary School,public,P.o. Box 70,St. David,Cochise,85630-,N/A,,28,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,96,3.6,-,3.57,0,N/A
St. Jerome Catholic School,private,10815 N. 35th Ave.,Phoenix,Maricopa,85029-,N/A,,31,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
St. John The Evangelist,private,600 W. Ajo Way,Tucson,Pima,85713-,N/A,,31,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
St. Joseph Catholic School,private,215 S.craycroft Rd.,Tucson,Pima,85711-,N/A,,25,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
St. Louis The King,private,4331 W Maryland Ave,Glendale,Maricopa,85301-,N/A,,30,80,3.3,-,87,3.3,-,80,3.3,-,97,3.3,-,97,3.3,-,3.33,0,N/A
St. Mary-basha Catholic Elementary School,private,200 W Galveston St,Chandler,Maricopa,85225-,N/A,,43,95,4.7,-,95,4.7,-,95,4.7,-,98,2.3,-,95,4.7,-,4.65,0,N/A
St. Michael's Parish Day School,private,602 N. Wilmot Rd.,Tucson,Pima,85711-,N/A,,38,97,2.6,-,97,2.6,-,97,2.6,-,97,2.6,-,97,2.6,-,2.63,0,N/A
St. Theresa Catholic School,private,5001 E. Thomas Rd.,Phoenix,Maricopa,85018-,N/A,,35,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
St. Thomas Aquinas,private,13720 W. Thomas Rd,Avondale,Maricopa,85392-1001,N/A,,38,97,2.6,-,100,0,-,97,2.6,-,100,0,-,97,2.6,-,2.63,0,N/A
St. Thomas The Apostle,private,4510 N 24th Street,Phoenix,Maricopa,85016-,N/A,,37,95,5.4,-,95,5.4,-,97,2.7,-,97,2.7,-,95,5.4,-,5.41,2.7,N/A
St. Vincent De Paul ,private,3130 North 51st Avenue,Phoenix,Maricopa,85031-3400,N/A,,56,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Stanfield Elementary School,public,515 S. Stanfield Rd.,Stanfield,Pinal,85172-,N/A,,63,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Starlight Park Elementary,public,6970 W. Osborn Rd,Phoenix,Maricopa,85033-,N/A,,186,98,1.1,-,99,1.1,-,98,1.1,-,99,0,-,99,1.1,-,1.08,0,N/A
Starline Elementary,public,3150 Starline Dr,Lake Havasu City,Mohave,86406-,N/A,,87,93,6.9,-,93,6.9,-,93,6.9,-,93,6.9,-,93,6.9,-,6.9,0,N/A
Steele Elementary School,public,700 S Sarnoff Drive,Tucson,Pima,85710-,N/A,,57,95,3.5,-,95,3.5,-,93,3.5,-,96,3.5,-,95,5.3,-,5.26,0,N/A
Stepping Stones Academy,charter,35812 N. 7th Street,Phoenix,Maricopa,85086-,N/A,,23,74,26.1,-,74,26.1,-,74,26.1,-,74,26.1,-,74,26.1,-,26.09,0,N/A
Stetson Hills Elementary,public,25475 N. Stetson Hills Loop,Phoenix,Maricopa,85083-,N/A,,82,95,0,-,93,0,-,90,0,-,96,0,-,99,0,-,0,0,N/A
Steven R. Jasinski Elementary,public,4280 S. 246th Ave.,Buckeye,Maricopa,85326-,N/A,,103,93,5.8,-,93,5.8,-,94,4.9,-,96,3.9,-,96,3.9,-,5.83,0,N/A
Stevenson Elementary,public,2200 E. 12 Street,Douglas,Cochise,85607-1237,N/A,,66,97,1.5,-,98,1.5,-,98,1.5,-,98,1.5,-,98,1.5,-,1.52,0,N/A
Stevenson Elementary School,public,638 S. 96th St. ,Mesa,Maricopa,85208-,N/A,,116,92,5.2,-,96,3.4,-,93,6,-,98,1.7,-,97,0,-,5.17,.9,N/A
Sts. Peter And Paul Catholic,private,1436 N. Campbell Ave.,Tucson,Pima,85719-,N/A,,34,97,2.9,-,97,2.9,-,97,2.9,-,97,2.9,-,97,2.9,-,2.94,0,N/A
Sturgeon Cromer Elementary School,public,7150 E. Silver Saddle,Flagstaff,Coconino,86004-,N/A,,128,94,6.3,-,95,5.5,-,92,6.3,-,95,4.7,-,96,3.9,-,6.25,0,N/A
Sullivan,public,2 North 31st St.,Phoenix,Maricopa,85009-,N/A,,79,100,0,-,100,0,-,100,0,-,100,0,-,100,0,-,0,0,N/A
Summit Academy,public,1560 W. Summit Place,Chandler,Maricopa,85224-,N/A,,109,92,2.8,-,94,1.8,-,93,2.8,-,97,2.8,-,98,1.8,-,4.59,0,N/A
Summit School Of Ahwatukee,private,4515 E. Muirwood Dr,Phoenix,Maricopa,85048-,N/A,,27,93,7.4,-,93,7.4,-,78,11.1,-,93,7.4,-,89,11.1,-,7.41,3.7,N/A
Summit View Elementary,public,1900 East Summit Street,Tucson,Pima,85706-,N/A,,94,98,0,-,97,0,-,96,0,-,99,0,-,100,0,-,0,0,N/A
Sun Canyon Elementary School,public,8150 W Durango St,Phoenix,Maricopa,85043-,N/A,,98,86,1,-,87,0,-,87,1,-,89,0,-,91,0,-,1.02,0,N/A
Sun Valley ,public,8361 N 95th Ave,Peoria ,Maricopa,85345-,N/A,,101,94,5.9,-,94,5.9,-,94,5.9,-,94,5.9,-,94,5.9,-,3.96,2,N/A
Sun Valley Charter School,charter,5806 S. 35th Avenue,Phoenix,Maricopa,85041-,N/A,,46,98,2.2,-,98,2.2,-,96,4.3,-,98,2.2,-,96,4.3,-,4.35,0,N/A
Sunburst Elementary School,public,14218 N. 47th Ave,Glendale,Maricopa,85306-,N/A,,96,99,0,-,99,0,-,100,0,-,99,0,-,99,1,-,1.04,0,N/A
Sundance Elementary,public,7051 W Cholla,Peoria,Maricopa,85345-,N/A,,73,93,4.1,-,95,4.1,-,93,4.1,-,95,4.1,-,97,2.7,-,4.11,0,N/A
