SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HIB,PCT_EXEMPT_HIB,PCT_COMPLIANCE_HIB,PCT_IMMUNE_HEPA,PCT_EXEMPT_HEPA,PCT_COMPLIANCE_HEPA,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Ahwatukee Preschool,N/A,11002 S 48TH ST,PHOENIX,MARICOPA,85044,n,n/a,64,91,9.4,100,91,9.4,100,91,9.4,100,91,9.4,100,89,9.4,98,91,9.4,100,90.6,9.4,100,9.4,0,9.4
Ajo Head Start,N/A,111 N WELL RD,AJO,PIMA,85321,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ajo Unified School District  - Ajo Elementary,N/A,111 N WELL RD,AJO,PIMA,85321,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Aldea Montessori School Preschool,N/A,15639 N 40TH ST,PHOENIX,MARICOPA,85032,n,n/a,54,87,13,100,87,13,100,87,13,100,87,13,100,87,13,100,87,13,100,87,13,100,13,0,13
Alfaros Child Care,N/A,2401 E ALEPPO PL,TUCSON,PIMA,85706,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Alhambra Developmental Preschool,N/A,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,n,n/a,79,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Alicias Day Care,N/A,2036 S 46TH AVE,YUMA,YUMA,85364,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
All Around Caring Group Home,N/A,6113 S 30TH DR,PHOENIX,MARICOPA,85041,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
All Saints Extended School Program,N/A,6300 N CENTRAL AVE,PHOENIX,MARICOPA,85012,n,n/a,22,100,0,100,96,4.5,100,100,0,100,100,9.1,100,91,9.1,100,91,9.1,100,100,0,100,13.6,0,0
All Together Now Preschool And Childcare,N/A,516 S DOBSON RD,MESA,MARICOPA,85202,n,n/a,48,96,0,95.8,98,0,98,96,0,96,100,0,100,83,0,83,100,0,100,97.9,0,98,0,0,0
Allen House,N/A,20482 N CONLON RD,MARICOPA,PINAL,85138,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Alma Kindercare Learning Center,N/A,2862 S ALMA SCHOOL RD,MESA,MARICOPA,85210,n,n/a,52,46,0,46.2,46,0,46,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
"Almita Montessori School, Inc",N/A,6207 E BELLEVUE ST,TUCSON,PIMA,85712,n,n/a,30,50,0,50,100,0,100,100,0,100,100,0,100,87,0,87,100,0,100,86.7,0,87,0,0,0
Alpine Academy Preschool,N/A,5200 E CORTLAND BLVD STE A22,FLAGSTAFF,COCONINO,86004,n,n/a,26,96,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,96.2,3.8,100,3.8,0,3.8
Amanda's Playtime Alley,N/A,8183 N. FLORENTINE ROAD,PRESCOTT VALLEY,YAVAPAI,86315,n,n/a,22,86,13.6,100,86,13.6,100,86,13.6,100,86,13.6,100,0,13.6,0,86,13.6,100,86.4,13.6,100,31.8,0,31.8
Amani Academy Inc,N/A,131 E MOHAVE RD,TUCSON,PIMA,85705,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
America H Castellon,N/A,3556 E NEBRASKA ST,TUCSON,PIMA,85706,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
American Child Care #48,N/A,4715 W THOMAS RD,PHOENIX,MARICOPA,85031,n,n/a,54,80,0,79.6,91,0,91,98,0,98,87,0,87,70,0,70,87,0,87,96.3,0,96,0,0,0
"American Child Care, # 52",N/A,5933 W MCDOWELL RD,PHOENIX,MARICOPA,85035,n,n/a,39,95,5.1,100,95,5.1,100,95,5.1,100,95,5.1,100,95,5.1,100,95,5.1,100,94.9,5.1,100,5.1,5.1,5.1
American Childcare #50,N/A,8515 N 51ST AVE,GLENDALE,MARICOPA,85302,y,rn,35,94,0,94.3,100,0,100,100,0,100,91,0,91,100,0,100,100,0,100,100,0,100,0,0,0
American Lutheran School,N/A,1085 SCOTT DR,PRESCOTT,YAVAPAI,86301,n,n/a,61,85,14.8,100,89,11.5,100,87,13.1,100,87,23,100,0,23,0,77,23,100,85.2,14.8,100,16.4,0,8.2
Amigos Preschool,N/A,4035 N 71ST AVE,PHOENIX,MARICOPA,85033,n,n/a,69,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Amphi Head Start,N/A,1075 W ROGER RD,TUCSON,PIMA,85705,n,n/a,50,100,0,100,100,0,100,100,0,100,100,0,100,88,0,88,100,0,100,100,0,100,0,0,0
Amy's Daycare Service,N/A,503 E MCKAMEY ST,PAYSON,GILA,85541,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ana's Day Care,N/A,454W W LARONA LN,TEMPE,MARICOPA,85284,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anderson Preparatory Academy,N/A,14235 N 7TH ST,PHOENIX,MARICOPA,85022,n,n/a,52,92,5.8,98.1,94,5.8,100,94,5.8,100,92,5.8,98,90,5.8,96,90,5.8,96,94.2,5.8,100,9.6,0,9.6
Angels Place Group Home,N/A,1436 S 12TH DR,YUMA,YUMA,85364,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anthem K-8 School,N/A,2700 N ANTHEM WAY,FLORENCE,PINAL,85232,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Anthem School, Dvusd #37",N/A,41020 N FREEDOM WAY,ANTHEM,MARICOPA,85086,y,n/a,26,89,7.7,96.2,89,7.7,96,92,7.7,100,92,7.7,100,92,7.7,100,89,7.7,96,92.3,7.7,100,7.7,0,0
Apache Junction Head Start - Pinal-Gila Head Start,N/A,900 N PLAZA DR,APACHE JUNCTION,PINAL,85120,n,n/a,65,95,3.1,98.5,97,3.1,100,95,4.6,100,97,4.6,100,60,4.6,63,94,4.6,99,95.4,4.6,100,4.6,0,1.5
Apostles Lutheran Preschool,N/A,7020 W CACTUS RD,PEORIA,MARICOPA,85381,n,n/a,26,81,3.8,84.6,81,3.8,85,89,3.8,92,89,3.8,92,77,3.8,81,77,3.8,81,92.3,0,92,3.8,0,3.8
Arcadia Montessori School,N/A,5115 E VIRGINIA AVE,PHOENIX,MARICOPA,85008,n,n/a,115,92,2.6,94.8,91,4.3,96,95,3.5,98,93,5.2,96,88,5.2,93,88,5.2,93,93,4.3,97,5.2,0,2.6
Arcadian Day School,N/A,3210 E WELDON AVE,PHOENIX,MARICOPA,85018,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Cultural Academy,N/A,7810 S 42ND PL,PHOENIX,MARICOPA,85042,n,n/a,47,96,4.3,100,98,2.1,100,98,2.1,100,96,4.3,100,92,4.3,100,96,4.3,100,95.7,4.3,100,4.3,4.3,2.1
Arizona Desert Elementary School,N/A,8803 W VAN BUREN ST,TOLLESON,MARICOPA,85353,y,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arizona Desert Head Start - Catholic Chartities,N/A,8803 W VAN BUREN ST,TOLLESON,MARICOPA,85353,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Arrowhead Elementary School,N/A,3820 E NISBET RD,PHOENIX,MARICOPA,85032,y,rn,33,97,3,100,94,3,97,97,3,100,94,3,97,88,3,91,94,3,97,97,0,97,3,0,0
Ascension Lutheran Preschool,N/A,1220 W MAGEE RD,TUCSON,PIMA,85704,n,n/a,120,83,1.7,84.2,87,1.7,88,84,1.7,86,84,1.7,86,52,1.7,52,84,1.7,86,81.7,2.5,84,1.7,.8,.8
Ash Fork Head Start,N/A,450 W LEWIS AVE,ASH FORK,YAVAPAI,86320,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Asu Mlftc Preschool,N/A,200 E CURRY RD STE 146,TEMPE,MARICOPA,85281,n,n/a,41,95,4.9,100,95,4.9,100,98,2.4,100,95,4.9,100,95,4.9,100,95,4.9,100,97.6,2.4,100,7.3,0,2.4
Asu Preparatory Academy Polytechnic Preschool,N/A,6950 E WILLIAMS FIELD RD,MESA,MARICOPA,85212,n,n/a,32,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Asu Preparatory Academy Preschool,N/A,735 E FILLMORE ST,PHOENIX,MARICOPA,85006,n,n/a,27,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,96.3,0,96,0,0,0
At Teach And Play/teach And Play Inc,N/A,5827 N 35TH AVE,PHOENIX,MARICOPA,85017,n,n/a,36,0,0,0,0,0,0,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Atonement Lutheran Preschool,N/A,4001 W BEARDSLEY RD,GLENDALE,MARICOPA,85308,n,n/a,32,84,6.3,90.6,81,6.3,88,91,6.3,97,81,6.3,88,69,6.3,75,78,6.3,84,84.4,6.3,91,6.3,0,6.3
Augusta Ranch,N/A,9430 E NEVILLE AVE,MESA,MARICOPA,85209,y,rn,45,91,8.9,100,91,8.9,100,93,6.7,100,93,6.7,100,96,6.7,100,93,6.7,100,93.3,6.7,100,8.9,0,8.9
Auntie Ann's Child Care Group Home,N/A,2737 E CORONA AVE,PHOENIX,MARICOPA,85040,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Avondale South Head Start - Catholic Charities,N/A,525 E HARRISON DR,AVONDALE,MARICOPA,85323,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Avondale South Head Start Ehs - Catholic Charities,N/A,525 E HARRISON DR,AVONDALE,MARICOPA,85323,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Awakening Seed School (preschool),N/A,6630 S 40TH ST,PHOENIX,MARICOPA,85042,n,n/a,84,86,14.3,100,87,13.1,100,86,14.3,100,87,15.5,100,76,15.5,92,85,15.5,100,85.7,14.3,100,16.7,0,11.9
Az Western College Child Development Learning Lab,N/A,2020 S AVENUE 8 E,YUMA,YUMA,85365,n,n/a,42,69,0,69,69,0,69,69,2.4,71,69,2.4,71,45,2.4,48,69,2.4,71,71.4,2.4,74,4.8,0,4.8
B.c.e.s.d. Beaver Creek Developmental Preschool And School Age Daycare,N/A,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
B.c.u.s.d.#20 - Bullhead Elementary Preschool,N/A,1820 LAKESIDE DR,BULLHEAD CITY,MOHAVE,86442,n,n/a,47,100,0,100,100,0,100,100,0,100,96,0,96,92,0,92,100,0,100,100,0,100,0,0,0
B.e.s.d.#26 - Bouse Elementary School,N/A,44936 JOSHUA DR,BOUSE,LA PAZ,85325,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
B.e.s.d.#31 - Orangedale Early Learning Center,N/A,5048 E OAK ST,PHOENIX,MARICOPA,85008,n,n/a,45,98,2.2,100,98,2.2,100,98,2.2,100,96,2.2,98,87,2.2,89,98,2.2,100,97.8,2.2,100,4.4,0,0
B.e.s.d.#33 - Buckeye Elementary School District Preschool,N/A,640 E CENTRE AVE,BUCKEYE,MARICOPA,85326,n,n/a,164,100,0,100,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,99.4,.6,100,.6,0,.6
B.r.u.s.d.#32 - Tiny Tots Preschool,N/A,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,y,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
B.u.h.s.d. - Youngker High School Coop Childcare Center,N/A,3000 S APACHE RD,BUCKEYE,MARICOPA,85326,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
B.u.s.d. #20 - Bagdad Special Needs Preschool,N/A,6 S LINDAHL RD,BAGDAD,YAVAPAI,86321,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Babies And Tots Daycare,N/A,1928 E HOLLADAY ST,TUCSON,PIMA,85706,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bak Group Home,N/A,1286 E VACATION DR,MOHAVE VALLEY,MOHAVE,86440,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bambinos Learning Center L L C,N/A,633 E FRONTAGE RD UNIT A,NOGALES,SANTA CRUZ,85621,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Banks Elementary,N/A,3200 S LEAD FLOWER AVE,TUCSON,PIMA,85735,y,rn,28,100,0,100,96,0,96,100,0,100,100,0,100,89,0,89,100,0,100,100,0,100,0,0,0
Bayer Private School,N/A,23555 N 67TH AVE,GLENDALE,MARICOPA,85310,y,rn,32,97,3.1,100,91,6.3,97,97,3.1,100,97,3.1,100,94,3.1,97,97,3.1,100,93.8,3.1,97,6.3,0,3.1
Bayer Private School_correct_data,N/A,7950 W PINNACLE PEAK RD,PEORIA,MARICOPA,85383,n,n/a,32,97,3.1,100,91,6.3,97,97,3.1,100,97,3.1,100,94,3.1,97,97,3.1,100,93.8,3.1,97,6.3,0,3.1
Beautiful Savior Academy,N/A,7570 N THORNYDALE RD,TUCSON,PIMA,85741,n,n/a,87,97,2.3,98.9,97,3.4,100,97,1.1,98,95,4.6,98,72,4.6,74,95,4.6,100,96.6,2.3,99,4.6,0,1.1
Beaver Dam Preschool,N/A,3436 RIO VIRGIN RD,LITTLEFIELD,MOHAVE,86432,n,n/a,24,96,4.2,100,96,4.2,100,96,4.2,100,96,4.2,100,96,4.2,100,96,4.2,100,95.8,4.2,100,4.2,0,4.2
Beibei Amigos Language Preschool,N/A,751 E UNION HILLS DR STE 19,PHOENIX,MARICOPA,85024,n,n/a,53,81,3.8,84.9,87,3.8,91,94,3.8,98,93,3.8,96,79,3.8,83,79,3.8,83,90.6,3.8,94,3.8,0,3.8
Belen's Child Care Ii,N/A,1802 E 31ST ST,TUCSON,PIMA,85713,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bella Montessori,N/A,700 S ISLANDS DR,GILBERT,MARICOPA,85233,n,n/a,45,91,6.7,97.8,93,6.7,100,96,4.4,100,93,4.4,100,91,4.4,98,89,4.4,93,93.3,6.7,100,6.7,0,0
Benchmark Preschool,N/A,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,n,n/a,92,95,3.3,97.8,95,3.3,98,97,3.3,100,95,3.3,98,95,3.3,98,95,3.3,98,94.6,3.3,98,3.3,0,3.3
Benson Head Start,N/A,300 W UNION ST,BENSON,COCHISE,85602,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Benson Unified,N/A,360 S PATAGONIA ST,BENSON,COCHISE,85602,y,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Berean Pre-school,N/A,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,n,n/a,46,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Best Friends Preschool Inc,N/A,2038 S DON CARLOS,MESA,MARICOPA,85202,n,n/a,57,91,5.3,96.5,88,7,95,95,5.3,100,91,5.3,97,91,5.3,91,88,5.3,93,93,5.3,98,5.3,0,5.3
Beyond Care Inc.,N/A,1601 E BELL RD STE A19,PHOENIX,MARICOPA,85022,n,n/a,77,94,6.5,100,94,6.5,100,94,6.5,100,94,6.5,100,94,6.5,100,94,6.5,100,93.5,6.5,100,10.4,0,10.4
Bicentennial South School,N/A,7240 W COLTER ST,GLENDALE,MARICOPA,85303,n,n/a,52,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,98,1.9,100,98.1,1.9,100,1.9,0,1.9
Bienestar Child Development Center,N/A,1504 E LIBERTY ST,SAN LUIS,YUMA,85349,n,n/a,80,100,0,100,100,0,100,100,0,100,100,0,100,93,0,93,100,0,100,100,0,100,0,0,0
Bienestar First Step _mehs,N/A,690 N 10TH AVE,SAN LUIS,YUMA,85349,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Big Dreams Preschool And Kindergarten,N/A,28570 N EL MIRAGE RD,PEORIA,MARICOPA,85383,n,n/a,79,96,2.5,98.7,94,5.1,99,94,6.3,100,94,7.6,100,91,7.6,100,92,7.6,100,92.4,7.6,100,8.9,0,2.5
Big Red Barn,N/A,2175 S ARIZONA AVE,YUMA,YUMA,85364,n,n/a,162,98,.6,98.1,90,.6,90,90,.6,90,99,.6,100,0,.6,0,94,.6,94,91.4,.6,92,.6,0,.6
Blackwater Community School Preschool,N/A,3652 E BLACKWATER SCHOOL RD,COOLIDGE,PINAL,85128,y,rn,70,100,0,100,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,100,0,100,0,0,0
Blake Primary School Developmental Preschool,N/A,701 S NAVAJO AVE,PARKER,LA PAZ,85344,n,n/a,26,96,3.8,100,96,3.8,100,96,3.8,100,92,3.8,96,89,3.8,89,96,3.8,100,96.2,3.8,100,3.8,0,3.8
Blenman Elementary School,N/A,1695 N COUNTRY CLUB RD,TUCSON,PIMA,85716,y,rn,21,95,0,95.2,100,0,100,100,0,100,100,0,100,71,0,71,100,0,100,100,0,100,0,0,0
Blessed Sacrament Preschool / Kindergarten,N/A,11300 N 64TH ST,SCOTTSDALE,MARICOPA,85254,n,n/a,30,100,0,100,87,0,87,100,0,100,100,0,100,90,0,90,100,0,100,100,0,100,0,0,0
Bloom Elementary,N/A,8310 E PIMA ST,TUCSON,PIMA,85715,n,n/a,27,93,3.7,96.3,93,3.7,96,96,3.7,100,96,3.7,100,78,3.7,93,89,3.7,93,96.3,3.7,100,3.7,0,3.7
