SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HIB,PCT_EXEMPT_HIB,PCT_COMPLIANCE_HIB,PCT_IMMUNE_HEPA,PCT_EXEMPT_HEPA,PCT_COMPLIANCE_HEPA,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
First Christian Church Preschool,N/A,3261 S AVENUE 6 E,YUMA,YUMA,85365,n,n/a,27,93,3.7,96.3,93,3.7,96,93,3.7,96,100,3.7,100,96,3.7,100,96,3.7,100,100,0,100,0,3.7,0
First Impressions Preschool,N/A,3130 N HAYDEN RD,SCOTTSDALE,MARICOPA,85251,n,n/a,25,92,8,100,92,8,100,92,8,100,92,8,100,88,8,96,92,8,100,92,8,100,8,0,8
First Impressions Preschool,N/A,655 S CRAYCROFT RD,TUCSON,PIMA,85711,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
First Presbyterian Preschool Of Mesa,N/A,161 N MESA DR,MESA,MARICOPA,85201,n,n/a,29,97,0,96.6,100,0,100,100,0,100,100,0,100,97,0,97,100,0,100,100,0,100,0,0,0
First Southern Christian School,N/A,445 E SPEEDWAY BLVD,TUCSON,PIMA,85705,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
First Steps Child Care,N/A,1025 S KELLI LN,COTTONWOOD,YAVAPAI,86326,n,n/a,26,92,7.7,100,92,7.7,100,92,7.7,100,92,7.7,100,39,7.7,39,92,7.7,100,92.3,7.7,100,7.7,0,7.7
First Steps Preschool,N/A,2339 N HAYDEN RD,SCOTTSDALE,MARICOPA,85257,n,n/a,40,100,0,100,100,0,100,98,2.5,100,100,0,100,100,0,100,100,0,100,100,0,100,0,2.5,0
First Steps To Reading Preschool,N/A,1425 E 2ND PL,MESA,MARICOPA,85203,n,n/a,36,78,5.6,83.3,86,5.6,92,89,5.6,94,83,5.6,89,64,5.6,69,81,5.6,86,94.4,5.6,100,5.6,0,5.6
First United Methodist Chruch Of Gilbert Preschool,N/A,331 S COOPER RD,GILBERT,MARICOPA,85233,n,n/a,53,89,3.8,92.5,96,3.8,100,98,1.9,100,96,3.8,98,94,3.8,98,96,3.8,100,96.2,3.8,100,3.8,3.8,1.9
First United Methodist Church Head Start,N/A,15 E 1ST AVE,MESA,MARICOPA,85210,n,n/a,46,98,2.2,100,98,2.2,100,98,2.2,100,98,2.2,100,85,2.2,87,98,2.2,100,97.8,2.2,100,2.2,0,2.2
First United Methodist Preschool/ Daycare Center,N/A,1020 S 10TH AVE,SAFFORD,GRAHAM,85546,n,n/a,26,100,0,100,100,0,100,100,0,100,96,0,96,65,0,65,100,0,100,100,0,100,0,0,0
First United Methodist Weekday School,N/A,5510 N CENTRAL AVE,PHOENIX,MARICOPA,85012,n,n/a,129,91,4.7,95.3,95,4.7,100,95,4.7,100,95,4.7,100,82,4.7,87,95,4.7,100,95.3,4.7,100,4.7,0,4.7
Fit N' Fun Educational Center,N/A,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,n,n/a,56,91,8.9,100,91,8.9,100,91,0,91,100,8.9,100,91,8.9,100,91,8.9,100,91.1,8.9,100,0,8.9,0
Flagstaff Cooperative Preschool,N/A,3401 N 4TH ST,FLAGSTAFF,COCONINO,86004,n,n/a,33,97,0,97,100,0,100,91,0,91,91,0,91,88,0,88,91,0,91,90.9,0,91,0,0,0
Flagstaff Cooperative Preschool @ Marshall Magnet Elementary,N/A,850 N BONITO ST,FLAGSTAFF,COCONINO,86001,n,n/a,27,100,0,100,100,0,100,100,0,100,100,0,100,82,0,82,100,0,100,100,0,100,0,0,0
Flagstaff Cooperative Preschool At Killip,N/A,2600 EAST 6TH AVENUE,FLAGSTAFF,COCONINO,86004,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flagstaff Cooperative Preschool Inc,N/A,203 E BRANNEN AVE,FLAGSTAFF,COCONINO,86001,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flagstaff Early Head Start,N/A,4000 N CUMMINGS ST,FLAGSTAFF,COCONINO,86004,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flagstaff Junior Academy Elementary Campus,N/A,306 W CEDAR AVE,FLAGSTAFF,COCONINO,86001,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flip City Gym-n-learn,N/A,3405 E STATE ROUTE 89A BLDG B,COTTONWOOD,YAVAPAI,86326,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Florence Headstart,N/A,40 E CELAYA ST,FLORENCE,PINAL,85132,n,n/a,34,85,0,85.3,97,0,97,100,0,100,100,0,100,77,0,77,97,0,97,100,0,100,0,0,0
Foothills Elementary,N/A,158080 N. 63RD AVE,GLENDALE,MARICOPA,85306,y,rn,21,95,0,95.2,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Foresight Learning Center,N/A,8245 KOCH FIELD RD,FLAGSTAFF,COCONINO,86004,n,n/a,61,93,6.6,100,93,6.6,100,93,6.6,100,93,6.6,100,75,6.6,82,93,6.6,100,93.4,6.6,100,6.6,0,6.6
Fort Mojave Elementary School,N/A,1760 E JOY LN,FORT MOHAVE,MOHAVE,86426,y,rn,31,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Foundation For Blind Children,N/A,1234 E NORTHERN AVE,PHOENIX,MARICOPA,85020,y,rn,48,96,2.1,97.9,94,4.2,98,98,2.1,100,98,4.2,100,92,4.2,98,90,4.2,94,97.9,2.1,100,6.3,0,2.1
Fowler Elementary,N/A,6707 W VAN BUREN ST,PHOENIX,MARICOPA,85043,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Frank Head Start - City of Phoenix,N/A,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Frank School Preschool,N/A,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,y,rn,41,95,0,95.1,98,0,98,100,0,100,100,0,100,100,0,100,98,0,98,100,0,100,0,0,0
Franklin Phonetic Primary School,N/A,9317 N 2ND ST,PHOENIX,MARICOPA,85020,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Fredonia Head Start,N/A,110 N MAIN ST,FREDONIA,COCONINO,86022,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
From Time 2 Time,N/A,7440 E MAIN ST STE 9,MESA,MARICOPA,85207,n,n/a,36,97,2.8,100,97,2.8,100,97,2.8,100,97,2.8,100,94,2.8,97,97,2.8,100,100,0,100,2.8,0,0
Frontier Ps,N/A,21258 N 81ST AVE,PEORIA,MARICOPA,85382,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.e.s.d.#40 -  Sunset Vista Community Ed. / Extended Day,N/A,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,y,lpn,57,93,1.8,94.7,97,1.8,98,97,1.8,98,98,1.8,100,95,1.8,97,98,1.8,100,98.2,1.8,100,1.8,0,1.8
G.e.s.d.#40 - Glendale American School Community Ed. / Extended Day,N/A,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.e.s.d.#40 - Isaac E. Imes Preschool,N/A,6625 N 56TH AVE,GLENDALE,MARICOPA,85301,y,n/a,65,99,0,98.5,100,0,100,99,0,99,100,0,100,95,0,95,100,0,100,100,0,100,0,0,0
G.p.s. - Ashland Ranch Elementary,N/A,1945 S ASHLAND RANCH RD,GILBERT,MARICOPA,85295,y,rn,88,93,3.4,96.6,92,4.5,97,94,4.5,99,76,4.5,82,90,4.5,94,90,4.5,94,98.9,1.1,100,5.7,0,0
G.p.s. - Burk Elementary,N/A,545 N BURK ST,GILBERT,MARICOPA,85234,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.p.s. - Carol Rae Ranch Elementary,N/A,3777 E HOUSTON AVE,GILBERT,MARICOPA,85234,y,rn,48,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
G.p.s. - Finley Farms Elementary,N/A,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,y,rn,23,96,4.3,100,96,4.3,100,96,4.3,100,96,4.3,100,87,4.3,96,91,4.3,96,91.3,8.7,100,8.7,0,4.3
G.p.s. - Gilbert Elementary,N/A,175 W ELLIOT RD,GILBERT,MARICOPA,85233,y,rn,49,94,6.1,100,94,6.1,100,94,6.1,100,94,6.1,100,94,6.1,100,94,6.1,100,91.8,8.2,100,8.2,0,6.1
G.p.s. - Greenfield Elementary,N/A,2550 E ELLIOT RD,GILBERT,MARICOPA,85234,y,rn,29,97,0,96.6,97,3.4,100,100,0,100,90,0,97,90,0,97,97,0,97,89.7,10.3,100,10.3,0,0
G.p.s. - Houston Elementary,N/A,500 E HOUSTON AVE,GILBERT,MARICOPA,85234,y,rn,43,95,4.7,100,93,7,100,93,7,100,95,7,100,95,7,100,93,7,100,95.3,4.7,100,4.7,2.3,4.7
G.p.s. - Islands Elementary,N/A,245 S MCQUEEN RD,GILBERT,MARICOPA,85233,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.p.s. - Mesquite Elementary,N/A,1000 E MESQUITE ST,GILBERT,MARICOPA,85296,y,rn,26,85,15.4,100,85,15.4,100,85,15.4,100,85,15.4,100,85,15.4,100,85,15.4,100,100,0,100,15.4,0,0
G.p.s. - Oak Tree Elementary,N/A,505 W HOUSTON AVE,GILBERT,MARICOPA,85233,y,rn,28,82,17.9,100,89,10.7,100,86,14.3,100,89,14.3,100,79,14.3,100,86,14.3,100,82.1,17.9,100,17.9,0,7.1
G.p.s. - Patterson Elementary School,N/A,1211 E GUADALUPE RD,GILBERT,MARICOPA,85234,y,n/a,30,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,97,3.3,100,100,0,100,3.3,0,0
G.p.s. - Pioneer Elementary,N/A,1535 N GREENFIELD RD,GILBERT,MARICOPA,85234,y,rn,27,96,3.7,100,96,3.7,100,96,3.7,100,96,3.7,100,96,3.7,100,96,3.7,100,92.6,7.4,100,7.4,0,3.7
G.p.s. - Playa Del Rey Preschool,N/A,550 N HORNE ST,GILBERT,MARICOPA,85233,y,rn,33,73,24.2,97,79,21.2,100,79,21.2,100,79,21.2,100,79,21.2,100,79,21.2,100,78.8,21.2,100,24.2,0,21.2
G.p.s. - Sonoma Ranch Elementary,N/A,601 N KEY BISCAYNE DR,GILBERT,MARICOPA,85234,y,rn,29,97,3.4,100,97,3.4,100,97,3.4,100,93,6.9,100,93,6.9,100,93,6.9,100,96.6,3.4,100,6.9,0,0
G.p.s. - Superstition Spring Elementary,N/A,7125 E MONTEREY AVE,MESA,MARICOPA,85209,y,rn,21,100,0,100,100,0,100,100,0,100,100,0,100,95,0,100,100,0,100,100,0,100,4.8,0,0
G.p.s. - Val Vista Lakes Elementary,N/A,1030 N BLUE GROTTO DR,GILBERT,MARICOPA,85234,y,rn,68,91,7.4,98.5,91,7.4,99,94,5.9,100,90,5.9,97,91,5.9,99,93,5.9,99,94.1,5.9,100,5.9,1.5,5.9
G.s.d.#32 - San Luis Preschool,N/A,1055 N MAIN ST,SAN LUIS,YUMA,85349,n,n/a,156,100,0,100,100,0,100,100,0,100,100,0,100,84,0,85,100,0,100,100,0,100,0,1.3,0
G.u.h.s.d. #225 - Moon Valley High School C.o.o.p.,N/A,3625 W CACTUS RD,PHOENIX,MARICOPA,85029,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.u.h.s.d.#205 - Apollo Preschool C O O P,N/A,8045 N 47TH AVE,GLENDALE,MARICOPA,85302,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.u.h.s.d.#205 - Washington High School Coop Preschool,N/A,2217 W GLENDALE AVE,PHOENIX,MARICOPA,85021,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.u.s.d.#41 - Gilbert High School Toybox,N/A,1101 E ELLIOT RD,GILBERT,MARICOPA,85234,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
G.u.s.d.#41 - Highland High School - Toybox,N/A,4301 E GUADALUPE RD,GILBERT,MARICOPA,85234,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gale Elementary Preschool,N/A,678 S GOLLOB RD,TUCSON,PIMA,85710,y,rn,32,100,0,100,100,0,100,97,3.1,100,100,0,100,94,0,94,100,0,100,100,0,100,0,3.1,0
Galveston Head Start,N/A,661 E GALVESTON ST RM C-5,CHANDLER,MARICOPA,85225,n,n/a,39,92,2.6,94.9,97,2.6,100,97,2.6,100,97,2.6,100,92,2.6,95,97,2.6,100,92.3,2.6,95,2.6,0,2.6
Galveston Head Start - City of Phoenix,N/A,661 E GALVESTON ST RM C-5,CHANDLER,MARICOPA,85225,n,n/a,30,97,0,96.7,97,0,97,93,0,93,97,0,97,90,0,90,100,0,100,90,0,90,0,0,0
Garcia's Child Care,N/A,5600 S COUNTRY CLUB RD TRLR 168,TUCSON,PIMA,85706,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Garden City Child Development Center,N/A,406 N 1ST ST,BUCKEYE,MARICOPA,85326,n,n/a,47,85,6.4,91.5,89,6.4,96,94,6.4,100,87,6.4,94,83,6.4,89,87,6.4,94,93.6,6.4,100,6.4,0,6.4
Garden Lakes Christian Academy,N/A,2517 N 107TH AVE,AVONDALE,MARICOPA,85392,n,n/a,67,82,0,82.1,97,0,97,99,0,99,100,0,100,78,0,79,96,0,96,98.5,0,99,0,1.5,0
Garfield School,N/A,811 N 13TH ST,PHOENIX,MARICOPA,85006,y,rn,30,80,20,100,77,23.3,100,83,16.7,100,100,0,100,97,0,97,97,0,97,100,0,100,3.3,0,0
Gateway Community College Childrens Learning Center,N/A,108 N 40TH ST,PHOENIX,MARICOPA,85034,n,n/a,77,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,94,2.6,96,97,2.6,100,97.4,2.6,100,2.6,0,0
Gateway Polytechnic Preschool,N/A,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,n,n/a,80,98,2.5,100,98,2.5,100,98,2.5,100,98,2.5,100,95,2.5,99,96,2.5,99,97.5,2.5,100,3.8,0,2.5
Gcc @ Sine Ehs,N/A,6000 W OLIVE AVE,GLENDALE,MARICOPA,85302,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Genesis Cild Care,N/A,6142 E 17TH ST,TUCSON,PIMA,85711,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gentle Hands Center For Children,N/A,1410 E ADELAIDE DR,TUCSON,PIMA,85719,n,n/a,26,100,0,100,100,0,100,100,0,100,100,0,100,69,0,69,100,0,100,100,0,100,0,0,0
Geri's Helping Hands,N/A,421 W JASPER DR,CHANDLER,MARICOPA,85225,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gethsemane Lutheran Preschool,N/A,1035 E GUADALUPE RD,TEMPE,MARICOPA,85283,n,n/a,57,90,5.3,94.7,90,5.3,95,88,5.3,93,90,5.3,95,86,5.3,91,84,5.3,90,86,3.5,90,3.5,1.8,3.5
Gila Crossing Community School,N/A,4408 W PECOS RD,LAVEEN,MARICOPA,85339,y,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gila River Indian Community: Komatke Headstart,N/A,16675 S ST JOHNS RD,LAVEEN,MARICOPA,85339,y,rn,73,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gila River Indian Community: Sacaton Headstart,N/A,112 WEST SEED FARM ROAD,SACATON,PINAL,85147,y,rn,73,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gila River Indian Community: Santan Headstart,N/A,1447 SOUTH SESAME ROAD,SACATON,PINAL,85147,y,rn,69,100,0,100,0,0,0,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gila River Indian Community: Vah-ki Headstart,N/A,3441 WEST CASA BLANCA ROAD,BAPCHULE,PINAL,85121,y,rn,50,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gilbert Arts Academy Preschool,N/A,862 E ELLIOT RD,GILBERT,MARICOPA,85234,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gingerbread House Group Home,N/A,229 W 22ND ST,TUCSON,PIMA,85713,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Girasoles Preschool,N/A,4420 W INA RD,TUCSON,PIMA,85741,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Glendale Christian_preschool,N/A,9661 N 59TH AVE,GLENDALE,MARICOPA,85302,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Glendale Community College Head Start,N/A,6000 W OLIVE AVE,GLENDALE,MARICOPA,85302,n,n/a,36,100,0,100,100,0,100,100,0,100,100,0,100,97,0,97,100,0,100,100,0,100,0,0,0
Glendale Imes Head Start,N/A,6625 N 56TH AVE,GLENDALE,MARICOPA,85301,n,n/a,33,97,0,97,97,0,97,97,0,97,97,0,97,88,0,88,100,0,100,100,0,100,0,0,0
Glendale Imes Head Start Ehs,N/A,6625 N 56TH AVE,GLENDALE,MARICOPA,85301,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Glendale Jack Head Start,N/A,6600 W MISSOURI AVE,GLENDALE,MARICOPA,85301,n,n/a,37,97,2.7,100,97,2.7,100,97,2.7,100,97,2.7,100,97,2.7,100,97,2.7,100,97.3,2.7,100,2.7,0,2.7
Glendale Ocotillo Head Start,N/A,6242 N 59TH AVE,GLENDALE,MARICOPA,85301,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Globe Head Start,N/A,160 E MURPHY ST,GLOBE,GILA,85501,n,n/a,34,100,0,100,100,0,100,100,0,100,100,0,100,91,0,91,100,0,100,100,0,100,0,0,0
God's World,N/A,3950 N VALORIE DR,PRESCOTT VALLEY,YAVAPAI,86314,n,n/a,90,86,7.8,93.3,87,7.8,94,88,7.8,96,86,7.8,93,54,7.8,62,84,7.8,92,83.3,7.8,91,7.8,0,7.8
Gods Garden Child Development Center,N/A,1401 E LIBERTY LN,PHOENIX,MARICOPA,85048,n,n/a,83,94,6,100,92,7.2,99,92,7.2,99,94,9.6,100,92,9.6,100,87,9.6,96,85.5,2.4,88,12,0,6
Golden Child,N/A,901 E 7TH ST,DOUGLAS,COCHISE,85607,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Good Earth Montessori,N/A,1704 N CENTER ST,MESA,MARICOPA,85201,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gpul - Brett Tarver School,N/A,3101 W MCDOWELL RD,PHOENIX,MARICOPA,85009,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Gpul - Byron Barry School - City of Phoenix,N/A,2533 N 60TH AVE,PHOENIX,MARICOPA,85035,n,n/a,134,99,0,99.3,100,0,100,100,0,100,100,0,100,98,0,98,100,0,100,100,0,100,0,0,0
Gpul - Moya  School - Isaac,N/A,406 N 41ST AVE,PHOENIX,MARICOPA,85009,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Grace Christian Academy,N/A,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,y,rn,60,97,3.3,100,95,5,100,93,6.7,100,95,6.7,100,92,6.7,100,93,6.7,100,91.7,8.3,100,13.3,0,1.7
Grace Fellowship Preschool And Child Care,N/A,1300 N MILLER RD,BUCKEYE,MARICOPA,85326,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Grace Garden Christian Preschool,N/A,10841 S 48TH ST,PHOENIX,MARICOPA,85044,n,n/a,95,92,1.1,92.6,98,2.1,100,94,6.3,100,98,9.5,100,85,9.5,100,91,9.5,100,98.9,1.1,100,3.2,11.6,2.1
Grace Lutheran Church Child Development Center,N/A,2101 HARRISON ST,KINGMAN,MOHAVE,86401,n,n/a,57,91,8.8,100,93,5.3,98,93,5.3,98,93,7,100,72,7,77,91,7,98,93,5.3,98,8.8,0,7
Grace Lutheran Preschool,N/A,5600 W PALMAIRE AVE,GLENDALE,MARICOPA,85301,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Grace Neal Preschool And Learning Center,N/A,1730 KINO AVE,KINGMAN,MOHAVE,86409,n,n/a,70,94,5.7,100,96,4.3,100,99,1.4,100,100,0,100,67,0,67,99,0,99,100,0,100,0,8.6,0
Gracepointe Christian Academy,N/A,5455 S WESTOVER AVE,TUCSON,PIMA,85746,n,n/a,49,100,0,100,100,0,100,100,0,100,98,0,98,84,0,84,100,0,100,100,0,100,0,0,0
Granada,N/A,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,n,n/a,44,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,98,2.3,100,97.7,2.3,100,2.3,0,0
Grand Canyon Head Start,N/A,1 BOULDER ST,GRAND CANYON,COCONINO,86023,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Grandpas Farm Childcare,N/A,7117 E ADDIS AVE,PRESCOTT VALLEY,YAVAPAI,86314,n,n/a,34,74,5.9,79.4,77,5.9,82,91,5.9,97,94,5.9,100,50,5.9,50,77,5.9,82,91.2,5.9,97,5.9,0,5.9
Grannie's House L.l.c,N/A,4620 N NOEL DR,PRESCOTT VALLEY,YAVAPAI,86314,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Grayhawk Elementary School- Preschool,N/A,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,n,rn,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Great Beginnings Preschool,N/A,13380 W VAN BUREN ST,GOODYEAR,MARICOPA,85338,n,n/a,82,99,1.2,100,99,1.2,100,99,1.2,100,96,1.2,98,89,1.2,90,98,1.2,99,98.8,1.2,100,1.2,0,0
Great Beginnings Preschool # 7,N/A,17230 N 59TH AVE,GLENDALE,MARICOPA,85308,n,n/a,94,95,4.3,98.9,94,4.3,98,98,2.1,100,97,4.3,99,90,4.3,95,95,4.3,99,97.9,2.1,100,4.3,2.1,2.1
"Great Beginnings Preschools Inc., #5",N/A,7569 W GREENWAY RD,PEORIA,MARICOPA,85381,n,n/a,63,73,1.6,74.6,89,1.6,91,95,1.6,97,98,1.6,100,67,1.6,67,91,1.6,92,90.5,7.9,98,1.6,0,1.6
Great Expectations Early Learning Center,N/A,1764 PASEO SAN LUIS,SIERRA VISTA,COCHISE,85635,n,n/a,110,97,.9,98.2,99,.9,100,99,.9,100,99,.9,100,76,.9,76,99,.9,100,99.1,.9,100,.9,0,.9
Great Explorers,N/A,15637 N HOLLYHOCK ST,SURPRISE,MARICOPA,85378,n,n/a,29,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
"Great Start Preschool and Daycare, Inc.",N/A,13439 S VAL VISTA DR,GILBERT,MARICOPA,85296,n,n/a,36,100,0,100,92,0,92,100,0,100,100,0,100,100,0,100,94,0,94,100,0,100,0,0,0
Greater Phoenix Urban League - Jb Sutton,N/A,1001 N 31ST AVE,PHOENIX,MARICOPA,85009,n,n/a,38,97,0,97.4,97,0,97,100,0,100,100,0,100,95,0,95,100,0,100,100,0,100,0,0,0
Greater Phoenix Urban League - Peralta,N/A,7125 W ENCANTO BLVD,PHOENIX,MARICOPA,85035,n,n/a,55,100,0,100,100,0,100,100,0,100,100,0,100,98,0,98,100,0,100,100,0,100,0,0,0
Greater Phoenix Urban League Head Start -  M C  Cash,N/A,3851 W ROESER RD,PHOENIX,MARICOPA,85041,n,n/a,74,100,0,100,100,0,100,100,0,100,100,0,100,99,0,99,100,0,100,100,0,100,0,0,0
Greater Phoenix Urban League Head Start - Mitchell,N/A,1700 N 41ST AVE,PHOENIX,MARICOPA,85009,n,n/a,40,100,0,100,100,0,100,100,0,100,100,0,100,95,0,95,100,0,100,100,0,100,0,0,0
Greater Phoenix Urban League Head Start - Travis Williams,N/A,4732 S CENTRAL AVE,PHOENIX,MARICOPA,85040,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Greater Phoenix Urban League Head Start-cartwright,N/A,5480 W CAMPBELL AVE,PHOENIX,MARICOPA,85031,n,n/a,128,98,.8,99.2,99,.8,100,99,.8,100,99,.8,100,95,.8,96,99,.8,100,100,0,100,.8,0,.8
Greater Phoenix Urban League Pt Coe Elementary,N/A,3801 W ROANOKE AVE,PHOENIX,MARICOPA,85009,n,n/a,39,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Greater Phx Urban League Head Start Heard Elem School,N/A,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,n,n/a,31,97,0,96.8,97,0,97,100,0,100,100,0,100,97,0,97,97,0,97,100,0,100,0,0,0
Greater Phx Urban League Head Start Lowell Elem School,N/A,1121 S 3RD AVE,PHOENIX,MARICOPA,85003,n,n/a,< 20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
